principle,sensor,hardness,thickness_mm,width_px,density_px_per_mm2,fz_mae,min,max
DIGIT,medium_1mm_r1,medium,1,80,21.05932207992063,0.0492114089429378,0.0467436648905277,0.0813511535525322
DIGIT,medium_1mm_r1,medium,1,160,84.23728831968252,0.1551594287157058,0.0687620416283607,0.1849066466093063
DIGIT,medium_1mm_r1,medium,1,320,336.9491532787301,0.084460511803627,0.0621103569865226,0.0943548679351806
DIGIT,medium_1mm_r1,medium,1,426,597.1502396524494,0.0563076809048652,0.0532500520348548,0.0771214962005615
DIGIT,medium_1mm_r1,medium,1,640,1347.7966131149203,0.0605221912264823,0.054161712527275,0.0978206098079681
DIGIT,medium_1mm_r1,medium,1,854,2399.8282096936555,0.053018432110548,0.050721812993288,0.0562267154455184
DIGIT,medium_1mm_r1,medium,1,1280,5391.186452459681,0.0773733556270599,0.0599759966135025,0.0862419530749321
DIGIT,medium_1mm_r1,medium,1,1920,12130.169518034289,0.0740000456571579,0.0552100464701652,0.0809033438563346
DIGIT,medium_2mm_r1,medium,2,8,0.1736710977330496,0.1087041273713111,0.10649935901165,0.113539420068264
DIGIT,medium_2mm_r1,medium,2,16,0.6946843909321986,0.0655488967895507,0.0557865090668201,0.069356620311737
DIGIT,medium_2mm_r1,medium,2,32,2.7787375637287943,0.0543101653456687,0.0535663291811943,0.0616893358528614
DIGIT,medium_2mm_r1,medium,2,48,6.252159518389789,0.0527112632989883,0.051681812852621,0.0667447224259376
DIGIT,medium_2mm_r1,medium,2,80,17.367109773304964,0.0471034236252307,0.045706707984209,0.0543136373162269
DIGIT,medium_2mm_r1,medium,2,160,69.46843909321986,0.0643880143761634,0.0540734492242336,0.0765074789524078
DIGIT,medium_2mm_r1,medium,2,320,277.8737563728794,0.0799062028527259,0.0735699981451034,0.0815246179699897
DIGIT,medium_2mm_r1,medium,2,426,492.45525206567055,0.0608136467635631,0.0485252812504768,0.0755004361271858
DIGIT,medium_2mm_r1,medium,2,640,1111.4950254915177,0.0500352792441844,0.047138538211584,0.0759591683745384
DIGIT,medium_2mm_r1,medium,2,854,1979.079848660576,0.0659013614058494,0.0629963651299476,0.0711626708507537
DIGIT,medium_2mm_r1,medium,2,1280,4445.980101966071,0.0584935210645198,0.0546278804540634,0.0637467429041862
DIGIT,medium_2mm_r1,medium,2,1920,10003.45522942366,0.0650877207517623,0.0532345697283744,0.0689501613378524
DIGIT,medium_3mm_r1,medium,3,8,0.1366479789414849,0.091092400252819,0.0814125686883926,0.1695299446582794
DIGIT,medium_3mm_r1,medium,3,16,0.5465919157659396,0.054614495486021,0.0458639897406101,0.118496760725975
DIGIT,medium_3mm_r1,medium,3,32,2.1863676630637583,0.0471968874335289,0.0434880219399929,0.0594624392688274
DIGIT,medium_3mm_r1,medium,3,48,4.919327241893458,0.0550413466989994,0.0477890856564044,0.0634511262178421
DIGIT,medium_3mm_r1,medium,3,80,13.66479789414849,0.0514845550060272,0.0450873151421546,0.0582305379211902
DIGIT,medium_3mm_r1,medium,3,160,54.65919157659396,0.070879153907299,0.0489631481468677,0.0745266154408454
DIGIT,medium_3mm_r1,medium,3,320,218.63676630637585,0.0460463054478168,0.0453488491475582,0.0564997717738151
DIGIT,medium_3mm_r1,medium,3,426,387.4738847872644,0.0500070936977863,0.0495559684932231,0.0830667093396186
DIGIT,medium_3mm_r1,medium,3,640,874.5470652255034,0.0474563464522361,0.0451235920190811,0.0573605746030807
DIGIT,medium_3mm_r1,medium,3,854,1557.1805845263752,0.0479403473436832,0.0463209152221679,0.0617377571761608
DIGIT,medium_3mm_r1,medium,3,1280,3498.1882609020136,0.0683902502059936,0.0483921617269516,0.0930716022849083
DIGIT,medium_3mm_r1,medium,3,1920,7870.9235870295315,0.0472635626792907,0.044663555920124,0.0766873136162757
DIGIT,hard_1mm_r1,hard,1,8,0.2144471284296946,0.1501843780279159,0.1441214084625244,0.1650329679250717
DIGIT,hard_1mm_r1,hard,1,16,0.8577885137187786,0.1014076620340347,0.0853323116898536,0.1176075041294097
DIGIT,hard_1mm_r1,hard,1,32,3.4311540548751145,0.0911695286631584,0.0843155086040496,0.1115729510784149
DIGIT,hard_1mm_r1,hard,1,48,7.720096623469007,0.0807103440165519,0.0796957537531852,0.0872184857726097
DIGIT,hard_1mm_r1,hard,1,80,21.44471284296947,0.0695246458053588,0.0688728392124176,0.0970901250839233
DIGIT,hard_1mm_r1,hard,1,160,85.77885137187788,0.0771360695362091,0.0750288292765617,0.0865519344806671
DIGIT,hard_1mm_r1,hard,1,320,343.1154054875115,0.0746525675058364,0.0732839927077293,0.1218280345201492
DIGIT,hard_1mm_r1,hard,1,426,608.0782356079261,0.0774503871798515,0.0733212828636169,0.0992096439003944
DIGIT,hard_1mm_r1,hard,1,640,1372.461621950046,0.0869095996022224,0.0853111520409584,0.09577027708292
DIGIT,hard_1mm_r1,hard,1,854,2443.745654966113,0.0854737684130668,0.0808532014489173,0.0856847986578941
DIGIT,hard_1mm_r1,hard,1,1280,5489.846487800184,0.0868105962872505,0.075792096555233,0.1023970693349838
DIGIT,hard_1mm_r1,hard,1,1920,12352.154597550414,0.087556205689907,0.0808104947209358,0.1220437735319137
DIGIT,hard_2mm_r2,hard,2,8,0.1873050124230148,0.1235092282295227,0.1001583784818649,0.1344074755907058
DIGIT,hard_2mm_r2,hard,2,16,0.7492200496920595,0.084480382502079,0.0726465880870819,0.1037340313196182
DIGIT,hard_2mm_r2,hard,2,32,2.996880198768238,0.0825695320963859,0.0685612261295318,0.088511548936367
DIGIT,hard_2mm_r2,hard,2,48,6.742980447228534,0.0679395720362663,0.0668452382087707,0.0705070719122886
DIGIT,hard_2mm_r2,hard,2,80,18.73050124230149,0.0628333464264869,0.0589056424796581,0.0635936185717582
DIGIT,hard_2mm_r2,hard,2,160,74.92200496920594,0.0666540116071701,0.0629735514521598,0.0683471858501434
DIGIT,hard_2mm_r2,hard,2,320,299.6880198768238,0.0707651451230049,0.0669223442673683,0.0854531452059745
DIGIT,hard_2mm_r2,hard,2,426,531.1150692887351,0.0695485174655914,0.0664891377091407,0.0743127465248107
DIGIT,hard_2mm_r2,hard,2,640,1198.752079507295,0.0694104731082916,0.0663548409938812,0.0726515725255012
DIGIT,hard_2mm_r2,hard,2,854,2134.4459756297424,0.0666810125112533,0.0616367608308792,0.0689916014671325
DIGIT,hard_2mm_r2,hard,2,1280,4795.00831802918,0.0737267136573791,0.0709612667560577,0.0914042964577674
DIGIT,hard_2mm_r2,hard,2,1920,10788.76871556566,0.0680302008986473,0.0663135275244712,0.0691859200596809
DIGIT,hard_3mm_r1,hard,3,8,0.1325404262367185,0.1317716389894485,0.110572837293148,0.1448986530303955
DIGIT,hard_3mm_r1,hard,3,16,0.5301617049468742,0.0851530209183693,0.0719595700502395,0.1045544371008873
DIGIT,hard_3mm_r1,hard,3,32,2.120646819787497,0.0805950686335563,0.0662845224142074,0.085284911096096
DIGIT,hard_3mm_r1,hard,3,48,4.771455344521867,0.0693603530526161,0.0572642087936401,0.1029074639081955
DIGIT,hard_3mm_r1,hard,3,80,13.25404262367186,0.0573203340172767,0.0517201870679855,0.0610414035618305
DIGIT,hard_3mm_r1,hard,3,160,53.01617049468744,0.0632409304380416,0.0609941221773624,0.0709151700139045
DIGIT,hard_3mm_r1,hard,3,320,212.06468197874975,0.0695743337273597,0.0573943182826042,0.0826672539114952
DIGIT,hard_3mm_r1,hard,3,426,375.8266623708553,0.0607413053512573,0.0596556030213832,0.0669233277440071
DIGIT,hard_3mm_r1,hard,3,640,848.2587279149991,0.0611318424344062,0.0544290356338024,0.0617365166544914
DIGIT,hard_3mm_r1,hard,3,854,1510.372710957166,0.0624683424830436,0.0591372959315776,0.0830866321921348
DIGIT,hard_3mm_r1,hard,3,1280,3393.0349116599964,0.0568446181714534,0.045898113399744,0.0672817826271057
DIGIT,hard_3mm_r1,hard,3,1920,7634.328551234989,0.0678211450576782,0.0514952279627323,0.0732283890247345
DIGIT_Marker,soft_1mm_r1,soft,1,8,0.2704173336111111,0.1709573566913604,0.1617510020732879,0.2209727466106414
DIGIT_Marker,soft_1mm_r1,soft,1,16,1.0816693344444446,0.1485127210617065,0.1459174454212188,0.1630803197622299
DIGIT_Marker,soft_1mm_r1,soft,1,32,4.326677337777778,0.1279975175857544,0.122700847685337,0.1343831717967987
DIGIT_Marker,soft_1mm_r1,soft,1,48,9.735024010000002,0.1368992626667022,0.1222634464502334,0.142422467470169
DIGIT_Marker,soft_1mm_r1,soft,1,80,27.041733361111103,0.1167736127972602,0.1146080419421196,0.1409494280815124
DIGIT_Marker,soft_1mm_r1,soft,1,160,108.16693344444442,0.1421010196208953,0.1325660645961761,0.164202943444252
DIGIT_Marker,soft_1mm_r1,soft,1,320,432.6677337777777,0.1528725624084472,0.1196187064051628,0.1810280680656433
DIGIT_Marker,soft_1mm_r1,soft,1,426,766.7852505376562,0.1476753503084182,0.1289271861314773,0.1750468164682388
DIGIT_Marker,soft_1mm_r1,soft,1,640,1730.6709351111108,0.1334322690963745,0.1325009167194366,0.1411145627498626
DIGIT_Marker,soft_1mm_r1,soft,1,854,3081.557626248767,0.1380884349346161,0.1247464567422866,0.1438457518815994
DIGIT_Marker,soft_1mm_r1,soft,1,1280,6922.683740444443,0.1364728063344955,0.1330524832010269,0.1850737631320953
DIGIT_Marker,soft_1mm_r1,soft,1,1920,15576.038416,0.1156897842884063,0.1136501654982566,0.1329116970300674
DIGIT_Marker,soft_2mm_r1,soft,2,8,0.22572001,0.2210274934768676,0.1884926408529281,0.2712196409702301
DIGIT_Marker,soft_2mm_r1,soft,2,16,0.90288004,0.1733080446720123,0.149521917104721,0.1890940368175506
DIGIT_Marker,soft_2mm_r1,soft,2,32,3.61152016,0.1413386315107345,0.1369379758834839,0.1935396045446396
DIGIT_Marker,soft_2mm_r1,soft,2,48,8.12592036,0.1242444589734077,0.1085394248366355,0.1317992359399795
DIGIT_Marker,soft_2mm_r1,soft,2,80,22.572001000000004,0.1044399440288543,0.1022701412439346,0.134553000330925
DIGIT_Marker,soft_2mm_r1,soft,2,160,90.28800400000002,0.1255119293928146,0.1110213622450828,0.1304821819067001
DIGIT_Marker,soft_2mm_r1,soft,2,320,361.15201600000006,0.1345522701740265,0.1330855637788772,0.145297035574913
DIGIT_Marker,soft_2mm_r1,soft,2,426,640.0431958556251,0.1206646189093589,0.1044949516654014,0.1426611542701721
DIGIT_Marker,soft_2mm_r1,soft,2,640,1444.6080640000002,0.1255024969577789,0.1230545490980148,0.1265964806079864
DIGIT_Marker,soft_2mm_r1,soft,2,854,2572.2064814556247,0.137761503458023,0.1287726163864135,0.1524749398231506
DIGIT_Marker,soft_2mm_r1,soft,2,1280,5778.432256000001,0.1409343630075454,0.1275630742311477,0.1654790937900543
