principle,sensor,hardness,thickness_mm,width_px,density_px_per_mm2,fz_mae,min,max
DIGIT_Marker,soft_2mm_r1,soft,2,1920,13001.472576000004,0.1406678706407547,0.1259553283452987,0.2316523343324661
DIGIT_Marker,soft_3mm_r1,soft,3,8,0.179211111111111,0.1914213448762893,0.1906564235687255,0.2808646261692047
DIGIT_Marker,soft_3mm_r1,soft,3,16,0.7168444444444443,0.2538760304450989,0.2184620201587677,0.3628210127353668
DIGIT_Marker,soft_3mm_r1,soft,3,32,2.867377777777777,0.1441141664981842,0.0962734520435333,0.1465518921613693
DIGIT_Marker,soft_3mm_r1,soft,3,48,6.451599999999998,0.1515706032514572,0.1244814619421958,0.3543442785739898
DIGIT_Marker,soft_3mm_r1,soft,3,80,17.921111111111113,0.090156115591526,0.070997342467308,0.0944927185773849
DIGIT_Marker,soft_3mm_r1,soft,3,160,71.68444444444445,0.1185975670814514,0.0717270523309707,0.1326491236686706
DIGIT_Marker,soft_3mm_r1,soft,3,320,286.7377777777778,0.0766184628009796,0.0735657587647438,0.1069468855857849
DIGIT_Marker,soft_3mm_r1,soft,3,426,508.16430625,0.1147692129015922,0.1024371087551117,0.1666026711463928
DIGIT_Marker,soft_3mm_r1,soft,3,640,1146.9511111111112,0.0912097841501236,0.0824195593595504,0.1527693718671798
DIGIT_Marker,soft_3mm_r1,soft,3,854,2042.2114173611108,0.1055187955498695,0.0938476771116256,0.112479880452156
DIGIT_Marker,soft_3mm_r1,soft,3,1280,4587.804444444445,0.0870189219713211,0.0836262926459312,0.0943896993994712
DIGIT_Marker,soft_3mm_r1,soft,3,1920,10322.56,0.0897338613867759,0.0813081711530685,0.1232766211032867
DIGIT_Marker,medium_1mm_r1,medium,1,8,0.2240444444444444,0.209657147526741,0.178079143166542,0.2480549365282058
DIGIT_Marker,medium_1mm_r1,medium,1,16,0.8961777777777777,0.1532434970140457,0.1498376131057739,0.158212661743164
DIGIT_Marker,medium_1mm_r1,medium,1,32,3.584711111111111,0.1400692164897918,0.1398404389619827,0.1571944057941436
DIGIT_Marker,medium_1mm_r1,medium,1,48,8.065599999999996,0.1339296996593475,0.1274335533380508,0.183330625295639
DIGIT_Marker,medium_1mm_r1,medium,1,80,22.404444444444444,0.147406131029129,0.1095555797219276,0.1526707708835601
DIGIT_Marker,medium_1mm_r1,medium,1,160,89.61777777777777,0.1154678240418434,0.0962661281228065,0.1373698562383651
DIGIT_Marker,medium_1mm_r1,medium,1,320,358.4711111111111,0.1570208519697189,0.1398303657770156,0.1673522442579269
DIGIT_Marker,medium_1mm_r1,medium,1,426,635.292025,0.1114101260900497,0.105616807937622,0.1137043684720993
DIGIT_Marker,medium_1mm_r1,medium,1,640,1433.8844444444444,0.1172150373458862,0.1163050159811973,0.1703472435474395
DIGIT_Marker,medium_1mm_r1,medium,1,854,2553.112469444444,0.1397570669651031,0.1236278191208839,0.1491521298885345
DIGIT_Marker,medium_1mm_r1,medium,1,1280,5735.537777777778,0.126613974571228,0.1218563914299011,0.1360687613487243
DIGIT_Marker,medium_1mm_r1,medium,1,1920,12904.96,0.148122951388359,0.1178271174430847,0.161668375134468
DIGIT_Marker,medium_2mm_r1,medium,2,8,0.2272746711111111,0.1371217370033264,0.13397116959095,0.1694247871637344
DIGIT_Marker,medium_2mm_r1,medium,2,16,0.9090986844444444,0.0890348628163337,0.0889489352703094,0.1099904105067253
DIGIT_Marker,medium_2mm_r1,medium,2,32,3.636394737777778,0.0825092419981956,0.0721398517489433,0.0867901146411895
DIGIT_Marker,medium_2mm_r1,medium,2,48,8.18188816,0.0823171734809875,0.0821982622146606,0.1115237474441528
DIGIT_Marker,medium_2mm_r1,medium,2,80,22.7274671111111,0.0642960518598556,0.0591108351945877,0.0663846731185913
DIGIT_Marker,medium_2mm_r1,medium,2,160,90.9098684444444,0.0716199800372123,0.0665758624672889,0.1323595196008682
DIGIT_Marker,medium_2mm_r1,medium,2,320,363.6394737777776,0.0763008594512939,0.074101336300373,0.0924635827541351
DIGIT_Marker,medium_2mm_r1,medium,2,426,644.4515346025,0.0671227201819419,0.0650000572204589,0.0704920962452888
DIGIT_Marker,medium_2mm_r1,medium,2,640,1454.5578951111104,0.06942979991436,0.0653340369462966,0.0765000060200691
DIGIT_Marker,medium_2mm_r1,medium,2,854,2589.922719313611,0.0805826187133789,0.0795228108763694,0.0834854170680046
DIGIT_Marker,medium_2mm_r1,medium,2,1280,5818.2315804444415,0.0776748955249786,0.0736278146505355,0.0818462893366813
DIGIT_Marker,medium_2mm_r1,medium,2,1920,13091.021056,0.0710619315505027,0.0696269944310188,0.0726489052176475
DIGIT_Marker,medium_3mm_r1,medium,3,8,0.1764420024999999,0.1497312784194946,0.1271725296974182,0.1764648854732513
DIGIT_Marker,medium_3mm_r1,medium,3,16,0.7057680099999999,0.1057575866580009,0.0977426022291183,0.1413367241621017
DIGIT_Marker,medium_3mm_r1,medium,3,32,2.82307204,0.0691248849034309,0.0642824321985244,0.0755981504917144
DIGIT_Marker,medium_3mm_r1,medium,3,48,6.351912089999999,0.06953976303339,0.0633696988224983,0.0782142505049705
DIGIT_Marker,medium_3mm_r1,medium,3,80,17.64420025,0.0720342099666595,0.0600007362663745,0.0738784298300743
DIGIT_Marker,medium_3mm_r1,medium,3,160,70.576801,0.0641959533095359,0.0596407689154148,0.0853525549173355
DIGIT_Marker,medium_3mm_r1,medium,3,320,282.307204,0.0738514810800552,0.0620596595108509,0.0750005170702934
DIGIT_Marker,medium_3mm_r1,medium,3,426,500.31232571390615,0.0719879791140556,0.0645279213786125,0.0753658041357994
DIGIT_Marker,medium_3mm_r1,medium,3,640,1129.228816,0.0820299088954925,0.0679921135306358,0.0909718945622444
DIGIT_Marker,medium_3mm_r1,medium,3,854,2010.6558671139069,0.0740146487951278,0.0669228807091713,0.0783550590276718
DIGIT_Marker,medium_3mm_r1,medium,3,1280,4516.915264,0.073026143014431,0.0667330846190452,0.0958796888589859
DIGIT_Marker,medium_3mm_r1,medium,3,1920,10163.059344,0.0776011943817138,0.0689968168735504,0.0779369324445724
DIGIT_Marker,hard_1mm_r1,hard,1,8,0.2844444444444444,0.1531037837266922,0.1343920826911926,0.1586792320013046
DIGIT_Marker,hard_1mm_r1,hard,1,16,1.1377777777777778,0.10597924888134,0.0933742672204971,0.1406060010194778
DIGIT_Marker,hard_1mm_r1,hard,1,32,4.551111111111111,0.1168259233236312,0.0954317301511764,0.1236469596624374
DIGIT_Marker,hard_1mm_r1,hard,1,48,10.240000000000002,0.1175327897071838,0.0972754657268524,0.1444345116615295
DIGIT_Marker,hard_1mm_r1,hard,1,80,28.444444444444443,0.1078380942344665,0.0932724699378013,0.1095858216285705
DIGIT_Marker,hard_1mm_r1,hard,1,160,113.77777777777776,0.1048342734575271,0.0825388953089714,0.2038433849811554
DIGIT_Marker,hard_1mm_r1,hard,1,320,455.1111111111111,0.087947778403759,0.0828765407204628,0.1007308885455131
DIGIT_Marker,hard_1mm_r1,hard,1,426,806.56,0.1433134227991104,0.0875358507037162,0.1748989075422287
DIGIT_Marker,hard_1mm_r1,hard,1,640,1820.4444444444443,0.1130595281720161,0.1091124787926673,0.1637841612100601
DIGIT_Marker,hard_1mm_r1,hard,1,854,3241.404444444444,0.1157010719180107,0.1050504297018051,0.1397388726472854
DIGIT_Marker,hard_1mm_r1,hard,1,1280,7281.777777777777,0.1347629874944687,0.1158522441983223,0.1548796445131302
DIGIT_Marker,hard_1mm_r1,hard,1,1920,16384.0,0.1192982494831085,0.0991878658533096,0.1304129511117935
DIGIT_Marker,hard_2mm_r1,hard,2,8,0.2304,0.1229660362005233,0.1094855517148971,0.1252637654542923
DIGIT_Marker,hard_2mm_r1,hard,2,16,0.9216000000000002,0.0953894406557083,0.0923365652561187,0.1600594520568847
DIGIT_Marker,hard_2mm_r1,hard,2,32,3.686400000000001,0.1045964658260345,0.0836093574762344,0.1087210699915885
DIGIT_Marker,hard_2mm_r1,hard,2,48,8.294400000000001,0.0841694399714469,0.0652116015553474,0.0953369960188865
DIGIT_Marker,hard_2mm_r1,hard,2,80,23.04,0.0719996243715286,0.064321756362915,0.110497198998928
DIGIT_Marker,hard_2mm_r1,hard,2,160,92.16,0.0750348046422004,0.0744611695408821,0.0780599787831306
DIGIT_Marker,hard_2mm_r1,hard,2,320,368.64,0.0791659206151962,0.0731641501188278,0.157780110836029
DIGIT_Marker,hard_2mm_r1,hard,2,426,653.3136000000001,0.0906570926308631,0.089546300470829,0.1013563871383667
DIGIT_Marker,hard_2mm_r1,hard,2,640,1474.56,0.0707534551620483,0.0654666572809219,0.1198503822088241
DIGIT_Marker,hard_2mm_r1,hard,2,854,2625.5376,0.1008989661931991,0.0820549130439758,0.1151832267642021
DIGIT_Marker,hard_2mm_r1,hard,2,1280,5898.24,0.0807442739605903,0.0802403837442398,0.0898418873548507
DIGIT_Marker,hard_2mm_r1,hard,2,1920,13271.04,0.0867915078997612,0.0775740519165992,0.0998920872807502
DIGIT_Marker,hard_3mm_r1,hard,3,8,0.1654184469444444,0.1427541822195053,0.1054165810346603,0.1749623566865921
DIGIT_Marker,hard_3mm_r1,hard,3,16,0.6616737877777777,0.0881561413407325,0.0828961208462715,0.0972237884998321
DIGIT_Marker,hard_3mm_r1,hard,3,32,2.646695151111111,0.0885855108499527,0.0692650005221366,0.122584231197834
DIGIT_Marker,hard_3mm_r1,hard,3,48,5.9550640900000005,0.0708105340600013,0.0696578025817871,0.0822445526719093
DIGIT_Marker,hard_3mm_r1,hard,3,80,16.54184469444444,0.0654439702630043,0.0581455044448375,0.0674320757389068
DIGIT_Marker,hard_3mm_r1,hard,3,160,66.16737877777776,0.0712099820375442,0.0677458718419075,0.0717897340655326
DIGIT_Marker,hard_3mm_r1,hard,3,320,264.669515111111,0.0638604164123535,0.0629699230194091,0.067669928073883
DIGIT_Marker,hard_3mm_r1,hard,3,426,469.0543449639063,0.075218878686428,0.065649539232254,0.0855288654565811
DIGIT_Marker,hard_3mm_r1,hard,3,640,1058.678060444444,0.0653985887765884,0.0644052103161811,0.0661928579211235
DIGIT_Marker,hard_3mm_r1,hard,3,854,1885.0362508083504,0.0665848478674888,0.0649164617061615,0.0713734105229377
DIGIT_Marker,hard_3mm_r1,hard,3,1280,4234.712241777776,0.0740163028240203,0.0731546953320503,0.0757494196295738
DIGIT_Marker,hard_3mm_r1,hard,3,1920,9528.102544,0.0633693858981132,0.0586837381124496,0.0635334998369216
