t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788881985.451651,2026-09-09T00:39:45.451638,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788882232.879182,2026-09-09T00:43:52.879170,between normal and shear blocks,-0.01245,-0.00459,0.00134,0.00175,8e-05,-0.00055
1788882397.342888,2026-09-09T00:46:37.342877,end of collect,-0.00691,-0.00353,0.01385,0.00264,-0.00055,-0.00109
