t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788869230.071756,2026-09-08T21:07:10.071744,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788869448.375104,2026-09-08T21:10:48.375091,between normal and shear blocks,-0.02577,-0.01482,-0.02721,0.00194,0.00034,-4e-05
1788869622.874846,2026-09-08T21:13:42.874836,end of collect,-0.04026,-0.0301,-0.13341,0.00309,0.00033,0.00057
