t,x,y,z,rx,ry,rz
1788868636.306496,37.9576,362.9512,35.8306,179.7362,1.6269,-94.8143
1788868636.326703,37.9577,362.9508,35.8293,179.7363,1.6267,-94.8145
1788868636.346929,37.956,362.9495,35.8302,179.736,1.6266,-94.814
1788868636.367015,37.9574,362.9494,35.8302,179.736,1.6266,-94.8145
1788868636.387292,37.958,362.9489,35.8306,179.7363,1.6265,-94.8145
1788868636.407516,37.9577,362.9475,35.8314,179.7361,1.6264,-94.8145
1788868636.427766,37.957,362.9515,35.8386,179.736,1.6266,-94.8143
1788868636.447998,37.9585,362.9535,35.8617,179.7357,1.6286,-94.8147
1788868636.468072,37.9575,362.9517,35.8745,179.7357,1.6286,-94.8145
1788868636.488344,37.9583,362.9516,35.8778,179.7356,1.6281,-94.8147
1788868636.508592,37.9593,362.9491,35.8746,179.736,1.6275,-94.8147
1788868636.528743,37.959,362.9508,35.8751,179.736,1.6277,-94.8145
1788868636.549707,37.9576,362.951,35.8751,179.736,1.6277,-94.8145
1788868636.569774,37.9598,362.9492,35.8746,179.7362,1.6276,-94.8147
1788868636.589857,37.9576,362.951,35.8734,179.736,1.6277,-94.8145
1788868636.609941,37.9589,362.9513,35.8764,179.7359,1.6279,-94.8149
1788868636.630013,37.9589,362.9485,35.875,179.7359,1.6272,-94.8149
1788868636.650189,37.9575,362.9517,35.8763,179.736,1.6275,-94.8147
1788868636.670463,37.9579,362.9495,35.8745,179.7361,1.6271,-94.8145
1788868636.690675,37.9592,362.9498,35.8758,179.7361,1.6273,-94.8149
1788868636.710930,37.9584,362.944,35.8815,179.7362,1.626,-94.8147
1788868636.731009,37.9607,362.9417,35.8914,179.7368,1.6248,-94.8147
1788868636.751145,37.9599,362.9388,35.8936,179.7371,1.6235,-94.8147
1788868636.771234,37.9615,362.9372,35.9012,179.7372,1.6231,-94.8149
1788868636.791469,37.9603,362.9334,35.9022,179.7373,1.622,-94.8144
1788868636.812274,37.9616,362.9364,35.9066,179.7373,1.6229,-94.8149
1788868636.832413,37.9598,362.9363,35.91,179.737,1.6228,-94.8147
1788868636.852563,37.96,362.9379,35.9156,179.7372,1.6231,-94.8147
1788868636.872656,37.9618,362.9357,35.9121,179.7373,1.6227,-94.8149
1788868636.892901,37.9617,362.9362,35.9118,179.7373,1.6229,-94.8149
1788868636.913026,37.9608,362.9378,35.9122,179.737,1.623,-94.8149
1788868636.933125,37.9617,362.9362,35.9118,179.7373,1.6229,-94.8151
1788868636.953271,37.9599,362.9385,35.9135,179.7371,1.6233,-94.8149
1788868636.973523,37.9596,362.9403,35.914,179.7371,1.6235,-94.8147
1788868636.993814,37.9617,362.9362,35.9118,179.7373,1.6229,-94.8149
1788868637.013977,37.9597,362.9367,35.9114,179.737,1.623,-94.8147
1788868637.035236,37.9613,362.9384,35.9135,179.7371,1.6233,-94.8151
1788868637.075568,37.9613,362.9379,35.9122,179.7372,1.6231,-94.8149
1788868637.095667,37.9614,362.9375,35.9157,179.7371,1.6235,-94.8149
1788868637.115707,37.9629,362.9399,35.9174,179.7373,1.6236,-94.8151
1788868637.135770,37.9592,362.9394,35.9194,179.7369,1.6233,-94.8147
1788868637.155845,37.9617,362.936,35.9201,179.7374,1.6225,-94.8151
1788868637.175911,37.9616,362.9366,35.9247,179.7374,1.6223,-94.8149
1788868637.195973,37.9617,362.9359,35.9285,179.7375,1.6221,-94.8149
1788868637.216048,37.9616,362.9336,35.9267,179.7374,1.6216,-94.8151
1788868637.256223,37.9619,362.9347,35.9277,179.7375,1.6221,-94.8151
1788868637.276376,37.9616,362.9364,35.9281,179.7374,1.6223,-94.8151
1788868637.296508,37.9631,362.9358,35.9268,179.7375,1.6221,-94.8153
1788868637.316688,37.9619,362.9347,35.9277,179.7375,1.6221,-94.8151
1788868637.336762,37.9617,362.9359,35.9285,179.7375,1.6221,-94.8151
1788868637.356817,37.9621,362.9365,35.9281,179.7376,1.6223,-94.8151
1788868637.377034,37.962,362.9341,35.928,179.7375,1.6218,-94.8149
1788868637.403670,37.962,362.9341,35.928,179.7375,1.6218,-94.8151
1788868637.423826,37.9616,362.9364,35.9281,179.7374,1.6223,-94.8149
1788868637.444003,37.9611,362.9392,35.9296,179.7375,1.6218,-94.8153
1788868637.464174,37.9615,362.9371,35.9311,179.7377,1.621,-94.8157
1788868637.484343,37.9636,362.9331,35.932,179.7377,1.621,-94.816
1788868637.504520,37.9631,362.933,35.932,179.7375,1.6209,-94.8157
1788868637.524686,37.9621,362.9337,35.9334,179.7377,1.6212,-94.8155
1788868637.544774,37.9614,362.9348,35.9342,179.7375,1.6212,-94.8157
1788868637.564963,37.9618,362.9353,35.9355,179.7376,1.6214,-94.8155
1788868637.585130,37.9618,362.9354,35.9338,179.7376,1.6214,-94.8157
1788868637.605217,37.9619,362.9349,35.9342,179.7377,1.6212,-94.8153
1788868637.625298,37.9617,362.9363,35.9365,179.7375,1.6218,-94.8157
1788868637.646658,37.962,362.9344,35.9377,179.7376,1.6216,-94.8157
1788868637.666925,37.9633,362.9348,35.9374,179.7375,1.6218,-94.8157
1788868637.687087,37.9629,362.9342,35.9377,179.7374,1.6216,-94.816
1788868637.707186,37.9614,362.9377,35.9437,179.7375,1.6221,-94.8157
1788868637.727347,37.9603,362.9406,35.9482,179.737,1.6228,-94.8162
1788868637.747523,37.961,362.9398,35.9521,179.7372,1.6231,-94.816
1788868637.767711,37.9615,362.9399,35.9504,179.7374,1.6232,-94.8162
1788868637.787885,37.9612,362.9385,35.9513,179.7372,1.6231,-94.8162
1788868637.808064,37.9624,362.9397,35.9504,179.7372,1.6231,-94.8164
1788868637.828246,37.9608,362.9408,35.9513,179.737,1.6235,-94.8162
1788868637.848370,37.9619,362.9396,35.9504,179.737,1.623,-94.8162
1788868637.868531,37.9603,362.9407,35.9513,179.7368,1.6235,-94.816
1788868637.888724,37.961,362.9398,35.9521,179.7372,1.6231,-94.816
1788868637.908887,37.9611,362.942,35.9539,179.7373,1.6236,-94.816
1788868637.928976,37.9621,362.9383,35.9513,179.737,1.623,-94.8164
1788868637.949056,37.9606,362.9391,35.9525,179.737,1.6228,-94.816
1788868637.969124,37.9611,362.9392,35.9525,179.7372,1.6229,-94.816
1788868637.989209,37.9606,362.9391,35.9525,179.737,1.6228,-94.816
1788868638.009359,37.9605,362.9396,35.9538,179.737,1.623,-94.816
1788868638.029581,37.9607,362.9386,35.9528,179.7371,1.6226,-94.8162
1788868638.049759,37.9607,362.9385,35.9545,179.7371,1.6226,-94.816
1788868638.069932,37.9621,362.937,35.9541,179.7375,1.6225,-94.816
1788868638.090008,37.9622,362.938,35.9532,179.7371,1.6224,-94.8162
1788868638.110195,37.9613,362.9382,35.9532,179.7373,1.6225,-94.8162
1788868638.130330,37.9633,362.9345,35.9523,179.7374,1.622,-94.8164
1788868638.150482,37.9604,362.9403,35.955,179.737,1.6228,-94.816
1788868638.170667,37.9604,362.943,35.9549,179.7372,1.6229,-94.816
1788868638.190784,37.9603,362.9411,35.9545,179.7371,1.6226,-94.8162
1788868638.210873,37.9617,362.9433,35.9562,179.7372,1.6231,-94.8162
1788868638.230955,37.9619,362.9423,35.9553,179.7373,1.6227,-94.8164
1788868638.251029,37.9614,362.945,35.9567,179.7371,1.6233,-94.8164
1788868638.271130,37.9614,362.9422,35.9553,179.7371,1.6226,-94.8164
1788868638.291212,37.9615,362.9446,35.9553,179.7372,1.6231,-94.8164
1788868638.311367,37.9609,362.9448,35.9584,179.7369,1.6233,-94.8164
1788868638.331541,37.9607,362.9462,35.9575,179.7369,1.6233,-94.8164
