t,Fx,Fy,Fz,Tx,Ty,Tz
1788868605.446276,0.00131,0.00068,-0.02056,1e-05,-9e-05,0.0002
1788868605.466642,0.00199,0.00287,-0.04782,0.00026,0.00022,0.00023
1788868605.486313,0.00438,0.01068,-0.02386,9e-05,5e-05,0.00017
1788868605.506718,0.00032,-0.00661,-0.01611,4e-05,-2e-05,8e-05
1788868605.525958,-0.00813,-0.0114,-0.007,-4e-05,-9e-05,2e-05
1788868605.546840,0.00717,0.00789,0.01112,-0.00025,-0.00021,-1e-05
1788868605.566067,0.00496,0.00337,-0.01566,-5e-05,-0.00014,0.0001
1788868605.585912,-0.00741,-0.00089,0.02205,-0.00022,-3e-05,1e-05
1788868605.606286,-0.00257,-0.0083,-0.00029,0.00022,8e-05,-1e-05
1788868605.626152,0.00159,0.00095,-0.01562,0.00026,0.00019,1e-05
1788868605.646583,0.00181,0.0108,-0.01306,-6e-05,0.00017,0.0001
1788868605.665869,-0.00474,0.00651,-0.02157,-1e-05,-2e-05,0.0002
1788868605.686418,-0.00414,-0.00691,-0.01516,-2e-05,-0.00013,9e-05
1788868605.705874,0.00158,-0.0079,-0.01004,0.0001,0.00013,6e-05
1788868605.726291,0.00308,0.00367,-0.02915,0.00019,0.00013,3e-05
1788868605.746553,0.00075,0.00322,-0.00606,-9e-05,-1e-05,5e-05
1788868605.766337,-0.00577,0.00451,-0.01408,-0.0001,-0.00012,0.0002
1788868605.786730,0.00022,5e-05,-0.00869,-7e-05,-0.0001,4e-05
1788868605.806746,0.00257,-0.0014,-0.01026,-4e-05,-7e-05,2e-05
1788868605.826177,0.00468,0.00323,0.01355,7e-05,-8e-05,-0.00025
1788868605.846821,-0.00292,0.00028,0.01306,-1e-05,-3e-05,-6e-05
1788868605.866248,-0.00527,0.00099,-0.00864,3e-05,-3e-05,5e-05
1788868605.886661,0.00215,-0.00032,0.01184,4e-05,-0.0,-0.0001
1788868605.905993,0.00227,-0.00173,0.01191,-0.00014,-0.00011,-0.0
1788868605.926165,0.0005,0.00021,0.00358,-0.00013,-0.00012,5e-05
1788868605.946767,-0.00311,0.00092,-0.01367,0.00016,8e-05,-1e-05
1788868605.966380,-0.00108,-0.00364,0.00713,-0.00021,-0.00015,-0.0
1788868605.986844,0.00053,-0.00857,-0.00437,-2e-05,-8e-05,-0.0
1788868606.006216,0.00193,0.00149,0.01273,-0.00015,4e-05,-9e-05
1788868606.026422,0.00139,0.00198,0.02017,0.0,-5e-05,-0.00022
1788868606.046693,0.00017,0.00088,0.00972,-0.00014,-8e-05,-7e-05
1788868606.069158,0.00095,-0.00326,-0.00584,-4e-05,-0.00011,-5e-05
1788868606.086049,0.00374,0.00065,-0.00536,0.00018,-1e-05,-0.00014
1788868606.106454,0.00147,0.00158,0.00389,2e-05,6e-05,-5e-05
1788868606.125912,-0.00482,0.00044,-0.02638,0.00028,0.00018,4e-05
1788868606.146968,0.00204,-0.00279,-0.00312,5e-05,-0.00011,-3e-05
1788868606.166134,-0.00031,0.0009,-0.00959,0.00014,0.0002,-1e-05
1788868606.186010,0.00032,-0.00551,-0.01104,0.00011,-1e-05,7e-05
1788868606.206161,0.00153,-0.00042,0.00895,-0.00018,-0.0002,2e-05
1788868606.226196,0.00244,-0.00289,0.0162,-0.00038,-0.00035,-7e-05
1788868606.246352,0.0009,0.00275,-0.0217,-0.00023,1e-05,0.00031
1788868606.266360,0.0006,-0.00016,-0.02074,7e-05,5e-05,0.00014
1788868606.286786,-0.00061,0.00354,-0.00379,-0.00017,-9e-05,0.00015
1788868606.306392,-2e-05,0.00186,-0.00205,-5e-05,6e-05,3e-05
1788868606.326221,-8e-05,-0.00093,-0.0073,0.00018,9e-05,-6e-05
1788868606.346223,-0.00141,-0.00166,0.0102,0.00013,-4e-05,-0.00019
1788868606.366090,0.00284,-0.00074,-0.00851,0.0001,2e-05,2e-05
1788868606.386494,-0.00377,0.00285,-0.01276,0.00015,0.00011,6e-05
1788868606.406655,-6e-05,0.00588,0.00103,4e-05,8e-05,-2e-05
1788868606.426870,0.00111,0.00027,0.01737,0.0002,-6e-05,-0.00036
1788868606.446393,0.00328,9e-05,0.01471,-0.00013,-0.0001,-6e-05
1788868606.466785,7e-05,-0.00075,0.00233,-4e-05,4e-05,-2e-05
1788868606.486731,-0.00396,-0.00155,0.00336,3e-05,6e-05,0.0
1788868606.506866,-0.00127,0.00279,0.01011,5e-05,-0.00016,-5e-05
1788868606.526688,-0.00159,0.00064,0.00043,-6e-05,3e-05,3e-05
1788868606.545894,0.00351,-0.00019,0.02342,-0.00014,-9e-05,-0.00013
1788868606.566724,-0.00487,0.00043,0.03291,3e-05,1e-05,-0.00031
1788868606.586251,-0.00051,-0.00027,0.01044,0.00011,0.0001,-8e-05
1788868606.606752,-0.00193,-0.00115,0.01708,-7e-05,-3e-05,-2e-05
1788868606.626117,0.00414,-0.00234,0.02175,-0.00016,-0.00014,-8e-05
1788868606.646922,-0.00268,0.00693,0.00954,0.00011,0.00019,-9e-05
1788868606.666918,0.00091,0.00279,0.03053,-0.00014,-0.00025,-0.00019
1788868606.686145,-0.00084,-0.00102,0.00668,3e-05,1e-05,-0.00013
1788868606.706157,0.00045,-0.00246,0.00482,-0.00013,-0.00019,0.0
1788868606.726786,0.00346,0.00422,0.00483,5e-05,-9e-05,-4e-05
1788868606.746262,-0.00165,-0.00163,0.01369,5e-05,-3e-05,-0.00014
1788868606.766809,0.00127,-0.00251,0.01315,0.0,-5e-05,-9e-05
1788868606.786912,-0.00017,-0.0074,0.00533,0.00012,0.0,-0.0001
1788868606.806716,-0.0004,-0.00213,0.03173,-0.00016,-1e-05,-0.00017
1788868606.826197,-0.00473,0.0006,0.01922,0.0,2e-05,-0.00011
1788868606.846588,-0.00342,-0.00306,0.01945,-2e-05,-1e-05,-0.00018
1788868606.866378,-0.00149,-0.0021,0.02281,-0.00013,-6e-05,-5e-05
1788868606.886869,-0.00284,-4e-05,0.01909,6e-05,0.00012,-0.00013
1788868606.906196,3e-05,-2e-05,0.00544,-5e-05,-0.0001,8e-05
1788868606.926697,-0.00028,-0.00196,0.0019,0.0,-7e-05,5e-05
1788868606.946111,-0.00275,-0.00015,-0.00188,-1e-05,4e-05,0.00012
1788868606.966608,-0.00325,0.00161,0.01042,1e-05,0.00011,-0.00013
1788868606.986129,0.00132,0.00023,0.02762,-0.00027,-0.00017,-8e-05
1788868607.006487,-0.00146,0.00022,-0.02117,0.00022,0.00019,0.0
1788868607.026541,0.00098,-0.00443,-0.00147,-9e-05,-9e-05,0.00011
1788868607.046013,-0.00261,-0.00146,0.02831,-0.00022,-0.00026,-7e-05
1788868607.066438,0.00014,0.00481,-0.00538,3e-05,1e-05,2e-05
1788868607.086891,-0.00255,-0.00466,-0.00233,3e-05,0.0001,-4e-05
1788868607.106384,-0.00162,0.00277,-0.00392,-0.00018,1e-05,0.00014
1788868607.126743,0.00035,0.00259,-0.01211,0.0002,0.00018,5e-05
1788868607.146941,0.00353,-0.00707,-0.01751,0.00021,-0.0,-6e-05
1788868607.166613,0.00442,0.0031,-0.01317,3e-05,-2e-05,0.00013
1788868607.186488,-0.00052,0.00105,-0.01652,0.0002,0.00019,3e-05
1788868607.206461,0.0008,-0.00126,-0.0438,0.00032,0.00022,0.00013
1788868607.226956,-0.00722,0.00063,0.01805,7e-05,0.00015,-0.00014
1788868607.246233,-0.00165,0.00213,0.00659,0.00011,9e-05,-0.00015
1788868607.266995,-0.00403,-0.00252,0.01124,-0.0,2e-05,-2e-05
1788868607.286437,-0.00227,-0.0004,-0.00363,4e-05,9e-05,-6e-05
1788868607.307765,-0.00139,-0.00375,0.0096,0.00012,-8e-05,-0.00012
1788868607.326736,-0.00136,0.0016,0.01975,-5e-05,3e-05,-0.0001
1788868607.346156,0.00118,-0.00028,-0.00872,-6e-05,-0.00011,0.00011
1788868607.366655,-0.00068,-0.00061,0.00627,-3e-05,-0.00015,-7e-05
1788868607.386111,-0.00394,-0.00186,0.01678,0.00018,9e-05,-6e-05
1788868607.406487,-0.00238,7e-05,-0.01869,0.00011,0.00016,7e-05
1788868607.426860,-0.00109,0.0023,-0.00567,3e-05,-3e-05,1e-05
1788868607.446312,-0.0043,0.00793,0.01175,0.0001,0.0001,-4e-05
1788868607.466723,-0.00484,0.00042,0.02094,-0.00011,3e-05,2e-05
1788868607.486459,-0.00166,-0.00105,0.0042,-4e-05,-6e-05,4e-05
1788868607.506718,-0.00319,-0.00179,0.00222,0.00017,0.00012,-0.00012
1788868607.527012,-0.00428,0.00234,-0.00444,-2e-05,0.00011,8e-05
1788868607.546089,-0.00047,-0.00146,0.0171,1e-05,-5e-05,-9e-05
1788868607.566911,-0.00091,-0.00337,0.00934,-4e-05,-0.00013,0.0
1788868607.586731,0.00062,0.00223,0.03586,1e-05,5e-05,-0.00027
1788868607.606771,-0.00256,0.00492,0.0196,-7e-05,3e-05,-0.00012
1788868607.626949,-0.00063,0.00103,0.01793,-0.00018,4e-05,1e-05
1788868607.647028,-0.00429,-0.0026,-0.00199,-3e-05,-6e-05,0.00011
1788868607.666187,0.00107,0.00669,0.01478,-0.00017,5e-05,4e-05
1788868607.686908,-0.00026,0.00091,0.01511,7e-05,-2e-05,-0.00015
1788868607.706596,-0.0012,-0.0038,0.00317,0.00015,5e-05,-0.0001
1788868607.726625,-0.0002,-0.0038,0.00816,0.00013,-0.00017,-7e-05
1788868607.746874,-0.00213,-0.00067,0.00614,6e-05,4e-05,-0.00013
1788868607.766961,-0.00273,-0.00019,0.02177,-0.00026,-4e-05,-6e-05
1788868607.786834,-0.00211,-0.00489,-0.00411,0.00022,-6e-05,-0.00019
1788868607.806216,-0.00096,-0.0047,0.00221,-0.0002,-8e-05,0.00011
1788868607.826079,-0.00137,-0.00416,-0.00343,0.0,-0.00014,-3e-05
1788868607.846380,0.00029,0.0029,-0.00934,-8e-05,0.00013,0.00012
1788868607.866756,0.00121,-0.00084,0.0327,-0.00021,-8e-05,-0.00014
1788868607.886258,-0.00829,-7e-05,0.02427,-0.00019,-7e-05,-6e-05
1788868607.906607,-0.00492,-0.00093,-0.00416,-7e-05,3e-05,0.00012
1788868607.926629,-0.00217,0.00143,0.00112,0.00014,0.00017,-4e-05
1788868607.946094,-0.00181,-0.00021,-0.00735,0.00017,0.00012,-4e-05
1788868607.966469,0.00028,0.00262,0.00603,0.00017,9e-05,-0.00016
1788868607.986886,-0.00439,-0.0006,0.03912,-0.00027,-0.00017,-0.00015
1788868608.006297,0.00146,0.00204,0.03545,-0.00024,-0.00012,-0.00013
1788868608.026610,-0.00168,0.0078,0.01248,-0.00012,0.0001,-0.0
1788868608.046580,0.00097,-0.00309,-0.01628,0.00034,0.00025,4e-05
1788868608.067060,-0.00573,0.0005,-0.01566,0.00027,0.00031,0.00012
1788868608.086651,-0.00013,-0.00396,0.01421,8e-05,0.0001,-0.00011
1788868608.107046,-0.00283,0.0015,-0.01231,0.00015,0.00017,9e-05
1788868608.126183,-0.00093,0.00395,0.00855,0.00016,0.00013,-1e-05
1788868608.147083,0.00129,0.00533,-0.00819,0.00016,-1e-05,8e-05
1788868608.166507,-0.00104,0.00014,-0.01056,-1e-05,0.00011,0.00013
1788868608.186914,0.0046,0.00271,0.01131,-0.0002,-9e-05,-4e-05
1788868608.206985,0.00285,0.00053,-0.01294,5e-05,3e-05,8e-05
1788868608.226439,-0.00339,0.00142,-0.02378,-1e-05,4e-05,0.00014
1788868608.246840,-0.00101,0.00445,-0.00452,-8e-05,5e-05,9e-05
1788868608.267031,-0.00257,-0.00086,0.00163,0.00013,2e-05,-6e-05
1788868608.287044,0.00343,6e-05,0.02695,-0.00029,-0.0003,-1e-05
1788868608.306411,-0.00055,-0.00222,0.00947,-3e-05,-3e-05,-1e-05
1788868608.327127,-0.0015,0.00123,0.01053,-0.00012,-6e-05,-5e-05
1788868608.346526,-0.00103,0.00175,-0.00089,-8e-05,-2e-05,0.00014
1788868608.367074,-0.00046,8e-05,-0.02338,0.00022,0.00015,5e-05
1788868608.386848,-0.00325,0.00804,-0.0153,0.00015,0.00017,2e-05
1788868608.406271,-0.00318,0.00118,-0.02233,0.00019,0.0002,0.00022
1788868608.427068,0.00048,-0.00339,-0.01436,-2e-05,-1e-05,0.00014
1788868608.446918,0.00259,0.00556,0.00487,-0.00026,-8e-05,0.00017
1788868608.466476,-0.00113,0.00302,0.0146,-9e-05,-0.00012,-0.0001
1788868608.487195,-0.00231,0.004,0.00201,0.00015,0.00012,-6e-05
1788868608.506680,-0.00398,-0.00033,0.00394,8e-05,0.00016,-5e-05
1788868608.527065,9e-05,0.00107,0.00716,-0.00012,3e-05,0.0001
1788868608.547004,0.00037,0.00276,-0.00335,6e-05,5e-05,7e-05
1788868608.566445,-0.00062,0.00374,0.00438,3e-05,-8e-05,-6e-05
1788868608.586794,-0.00547,-0.00113,0.01271,8e-05,1e-05,-4e-05
1788868608.607069,0.00354,0.00099,-0.00316,9e-05,4e-05,2e-05
1788868608.627152,5e-05,0.00295,0.00724,0.0,6e-05,2e-05
1788868608.646752,-0.00306,0.00308,-0.00195,4e-05,0.0001,8e-05
1788868608.666963,-0.00165,0.00321,0.0263,-4e-05,-0.00015,-0.00016
1788868608.686704,-0.00283,-0.00166,0.01264,0.00013,4e-05,-0.00022
1788868608.706232,-3e-05,8e-05,0.00816,0.00014,0.0002,2e-05
1788868608.726679,0.00091,-0.00336,0.00172,-2e-05,3e-05,5e-05
1788868608.747061,0.001,0.0045,0.00294,-8e-05,6e-05,0.00012
1788868608.766549,-0.00129,-0.00541,-0.00827,0.00012,7e-05,9e-05
1788868608.787062,0.00175,0.0048,-0.01619,0.00012,8e-05,0.00014
1788868608.806444,-0.00222,-0.00289,0.002,8e-05,-6e-05,-4e-05
1788868608.826621,-0.00293,0.00039,-0.01438,-2e-05,0.00013,0.00025
1788868608.847126,-0.00693,-0.00372,0.01731,-2e-05,-9e-05,-0.00016
1788868608.866491,-0.00123,-0.00076,0.01351,-1e-05,0.00011,-7e-05
1788868608.886588,-0.00022,-5e-05,-0.01007,0.00014,1e-05,6e-05
1788868608.907168,-0.00114,-0.00107,-0.0017,-0.00013,-6e-05,5e-05
1788868608.927140,-0.00098,-0.0017,-0.0131,-7e-05,-4e-05,0.00023
1788868608.946813,2e-05,0.00443,-0.00812,0.0002,7e-05,-5e-05
