sample_index,t_rel_s,SG0_ai16_V,SG1_ai18_V,SG2_ai17_V,SG3_ai19_V,SG4_ai20_V,SG5_ai21_V
3994,1.997000,1.047924925,1.266211483,1.172847950,0.825035980,1.030830196,1.061403461
3995,1.997500,1.048582415,1.266868973,1.173505440,0.825693469,1.031487686,1.063047185
3996,1.998000,1.049568649,1.265882738,1.172847950,0.825364724,1.030501452,1.062060951
3997,1.998500,1.049239904,1.265882738,1.172190461,0.824707235,1.030501452,1.062060951
3998,1.999000,1.050226139,1.265553994,1.173176695,0.823721001,1.031158941,1.062718441
3999,1.999500,1.051212373,1.266868973,1.173176695,0.825693469,1.032145175,1.063375930
4000,2.000000,1.050554883,1.266540228,1.172519206,0.825693469,1.031487686,1.063047185
4001,2.000500,1.049239904,1.266868973,1.173834185,0.826350958,1.032145175,1.062389696
4002,2.001000,1.049568649,1.266868973,1.171861716,0.826350958,1.031816431,1.061732206
4003,2.001500,1.049568649,1.266868973,1.172190461,0.826022214,1.031816431,1.062060951
4004,2.002000,1.049568649,1.266540228,1.172847950,0.825364724,1.031816431,1.062060951
4005,2.002500,1.048911159,1.266868973,1.170875481,0.826350958,1.031487686,1.062718441
4006,2.003000,1.048582415,1.265882738,1.172190461,0.824378490,1.030501452,1.062389696
4007,2.003500,1.048253670,1.266211483,1.171532971,0.825364724,1.030830196,1.061732206
4008,2.004000,1.048911159,1.266211483,1.172847950,0.825035980,1.031487686,1.061403461
4009,2.004500,1.048582415,1.267197718,1.174162930,0.825035980,1.031816431,1.061732206
4010,2.005000,1.048582415,1.266211483,1.172847950,0.824049745,1.031487686,1.062389696
4011,2.005500,1.050226139,1.265553994,1.172190461,0.825364724,1.030830196,1.062389696
4012,2.006000,1.048911159,1.266540228,1.173834185,0.825693469,1.032145175,1.062389696
4013,2.006500,1.049568649,1.266540228,1.171861716,0.825364724,1.031487686,1.061732206
4014,2.007000,1.049239904,1.267197718,1.173834185,0.826350958,1.032145175,1.063047185
4015,2.007500,1.050226139,1.265225249,1.171861716,0.824707235,1.030830196,1.062060951
4016,2.008000,1.050226139,1.266211483,1.172519206,0.825364724,1.032145175,1.063047185
4017,2.008500,1.049568649,1.265553994,1.171861716,0.825364724,1.031158941,1.062389696
4018,2.009000,1.048911159,1.266540228,1.171532971,0.825364724,1.030501452,1.061403461
4019,2.009500,1.048911159,1.266540228,1.172519206,0.825693469,1.031816431,1.062060951
4020,2.010000,1.049897394,1.267526463,1.172190461,0.825693469,1.031816431,1.062389696
4021,2.010500,1.048582415,1.266540228,1.173505440,0.826022214,1.031487686,1.062060951
4022,2.011000,1.048582415,1.266868973,1.172847950,0.826022214,1.031158941,1.061732206
4023,2.011500,1.047596180,1.267526463,1.173505440,0.826022214,1.031158941,1.062389696
4024,2.012000,1.048582415,1.266540228,1.173176695,0.825035980,1.032145175,1.061074717
4025,2.012500,1.048253670,1.267197718,1.173505440,0.825364724,1.031816431,1.061074717
4026,2.013000,1.048253670,1.266211483,1.172519206,0.825364724,1.031487686,1.061732206
4027,2.013500,1.048582415,1.265553994,1.173505440,0.824378490,1.030830196,1.061732206
4028,2.014000,1.048582415,1.265553994,1.172847950,0.826022214,1.032473920,1.062718441
4029,2.014500,1.049239904,1.266211483,1.172847950,0.826350958,1.032145175,1.062060951
4030,2.015000,1.050554883,1.266540228,1.174162930,0.826350958,1.032473920,1.062718441
4031,2.015500,1.051212373,1.266211483,1.173176695,0.825364724,1.031487686,1.064033420
4032,2.016000,1.050226139,1.266540228,1.173176695,0.825693469,1.031816431,1.063047185
4033,2.016500,1.049897394,1.266868973,1.172519206,0.825364724,1.031487686,1.063375930
4034,2.017000,1.048911159,1.267197718,1.172190461,0.825364724,1.031158941,1.062060951
4035,2.017500,1.049568649,1.266540228,1.172519206,0.825693469,1.031816431,1.062389696
4036,2.018000,1.049568649,1.266868973,1.172519206,0.825693469,1.031487686,1.062389696
4037,2.018500,1.049239904,1.265882738,1.170875481,0.825035980,1.030501452,1.062060951
4038,2.019000,1.048911159,1.267197718,1.172519206,0.825364724,1.031487686,1.061732206
4039,2.019500,1.048253670,1.266868973,1.173176695,0.825693469,1.032473920,1.062389696
4040,2.020000,1.048253670,1.266540228,1.173176695,0.824378490,1.031816431,1.061403461
4041,2.020500,1.048253670,1.266211483,1.172519206,0.824707235,1.030830196,1.061732206
4042,2.021000,1.049239904,1.266211483,1.172190461,0.823721001,1.031158941,1.061732206
4043,2.021500,1.049239904,1.264239014,1.171532971,0.824707235,1.030172707,1.062060951
4044,2.022000,1.049239904,1.265553994,1.172519206,0.824707235,1.031487686,1.062060951
4045,2.022500,1.049568649,1.265225249,1.173176695,0.825693469,1.032802665,1.062389696
4046,2.023000,1.050554883,1.265553994,1.172847950,0.825035980,1.030830196,1.062389696
4047,2.023500,1.050554883,1.266211483,1.171861716,0.825035980,1.030172707,1.062718441
4048,2.024000,1.050554883,1.265553994,1.172190461,0.825035980,1.031158941,1.062718441
4049,2.024500,1.049239904,1.266211483,1.171532971,0.825035980,1.031158941,1.062060951
4050,2.025000,1.048582415,1.266540228,1.171204226,0.826022214,1.031487686,1.061732206
4051,2.025500,1.049239904,1.266540228,1.172190461,0.826022214,1.032145175,1.062389696
4052,2.026000,1.049897394,1.266211483,1.171861716,0.826022214,1.031816431,1.062389696
4053,2.026500,1.049239904,1.266540228,1.173176695,0.825693469,1.032145175,1.062389696
4054,2.027000,1.049239904,1.266868973,1.172190461,0.826022214,1.031158941,1.062060951
4055,2.027500,1.047596180,1.267526463,1.173834185,0.825693469,1.032473920,1.061403461
4056,2.028000,1.047924925,1.266868973,1.172519206,0.824049745,1.030830196,1.061732206
4057,2.028500,1.048582415,1.265882738,1.171532971,0.824707235,1.030830196,1.061403461
4058,2.029000,1.049239904,1.267197718,1.173176695,0.826350958,1.032145175,1.062060951
4059,2.029500,1.049239904,1.266211483,1.172847950,0.825693469,1.032145175,1.062718441
4060,2.030000,1.048911159,1.266211483,1.172847950,0.825364724,1.031487686,1.062389696
4061,2.030500,1.049897394,1.266540228,1.173176695,0.826022214,1.031816431,1.063047185
4062,2.031000,1.050883628,1.266540228,1.173505440,0.825693469,1.032145175,1.063704675
4063,2.031500,1.050883628,1.266211483,1.173176695,0.825364724,1.031158941,1.062718441
4064,2.032000,1.049897394,1.265225249,1.171861716,0.825693469,1.030830196,1.062718441
4065,2.032500,1.049897394,1.266211483,1.172519206,0.825693469,1.031487686,1.063047185
4066,2.033000,1.048911159,1.266211483,1.171861716,0.825693469,1.031487686,1.061403461
4067,2.033500,1.049568649,1.266868973,1.172190461,0.826350958,1.032802665,1.061732206
4068,2.034000,1.049239904,1.266540228,1.171861716,0.826022214,1.031487686,1.062389696
4069,2.034500,1.049568649,1.266540228,1.171204226,0.825035980,1.029843962,1.062060951
4070,2.035000,1.048911159,1.266211483,1.172847950,0.825364724,1.031158941,1.062389696
4071,2.035500,1.048911159,1.266868973,1.172190461,0.825364724,1.031158941,1.061403461
4072,2.036000,1.048582415,1.266211483,1.172847950,0.824707235,1.031158941,1.061732206
4073,2.036500,1.048253670,1.267855208,1.175477909,0.825035980,1.032145175,1.062718441
4074,2.037000,1.048911159,1.267526463,1.173834185,0.825693469,1.032145175,1.062389696
4075,2.037500,1.049239904,1.266868973,1.172847950,0.825693469,1.031816431,1.062389696
4076,2.038000,1.049239904,1.266211483,1.171861716,0.825693469,1.031487686,1.062718441
4077,2.038500,1.049568649,1.266211483,1.172519206,0.826679703,1.031816431,1.062389696
4078,2.039000,1.049897394,1.267197718,1.173176695,0.826022214,1.032145175,1.062060951
4079,2.039500,1.050226139,1.266211483,1.173505440,0.825364724,1.031816431,1.063047185
4080,2.040000,1.050554883,1.267197718,1.174491674,0.826022214,1.031487686,1.063704675
4081,2.040500,1.050883628,1.265882738,1.173834185,0.825693469,1.031158941,1.063047185
4082,2.041000,1.050883628,1.265553994,1.173176695,0.825364724,1.031487686,1.063704675
4083,2.041500,1.049897394,1.267526463,1.173176695,0.826350958,1.031816431,1.063047185
4084,2.042000,1.049239904,1.266540228,1.172847950,0.825693469,1.031816431,1.062060951
4085,2.042500,1.049568649,1.266868973,1.171861716,0.826022214,1.031487686,1.062389696
4086,2.043000,1.049897394,1.266868973,1.172190461,0.826022214,1.031816431,1.062389696
4087,2.043500,1.049897394,1.266540228,1.172847950,0.825035980,1.030172707,1.062060951
4088,2.044000,1.049239904,1.266868973,1.171861716,0.826022214,1.031487686,1.062718441
4089,2.044500,1.049239904,1.266211483,1.172519206,0.825364724,1.031158941,1.062060951
4090,2.045000,1.048253670,1.264896504,1.172847950,0.823392256,1.030830196,1.061732206
4091,2.045500,1.048582415,1.268183952,1.173834185,0.825693469,1.032473920,1.061732206
4092,2.046000,1.047924925,1.265225249,1.172190461,0.824378490,1.030830196,1.060745972
4093,2.046500,1.049897394,1.265553994,1.171532971,0.824707235,1.031487686,1.062060951
4094,2.047000,1.048582415,1.265553994,1.172847950,0.825364724,1.030830196,1.062389696
4095,2.047500,1.049568649,1.265553994,1.172847950,0.825364724,1.031487686,1.062060951
4096,2.048000,1.049568649,1.265882738,1.173176695,0.825364724,1.031487686,1.062060951
4097,2.048500,1.049897394,1.266540228,1.173176695,0.826022214,1.031816431,1.062060951
4098,2.049000,1.050226139,1.266211483,1.172847950,0.826022214,1.031158941,1.063375930
4099,2.049500,1.050883628,1.266540228,1.172519206,0.825693469,1.031487686,1.063375930
4100,2.050000,1.050226139,1.266211483,1.172519206,0.825693469,1.031816431,1.062718441
4101,2.050500,1.049568649,1.266540228,1.172519206,0.826022214,1.031816431,1.062389696
4102,2.051000,1.049239904,1.266868973,1.172847950,0.826022214,1.031487686,1.062060951
4103,2.051500,1.049568649,1.266211483,1.171861716,0.825693469,1.031487686,1.062389696
4104,2.052000,1.049568649,1.267526463,1.172847950,0.826350958,1.032145175,1.062389696
4105,2.052500,1.049568649,1.266211483,1.171532971,0.824707235,1.031158941,1.062718441
4106,2.053000,1.049239904,1.266211483,1.172519206,0.826350958,1.032802665,1.063047185
4107,2.053500,1.048582415,1.265882738,1.172190461,0.824707235,1.031487686,1.062060951
4108,2.054000,1.048582415,1.266540228,1.172847950,0.825693469,1.031158941,1.061403461
4109,2.054500,1.048253670,1.265882738,1.172190461,0.823721001,1.031487686,1.062060951
4110,2.055000,1.048582415,1.266868973,1.173505440,0.825364724,1.031816431,1.061732206
4111,2.055500,1.048911159,1.266211483,1.172519206,0.825035980,1.030501452,1.062389696
4112,2.056000,1.049568649,1.266540228,1.173505440,0.826022214,1.032473920,1.062389696
4113,2.056500,1.049239904,1.266211483,1.172847950,0.825035980,1.031487686,1.062718441
4114,2.057000,1.050226139,1.266540228,1.173505440,0.825693469,1.031487686,1.063047185
4115,2.057500,1.050883628,1.266211483,1.172519206,0.826022214,1.031487686,1.063047185
4116,2.058000,1.050554883,1.266540228,1.172519206,0.825364724,1.031487686,1.063375930
4117,2.058500,1.050226139,1.265882738,1.171861716,0.825364724,1.030830196,1.063047185
4118,2.059000,1.049568649,1.267526463,1.172190461,0.825693469,1.031487686,1.062060951
4119,2.059500,1.049568649,1.266211483,1.171532971,0.826022214,1.031158941,1.061732206
4120,2.060000,1.049568649,1.267197718,1.172190461,0.826679703,1.032473920,1.062389696
4121,2.060500,1.049568649,1.265882738,1.171532971,0.824707235,1.030501452,1.062718441
4122,2.061000,1.049897394,1.265225249,1.171861716,0.825364724,1.031487686,1.063047185
4123,2.061500,1.049568649,1.266868973,1.172190461,0.826022214,1.030830196,1.063047185
4124,2.062000,1.048911159,1.267526463,1.173176695,0.825364724,1.031158941,1.061732206
4125,2.062500,1.048582415,1.265882738,1.172519206,0.825693469,1.031816431,1.061732206
4126,2.063000,1.047596180,1.266540228,1.172847950,0.824049745,1.030830196,1.062389696
4127,2.063500,1.049568649,1.266540228,1.173176695,0.825035980,1.031487686,1.062718441
4128,2.064000,1.048911159,1.265882738,1.173505440,0.825035980,1.031487686,1.062060951
4129,2.064500,1.049239904,1.265882738,1.174162930,0.825035980,1.030830196,1.062389696
4130,2.065000,1.049239904,1.266540228,1.172847950,0.826679703,1.031816431,1.061403461
4131,2.065500,1.049568649,1.265882738,1.173834185,0.826350958,1.032145175,1.062718441
4132,2.066000,1.050883628,1.266540228,1.174162930,0.825693469,1.031816431,1.062718441
4133,2.066500,1.050554883,1.265553994,1.173834185,0.825364724,1.031816431,1.063704675
4134,2.067000,1.049897394,1.266211483,1.172519206,0.826679703,1.031816431,1.063375930
4135,2.067500,1.049568649,1.267197718,1.172847950,0.826350958,1.032145175,1.061732206
4136,2.068000,1.050226139,1.267197718,1.172519206,0.826022214,1.031487686,1.062060951
4137,2.068500,1.049897394,1.266211483,1.172190461,0.826022214,1.031487686,1.063375930
4138,2.069000,1.049239904,1.266868973,1.172190461,0.825693469,1.031487686,1.062389696
4139,2.069500,1.049239904,1.267197718,1.173505440,0.826022214,1.031487686,1.062389696
4140,2.070000,1.049239904,1.266540228,1.172847950,0.825035980,1.031487686,1.060417227
4141,2.070500,1.048253670,1.266540228,1.172847950,0.825035980,1.032145175,1.061403461
4142,2.071000,1.049568649,1.265882738,1.172847950,0.824378490,1.030830196,1.062060951
4143,2.071500,1.049239904,1.266540228,1.172847950,0.825035980,1.031487686,1.062389696
4144,2.072000,1.049897394,1.266211483,1.172847950,0.825693469,1.031816431,1.062718441
4145,2.072500,1.049239904,1.266868973,1.173834185,0.825693469,1.032473920,1.062389696
4146,2.073000,1.050883628,1.265553994,1.172847950,0.825693469,1.031816431,1.062718441
4147,2.073500,1.050554883,1.266211483,1.173505440,0.826022214,1.031487686,1.062389696
4148,2.074000,1.049897394,1.266540228,1.172519206,0.825693469,1.033131410,1.063047185
4149,2.074500,1.049239904,1.265882738,1.171861716,0.826350958,1.031816431,1.062389696
4150,2.075000,1.049239904,1.266868973,1.172519206,0.826350958,1.032145175,1.062060951
4151,2.075500,1.048582415,1.266868973,1.172847950,0.826350958,1.032145175,1.062718441
4152,2.076000,1.049568649,1.266211483,1.172519206,0.825035980,1.031816431,1.062718441
4153,2.076500,1.049239904,1.266211483,1.171532971,0.825035980,1.031487686,1.062718441
4154,2.077000,1.049239904,1.267197718,1.173505440,0.825693469,1.031487686,1.062060951
4155,2.077500,1.047924925,1.266540228,1.173505440,0.824378490,1.031487686,1.061403461
4156,2.078000,1.047596180,1.266540228,1.172519206,0.824378490,1.031487686,1.061403461
4157,2.078500,1.048911159,1.265553994,1.172847950,0.825035980,1.031158941,1.062389696
4158,2.079000,1.049239904,1.266211483,1.173505440,0.825693469,1.032802665,1.063047185
4159,2.079500,1.048911159,1.265882738,1.173834185,0.825364724,1.030830196,1.062389696
4160,2.080000,1.050226139,1.266540228,1.173505440,0.826022214,1.031816431,1.062389696
4161,2.080500,1.050226139,1.266540228,1.172519206,0.825693469,1.031487686,1.063375930
4162,2.081000,1.050554883,1.266211483,1.173176695,0.826022214,1.031816431,1.063375930
4163,2.081500,1.050554883,1.265882738,1.172190461,0.825693469,1.031816431,1.062718441
4164,2.082000,1.049897394,1.266540228,1.172519206,0.826022214,1.031487686,1.063047185
4165,2.082500,1.048582415,1.267197718,1.173176695,0.827008448,1.032473920,1.062389696
4166,2.083000,1.049568649,1.266211483,1.171532971,0.825364724,1.030172707,1.061732206
4167,2.083500,1.049568649,1.267526463,1.173505440,0.826022214,1.031816431,1.062389696
4168,2.084000,1.048911159,1.266540228,1.171532971,0.825035980,1.030501452,1.062060951
4169,2.084500,1.049239904,1.266868973,1.172190461,0.826022214,1.030830196,1.062718441
4170,2.085000,1.048582415,1.266211483,1.173176695,0.825364724,1.031487686,1.061732206
4171,2.085500,1.047924925,1.266211483,1.172519206,0.824049745,1.030830196,1.061732206
4172,2.086000,1.049239904,1.266868973,1.173176695,0.825035980,1.031487686,1.061403461
4173,2.086500,1.048582415,1.266868973,1.173176695,0.824707235,1.031487686,1.062389696
4174,2.087000,1.049239904,1.266868973,1.174820419,0.826022214,1.032145175,1.061403461
4175,2.087500,1.048911159,1.266540228,1.173176695,0.825364724,1.031816431,1.062389696
4176,2.088000,1.049897394,1.265553994,1.173505440,0.825035980,1.030830196,1.062389696
4177,2.088500,1.050883628,1.266211483,1.173505440,0.824378490,1.031487686,1.063375930
4178,2.089000,1.050554883,1.266211483,1.172847950,0.825364724,1.030830196,1.064033420
4179,2.089500,1.049568649,1.266211483,1.172190461,0.825364724,1.031158941,1.063047185
4180,2.090000,1.049239904,1.266540228,1.171532971,0.826350958,1.032145175,1.061403461
4181,2.090500,1.048582415,1.266868973,1.172519206,0.826350958,1.031816431,1.061732206
4182,2.091000,1.048582415,1.267197718,1.172847950,0.825693469,1.031487686,1.062389696
4183,2.091500,1.049568649,1.265882738,1.172519206,0.825364724,1.031487686,1.062389696
4184,2.092000,1.049568649,1.266540228,1.172519206,0.825364724,1.031487686,1.062060951
4185,2.092500,1.047924925,1.266868973,1.172519206,0.825364724,1.031816431,1.061732206
4186,2.093000,1.048582415,1.267197718,1.173834185,0.825364724,1.031487686,1.062389696
4187,2.093500,1.048582415,1.265882738,1.172519206,0.825035980,1.031487686,1.062060951
4188,2.094000,1.048911159,1.266540228,1.173176695,0.826350958,1.031816431,1.061732206
4189,2.094500,1.049568649,1.265225249,1.172190461,0.825364724,1.031158941,1.062060951
4190,2.095000,1.049568649,1.265882738,1.174162930,0.825693469,1.031816431,1.062060951
4191,2.095500,1.049239904,1.266540228,1.172519206,0.825693469,1.031816431,1.062389696
4192,2.096000,1.050883628,1.267197718,1.173176695,0.826350958,1.032145175,1.063375930
4193,2.096500,1.050226139,1.265553994,1.172519206,0.825035980,1.030830196,1.063047185
4194,2.097000,1.049239904,1.268512697,1.172847950,0.827337193,1.032473920,1.062389696
4195,2.097500,1.049239904,1.267197718,1.172190461,0.826350958,1.032145175,1.061732206
4196,2.098000,1.049239904,1.267197718,1.171861716,0.826350958,1.031816431,1.062389696
4197,2.098500,1.049239904,1.266868973,1.173176695,0.825364724,1.032145175,1.061732206
4198,2.099000,1.049239904,1.267526463,1.173176695,0.826022214,1.032473920,1.062389696
4199,2.099500,1.048253670,1.266211483,1.171861716,0.825035980,1.031816431,1.061732206
4200,2.100000,1.048582415,1.266540228,1.173505440,0.824378490,1.030830196,1.061732206
4201,2.100500,1.049568649,1.266211483,1.172847950,0.824707235,1.031487686,1.061732206
4202,2.101000,1.048911159,1.266868973,1.172519206,0.824707235,1.030830196,1.062060951
4203,2.101500,1.049239904,1.266868973,1.172847950,0.825364724,1.032145175,1.062389696
4204,2.102000,1.049897394,1.265882738,1.172519206,0.825035980,1.031158941,1.062389696
4205,2.102500,1.049239904,1.266868973,1.174162930,0.825693469,1.032802665,1.062389696
4206,2.103000,1.049568649,1.264896504,1.172519206,0.824378490,1.031158941,1.062060951
4207,2.103500,1.050554883,1.266540228,1.172190461,0.824707235,1.030830196,1.063375930
4208,2.104000,1.050883628,1.266540228,1.173176695,0.825364724,1.031816431,1.063047185
4209,2.104500,1.050226139,1.265882738,1.171532971,0.825693469,1.030830196,1.063047185
4210,2.105000,1.049239904,1.266868973,1.172519206,0.825693469,1.032145175,1.063047185
4211,2.105500,1.049239904,1.267197718,1.172190461,0.827337193,1.032473920,1.063047185
4212,2.106000,1.049568649,1.267197718,1.172847950,0.825693469,1.031816431,1.062718441
4213,2.106500,1.049239904,1.266211483,1.171532971,0.824707235,1.031158941,1.062060951
4214,2.107000,1.049239904,1.266211483,1.172190461,0.825035980,1.031816431,1.062060951
4215,2.107500,1.048253670,1.264896504,1.171532971,0.824707235,1.030172707,1.061732206
4216,2.108000,1.048582415,1.266540228,1.172847950,0.825035980,1.031158941,1.061403461
4217,2.108500,1.048582415,1.267197718,1.173505440,0.825693469,1.031816431,1.061403461
4218,2.109000,1.048582415,1.265882738,1.172847950,0.824707235,1.031158941,1.061403461
4219,2.109500,1.048582415,1.266211483,1.172519206,0.824707235,1.030830196,1.061732206
4220,2.110000,1.049239904,1.265553994,1.172519206,0.825035980,1.031487686,1.062389696
4221,2.110500,1.049239904,1.266540228,1.173176695,0.825364724,1.031487686,1.062389696
4222,2.111000,1.049568649,1.267197718,1.172519206,0.826022214,1.032145175,1.062389696
4223,2.111500,1.050226139,1.266868973,1.173505440,0.826350958,1.032145175,1.063704675
4224,2.112000,1.050554883,1.266868973,1.174162930,0.826350958,1.032145175,1.064362164
4225,2.112500,1.050554883,1.265882738,1.172190461,0.825693469,1.031158941,1.062389696
4226,2.113000,1.048911159,1.266868973,1.172847950,0.826350958,1.031816431,1.062389696
4227,2.113500,1.049897394,1.266868973,1.172190461,0.826350958,1.032802665,1.062060951
4228,2.114000,1.049568649,1.266540228,1.171861716,0.825035980,1.031487686,1.063375930
4229,2.114500,1.049897394,1.266540228,1.171532971,0.826022214,1.032473920,1.062389696
4230,2.115000,1.049239904,1.265553994,1.172190461,0.825035980,1.031487686,1.063047185
4231,2.115500,1.048253670,1.266868973,1.172847950,0.825035980,1.031816431,1.061732206
4232,2.116000,1.048582415,1.267526463,1.173505440,0.826022214,1.032145175,1.062718441
4233,2.116500,1.048582415,1.266211483,1.172519206,0.824707235,1.031158941,1.062060951
4234,2.117000,1.048582415,1.265882738,1.171861716,0.824049745,1.031487686,1.062060951
4235,2.117500,1.049239904,1.267197718,1.173176695,0.825693469,1.031816431,1.062389696
4236,2.118000,1.049568649,1.266540228,1.172847950,0.825693469,1.031816431,1.061732206
4237,2.118500,1.049897394,1.265882738,1.173505440,0.826022214,1.031487686,1.063047185
4238,2.119000,1.048253670,1.265882738,1.173176695,0.824707235,1.032145175,1.062060951
4239,2.119500,1.050554883,1.266540228,1.173176695,0.826022214,1.031816431,1.063375930
4240,2.120000,1.051541118,1.266540228,1.173834185,0.825364724,1.032145175,1.063375930
4241,2.120500,1.050554883,1.266211483,1.172190461,0.825364724,1.030830196,1.063375930
4242,2.121000,1.050226139,1.265882738,1.171861716,0.824378490,1.031158941,1.063375930
4243,2.121500,1.049239904,1.267197718,1.171861716,0.826022214,1.031816431,1.061732206
4244,2.122000,1.049897394,1.266868973,1.172519206,0.827008448,1.031487686,1.062060951
4245,2.122500,1.049568649,1.266211483,1.171861716,0.825693469,1.030830196,1.062060951
4246,2.123000,1.049568649,1.266211483,1.171532971,0.825035980,1.029843962,1.061732206
4247,2.123500,1.050226139,1.266868973,1.172847950,0.823721001,1.031487686,1.062389696
4248,2.124000,1.049568649,1.266540228,1.173176695,0.825035980,1.031816431,1.061403461
4249,2.124500,1.048582415,1.268183952,1.173834185,0.826679703,1.032473920,1.062060951
4250,2.125000,1.048582415,1.265553994,1.172190461,0.824378490,1.030830196,1.061074717
4251,2.125500,1.048582415,1.266211483,1.173176695,0.824707235,1.032145175,1.061732206
4252,2.126000,1.048911159,1.266540228,1.173176695,0.825693469,1.031487686,1.061403461
4253,2.126500,1.049239904,1.265882738,1.173176695,0.825693469,1.031158941,1.062718441
4254,2.127000,1.049568649,1.266211483,1.173176695,0.824707235,1.031158941,1.062389696
4255,2.127500,1.050226139,1.266868973,1.174162930,0.826022214,1.032802665,1.062718441
4256,2.128000,1.050226139,1.265882738,1.172847950,0.825364724,1.031487686,1.063704675
4257,2.128500,1.050554883,1.267197718,1.174820419,0.826022214,1.031487686,1.063375930
4258,2.129000,1.049897394,1.266868973,1.173505440,0.826022214,1.032145175,1.062389696
4259,2.129500,1.048911159,1.267197718,1.172847950,0.826350958,1.032473920,1.061403461
4260,2.130000,1.049239904,1.267526463,1.172190461,0.826022214,1.031487686,1.062389696
4261,2.130500,1.048911159,1.266211483,1.171861716,0.825693469,1.030830196,1.062389696
4262,2.131000,1.049239904,1.266211483,1.171861716,0.825693469,1.030501452,1.062718441
4263,2.131500,1.050226139,1.265882738,1.171532971,0.825693469,1.030501452,1.063047185
4264,2.132000,1.049239904,1.267197718,1.173834185,0.827008448,1.032473920,1.062060951
4265,2.132500,1.048582415,1.267197718,1.173505440,0.826350958,1.031816431,1.062060951
4266,2.133000,1.048911159,1.266540228,1.173176695,0.824707235,1.031158941,1.062060951
4267,2.133500,1.048253670,1.266211483,1.172519206,0.825035980,1.031816431,1.062389696
4268,2.134000,1.048911159,1.267197718,1.174491674,0.825693469,1.031487686,1.062389696
4269,2.134500,1.049239904,1.267526463,1.174162930,0.826350958,1.032802665,1.062718441
4270,2.135000,1.049239904,1.266868973,1.173176695,0.825364724,1.031816431,1.062718441
4271,2.135500,1.050883628,1.265882738,1.173505440,0.826022214,1.030830196,1.064362164
4272,2.136000,1.050883628,1.265553994,1.172190461,0.826679703,1.031816431,1.063375930
4273,2.136500,1.050554883,1.265553994,1.172519206,0.825364724,1.030830196,1.063047185
4274,2.137000,1.050554883,1.266540228,1.172190461,0.827337193,1.032473920,1.062718441
4275,2.137500,1.049568649,1.266540228,1.171861716,0.825693469,1.031487686,1.061732206
4276,2.138000,1.049568649,1.267197718,1.172519206,0.826679703,1.031158941,1.062060951
4277,2.138500,1.048911159,1.266540228,1.172190461,0.826022214,1.031158941,1.063047185
4278,2.139000,1.050226139,1.267197718,1.172190461,0.826350958,1.032145175,1.063375930
4279,2.139500,1.049239904,1.266211483,1.172190461,0.825693469,1.031816431,1.062389696
4280,2.140000,1.049239904,1.266540228,1.173176695,0.825364724,1.031158941,1.062718441
4281,2.140500,1.048253670,1.267197718,1.173176695,0.826350958,1.031816431,1.062718441
4282,2.141000,1.048253670,1.266211483,1.172190461,0.824378490,1.029843962,1.062060951
4283,2.141500,1.048911159,1.266868973,1.172847950,0.824707235,1.031487686,1.062060951
4284,2.142000,1.048911159,1.266211483,1.173505440,0.826022214,1.031158941,1.061732206
4285,2.142500,1.049239904,1.266868973,1.173834185,0.826679703,1.032145175,1.062060951
4286,2.143000,1.049239904,1.266211483,1.173505440,0.826022214,1.032145175,1.062060951
4287,2.143500,1.049897394,1.266540228,1.173834185,0.825364724,1.031816431,1.062718441
4288,2.144000,1.050883628,1.266540228,1.173505440,0.826679703,1.031816431,1.063375930
4289,2.144500,1.049897394,1.266540228,1.172190461,0.825364724,1.031487686,1.063047185
4290,2.145000,1.049897394,1.266211483,1.172847950,0.826679703,1.031487686,1.062389696
4291,2.145500,1.048253670,1.267197718,1.173834185,0.826679703,1.032145175,1.062389696
4292,2.146000,1.048911159,1.267197718,1.172190461,0.826679703,1.031487686,1.062389696
4293,2.146500,1.049239904,1.266540228,1.172519206,0.825693469,1.031487686,1.062718441
4294,2.147000,1.048582415,1.267197718,1.173176695,0.825693469,1.031816431,1.062718441
4295,2.147500,1.048582415,1.266868973,1.172519206,0.826350958,1.031158941,1.062060951
4296,2.148000,1.047924925,1.265225249,1.171532971,0.824707235,1.029843962,1.061403461
4297,2.148500,1.048582415,1.266540228,1.173176695,0.824707235,1.030501452,1.061732206
4298,2.149000,1.048253670,1.266540228,1.172519206,0.824378490,1.030830196,1.061403461
4299,2.149500,1.048911159,1.266211483,1.173834185,0.826022214,1.031816431,1.062060951
4300,2.150000,1.049239904,1.265225249,1.172847950,0.825035980,1.031487686,1.062060951
4301,2.150500,1.048911159,1.265882738,1.172519206,0.824378490,1.031158941,1.061732206
4302,2.151000,1.050226139,1.266868973,1.173505440,0.826679703,1.032145175,1.062718441
4303,2.151500,1.050226139,1.266540228,1.172847950,0.825364724,1.032145175,1.062718441
4304,2.152000,1.049897394,1.265553994,1.172190461,0.825364724,1.031158941,1.063047185
4305,2.152500,1.049568649,1.267197718,1.172519206,0.825035980,1.031816431,1.062060951
4306,2.153000,1.048911159,1.267526463,1.173505440,0.826679703,1.032473920,1.062389696
4307,2.153500,1.049239904,1.267197718,1.172190461,0.826679703,1.032802665,1.062389696
4308,2.154000,1.049239904,1.266540228,1.172519206,0.825693469,1.031816431,1.062060951
4309,2.154500,1.049239904,1.266211483,1.172519206,0.825364724,1.031487686,1.062060951
