t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788883021.350109,2026-09-09T00:57:01.350100,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788883269.631054,2026-09-09T01:01:09.631044,between normal and shear blocks,-0.05403,-0.03022,-0.03902,0.00189,0.00123,-0.00011
1788883474.107758,2026-09-09T01:04:34.107747,end of collect,-0.07836,-0.05968,-0.01894,0.00269,0.00119,-0.00063
