t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788891055.665344,2026-09-09T03:10:55.665334,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788891330.685498,2026-09-09T03:15:30.685483,between normal and shear blocks,0.02357,0.04989,0.01348,0.00166,-0.00124,-1e-05
1788891475.540311,2026-09-09T03:17:55.540299,end of collect,0.04659,0.06564,0.05504,0.00195,-0.0021,0.00023
