sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_medium_2mm_r2,1,2026-09-03T16:48:48.426650,0001.png,N0.10,-0.0824,-0.04603,-0.10629,0.000866,0.001784,-0.000538,-0.04765,-0.08274,-0.10531,0.14215,37.8938,363.04,38.5698,-0.0,0.2889,16.785,-8.146,0.664,0.055
9DTact_medium_2mm_r2,2,2026-09-03T16:48:50.814095,0002.png,N0.20,-0.08265,-0.0411,-0.21675,0.000766,0.001839,-0.000549,-0.04955,-0.08037,-0.21584,0.23558,37.8934,363.0427,38.409,0.1607,0.4496,8.483,-3.533,0.3918,0.055
9DTact_medium_2mm_r2,3,2026-09-03T16:48:53.016921,0003.png,N0.30,-0.08376,-0.04803,-0.31817,0.000945,0.001699,-0.000419,-0.04635,-0.08855,-0.31712,0.3325,37.8986,363.0257,38.3071,0.2629,0.5518,5.341,-2.969,0.2904,0.055
9DTact_medium_2mm_r2,4,2026-09-03T16:48:54.329026,0004.png,N0.40,-0.08233,-0.04498,-0.3897,0.000896,0.001786,-0.000235,-0.04614,-0.08633,-0.3887,0.40084,37.8978,363.0227,38.2381,0.3319,0.6208,4.583,-2.298,0.234,0.055
9DTact_medium_2mm_r2,5,2026-09-03T16:48:56.515397,0005.png,N0.50,-0.08172,-0.03981,-0.51138,0.00085,0.00171,-8.4e-05,-0.04735,-0.0835,-0.51045,0.5194,37.9,363.0212,38.1239,0.4462,0.735,3.344,-1.663,0.175,0.055
9DTact_medium_2mm_r2,6,2026-09-03T16:48:58.815944,0006.png,N0.60,-0.08152,-0.03879,-0.60234,0.00083,0.002111,-0.000417,-0.04706,-0.08398,-0.60142,0.60907,37.8972,363.0333,37.9954,0.5744,0.8633,3.504,-1.378,0.1482,0.055
9DTact_medium_2mm_r2,7,2026-09-03T16:49:01.028894,0007.png,N0.70,-0.07674,-0.03665,-0.66122,0.00056,0.001743,-0.000845,-0.04358,-0.08068,-0.66033,0.66666,37.9003,363.0284,37.9014,0.6684,0.9573,2.635,-0.846,0.1276,0.055
9DTact_medium_2mm_r2,8,2026-09-03T16:49:03.210645,0008.png,N0.80,-0.07848,-0.03491,-0.80314,0.000764,0.001843,-0.000491,-0.04497,-0.08231,-0.80225,0.80772,37.904,363.0262,37.8178,0.7522,1.041,2.295,-0.951,0.1063,0.055
9DTact_medium_2mm_r2,9,2026-09-03T16:49:04.514484,0009.png,N0.90,-0.08092,-0.03821,-0.90946,0.001079,0.002102,-0.000476,-0.0447,-0.0881,-0.9085,0.91385,37.9053,363.0186,37.7336,0.8365,1.1254,2.312,-1.187,0.0979,0.055
9DTact_medium_2mm_r2,10,2026-09-03T16:49:06.524532,0010.png,N1.00,-0.07763,-0.03889,-0.97309,0.001404,0.002296,-0.000407,-0.04107,-0.08805,-0.97212,0.97696,37.9122,363.0223,37.6958,0.8742,1.1631,2.36,-1.442,0.0889,0.055
