sample_index,t_rel_s,SG0_ai16_V,SG1_ai18_V,SG2_ai17_V,SG3_ai19_V,SG4_ai20_V,SG5_ai21_V
76,0.038000,0.929905552,1.261937800,1.071594550,0.814516148,0.912153336,0.942726598
77,0.038500,0.930563042,1.260294076,1.069622081,0.814187404,0.910180867,0.943055343
78,0.039000,0.930891787,1.260622821,1.070937060,0.814844893,0.911824591,0.943055343
79,0.039500,0.929905552,1.262266545,1.070279571,0.814844893,0.911824591,0.943055343
80,0.040000,0.929248063,1.261280311,1.068964592,0.814516148,0.911167101,0.942069108
81,0.040500,0.928590573,1.262924035,1.069950826,0.813529914,0.911824591,0.942069108
82,0.041000,0.929905552,1.261937800,1.070608316,0.815173638,0.912153336,0.943055343
83,0.041500,0.929905552,1.261609055,1.069950826,0.814516148,0.911167101,0.942726598
84,0.042000,0.928919318,1.261280311,1.069950826,0.814844893,0.911167101,0.942726598
85,0.042500,0.928919318,1.261937800,1.069950826,0.814516148,0.911167101,0.942397853
86,0.043000,0.928919318,1.261280311,1.069950826,0.813201169,0.910509612,0.941740364
87,0.043500,0.928590573,1.261609055,1.069950826,0.813529914,0.911167101,0.941411619
88,0.044000,0.929248063,1.261937800,1.069950826,0.813529914,0.910838357,0.941411619
89,0.044500,0.928590573,1.261280311,1.070937060,0.814187404,0.911167101,0.942069108
90,0.045000,0.928919318,1.261609055,1.071265805,0.814844893,0.911824591,0.941740364
91,0.045500,0.929905552,1.260951566,1.070279571,0.814187404,0.911495846,0.941740364
92,0.046000,0.929576808,1.261280311,1.070279571,0.815173638,0.911167101,0.943384087
93,0.046500,0.929905552,1.260294076,1.069622081,0.813529914,0.910180867,0.942069108
94,0.047000,0.930563042,1.261609055,1.069622081,0.813529914,0.910180867,0.941740364
95,0.047500,0.929576808,1.261937800,1.070279571,0.814516148,0.911824591,0.942726598
96,0.048000,0.928919318,1.260622821,1.069622081,0.814187404,0.910838357,0.942069108
97,0.048500,0.928919318,1.261280311,1.069622081,0.815502382,0.911824591,0.942069108
98,0.049000,0.929905552,1.261280311,1.069622081,0.813858659,0.910838357,0.942069108
99,0.049500,0.929248063,1.261609055,1.069622081,0.814187404,0.910838357,0.942397853
100,0.050000,0.928919318,1.260951566,1.070279571,0.814516148,0.911495846,0.942069108
101,0.050500,0.928590573,1.261609055,1.071923295,0.813529914,0.910838357,0.942069108
102,0.051000,0.927933084,1.262595290,1.071594550,0.814187404,0.911824591,0.942397853
103,0.051500,0.928919318,1.262266545,1.071265805,0.813858659,0.911824591,0.941740364
104,0.052000,0.928261829,1.261280311,1.070608316,0.815173638,0.911824591,0.942726598
105,0.052500,0.929248063,1.260622821,1.070937060,0.814844893,0.911495846,0.942069108
106,0.053000,0.928919318,1.261280311,1.070937060,0.814844893,0.911824591,0.941740364
107,0.053500,0.929905552,1.261609055,1.070279571,0.814187404,0.911495846,0.943384087
108,0.054000,0.930563042,1.260951566,1.071265805,0.814844893,0.911824591,0.943055343
109,0.054500,0.929905552,1.261609055,1.069622081,0.814187404,0.911167101,0.943712832
110,0.055000,0.929576808,1.263252780,1.070937060,0.816159872,0.912810825,0.942726598
111,0.055500,0.929576808,1.262595290,1.069950826,0.815502382,0.912810825,0.942397853
112,0.056000,0.929905552,1.261937800,1.069293336,0.814516148,0.911824591,0.943055343
113,0.056500,0.929248063,1.261937800,1.069622081,0.814844893,0.911495846,0.942397853
114,0.057000,0.929576808,1.260622821,1.068964592,0.812872425,0.909852122,0.942069108
115,0.057500,0.928919318,1.261937800,1.070279571,0.814187404,0.911495846,0.942069108
116,0.058000,0.928590573,1.260622821,1.069950826,0.813858659,0.911824591,0.942069108
117,0.058500,0.927933084,1.262266545,1.071594550,0.814516148,0.912482080,0.941411619
118,0.059000,0.929248063,1.262266545,1.070608316,0.813529914,0.911824591,0.942397853
119,0.059500,0.930234297,1.261937800,1.070279571,0.814516148,0.910838357,0.942726598
120,0.060000,0.929248063,1.261280311,1.070937060,0.814516148,0.911824591,0.942397853
121,0.060500,0.929576808,1.260294076,1.070937060,0.813201169,0.911167101,0.942397853
122,0.061000,0.930891787,1.260294076,1.069950826,0.813858659,0.910509612,0.942726598
123,0.061500,0.931220531,1.260951566,1.070279571,0.814187404,0.911167101,0.943055343
124,0.062000,0.929576808,1.261280311,1.070608316,0.815173638,0.911167101,0.943055343
125,0.062500,0.930234297,1.260951566,1.070608316,0.815502382,0.911824591,0.942726598
126,0.063000,0.929905552,1.261937800,1.069622081,0.814844893,0.910509612,0.941411619
127,0.063500,0.928919318,1.261609055,1.069950826,0.814516148,0.911495846,0.942069108
128,0.064000,0.929576808,1.261937800,1.069950826,0.814844893,0.911495846,0.942397853
129,0.064500,0.928919318,1.263252780,1.070937060,0.814516148,0.911495846,0.942069108
130,0.065000,0.928919318,1.261609055,1.068964592,0.813201169,0.910180867,0.941740364
131,0.065500,0.928590573,1.261280311,1.069293336,0.814187404,0.911167101,0.940754129
132,0.066000,0.927933084,1.261609055,1.071594550,0.814187404,0.911824591,0.941740364
133,0.066500,0.927933084,1.261937800,1.070937060,0.812872425,0.912482080,0.941411619
134,0.067000,0.929248063,1.261937800,1.071265805,0.814844893,0.911167101,0.941411619
135,0.067500,0.928590573,1.260951566,1.070608316,0.814516148,0.911167101,0.941740364
136,0.068000,0.929248063,1.260294076,1.069950826,0.813529914,0.910838357,0.942397853
137,0.068500,0.929248063,1.261937800,1.069950826,0.815173638,0.911824591,0.941740364
138,0.069000,0.929248063,1.260294076,1.069950826,0.813529914,0.911824591,0.942726598
139,0.069500,0.929905552,1.260622821,1.070279571,0.814187404,0.911495846,0.943055343
140,0.070000,0.930563042,1.261609055,1.070608316,0.814187404,0.911495846,0.944041577
141,0.070500,0.929905552,1.260294076,1.069622081,0.814844893,0.911495846,0.943055343
142,0.071000,0.928919318,1.261937800,1.069622081,0.815502382,0.911824591,0.941740364
143,0.071500,0.929248063,1.261609055,1.068635847,0.814516148,0.911824591,0.942069108
144,0.072000,0.929248063,1.261937800,1.069950826,0.814516148,0.911495846,0.942726598
145,0.072500,0.929248063,1.261280311,1.070608316,0.814516148,0.912153336,0.942397853
146,0.073000,0.929576808,1.260951566,1.069293336,0.813858659,0.911167101,0.942397853
147,0.073500,0.928261829,1.261937800,1.070608316,0.814516148,0.912153336,0.941740364
148,0.074000,0.928261829,1.262266545,1.070608316,0.813858659,0.912153336,0.941740364
149,0.074500,0.928261829,1.260951566,1.070279571,0.813858659,0.910838357,0.941411619
150,0.075000,0.928919318,1.260951566,1.069950826,0.813201169,0.911495846,0.942069108
151,0.075500,0.928919318,1.261609055,1.071265805,0.814516148,0.911824591,0.942069108
152,0.076000,0.929576808,1.259965331,1.069950826,0.814516148,0.911495846,0.941740364
153,0.076500,0.928919318,1.260951566,1.069950826,0.813201169,0.911167101,0.942069108
154,0.077000,0.930234297,1.261609055,1.070608316,0.814516148,0.912153336,0.942069108
155,0.077500,0.930234297,1.261280311,1.070608316,0.814187404,0.911167101,0.943055343
156,0.078000,0.929576808,1.261609055,1.069950826,0.814187404,0.910838357,0.942726598
157,0.078500,0.930234297,1.261280311,1.069622081,0.815173638,0.912153336,0.942397853
158,0.079000,0.928919318,1.261937800,1.069293336,0.814187404,0.911824591,0.942069108
159,0.079500,0.928919318,1.262924035,1.070279571,0.815173638,0.912810825,0.941740364
160,0.080000,0.928919318,1.261937800,1.069622081,0.815173638,0.911824591,0.941740364
161,0.080500,0.929248063,1.261609055,1.068635847,0.813529914,0.910838357,0.942397853
162,0.081000,0.928919318,1.262595290,1.070279571,0.814516148,0.911495846,0.942397853
163,0.081500,0.928919318,1.261609055,1.069622081,0.813858659,0.911495846,0.942069108
164,0.082000,0.928919318,1.261280311,1.070279571,0.813201169,0.911167101,0.941740364
165,0.082500,0.927933084,1.261609055,1.069950826,0.812543680,0.911167101,0.941411619
166,0.083000,0.927933084,1.261280311,1.070608316,0.813858659,0.911495846,0.942069108
167,0.083500,0.927933084,1.260951566,1.069950826,0.813529914,0.911495846,0.942069108
168,0.084000,0.928919318,1.261280311,1.070608316,0.814187404,0.911824591,0.941740364
169,0.084500,0.929248063,1.260951566,1.070608316,0.813858659,0.911167101,0.943055343
170,0.085000,0.929576808,1.260294076,1.070279571,0.813529914,0.910838357,0.942397853
171,0.085500,0.930234297,1.260951566,1.069950826,0.814844893,0.910838357,0.942726598
172,0.086000,0.930234297,1.260294076,1.070279571,0.813529914,0.910509612,0.943384087
173,0.086500,0.929905552,1.261280311,1.069622081,0.814187404,0.911824591,0.942726598
174,0.087000,0.928919318,1.261280311,1.070279571,0.813858659,0.912153336,0.942069108
175,0.087500,0.929576808,1.261609055,1.070937060,0.814844893,0.911824591,0.942069108
176,0.088000,0.929905552,1.261609055,1.069293336,0.814516148,0.912153336,0.943384087
177,0.088500,0.928919318,1.260622821,1.068635847,0.813858659,0.911167101,0.942726598
178,0.089000,0.929248063,1.261280311,1.069293336,0.813201169,0.911167101,0.942069108
179,0.089500,0.928590573,1.261609055,1.070279571,0.814844893,0.911824591,0.941740364
180,0.090000,0.927933084,1.260951566,1.069950826,0.812872425,0.912153336,0.941411619
181,0.090500,0.928590573,1.261937800,1.069950826,0.812214935,0.910838357,0.941411619
182,0.091000,0.928261829,1.260951566,1.069622081,0.812872425,0.910838357,0.941740364
183,0.091500,0.930563042,1.261609055,1.071265805,0.814516148,0.912482080,0.942397853
184,0.092000,0.928919318,1.261280311,1.069950826,0.813529914,0.911824591,0.942726598
185,0.092500,0.929576808,1.260622821,1.069950826,0.813858659,0.910838357,0.942726598
186,0.093000,0.929576808,1.260622821,1.070608316,0.813858659,0.911167101,0.942726598
187,0.093500,0.931220531,1.261937800,1.071265805,0.814844893,0.911167101,0.943712832
188,0.094000,0.930563042,1.261280311,1.070279571,0.814187404,0.911167101,0.943055343
189,0.094500,0.930891787,1.261280311,1.069293336,0.815173638,0.912153336,0.942726598
190,0.095000,0.928919318,1.261609055,1.069293336,0.814844893,0.912810825,0.942069108
191,0.095500,0.929248063,1.261280311,1.067978357,0.813529914,0.910509612,0.942726598
192,0.096000,0.929248063,1.260951566,1.068635847,0.814187404,0.911167101,0.942726598
193,0.096500,0.929248063,1.260951566,1.068964592,0.812872425,0.910180867,0.942069108
194,0.097000,0.928919318,1.261937800,1.069622081,0.814187404,0.912153336,0.941740364
195,0.097500,0.928590573,1.260951566,1.069622081,0.812543680,0.910838357,0.941082874
196,0.098000,0.928261829,1.261280311,1.069622081,0.813858659,0.912153336,0.941740364
197,0.098500,0.928590573,1.261937800,1.070279571,0.812872425,0.910838357,0.941740364
198,0.099000,0.928919318,1.261280311,1.070937060,0.814844893,0.912482080,0.942069108
199,0.099500,0.928919318,1.261609055,1.070937060,0.814844893,0.911495846,0.942397853
200,0.100000,0.928919318,1.260951566,1.070279571,0.813858659,0.911495846,0.941740364
201,0.100500,0.929576808,1.260951566,1.070937060,0.813529914,0.911495846,0.942726598
202,0.101000,0.929905552,1.261280311,1.070279571,0.815831127,0.912153336,0.943055343
203,0.101500,0.930234297,1.261280311,1.070279571,0.814844893,0.911824591,0.943055343
204,0.102000,0.929248063,1.261280311,1.070937060,0.814516148,0.911495846,0.943055343
205,0.102500,0.929576808,1.262924035,1.071265805,0.815173638,0.913139570,0.941740364
206,0.103000,0.929248063,1.261609055,1.067978357,0.813858659,0.911167101,0.941740364
207,0.103500,0.929905552,1.260622821,1.070279571,0.814187404,0.911824591,0.942726598
208,0.104000,0.929248063,1.261280311,1.069293336,0.814187404,0.910509612,0.943384087
209,0.104500,0.929576808,1.261609055,1.070279571,0.814516148,0.911495846,0.942397853
210,0.105000,0.928919318,1.261937800,1.070279571,0.813529914,0.911167101,0.942726598
211,0.105500,0.928261829,1.262266545,1.071265805,0.814187404,0.911495846,0.941411619
212,0.106000,0.928919318,1.260951566,1.069950826,0.813201169,0.911167101,0.942397853
213,0.106500,0.929576808,1.262266545,1.070608316,0.814187404,0.911495846,0.942069108
214,0.107000,0.929905552,1.261280311,1.070937060,0.814187404,0.910838357,0.943384087
215,0.107500,0.929248063,1.260951566,1.070937060,0.813529914,0.911167101,0.942397853
216,0.108000,0.930234297,1.260622821,1.070279571,0.813858659,0.911495846,0.942726598
217,0.108500,0.930563042,1.261280311,1.070279571,0.813201169,0.910509612,0.943055343
218,0.109000,0.930891787,1.260622821,1.069293336,0.813529914,0.910509612,0.943384087
219,0.109500,0.929905552,1.260622821,1.069622081,0.813858659,0.911495846,0.942397853
220,0.110000,0.929248063,1.260622821,1.068307102,0.814844893,0.911167101,0.941740364
221,0.110500,0.929576808,1.261937800,1.069293336,0.814516148,0.911495846,0.941740364
222,0.111000,0.928919318,1.261609055,1.070608316,0.815831127,0.912153336,0.942069108
223,0.111500,0.929248063,1.261609055,1.068635847,0.813858659,0.911824591,0.943712832
224,0.112000,0.928590573,1.261937800,1.070279571,0.814844893,0.911495846,0.942069108
225,0.112500,0.927275594,1.261280311,1.070279571,0.813858659,0.911495846,0.941740364
226,0.113000,0.927933084,1.261609055,1.070279571,0.813529914,0.912153336,0.941082874
227,0.113500,0.928261829,1.260951566,1.070608316,0.813529914,0.911167101,0.941740364
228,0.114000,0.929248063,1.261280311,1.069950826,0.813529914,0.911495846,0.942069108
229,0.114500,0.928919318,1.262266545,1.070937060,0.815173638,0.912482080,0.942726598
230,0.115000,0.929248063,1.261937800,1.070608316,0.814516148,0.912482080,0.943055343
231,0.115500,0.928919318,1.260622821,1.070279571,0.812872425,0.910838357,0.943055343
232,0.116000,0.929905552,1.260622821,1.069950826,0.813529914,0.911167101,0.942726598
233,0.116500,0.930234297,1.261280311,1.070608316,0.813858659,0.911167101,0.945356556
234,0.117000,0.930563042,1.261280311,1.071265805,0.815502382,0.912153336,0.943055343
235,0.117500,0.929576808,1.261280311,1.070608316,0.816817361,0.912482080,0.943055343
236,0.118000,0.929248063,1.261937800,1.069622081,0.813858659,0.911167101,0.941740364
237,0.118500,0.928919318,1.263252780,1.069950826,0.815173638,0.912482080,0.943055343
238,0.119000,0.929248063,1.260951566,1.069950826,0.813529914,0.911167101,0.942069108
239,0.119500,0.928261829,1.261937800,1.069950826,0.815502382,0.910838357,0.941740364
240,0.120000,0.928590573,1.262266545,1.070608316,0.814516148,0.911824591,0.942397853
241,0.120500,0.928261829,1.260951566,1.068964592,0.813858659,0.910509612,0.941411619
242,0.121000,0.928919318,1.262266545,1.069950826,0.813858659,0.911824591,0.941740364
243,0.121500,0.928919318,1.261937800,1.070279571,0.813201169,0.911824591,0.941082874
244,0.122000,0.929248063,1.260951566,1.070608316,0.814187404,0.911167101,0.942069108
245,0.122500,0.929248063,1.261280311,1.071265805,0.814844893,0.913139570,0.942397853
246,0.123000,0.929248063,1.261609055,1.071265805,0.814516148,0.912153336,0.942397853
247,0.123500,0.930234297,1.260622821,1.070608316,0.814844893,0.911167101,0.942726598
248,0.124000,0.930563042,1.260951566,1.070279571,0.814516148,0.911824591,0.944041577
249,0.124500,0.930563042,1.260622821,1.070608316,0.814516148,0.911495846,0.943384087
250,0.125000,0.929905552,1.261937800,1.070608316,0.815173638,0.911824591,0.943055343
251,0.125500,0.929905552,1.262266545,1.070608316,0.816488617,0.912482080,0.942726598
252,0.126000,0.929576808,1.261280311,1.069950826,0.814844893,0.911495846,0.942726598
253,0.126500,0.929248063,1.261280311,1.069950826,0.813858659,0.911167101,0.943384087
254,0.127000,0.929248063,1.261280311,1.069622081,0.813201169,0.911495846,0.942069108
255,0.127500,0.928919318,1.261280311,1.068964592,0.813529914,0.910838357,0.941740364
256,0.128000,0.928261829,1.261609055,1.069622081,0.814187404,0.910838357,0.942069108
257,0.128500,0.928590573,1.260622821,1.069293336,0.812543680,0.909852122,0.941082874
258,0.129000,0.928919318,1.262266545,1.071923295,0.815173638,0.912810825,0.942069108
259,0.129500,0.929248063,1.260951566,1.070279571,0.814844893,0.911167101,0.942069108
260,0.130000,0.929905552,1.261609055,1.069950826,0.814844893,0.912153336,0.942069108
261,0.130500,0.929576808,1.260622821,1.070608316,0.813858659,0.911167101,0.941740364
262,0.131000,0.930563042,1.260622821,1.070279571,0.814516148,0.910509612,0.942726598
263,0.131500,0.931220531,1.259965331,1.070608316,0.814516148,0.911495846,0.943384087
264,0.132000,0.929905552,1.260294076,1.069950826,0.814516148,0.911495846,0.942397853
265,0.132500,0.929248063,1.261937800,1.070279571,0.815173638,0.911824591,0.942069108
266,0.133000,0.929248063,1.261609055,1.069293336,0.815173638,0.911167101,0.941740364
267,0.133500,0.928919318,1.261609055,1.070279571,0.813858659,0.911495846,0.942726598
268,0.134000,0.929248063,1.260951566,1.068964592,0.814187404,0.910838357,0.942069108
269,0.134500,0.929248063,1.262266545,1.069950826,0.815502382,0.911495846,0.941411619
270,0.135000,0.929248063,1.262924035,1.070279571,0.814516148,0.911167101,0.941740364
271,0.135500,0.929248063,1.261609055,1.071265805,0.813858659,0.911495846,0.941411619
272,0.136000,0.927933084,1.261280311,1.069293336,0.813201169,0.911167101,0.941411619
273,0.136500,0.929248063,1.261280311,1.069293336,0.813201169,0.911167101,0.942069108
274,0.137000,0.929576808,1.259965331,1.069950826,0.813529914,0.910838357,0.941740364
275,0.137500,0.929248063,1.260294076,1.071265805,0.813201169,0.911495846,0.942397853
276,0.138000,0.929905552,1.260622821,1.070279571,0.813201169,0.910180867,0.941411619
277,0.138500,0.929905552,1.261609055,1.070937060,0.815502382,0.912482080,0.942397853
278,0.139000,0.930234297,1.261609055,1.070608316,0.814516148,0.911167101,0.943055343
279,0.139500,0.929576808,1.261280311,1.070279571,0.814516148,0.911824591,0.943055343
280,0.140000,0.928919318,1.261937800,1.069293336,0.814516148,0.911495846,0.942397853
281,0.140500,0.928919318,1.261609055,1.068964592,0.814187404,0.911495846,0.942069108
282,0.141000,0.929248063,1.261937800,1.069950826,0.815173638,0.911495846,0.941740364
283,0.141500,0.929905552,1.261280311,1.069622081,0.813858659,0.910838357,0.943384087
284,0.142000,0.928919318,1.260622821,1.069622081,0.813858659,0.910838357,0.942726598
285,0.142500,0.929576808,1.261609055,1.070279571,0.813858659,0.910838357,0.942069108
286,0.143000,0.928590573,1.261609055,1.070279571,0.813529914,0.911495846,0.941740364
287,0.143500,0.928261829,1.262266545,1.071594550,0.813529914,0.911495846,0.941740364
288,0.144000,0.928590573,1.261609055,1.070937060,0.812872425,0.910838357,0.941411619
289,0.144500,0.929576808,1.261609055,1.070608316,0.815173638,0.911824591,0.942397853
290,0.145000,0.929248063,1.260951566,1.070937060,0.814187404,0.911167101,0.942069108
291,0.145500,0.929248063,1.261609055,1.070937060,0.814516148,0.911824591,0.942069108
292,0.146000,0.929905552,1.262266545,1.071594550,0.815173638,0.911824591,0.942397853
293,0.146500,0.929248063,1.260294076,1.069950826,0.814187404,0.911167101,0.942726598
294,0.147000,0.929576808,1.260294076,1.068964592,0.813529914,0.910838357,0.943055343
295,0.147500,0.929576808,1.261609055,1.070279571,0.815502382,0.912153336,0.942397853
296,0.148000,0.928919318,1.260294076,1.068964592,0.814187404,0.910838357,0.942069108
297,0.148500,0.929576808,1.260622821,1.069293336,0.814844893,0.911824591,0.942397853
298,0.149000,0.929248063,1.261280311,1.068307102,0.813529914,0.910509612,0.942397853
299,0.149500,0.928919318,1.260951566,1.069622081,0.813529914,0.910509612,0.942397853
300,0.150000,0.928590573,1.261937800,1.069622081,0.814844893,0.911824591,0.942069108
301,0.150500,0.927933084,1.261609055,1.070608316,0.813529914,0.911824591,0.941740364
302,0.151000,0.928261829,1.261609055,1.069950826,0.813201169,0.911824591,0.942397853
303,0.151500,0.928919318,1.261280311,1.070937060,0.813858659,0.912810825,0.943055343
304,0.152000,0.929576808,1.262595290,1.071923295,0.815831127,0.912482080,0.942397853
305,0.152500,0.929248063,1.262595290,1.070937060,0.813858659,0.912153336,0.942726598
306,0.153000,0.930234297,1.261280311,1.070279571,0.811886190,0.910509612,0.942726598
307,0.153500,0.930563042,1.261937800,1.071265805,0.814187404,0.911167101,0.943712832
308,0.154000,0.929248063,1.260951566,1.069950826,0.814516148,0.910509612,0.942397853
309,0.154500,0.929905552,1.261609055,1.070279571,0.814187404,0.911167101,0.941740364
310,0.155000,0.929248063,1.261609055,1.070279571,0.813858659,0.910509612,0.941740364
311,0.155500,0.930234297,1.260951566,1.069622081,0.813858659,0.910838357,0.942069108
312,0.156000,0.928919318,1.261937800,1.070279571,0.813858659,0.910509612,0.942069108
313,0.156500,0.928919318,1.261280311,1.069293336,0.813201169,0.911495846,0.941082874
314,0.157000,0.928919318,1.261937800,1.070608316,0.814187404,0.912810825,0.941082874
315,0.157500,0.928261829,1.261937800,1.070608316,0.813858659,0.911824591,0.941082874
316,0.158000,0.928261829,1.261937800,1.070937060,0.814187404,0.911824591,0.941082874
317,0.158500,0.929248063,1.260951566,1.070937060,0.814187404,0.911824591,0.941740364
318,0.159000,0.929248063,1.261609055,1.069622081,0.814844893,0.911824591,0.941740364
319,0.159500,0.928919318,1.260622821,1.069950826,0.814516148,0.910509612,0.942069108
320,0.160000,0.929248063,1.260951566,1.069950826,0.813529914,0.912153336,0.942397853
321,0.160500,0.929576808,1.261609055,1.070279571,0.813529914,0.911167101,0.942397853
