probe,ix,iy,x_mm,y_mm,target_depth_mm,depth_mm,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,0,0,-4.0,-2.5,0.15,0.17103842535567892,0.07360643822889301,ball4_x-4.00_y-2.50_d0.15.png,1789036204.2098672,-0.0003869827130941417,0.003029230051752663,-0.07360643822889301,36.04747772216797,357.8681030273437,37.36343383789062,0,0.0,None,12
ball4,0,0,-4.0,-2.5,0.3,0.3206220378849025,0.16812594166718497,ball4_x-4.00_y-2.50_d0.30.png,1789036206.5538442,-0.005031869735329764,-0.011656531110683942,-0.16812594166718497,36.04384231567383,357.863311767578,37.21120834350586,0,0.0,None,12
ball4,1,0,-2.0,-2.5,0.15,0.1802989509180435,0.032112529833671036,ball4_x-2.00_y-2.50_d0.15.png,1789036209.2820258,0.001866915231288857,0.004693727027981431,-0.032112529833671036,37.76674652099609,358.8727111816406,37.35991287231445,1189,19.454317121722035,"[778.8149705634987, 254.19343986543313]",12
ball4,1,0,-2.0,-2.5,0.3,0.3309802624920195,0.15313974257704785,ball4_x-2.00_y-2.50_d0.30.png,1789036211.6261594,-8.070597305120941e-06,-0.001211530153546292,-0.15313974257704785,37.7741012573242,358.8689880371093,37.21070098876953,9067,53.722581267363076,"[873.8100805117459, 189.2147347523988]",12
ball4,2,0,0.0,-2.5,0.15,0.19287971540218507,0.05289028454466518,ball4_x+0.00_y-2.50_d0.15.png,1789036214.3543305,0.0021840687463395626,0.008330453274775884,-0.05289028454466518,39.5010757446289,359.8729248046875,37.35476684570312,5942,43.490198248617865,"[931.8148771457422, 352.0656344665096]",12
ball4,2,0,0.0,-2.5,0.3,0.34649272131253284,0.17552487417607382,ball4_x+0.00_y-2.50_d0.30.png,1789036216.6984994,-0.006488434356244355,-0.014788706453836831,-0.17552487417607382,39.50692749023437,359.8670959472656,37.20654296875,32684,101.99823684765838,"[963.6926324807246, 327.166595275976]",12
ball4,3,0,2.0,-2.5,0.15,0.20395184058829585,0.06720599933938728,ball4_x+2.00_y-2.50_d0.15.png,1789036219.4306362,0.010833096753378868,-0.0018032794833303001,-0.06720599933938728,41.2471923828125,360.8661804199218,37.34318542480468,13112,64.60401866480028,"[1122.487187309335, 408.15604026845637]",12
ball4,3,0,2.0,-2.5,0.3,0.351563000290966,0.20222834636410028,ball4_x+2.00_y-2.50_d0.30.png,1789036221.7707825,-0.003983566623227475,-0.00617726290457572,-0.20222834636410028,41.24677658081054,360.8607177734375,37.19493103027343,39336,111.89744270056215,"[1129.7254677648973, 403.76055013219445]",12
ball4,4,0,4.0,-2.5,0.15,0.19413015856405025,0.042074172842546886,ball4_x+4.00_y-2.50_d0.15.png,1789036224.5030303,0.012206374634033424,-0.005589279422671467,-0.042074172842546886,42.9797897338867,361.866973876953,37.32984924316406,2534,28.400655830274864,"[1298.7131018153118, 534.0189423835833]",12
ball4,4,0,4.0,-2.5,0.3,0.3426007996409517,0.17933897199414162,ball4_x+4.00_y-2.50_d0.30.png,1789036226.8430984,-0.0016596609754422787,-0.008358257494751165,-0.17933897199414162,42.9823760986328,361.859405517578,37.1726951599121,37846,109.75771477446013,"[1308.5779738942028, 488.0632035089574]",12
ball4,0,1,-4.0,0.0,0.15,0.12016398937656092,0.0684176982187978,ball4_x-4.00_y+0.00_d0.15.png,1789036231.9155085,-0.006206893409456527,0.006795415599207821,-0.0684176982187978,34.7893829345703,360.0337829589843,37.386962890625,0,0.0,None,12
ball4,0,1,-4.0,0.0,0.3,0.2758694805930588,0.16782820564091877,ball4_x-4.00_y+0.00_d0.30.png,1789036234.2556183,-0.00318345988945552,0.0011258085547286357,-0.16782820564091877,34.7870979309082,360.0357360839843,37.2393569946289,4483,37.77543143052021,"[600.5893374972117, 312.16082980147223]",12
ball4,1,1,-2.0,0.0,0.15,0.13115412156989592,0.03037355202746994,ball4_x-2.00_y+0.00_d0.15.png,1789036236.9878004,0.00532530432393905,-0.007155281294653371,-0.03037355202746994,36.53148651123047,361.0357055664062,37.38107299804687,3046,31.137949728840955,"[754.4645436638214, 413.317137229153]",12
ball4,1,1,-2.0,0.0,0.3,0.2768378994369556,0.16310466597460901,ball4_x-2.00_y+0.00_d0.30.png,1789036239.3280118,-0.008389004517909627,-0.0031449065953534474,-0.16310466597460901,36.5310707092285,361.0318908691406,37.23374557495117,12697,63.57342703422233,"[768.4904308104277, 417.4912971568087]",12
ball4,2,1,0.0,0.0,0.15,0.13075041030539936,0.05224224108120552,ball4_x+0.00_y+0.00_d0.15.png,1789036242.0601158,-0.006830313597257743,0.005294618010365859,-0.05224224108120552,38.26062774658203,362.0361022949218,37.37327194213867,19744,79.2761653513385,"[841.3914606969206, 502.2114059967585]",12
ball4,2,1,0.0,0.0,0.3,0.27528622697697713,0.15408698899714182,ball4_x+0.00_y+0.00_d0.30.png,1789036244.4002833,-0.009200708671809466,-0.005599214365452099,-0.15408698899714182,38.26250076293945,362.0255432128906,37.21525955200195,47968,123.56653519648462,"[846.0107988659106, 511.1213725817212]",12
ball4,3,1,2.0,0.0,0.15,0.12874468579642695,0.07761485649246821,ball4_x+2.00_y+0.00_d0.15.png,1789036247.5244522,-0.002901962554425097,0.007926116431908704,-0.07761485649246821,39.98517608642578,363.0187377929687,37.34320831298828,28493,95.23446638184491,"[986.9957884392658, 595.2423051275752]",12
ball4,3,1,2.0,0.0,0.3,0.2793378210164086,0.19483855378036594,ball4_x+2.00_y+0.00_d0.30.png,1789036249.8646262,-0.004642715228214911,-0.004425596266187349,-0.19483855378036594,39.99131393432617,363.0271911621093,37.2020149230957,55060,132.38633741168127,"[986.8254449691246, 601.8915728296404]",12
ball4,4,1,4.0,0.0,0.15,0.1302987142812455,0.08371275765154848,ball4_x+4.00_y+0.00_d0.15.png,1789036252.5967894,0.013750931359449936,0.003285506052690401,-0.08371275765154848,41.73102951049804,364.0328369140625,37.33939361572265,14506,67.95147687123561,"[1162.899214118296, 660.3377912587895]",12
ball4,4,1,4.0,0.0,0.3,0.27930647531152175,0.22581388875563563,ball4_x+4.00_y+0.00_d0.30.png,1789036254.9369066,-0.0036013197062398916,0.0005334052548928269,-0.22581388875563563,41.73073577880859,364.0264282226562,37.18908309936523,49969,126.11751148321092,"[1171.5050931577578, 685.9934559426845]",12
ball4,0,2,-4.0,2.5,0.15,0.06312677133211153,0.024084131470135616,ball4_x-4.00_y+2.50_d0.15.png,1789036259.8131804,-0.011315775519740967,0.013260419339084884,-0.024084131470135616,33.53368759155273,362.2062683105468,37.4092903137207,0,0.0,None,12
ball4,0,2,-4.0,2.5,0.3,0.2065333913520675,0.14979429096092362,ball4_x-4.00_y+2.50_d0.30.png,1789036262.1573362,-0.0031888818450489962,-0.002058052493168461,-0.14979429096092362,33.53585815429687,362.2007751464843,37.2637825012207,2279,26.933774904622243,"[489.1790258885476, 525.2321193505924]",12
ball4,1,2,-2.0,2.5,0.15,0.05463103140920467,0.055571803414969166,ball4_x-2.00_y+2.50_d0.15.png,1789036264.8855424,0.006366840978164134,0.001220314429251701,-0.055571803414969166,35.27882003784179,363.2017211914062,37.39138793945312,5981,43.63268762367558,"[647.116870088614, 610.5529175723124]",12
ball4,1,2,-2.0,2.5,0.3,0.20541963136328434,0.17660068107086319,ball4_x-2.00_y+2.50_d0.30.png,1789036267.2296293,-0.0026464233263467918,-0.005360426810130647,-0.17660068107086319,35.2806930541992,363.1944274902343,37.23894119262695,18977,77.72108279038446,"[651.9877746746062, 603.6217526479422]",12
ball4,2,2,0.0,2.5,0.15,0.06272665124471644,0.04036209126219035,ball4_x+0.00_y+2.50_d0.15.png,1789036269.9578536,0.008600989043863194,0.008754043704647607,-0.04036209126219035,37.0108070373535,364.205352783203,37.38417053222656,16739,72.99444626018114,"[755.585100663122, 671.9554334189617]",12
ball4,2,2,0.0,2.5,0.3,0.21111824189440043,0.1899925541597355,ball4_x+0.00_y+2.50_d0.30.png,1789036272.3019822,-0.0010166656194684266,0.00012009314007244143,-0.1899925541597355,37.01350784301758,364.1932373046875,37.22323608398437,42156,115.83898981760795,"[765.7570215390455, 680.7316159028371]",12
ball4,3,2,2.0,2.5,0.15,0.07371067985726398,0.09775204151164871,ball4_x+2.00_y+2.50_d0.15.png,1789036275.4221644,0.00525679260069829,0.01217753814756577,-0.09775204151164871,38.73633956909179,365.2024536132812,37.3702278137207,25052,89.29893206906969,"[899.3210522114003, 760.351628612486]",12
ball4,3,2,2.0,2.5,0.3,0.2267191915439568,0.21248629231902783,ball4_x+2.00_y+2.50_d0.30.png,1789036278.1543086,0.0018026764684883289,-0.0035099500752945544,-0.21248629231902783,38.74431991577148,365.1957092285156,37.21924972534179,52003,128.65873080057827,"[893.9726746533854, 761.6725188931408]",12
ball4,4,2,4.0,2.5,0.15,0.08261409233501738,0.1139592971546449,ball4_x+4.00_y+2.50_d0.15.png,1789036281.274421,0.012077229459342576,0.013490053184651884,-0.1139592971546449,40.47821807861328,366.2030334472656,37.3696060180664,14641,68.26693960927851,"[1046.495867768595, 848.8580015026296]",12
ball4,4,2,4.0,2.5,0.3,0.2322179696196045,0.23257983433985316,ball4_x+4.00_y+2.50_d0.30.png,1789036283.618561,0.009836391739776218,0.013695142257728499,-0.23257983433985316,40.47824096679687,366.1979064941406,37.22114944458008,0,0.0,None,12
