sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_medium_2mm_r2,1,2026-09-07T22:26:20.788986,0001.png,N0.10,0.01858,0.01598,-0.07941,-0.000751,-0.000195,0.000498,0.00866,0.02185,-0.07971,0.08311,37.9141,362.8131,38.8717,-0.0,0.0671,-2.452,9.462,0.2948,1.741
9DTact_medium_2mm_r2,2,2026-09-07T22:26:22.245137,0002.png,N0.20,0.02185,0.02761,-0.15474,-0.000936,-0.000185,0.000587,0.00621,0.03235,-0.15524,0.1587,37.9122,362.8315,38.7886,0.0828,0.1499,-1.193,6.048,0.2219,1.741
9DTact_medium_2mm_r2,3,2026-09-07T22:26:23.675068,0003.png,N0.30,0.02214,0.03003,-0.27152,-0.000946,-0.000214,0.000553,0.00605,0.03272,-0.27204,0.27407,37.9126,362.8279,38.6722,0.1992,0.2664,-0.787,3.484,0.1361,1.741
9DTact_medium_2mm_r2,4,2026-09-07T22:26:24.691811,0004.png,N0.40,0.0198,0.0271,-0.33019,-0.000783,-0.000301,0.000542,0.00591,0.02807,-0.33065,0.33189,37.9134,362.8185,38.6176,0.2539,0.321,-0.911,2.373,0.1011,1.741
9DTact_medium_2mm_r2,5,2026-09-07T22:26:26.552381,0005.png,N0.50,0.01953,0.03113,-0.52424,-0.000931,-0.000307,0.00067,0.005,0.02832,-0.52474,0.52552,37.9127,362.8237,38.486,0.3854,0.4526,-0.585,1.775,0.0699,1.741
9DTact_medium_2mm_r2,6,2026-09-07T22:26:27.591473,0006.png,N0.60,0.01997,0.032,-0.5958,-0.001018,-0.000427,0.0007,0.00544,0.02815,-0.5963,0.59699,37.9122,362.8188,38.4448,0.4267,0.4938,-0.717,1.709,0.0632,1.741
9DTact_medium_2mm_r2,7,2026-09-07T22:26:28.623691,0007.png,N0.70,0.0166,0.0291,-0.67832,-0.000673,-0.000411,0.000775,0.00454,0.02263,-0.67876,0.67915,37.9116,362.8207,38.4022,0.4693,0.5364,-0.607,0.993,0.0493,1.741
9DTact_medium_2mm_r2,8,2026-09-07T22:26:29.668758,0008.png,N0.80,0.0179,0.03982,-0.7279,-0.000991,-0.000427,0.000545,0.00066,0.03178,-0.72851,0.72921,37.9109,362.8198,38.3506,0.5209,0.588,-0.587,1.361,0.0599,1.741
9DTact_medium_2mm_r2,9,2026-09-07T22:26:31.107864,0009.png,N0.90,0.01788,0.04231,-0.86893,-0.000944,-0.000517,0.000419,0.00037,0.03166,-0.86957,0.87014,37.9106,362.8169,38.2742,0.5973,0.6644,-0.595,1.086,0.0528,1.741
9DTact_medium_2mm_r2,10,2026-09-07T22:26:32.133208,0010.png,N1.00,0.01653,0.04511,-0.98499,-0.001011,-0.000486,0.000618,-0.00139,0.03155,-0.98565,0.98616,37.9091,362.8209,38.2203,0.6511,0.7183,-0.493,1.026,0.0487,1.741
9DTact_medium_2mm_r2,11,2026-09-07T22:26:33.169301,0011.png,N1.10,0.01763,0.04977,-1.04977,-0.001136,-0.000551,0.000655,-0.00232,0.0351,-1.05051,1.0511,37.9075,362.8224,38.1923,0.6791,0.7462,-0.525,1.082,0.0502,1.741
9DTact_medium_2mm_r2,12,2026-09-07T22:26:34.192635,0012.png,N1.20,0.01234,0.04561,-1.14617,-0.000832,-0.000653,0.000515,-0.00415,0.02731,-1.14681,1.14715,37.9086,362.8114,38.1388,0.7327,0.7999,-0.569,0.726,0.0412,1.741
9DTact_medium_2mm_r2,13,2026-09-07T22:26:35.245912,0013.png,N1.30,0.01447,0.04879,-1.26133,-0.000929,-0.000652,0.00051,-0.0031,0.02928,-1.26201,1.26235,37.9101,362.8106,38.09,0.7815,0.8487,-0.517,0.736,0.0403,1.741
9DTact_medium_2mm_r2,14,2026-09-07T22:26:36.272250,0014.png,N1.40,0.01814,0.05244,-1.31652,-0.001134,-0.00068,0.000407,-0.00136,0.03339,-1.31727,1.31769,37.9079,362.8232,38.0609,0.8104,0.8776,-0.516,0.862,0.0421,1.741
9DTact_medium_2mm_r2,15,2026-09-07T22:26:37.293836,0015.png,N1.50,0.01544,0.04726,-1.4591,-0.000827,-0.000755,0.000348,-0.00012,0.02527,-1.45973,1.45995,37.9111,362.8054,37.9991,0.8726,0.9397,-0.517,0.567,0.0341,1.741
9DTact_medium_2mm_r2,16,2026-09-07T22:26:38.343959,0016.png,N1.60,0.01954,0.05751,-1.57433,-0.000989,-0.000732,0.000675,-0.00089,0.03436,-1.57513,1.5755,37.9095,362.8201,37.967,0.9044,0.9716,-0.465,0.628,0.0386,1.741
9DTact_medium_2mm_r2,17,2026-09-07T22:26:39.364704,0017.png,N1.70,0.01421,0.04465,-1.73232,-0.00054,-0.000914,0.000812,0.00201,0.01802,-1.73286,1.73295,37.9139,362.7984,37.9078,0.964,1.0311,-0.528,0.312,0.027,1.741
9DTact_medium_2mm_r2,18,2026-09-07T22:26:40.392042,0018.png,N1.80,0.02153,0.06768,-1.78666,-0.001126,-0.00072,0.000641,-0.00278,0.04075,-1.78761,1.78808,37.9083,362.8221,37.8828,0.9886,1.0557,-0.403,0.63,0.0397,1.741
9DTact_medium_2mm_r2,19,2026-09-07T22:26:41.412105,0019.png,N1.90,0.01599,0.05205,-1.92272,-0.000702,-0.000943,0.00074,0.00118,0.02227,-1.92336,1.92349,37.9134,362.8042,37.8407,1.031,1.0981,-0.491,0.365,0.0283,1.741
