probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,surface_offset_mm,force_wanted_N,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,0,0,-4.204286523458513,0.0297394514576379,425.8442481103946,323.037182642347,0.15,0.14291183659886997,0.0,0.2859214351675648,0.3475992884729749,ball4_x-4.20_y+0.03_d0.15.png,1789047195.4244685,-0.0023164936951811654,0.004151919363562939,-0.3475992884729749,34.28517913818359,360.6451110839843,35.60641860961914,9809,55.877559660178456,"[306.80028545213577, 337.50912427362624]",12
ball4,0,0,-4.204286523458513,0.0297394514576379,425.8442481103946,323.037182642347,0.3,0.30815400605549925,0.0,0.8261105071835791,0.895827453876214,ball4_x-4.20_y+0.03_d0.30.png,1789047196.7925494,-0.006044791286650408,0.02004949961538909,-0.895827453876214,34.28171920776367,360.6479187011718,35.45638275146484,19964,79.71661412637391,"[484.17832097776, 304.0483370066119]",12
ball4,1,0,-2.382930640237287,-1.0555626974171792,692.9221240551973,323.037182642347,0.15,0.17664044014671276,0.0,0.2859214351675648,0.295868418040115,ball4_x-2.38_y-1.06_d0.15.png,1789047199.5248377,0.0117740935990998,-0.004983674626543433,-0.295868418040115,36.40403366088867,360.620635986328,35.59063339233398,15866,71.06549552484682,"[753.342934577083, 533.5681961426951]",12
ball4,1,0,-2.382930640237287,-1.0555626974171792,692.9221240551973,323.037182642347,0.3,0.3436314526774211,0.0,0.8261105071835791,0.8189484062576667,ball4_x-2.38_y-1.06_d0.30.png,1789047200.8889136,0.014269335736258526,-0.0023406571841062982,-0.8189484062576667,36.405460357666,360.61572265625,35.43603897094726,91011,170.20487963473013,"[715.7119578951995, 433.54291239520495]",12
ball4,2,0,-0.5615747570160612,-2.1408648462919966,960.0,323.037182642347,0.15,0.21117021438302075,0.0,0.2859214351675648,0.27938830897385286,ball4_x-0.56_y-2.14_d0.15.png,1789047203.8170784,0.019440459222790807,-0.01604635763336404,-0.27938830897385286,38.524845123291,360.5882873535156,35.56412506103515,67407,146.47974091317468,"[885.9930571008946, 416.4284718204341]",12
ball4,2,0,-0.5615747570160612,-2.1408648462919966,960.0,323.037182642347,0.3,0.3725796494252016,0.0,0.8261105071835791,0.8227120849263713,ball4_x-0.56_y-2.14_d0.30.png,1789047206.157236,0.02576855408299359,0.01302637060561338,-0.8227120849263713,38.52195739746093,360.586456298828,35.41556549072265,117307,193.23555008994057,"[886.5623534827419, 430.1485503848875]",12
ball4,3,0,1.2597811262051635,-3.226166995166813,1227.0778759448026,323.037182642347,0.15,0.24096901233900425,0.0,0.2859214351675648,0.316727538811557,ball4_x+1.26_y-3.23_d0.15.png,1789047210.6455605,0.011586634882501912,-0.004091327021699165,-0.316727538811557,40.64416122436523,360.5580444335937,35.5517120361328,57253,134.9970218696715,"[1136.6955792709552, 340.8369867081201]",12
ball4,3,0,1.2597811262051635,-3.226166995166813,1227.0778759448026,323.037182642347,0.3,0.4204183062333051,0.0,0.8261105071835791,0.8760432442799498,ball4_x+1.26_y-3.23_d0.30.png,1789047212.4015815,0.02011647329560908,-0.007727348537572532,-0.8760432442799498,40.6453056335449,360.5592041015625,35.40734481811523,111567,188.44861122297235,"[1108.6760870149776, 388.44505991915173]",12
ball4,4,0,3.0811370094263903,-4.311469144041631,1494.1557518896054,323.037182642347,0.15,0.27732023091149927,0.0,0.2859214351675648,0.3118284782155712,ball4_x+3.08_y-4.31_d0.15.png,1789047215.7177083,0.02804951153773665,-0.006834089782116415,-0.3118284782155712,42.76822662353515,360.5268249511718,35.5316047668457,56694,134.3363714237653,"[1415.4953081454828, 311.0241295375172]",12
ball4,4,0,3.0811370094263903,-4.311469144041631,1494.1557518896054,323.037182642347,0.3,0.44660874945221707,0.0,0.8261105071835791,0.8770129378073989,ball4_x+3.08_y-4.31_d0.30.png,1789047217.0818112,0.030307752487602,0.0014039626372053249,-0.8770129378073989,42.76665878295898,360.5250244140625,35.37948989868164,96873,175.60077905374553,"[1408.4975793048632, 322.54411445913723]",12
