probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,surface_offset_mm,force_wanted_N,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,0,1,-3.3226327695816464,1.5093322572514172,425.8442481103946,540.0,0.15,0.08848152408354082,0.0,0.2859214351675648,0.30790344761930727,ball4_x-3.32_y+1.51_d0.15.png,1789047222.3502696,0.004296252217526941,0.022701677481947513,-0.30790344761930727,34.30621337890625,362.3711547851562,35.61773300170898,9635,55.37974136253097,"[310.208303061754, 533.861027503892]",12
ball4,0,1,-3.3226327695816464,1.5093322572514172,425.8442481103946,540.0,0.3,0.26065797017232484,0.0,0.8261105071835791,0.8810752583907657,ball4_x-3.32_y+1.51_d0.30.png,1789047224.1062264,-0.0024962262619848017,0.039313307442742126,-0.8810752583907657,34.30351257324218,362.3727111816406,35.47592544555664,22433,84.5023412501747,"[490.6580484108233, 530.9418267730575]",12
ball4,1,1,-1.5012768863604207,0.4240301083765999,692.9221240551973,540.0,0.15,0.12296121331289811,0.0,0.2859214351675648,0.25747391814227,ball4_x-1.50_y+0.42_d0.15.png,1789047226.8383846,0.022883095092604576,0.006640075512829568,-0.25747391814227,36.43080139160156,362.3389587402343,35.60887145996093,65656,144.56470484624856,"[728.8880985743878, 566.9990404532716]",12
ball4,1,1,-1.5012768863604207,0.4240301083765999,692.9221240551973,540.0,0.3,0.29532766486877904,0.0,0.8261105071835791,0.769122310744217,ball4_x-1.50_y+0.42_d0.30.png,1789047228.3985472,0.02829592743344591,0.02407427846695267,-0.769122310744217,36.4272003173828,362.3439025878906,35.4584846496582,100536,178.8899178751379,"[732.7631793586377, 574.6605295615501]",12
ball4,2,1,0.3200789968608051,-0.6612720404982173,960.0,540.0,0.15,0.15274386152135122,0.0,0.2859214351675648,0.20905745250445024,ball4_x+0.32_y-0.66_d0.15.png,1789047231.3226614,0.028575728957703106,0.005264730229027315,-0.20905745250445024,38.55187606811523,362.3063659667968,35.57814407348633,70575,149.88235458992838,"[871.2664116188452, 545.0324760892668]",12
ball4,2,1,0.3200789968608051,-0.6612720404982173,960.0,540.0,0.3,0.3385473674895323,0.0,0.8261105071835791,0.8164391500317635,ball4_x+0.32_y-0.66_d0.30.png,1789047233.0788686,0.03452844942053659,0.01784487185161616,-0.8164391500317635,38.54811096191406,362.3094177246093,35.44190597534179,116711,192.7440404432687,"[885.144245186829, 571.9414365398292]",12
ball4,3,1,2.1414348800820298,-1.746574189373034,1227.0778759448026,540.0,0.15,0.1830037008175509,0.0,0.2859214351675648,0.22530876352087148,ball4_x+2.14_y-1.75_d0.15.png,1789047237.3711228,0.01911065577095883,0.019352145676000097,-0.22530876352087148,40.67066574096679,362.2824096679687,35.56176376342773,69279,148.499800016454,"[1099.649518613144, 525.6775934987514]",12
ball4,3,1,2.1414348800820298,-1.746574189373034,1227.0778759448026,540.0,0.3,0.3591880613137306,0.0,0.8261105071835791,0.7720130584316734,ball4_x+2.14_y-1.75_d0.30.png,1789047239.1271396,0.035686953065214765,0.02525956688563067,-0.7720130584316734,40.66909790039062,362.278839111328,35.42039489746093,107395,184.89156342761615,"[1110.522119279296, 546.6569486475162]",12
ball4,4,1,3.9627907633032566,-2.831876338247852,1494.1557518896054,540.0,0.15,0.21650029797396186,0.0,0.2859214351675648,0.25897111743682616,ball4_x+3.96_y-2.83_d0.15.png,1789047242.2514122,0.026454833652064736,0.01115045552566336,-0.25897111743682616,42.78959655761718,362.2451171875,35.54170989990234,50414,126.67783784888982,"[1417.4261713016226, 513.5878525806323]",12
ball4,4,1,3.9627907633032566,-2.831876338247852,1494.1557518896054,540.0,0.3,0.40478125562637146,0.0,0.8261105071835791,0.8173742447256501,ball4_x+3.96_y-2.83_d0.30.png,1789047243.6154916,0.0344785866706971,0.012346444584869687,-0.8173742447256501,42.79143905639648,362.2484741210937,35.40494537353515,82905,162.44839523389317,"[1414.6322779084494, 516.2597068934323]",12
ball4,0,2,-2.44097901570478,2.988925063045196,425.8442481103946,756.962817357653,0.15,0.02681114208837343,0.0,0.2859214351675648,0.2725711962768941,ball4_x-2.44_y+2.99_d0.15.png,1789047248.6878254,-0.011157703467320345,0.03666004147353199,-0.2725711962768941,34.32170486450195,364.0903015136718,35.6427879333496,7943,50.282555881317826,"[308.50132191867056, 735.3867556338914]",12
ball4,0,2,-2.44097901570478,2.988925063045196,425.8442481103946,756.962817357653,0.3,0.21298129840255697,0.0,0.8261105071835791,0.8969469390338247,ball4_x-2.44_y+2.99_d0.30.png,1789047250.0558934,-0.01565981219596786,0.055266649841379946,-0.8969469390338247,34.32270431518554,364.0921936035156,35.49856567382812,22183,84.03016247285869,"[485.7597259162422, 754.4186539241762]",12
ball4,1,2,-0.6196231324835546,1.9036229141703789,692.9221240551973,756.962817357653,0.15,0.06487075540969656,0.0,0.2859214351675648,0.1930962155986208,ball4_x-0.62_y+1.90_d0.15.png,1789047252.784079,0.015559901142304256,0.01743313826776873,-0.1930962155986208,36.45242691040039,364.0595397949218,35.62150955200195,50870,127.24945544154377,"[692.5889522311775, 692.6048358561038]",12
ball4,1,2,-0.6196231324835546,1.9036229141703789,692.9221240551973,756.962817357653,0.3,0.2461711725510618,0.0,0.8261105071835791,0.7770364383329251,ball4_x-0.62_y+1.90_d0.30.png,1789047254.7361865,0.020651651281518114,0.027292415308960472,-0.7770364383329251,36.45085144042968,364.0607604980468,35.47626876831054,88812,168.13606874122763,"[697.9104738098455, 697.5678061523217]",12
ball4,2,2,1.2017327507376712,0.8183207652955615,960.0,756.962817357653,0.15,0.17850533388342527,0.043701327524225814,0.2859214351675648,0.313107940773736,ball4_x+1.20_y+0.82_d0.15.png,1789047258.6364124,0.0265874877292962,0.022949214056553303,-0.313107940773736,38.57558822631836,364.0347595214843,35.56814193725586,70766,150.085033916384,"[881.5134951813018, 680.2616652064551]",12
ball4,2,2,1.2017327507376712,0.8183207652955615,960.0,756.962817357653,0.3,0.2858765850923888,0.043701327524225814,0.8261105071835791,0.807412788278512,ball4_x+1.20_y+0.82_d0.30.png,1789047260.2004263,0.03363578770091138,0.0389251233918305,-0.807412788278512,38.56504440307617,364.032989501953,35.41252517700195,111259,188.18830895388365,"[882.6200846673078, 656.5523598090941]",12
ball4,3,2,3.0230886339588956,-0.26698138357925516,1227.0778759448026,756.962817357653,0.15,0.17737256277805002,0.043701327524225814,0.2859214351675648,0.24653379464954242,ball4_x+3.02_y-0.27_d0.15.png,1789047267.2209544,0.03429863783358904,0.019071817464285344,-0.24653379464954242,40.69718933105468,363.9998779296875,35.53881072998047,61834,140.29388262603794,"[1134.4684477795388, 692.6857068926481]",12
ball4,3,2,3.0230886339588956,-0.26698138357925516,1227.0778759448026,756.962817357653,0.3,0.3581669073337821,0.043701327524225814,0.8261105071835791,0.904454264090333,ball4_x+3.02_y-0.27_d0.30.png,1789047268.9769552,0.041675846175283485,0.02740004492764996,-0.904454264090333,40.6918716430664,364.0023498535156,35.3995361328125,105125,182.9271078464616,"[1132.4788394768134, 686.7846563614744]",12
ball4,4,2,4.844444517180123,-1.3522835324540727,1494.1557518896054,756.962817357653,0.15,0.20951864539838638,0.043701327524225814,0.2859214351675648,0.22220910444725916,ball4_x+4.84_y-1.35_d0.15.png,1789047273.6612377,0.03572342996552358,0.015367467731864792,-0.22220910444725916,42.81550979614258,363.9689636230468,35.51790618896484,54619,131.85510105214914,"[1433.4746150606932, 717.0641351910507]",12
ball4,4,2,4.844444517180123,-1.3522835324540727,1494.1557518896054,756.962817357653,0.3,0.3826958366854072,0.043701327524225814,0.8261105071835791,0.8550335707710275,ball4_x+4.84_y-1.35_d0.30.png,1789047275.4174776,0.047592779679743916,0.02766217791857546,-0.8550335707710275,42.81639862060547,363.9699401855468,35.382511138916,82374,161.92732494703782,"[1428.9001869521937, 715.4308762473596]",12
