t,x,y,z,rx,ry,rz
1788869002.121857,37.5349,363.6511,93.3061,179.7289,1.5505,-94.83
1788869002.142047,37.5351,363.6526,93.3053,179.7291,1.5505,-94.8303
1788869002.162160,37.5335,363.651,93.3047,179.729,1.5503,-94.83
1788869002.182343,37.5349,363.6508,93.3047,179.729,1.5503,-94.83
1788869002.202512,37.5334,363.6517,93.3057,179.7289,1.5507,-94.8298
1788869002.222761,37.5348,363.6516,93.3057,179.7289,1.5507,-94.83
1788869002.242825,37.5348,363.6512,93.303,179.729,1.5503,-94.83
1788869002.262896,37.5349,363.6511,93.3061,179.7289,1.5505,-94.83
1788869002.287925,37.5348,363.6516,93.3057,179.7289,1.5507,-94.83
1788869002.308009,37.5353,363.6517,93.3057,179.7291,1.5507,-94.83
1788869002.328507,37.5345,363.653,93.305,179.7289,1.5507,-94.83
1788869002.348668,37.5335,363.6512,93.3061,179.7289,1.5505,-94.8298
1788869002.368875,37.5334,363.6517,93.3057,179.7289,1.5507,-94.8298
1788869002.388965,37.5351,363.6528,93.3067,179.7291,1.5507,-94.8303
1788869002.409052,37.5335,363.6512,93.3061,179.7289,1.5505,-94.83
1788869002.429134,37.5338,363.6496,93.3055,179.729,1.5503,-94.83
1788869002.449232,37.5348,363.6514,93.3044,179.7289,1.5505,-94.83
1788869002.469320,37.5335,363.6512,93.3061,179.7289,1.5505,-94.83
1788869002.489404,37.5341,363.6526,93.3067,179.7286,1.5506,-94.8303
1788869002.509670,37.533,363.6511,93.3061,179.7287,1.5504,-94.83
1788869002.529701,37.5348,363.6516,93.3057,179.7289,1.5507,-94.83
1788869002.549763,37.5349,363.6508,93.3047,179.729,1.5503,-94.8303
1788869002.590033,37.5354,363.6512,93.3061,179.7291,1.5505,-94.83
1788869002.610184,37.5352,363.6494,93.3055,179.729,1.5503,-94.83
1788869002.630262,37.5362,363.6509,93.3061,179.7289,1.5505,-94.8303
1788869002.650353,37.5346,363.6525,93.3053,179.7289,1.5505,-94.8303
1788869002.670502,37.535,363.6505,93.3064,179.729,1.5503,-94.83
1788869002.690601,37.5343,363.6511,93.303,179.7288,1.5502,-94.83
1788869002.710676,37.5346,363.6527,93.3067,179.7289,1.5507,-94.83
1788869002.730697,37.5348,363.6516,93.3057,179.7289,1.5507,-94.83
1788869002.750769,37.5362,363.6509,93.3061,179.7289,1.5505,-94.8303
1788869002.771001,37.5349,363.6511,93.3061,179.7289,1.5505,-94.83
1788869002.791085,37.5351,363.6528,93.3067,179.7291,1.5507,-94.83
1788869002.811147,37.5344,363.651,93.3061,179.7287,1.5504,-94.83
1788869002.831206,37.535,363.6503,93.3051,179.729,1.5501,-94.83
1788869002.851306,37.5349,363.6511,93.3061,179.7289,1.5505,-94.83
1788869002.871558,37.5348,363.6514,93.3044,179.7289,1.5505,-94.83
1788869002.891725,37.5354,363.6512,93.3061,179.7291,1.5505,-94.83
1788869002.911849,37.5348,363.6516,93.3057,179.7289,1.5507,-94.83
1788869002.931958,37.5348,363.6516,93.3057,179.7289,1.5507,-94.8303
1788869002.952073,37.5345,363.6532,93.3063,179.7288,1.5509,-94.83
1788869002.972199,37.5348,363.6514,93.3044,179.7289,1.5505,-94.83
1788869002.992370,37.5349,363.6511,93.3061,179.7289,1.5505,-94.8303
1788869003.012606,37.5349,363.6511,93.3061,179.7289,1.5505,-94.83
1788869003.032803,37.5354,363.6509,93.3047,179.7292,1.5503,-94.83
1788869003.053518,37.5353,363.6517,93.3057,179.7291,1.5507,-94.8303
1788869003.073705,37.5361,363.6515,93.3057,179.7289,1.5507,-94.8305
1788869003.093784,37.5349,363.6508,93.3047,179.729,1.5503,-94.83
1788869003.114014,37.5338,363.6496,93.3055,179.729,1.5503,-94.8298
1788869003.134203,37.5344,363.651,93.3061,179.7287,1.5504,-94.8303
1788869003.154295,37.5349,363.6508,93.3047,179.729,1.5503,-94.83
1788869003.174463,37.5349,363.6511,93.3061,179.7289,1.5505,-94.8303
1788869003.194661,37.5362,363.6512,93.3044,179.7289,1.5505,-94.8305
1788869003.214862,37.5354,363.6512,93.3061,179.7291,1.5505,-94.8303
1788869003.234945,37.5349,363.6508,93.3047,179.729,1.5503,-94.83
1788869003.255033,37.5354,363.6509,93.3047,179.7292,1.5503,-94.83
1788869003.275201,37.5346,363.6527,93.3067,179.7289,1.5507,-94.83
