t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788898327.032226,2026-09-09T05:12:07.032215,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788898558.954540,2026-09-09T05:15:58.954527,between normal and shear blocks,-0.04955,-0.00237,-0.05646,0.00177,0.00159,0.00017
1788898710.594823,2026-09-09T05:18:30.594813,end of collect,-0.06603,-0.01779,-0.09299,0.00262,0.0021,0.00024
