probe,repeat,target_depth_mm,depth_mm,force_N,file,t_img,Fx,Fy,Fz,Tx,Ty,Tz,tcp_x,tcp_y,tcp_z,area_px,radius_px,enclosing_radius_px,centroid_px,mean_abs_diff_in_region,dark_area_px,bright_area_px,diff_level
cyl4,1,0.1,0.09675037693851962,0.1969676863817483,cyl4_d0.10_r1.png,1788540816.8719554,0.0018617042915419547,0.010623074906600393,-0.1969676863817483,-0.00043882399491829984,0.00017672940131862602,0.00020028190024512504,37.74780654907226,363.8087768554687,38.71530151367187,0,0.0,0.0,None,0.0,0,0,4
cyl4,1,0.2,0.18001353404551423,0.3089970241022201,cyl4_d0.20_r1.png,1788540822.0320883,-0.0007852743920739869,0.00285216387352758,-0.3089970241022201,-0.00023295580963408614,8.959010341816342e-05,0.00015982067104340912,37.748966217041,363.809844970703,38.6224365234375,3527,33.50640190426644,73.06901550292969,"[867.1565069464134, 802.1258860221151]",5.395423889160156,3490,0,4
cyl4,1,0.3,0.28241336151126006,0.47946707020588236,cyl4_d0.30_r1.png,1788540827.4004889,-0.004118332347069753,-0.0014412601493100751,-0.47946707020588236,-0.00037166434988019357,1.7698253301834387e-06,8.641401442437413e-05,37.74807739257812,363.814727783203,38.523380279541,63384,142.04138068138238,208.37901306152344,"[885.7152593714502, 722.4344629559511]",6.388388633728027,63148,0,4
cyl4,1,0.4,0.3853971030720551,0.6981639622991651,cyl4_d0.40_r1.png,1788540832.9725776,-0.0045286830812088395,0.0009630804452791964,-0.6981639622991651,-0.00040087732396373865,0.00011070707289594362,0.0003127092633472106,37.74744415283203,363.8211059570312,38.42169952392578,121353,196.53971511646583,220.70091247558594,"[900.328273713876, 681.1670828080064]",7.592536449432373,121086,0,4
cyl4,1,0.5,0.4802041924821978,0.8771990038657919,cyl4_d0.50_r1.png,1788540838.96098,-0.0033774345227332247,0.0021610390404511294,-0.8771990038657919,-0.0003556161121606588,6.0949172458796276e-05,0.00030577364928410236,37.74660873413086,363.8211364746093,38.30982208251953,146679,216.07724497399587,235.26856994628906,"[904.2612303056334, 669.342387117447]",9.336095809936523,146511,214,4
cyl4,1,0.6,0.5812761386703009,1.052650808571471,cyl4_d0.60_r1.png,1788540845.3569782,-0.0010870162352713208,0.0020132443044031945,-1.052650808571471,-0.0005028640541750895,0.0001930247033797683,0.00017144819993806238,37.74776077270508,363.8280029296875,38.22277069091797,159467,225.29962853957517,241.62802124023438,"[904.4920453761594, 665.8751653947212]",11.211658477783203,159329,358,4
cyl4,2,0.1,0.0715814680334752,0.1386298356903808,cyl4_d0.10_r2.png,1788540851.1372159,0.001700462182866147,-0.004325265910456899,-0.1386298356903808,-2.955538566677407e-05,8.396419619055017e-05,-0.00014836916316101066,37.743839263916,363.8392028808593,38.70766067504883,0,0.0,0.0,None,0.0,0,0,4
cyl4,2,0.2,0.1785180031016047,0.29440925677746177,cyl4_d0.20_r2.png,1788540856.2976747,0.002506851915897457,-0.001571692286948867,-0.29440925677746177,-0.00018611540665951497,0.0001641376153082852,-6.799714546890101e-05,37.74427413940429,363.844268798828,38.61526870727539,3149,31.66003524307509,59.70981216430664,"[813.0149253731344, 780.2657986662432]",5.383126258850098,3136,0,4
cyl4,2,0.3,0.2860036480846979,0.4882368805246074,cyl4_d0.30_r2.png,1788540861.665452,-0.0008747791986088771,-0.005908162112164916,-0.4882368805246074,-0.000128239356237006,0.0001203273474459643,4.98275354393396e-05,37.742130279541,363.8515014648437,38.51970291137695,65697,144.60983573953916,211.28196716308594,"[888.8700549492366, 724.9376075011036]",6.459547996520996,65276,0,4
cyl4,2,0.4,0.381337525645872,0.6670431121083908,cyl4_d0.40_r2.png,1788540867.2377367,-0.002430845939446158,-0.0006503303180027231,-0.6670431121083908,-7.362314962574556e-05,0.0002604315071635055,-1.3454529978762509e-05,37.74356079101562,363.8539733886718,38.41237258911133,118046,193.84325839309386,220.42242431640625,"[898.3021364552801, 686.2186689934432]",7.552525043487549,117853,0,4
