sample_index,t_rel_s,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm
2731,1.365500,3.564816455,9.229943289,103.291110347,-0.026166825,-0.041779107,-0.968908723
2732,1.366000,3.574490745,9.223647068,103.268189708,-0.026742605,-0.041342718,-0.968677658
2733,1.366500,3.534780722,9.196961330,103.281049705,-0.026970202,-0.040250832,-0.968876732
2734,1.367000,3.558054396,9.195586654,103.290422317,-0.026779313,-0.041145932,-0.968655270
2735,1.367500,3.550855679,9.200985485,103.267669196,-0.026924263,-0.041198682,-0.968564359
2736,1.368000,3.583236447,9.213855334,103.243690026,-0.026981731,-0.042151371,-0.968371366
2737,1.368500,3.622678535,9.247258485,103.196968860,-0.026704652,-0.042612764,-0.967953920
2738,1.369000,3.600307472,9.239999075,103.196649655,-0.027134259,-0.041841687,-0.967705464
2739,1.369500,3.559819444,9.199198796,103.312114156,-0.027110454,-0.041992482,-0.968658475
2740,1.370000,3.574689028,9.197145677,103.288616149,-0.026931831,-0.041580026,-0.968315470
2741,1.370500,3.610063092,9.244870019,103.310300172,-0.027457122,-0.042315402,-0.968189252
2742,1.371000,3.608112555,9.214734517,103.373412991,-0.027329395,-0.041893708,-0.969853854
2743,1.371500,3.607208699,9.184939748,103.324712982,-0.027359015,-0.041195040,-0.968833552
2744,1.372000,3.607328219,9.166927705,103.382093123,-0.027492978,-0.041415174,-0.969248280
2745,1.372500,3.590384632,9.196107726,103.359798882,-0.026935108,-0.041680096,-0.969288778
2746,1.373000,3.559948656,9.214112291,103.245630838,-0.027181470,-0.041047749,-0.968576138
2747,1.373500,3.541747658,9.224009907,103.291993947,-0.026409123,-0.041310061,-0.969016794
2748,1.374000,3.591091399,9.223709565,103.213975995,-0.027088925,-0.041258415,-0.969063446
2749,1.374500,3.583537881,9.201191905,103.268933632,-0.027258116,-0.041432577,-0.968902776
2750,1.375000,3.608617358,9.243747924,103.222938030,-0.027286711,-0.041786866,-0.968601889
2751,1.375500,3.566380386,9.231825682,103.301974374,-0.026511041,-0.042209493,-0.968909265
2752,1.376000,3.566226968,9.214213569,103.207389458,-0.026628087,-0.042032997,-0.967715251
2753,1.376500,3.590143156,9.245470843,103.300459568,-0.026391568,-0.042366620,-0.968560720
2754,1.377000,3.575397515,9.247545348,103.322493855,-0.026567894,-0.042782278,-0.968557936
2755,1.377500,3.582869039,9.208751042,103.268266210,-0.027023652,-0.041106436,-0.968664422
2756,1.378000,3.559854269,9.197554004,103.358345962,-0.027126227,-0.041779877,-0.968956857
2757,1.378500,3.586318199,9.223304770,103.299929954,-0.027632228,-0.042376686,-0.968438433
2758,1.379000,3.576422084,9.230633753,103.254477550,-0.027044899,-0.042818039,-0.968385144
2759,1.379500,3.576177028,9.212674995,103.405864131,-0.027189774,-0.041353698,-0.969473983
2760,1.380000,3.607723194,9.173963882,103.300797342,-0.027615031,-0.040695256,-0.968374999
2761,1.380500,3.598563401,9.192357802,103.220773456,-0.027123979,-0.041450257,-0.968131307
2762,1.381000,3.560609976,9.224628769,103.247441457,-0.027286967,-0.041354113,-0.969046598
2763,1.381500,3.550327068,9.210843631,103.302898261,-0.026677096,-0.041489943,-0.969006222
2764,1.382000,3.550185248,9.218742334,103.316247004,-0.026623761,-0.041268330,-0.969451375
2765,1.382500,3.574584471,9.213134120,103.213746846,-0.026998592,-0.040837411,-0.968941403
2766,1.383000,3.553356118,9.229857948,103.324791407,-0.027256187,-0.041709453,-0.968874270
2767,1.383500,3.541916783,9.255615591,103.246991322,-0.026177976,-0.042117688,-0.969085926
2768,1.384000,3.560678781,9.247554067,103.267051923,-0.026937650,-0.042478301,-0.968603187
2769,1.384500,3.595690125,9.243867361,103.321767563,-0.027836129,-0.042009663,-0.968173067
2770,1.385000,3.564062897,9.230144689,103.278533603,-0.027960026,-0.042634251,-0.968704556
2771,1.385500,3.593002024,9.187311633,103.300776377,-0.027709174,-0.041518071,-0.968521649
2772,1.386000,3.566074132,9.184885510,103.289752290,-0.026848829,-0.041839570,-0.968672125
2773,1.386500,3.600053655,9.197992960,103.322868954,-0.027266286,-0.043010039,-0.968778056
2774,1.387000,3.600890954,9.198662389,103.323469891,-0.027622566,-0.041143512,-0.968488140
2775,1.387500,3.599107368,9.175899100,103.371935338,-0.027436536,-0.040305371,-0.969228762
2776,1.388000,3.566048730,9.187807649,103.381809397,-0.026835518,-0.040782984,-0.969019799
2777,1.388500,3.580044866,9.182428668,103.256629277,-0.026495971,-0.041312980,-0.968682983
2778,1.389000,3.541017931,9.232138304,103.316395201,-0.026175031,-0.041185158,-0.969455994
2779,1.389500,3.581488347,9.216518488,103.280115018,-0.026610729,-0.040873803,-0.968765906
2780,1.390000,3.597064699,9.192225960,103.282188017,-0.026776282,-0.041629989,-0.969471843
2781,1.390500,3.573086509,9.182872320,103.311120799,-0.026678648,-0.040533960,-0.968148803
2782,1.391000,3.567387078,9.222834175,103.245843093,-0.026932413,-0.042026843,-0.968835837
2783,1.391500,3.591776341,9.225567042,103.278935985,-0.027073954,-0.041884542,-0.968675574
2784,1.392000,3.591493631,9.227169064,103.235631618,-0.027062776,-0.042090744,-0.969068772
2785,1.392500,3.591745277,9.218174027,103.232132580,-0.027122664,-0.042107037,-0.968261138
2786,1.393000,3.585358464,9.223470308,103.315373624,-0.027458365,-0.042463791,-0.969469850
2787,1.393500,3.576456511,9.187418788,103.254887019,-0.027538585,-0.041299784,-0.968217277
2788,1.394000,3.590758237,9.178835179,103.279230131,-0.027233283,-0.041608127,-0.968778270
2789,1.394500,3.582509819,9.185874689,103.325791943,-0.027012866,-0.042263177,-0.969338977
2790,1.395000,3.573690705,9.184920251,103.337428495,-0.026849000,-0.041051450,-0.969180762
2791,1.395500,3.633949592,9.186753840,103.313595832,-0.028223584,-0.040665899,-0.968697103
2792,1.396000,3.583474162,9.173530025,103.303600938,-0.027460788,-0.041454958,-0.969215478
2793,1.396500,3.550206886,9.201784439,103.303790382,-0.026743877,-0.041496630,-0.969235958
2794,1.397000,3.557268207,9.222317739,103.281048387,-0.026409330,-0.041005334,-0.969011505
2795,1.397500,3.605295902,9.220177775,103.189238968,-0.026740320,-0.040529706,-0.968366034
2796,1.398000,3.572035486,9.203285339,103.246557477,-0.026353122,-0.040817976,-0.968798872
2797,1.398500,3.566428002,9.226997384,103.282043387,-0.026729094,-0.041068729,-0.969238993
2798,1.399000,3.599735455,9.200936221,103.199240034,-0.027421010,-0.041246948,-0.968259268
2799,1.399500,3.544501520,9.226550631,103.269439529,-0.027106003,-0.041755549,-0.969045934
2800,1.400000,3.554202266,9.239826550,103.300069630,-0.027359015,-0.041817781,-0.968321387
2801,1.400500,3.562094959,9.265213064,103.243162660,-0.027165601,-0.042271508,-0.968155621
2802,1.401000,3.600366768,9.249627528,103.220826210,-0.027067849,-0.042036238,-0.968153280
2803,1.401500,3.551565093,9.214116207,103.310573934,-0.026827109,-0.042231966,-0.968325921
2804,1.402000,3.574773723,9.180778427,103.299764482,-0.027050021,-0.042012766,-0.968431816
2805,1.402500,3.584542799,9.232610665,103.209951057,-0.027203131,-0.042149898,-0.968286281
2806,1.403000,3.590455873,9.205693992,103.323988379,-0.026861404,-0.041677492,-0.968743969
2807,1.403500,3.574986701,9.193520055,103.314431354,-0.027143733,-0.040851344,-0.968962933
2808,1.404000,3.598494991,9.187929112,103.326014215,-0.027166673,-0.040813321,-0.969057171
2809,1.404500,3.573701060,9.195075777,103.326686669,-0.026775667,-0.041250085,-0.969313506
2810,1.405000,3.557346969,9.213828391,103.244094687,-0.026464592,-0.041022508,-0.968234589
2811,1.405500,3.555979732,9.195642320,103.302902331,-0.026243564,-0.041225218,-0.968997227
2812,1.406000,3.589569814,9.202106765,103.248200578,-0.026889449,-0.040635200,-0.969129179
2813,1.406500,3.582157189,9.208959351,103.280782440,-0.026845193,-0.041199944,-0.969004259
2814,1.407000,3.589831816,9.203267255,103.233959713,-0.026876003,-0.040850127,-0.968454289
2815,1.407500,3.551834536,9.231328712,103.279987104,-0.026885422,-0.041904635,-0.968923799
2816,1.408000,3.567887456,9.210740590,103.233240879,-0.027197279,-0.041318536,-0.968360593
2817,1.408500,3.584859674,9.225366180,103.278730607,-0.027259537,-0.042776308,-0.968819725
2818,1.409000,3.579845338,9.170501206,103.196556235,-0.026575084,-0.040501026,-0.967554951
2819,1.409500,3.589283423,9.178618965,103.220670577,-0.026870997,-0.041393549,-0.968133555
2820,1.410000,3.575189142,9.199551029,103.380108534,-0.026919529,-0.042404189,-0.968950940
2821,1.410500,3.553095044,9.191428510,103.348059303,-0.027536415,-0.041325558,-0.969068256
2822,1.411000,3.581369092,9.170190347,103.290034170,-0.026944293,-0.040711522,-0.968514738
2823,1.411500,3.599918691,9.187512495,103.300981755,-0.027523591,-0.040626305,-0.968377497
2824,1.412000,3.573574945,9.193894486,103.279476756,-0.026779520,-0.040841205,-0.968649981
2825,1.412500,3.548621317,9.216859942,103.305382977,-0.026279545,-0.040837944,-0.969450833
2826,1.413000,3.533650090,9.229005016,103.259615820,-0.026379839,-0.041248678,-0.969279747
2827,1.413500,3.565135766,9.209359772,103.304468930,-0.026498844,-0.041278725,-0.969340769
2828,1.414000,3.572183900,9.214579969,103.223038505,-0.026268641,-0.041228335,-0.968602517
2829,1.414500,3.556836235,9.215766449,103.267438728,-0.026273059,-0.041532180,-0.968577088
2830,1.415000,3.583877717,9.231131995,103.208712036,-0.027033150,-0.041833646,-0.967931874
2831,1.415500,3.630387987,9.239921596,103.196377940,-0.026751235,-0.042050341,-0.967702331
2832,1.416000,3.566905236,9.231005342,103.267316908,-0.026693724,-0.041908343,-0.968583456
2833,1.416500,3.560700417,9.207522607,103.333624186,-0.027229056,-0.041888205,-0.968403974
2834,1.417000,3.558833463,9.228501356,103.346761783,-0.026542416,-0.042572401,-0.968997392
2835,1.417500,3.615239451,9.211465366,103.255028866,-0.027154453,-0.041860491,-0.968338686
2836,1.418000,3.576108037,9.219962251,103.334157142,-0.027128772,-0.040733692,-0.968248958
2837,1.418500,3.614537954,9.198755636,103.335832155,-0.027073950,-0.041334237,-0.968827470
2838,1.419000,3.581790711,9.189659675,103.235356770,-0.026982609,-0.040804438,-0.968800207
2839,1.419500,3.579266197,9.191084139,103.246112149,-0.026254955,-0.041192160,-0.968807111
2840,1.420000,3.527246141,9.235164990,103.311672394,-0.026516370,-0.041722234,-0.968438483
2841,1.420500,3.611719712,9.214396607,103.200903363,-0.026418838,-0.040366024,-0.968465019
2842,1.421000,3.595741132,9.208461953,103.269539748,-0.026298504,-0.041186229,-0.969011827
2843,1.421500,3.582315297,9.203338273,103.304793903,-0.026888124,-0.042035758,-0.969585112
2844,1.422000,3.582160950,9.199921544,103.280210841,-0.026909677,-0.041209833,-0.968888206
2845,1.422500,3.582802619,9.258768377,103.291055190,-0.026483183,-0.042197757,-0.968914962
2846,1.423000,3.561171638,9.253536096,103.255592905,-0.027073549,-0.041750217,-0.968360051
2847,1.423500,3.616807805,9.231381186,103.207049033,-0.027362408,-0.042073945,-0.967578710
2848,1.424000,3.585158936,9.211542845,103.255300582,-0.027537477,-0.041651837,-0.968341819
2849,1.424500,3.590994839,9.205991372,103.278017487,-0.027035237,-0.041584865,-0.968434850
2850,1.425000,3.567778955,9.216138148,103.278240543,-0.026979597,-0.042660538,-0.968708418
2851,1.425500,3.546333383,9.198642047,103.393193611,-0.027670990,-0.041998032,-0.969281052
2852,1.426000,3.593598511,9.214574167,103.355159632,-0.027511529,-0.041701570,-0.968133483
2853,1.426500,3.624060996,9.152933644,103.346029117,-0.027936511,-0.040308632,-0.968427910
2854,1.427000,3.600362343,9.208520536,103.358698956,-0.027375400,-0.041434773,-0.968930002
2855,1.427500,3.565989436,9.201252760,103.278603956,-0.026730639,-0.041406830,-0.968555779
2856,1.428000,3.560149772,9.215842041,103.256458650,-0.027168395,-0.041463913,-0.968578801
2857,1.428500,3.572437718,9.206744838,103.268213099,-0.026326973,-0.041650305,-0.968804198
2858,1.429000,3.550249894,9.209135267,103.290606730,-0.026687873,-0.041076981,-0.968657769
2859,1.429500,3.573198114,9.187512848,103.165764027,-0.026818979,-0.041065462,-0.968296981
2860,1.430000,3.567306144,9.230163618,103.234123161,-0.026878706,-0.041603992,-0.968603437
2861,1.430500,3.552155834,9.242117654,103.289922794,-0.026805566,-0.042314113,-0.968696725
2862,1.431000,3.591344370,9.219015752,103.265326327,-0.026937682,-0.042411389,-0.968241157
2863,1.431500,3.584078834,9.232861745,103.219539848,-0.027020076,-0.042249811,-0.967934537
2864,1.432000,3.577435368,9.217762015,103.267204927,-0.027499744,-0.042005737,-0.968576717
2865,1.432500,3.584616209,9.220283273,103.301843072,-0.027299160,-0.041734576,-0.968766991
2866,1.433000,3.543365218,9.179058471,103.346231789,-0.027091528,-0.041577284,-0.968735451
2867,1.433500,3.575882720,9.188766201,103.254626104,-0.027348978,-0.041605017,-0.968228014
2868,1.434000,3.584911049,9.188426510,103.337256907,-0.027713362,-0.040827036,-0.969049603
2869,1.434500,3.582189180,9.179083417,103.336612876,-0.027063266,-0.040808482,-0.968937790
2870,1.435000,3.595171102,9.200771559,103.268707234,-0.026173380,-0.041501351,-0.968906510
2871,1.435500,3.548396658,9.189661563,103.246608564,-0.026470296,-0.040664051,-0.968801627
2872,1.436000,3.549521096,9.203068280,103.245006129,-0.026549274,-0.041601506,-0.968599860
2873,1.436500,3.565946428,9.193901932,103.291787608,-0.026786644,-0.041826479,-0.969133969
2874,1.437000,3.613153106,9.197064281,103.223401338,-0.026903167,-0.040604463,-0.968562554
2875,1.437500,3.598474283,9.190691624,103.268468983,-0.027142050,-0.041234450,-0.968775479
2876,1.438000,3.581478921,9.192167577,103.220854990,-0.026779556,-0.041324598,-0.968136054
2877,1.438500,3.581094964,9.222358162,103.233136682,-0.026383425,-0.042016329,-0.968497614
2878,1.439000,3.583906346,9.251864041,103.310936409,-0.026708827,-0.042737944,-0.968447707
2879,1.439500,3.614782081,9.230909779,103.254447429,-0.026833582,-0.042149149,-0.968235739
2880,1.440000,3.597371485,9.183400576,103.178585909,-0.027011900,-0.041343691,-0.968745626
2881,1.440500,3.559872146,9.189633916,103.346460939,-0.027181861,-0.041998288,-0.968857494
2882,1.441000,3.591608146,9.179765975,103.253936756,-0.027400595,-0.041726344,-0.968109334
2883,1.441500,3.622148862,9.165401659,103.323676734,-0.027307432,-0.041006800,-0.968590202
2884,1.442000,3.616650543,9.160946135,103.427284611,-0.027890700,-0.041279054,-0.969312306
2885,1.442500,3.614470475,9.180131563,103.371071059,-0.027212138,-0.041346729,-0.969256225
2886,1.443000,3.574293390,9.212879511,103.256790298,-0.026820163,-0.040936442,-0.968558941
2887,1.443500,3.555860212,9.213654363,103.245522191,-0.026109601,-0.041005084,-0.968582499
2888,1.444000,3.605143731,9.191153269,103.305694545,-0.026779388,-0.042518178,-0.969936513
2889,1.444500,3.550101480,9.197840636,103.314125702,-0.026772353,-0.040666622,-0.968854125
2890,1.445000,3.596678172,9.179686467,103.199973739,-0.026859619,-0.040610393,-0.968357838
2891,1.445500,3.573916954,9.224994481,103.267928793,-0.026552998,-0.041647951,-0.968688395
2892,1.446000,3.574498929,9.232642689,103.208774249,-0.026670827,-0.041135675,-0.967801086
2893,1.446500,3.573822833,9.217010821,103.197520431,-0.026603635,-0.041666006,-0.967942196
2894,1.447000,3.567384906,9.221674269,103.197169461,-0.026933968,-0.041621165,-0.967826521
2895,1.447500,3.582374010,9.201609107,103.231051595,-0.026889308,-0.041428843,-0.967898243
2896,1.448000,3.559022898,9.215774355,103.313482052,-0.026813805,-0.041653251,-0.968881966
2897,1.448500,3.583574031,9.203848337,103.370014808,-0.027062760,-0.042356653,-0.969186502
2898,1.449000,3.576819228,9.215756271,103.300884288,-0.027336687,-0.041685402,-0.968537382
2899,1.449500,3.574174135,9.166551370,103.266709450,-0.027153727,-0.040774161,-0.968307774
2900,1.450000,3.591694743,9.182751686,103.404517200,-0.027392281,-0.040870115,-0.969103842
2901,1.450500,3.583393623,9.199356076,103.416732229,-0.027100457,-0.041519360,-0.969465531
2902,1.451000,3.606551142,9.188459027,103.243301878,-0.027146712,-0.041716961,-0.968230834
2903,1.451500,3.573077664,9.219720275,103.178385741,-0.026589522,-0.040195899,-0.968379361
2904,1.452000,3.571512225,9.193907965,103.231969713,-0.026236476,-0.040723337,-0.967999313
2905,1.452500,3.574113912,9.194191866,103.233505864,-0.026953354,-0.040748578,-0.968340862
2906,1.453000,3.581791372,9.216730910,103.177084508,-0.026781864,-0.040577617,-0.968155743
2907,1.453500,3.573595656,9.214205539,103.257993103,-0.026632854,-0.041238473,-0.968915468
2908,1.454000,3.596102604,9.198370583,103.275890416,-0.026364943,-0.040997201,-0.967841712
2909,1.454500,3.588719988,9.190121904,103.209667836,-0.026608057,-0.041897416,-0.968277036
2910,1.455000,3.592583904,9.246218245,103.208554000,-0.027096525,-0.042195587,-0.967940362
2911,1.455500,3.564854645,9.200764081,103.211919332,-0.026553705,-0.041089138,-0.968608598
2912,1.456000,3.584377434,9.191967175,103.254382084,-0.027498761,-0.041352160,-0.968101095
2913,1.456500,3.583866700,9.193905233,103.277726125,-0.027307228,-0.041861833,-0.968443595
2914,1.457000,3.583757533,9.198999238,103.288633043,-0.027271220,-0.041021936,-0.968177814
2915,1.457500,3.584447084,9.188677590,103.346845697,-0.027530307,-0.040926948,-0.968697859
2916,1.458000,3.607092938,9.170840419,103.345790128,-0.027460824,-0.040166397,-0.968318974
2917,1.458500,3.575285702,9.217269222,103.316067042,-0.026973216,-0.042077739,-0.969579536
2918,1.459000,3.530273207,9.245880411,103.257959546,-0.027336045,-0.041850281,-0.968949448
2919,1.459500,3.576407038,9.243711418,103.335792830,-0.026958255,-0.041960088,-0.968865562
2920,1.460000,3.565964037,9.227248463,103.291632177,-0.026546039,-0.041168641,-0.968887249
2921,1.460500,3.604934509,9.196141516,103.198091068,-0.026731089,-0.041280770,-0.968031273
2922,1.461000,3.552418682,9.240136825,103.269506192,-0.027001696,-0.041798036,-0.969045806
2923,1.461500,3.568532225,9.233478380,103.301785891,-0.027036013,-0.042543169,-0.968915761
2924,1.462000,3.588016428,9.235364074,103.298588435,-0.027900813,-0.043008909,-0.968225930
2925,1.462500,3.530583488,9.219442592,103.336909325,-0.027530268,-0.042287945,-0.969234094
2926,1.463000,3.566626285,9.200495993,103.302469828,-0.026918319,-0.041306037,-0.968876805
2927,1.463500,3.576346684,9.188515121,103.245037314,-0.027532033,-0.041505105,-0.968579757
2928,1.464000,3.584240700,9.195129295,103.322008598,-0.027298779,-0.042277116,-0.968415540
2929,1.464500,3.591420216,9.193349328,103.301797374,-0.027309325,-0.040869273,-0.968620469
2930,1.465000,3.593814590,9.214280318,103.348498281,-0.027699180,-0.041595254,-0.969176807
2931,1.465500,3.601171680,9.188761472,103.291168265,-0.027874329,-0.040845847,-0.968737857
2932,1.466000,3.550970511,9.229280197,103.316593904,-0.026726960,-0.041577896,-0.969576045
2933,1.466500,3.521176469,9.241791412,103.280569503,-0.027014356,-0.041991325,-0.969053722
2934,1.467000,3.536662193,9.241744036,103.223392135,-0.026998789,-0.041899204,-0.968750051
2935,1.467500,3.568693428,9.218515941,103.291133011,-0.027325102,-0.041206973,-0.968766955
2936,1.468000,3.573330821,9.184813908,103.281832597,-0.026848599,-0.040844690,-0.969225508
2937,1.468500,3.573684774,9.215871717,103.210297576,-0.026614783,-0.041454281,-0.968271296
2938,1.469000,3.559060161,9.223864095,103.225264005,-0.026933902,-0.041132249,-0.969062746
2939,1.469500,3.528354208,9.257348148,103.336535870,-0.026719833,-0.040665057,-0.968731789
2940,1.470000,3.573540518,9.237109451,103.279067287,-0.026285834,-0.042359460,-0.968817848
2941,1.470500,3.582067226,9.233508056,103.255624818,-0.026482400,-0.042533537,-0.968608256
2942,1.471000,3.574663629,9.223141380,103.301644369,-0.026747231,-0.041341837,-0.968646940
2943,1.471500,3.591115021,9.215050564,103.277125366,-0.026968456,-0.041578178,-0.968205113
2944,1.472000,3.598754162,9.183932025,103.242343094,-0.027184238,-0.041667788,-0.968001226
2945,1.472500,3.591501151,9.186019885,103.313517306,-0.027363032,-0.041292125,-0.968852869
2946,1.473000,3.600741613,9.224636707,103.337961831,-0.027440264,-0.040902121,-0.969165400
2947,1.473500,3.583224500,9.190823957,103.382705969,-0.027160315,-0.041530129,-0.969380195
2948,1.474000,3.582344189,9.209571382,103.302923676,-0.026840969,-0.041407586,-0.968990232
2949,1.474500,3.541866782,9.187501256,103.224522864,-0.026849710,-0.041042943,-0.968949069
2950,1.475000,3.558986748,9.213117924,103.212400876,-0.027009161,-0.040729175,-0.968598240
2951,1.475500,3.589281567,9.230083297,103.281645401,-0.026508720,-0.040913088,-0.969111568
2952,1.476000,3.589842171,9.213422781,103.223217886,-0.026802670,-0.041048761,-0.968587033
2953,1.476500,3.588631532,9.215526961,103.199091100,-0.026425383,-0.041454787,-0.968276744
2954,1.477000,3.573153329,9.197498722,103.255125271,-0.026569916,-0.041566686,-0.968348308
2955,1.477500,3.598777706,9.232474219,103.211260811,-0.026835272,-0.042243913,-0.968631564
2956,1.478000,3.569049553,9.250733655,103.268271622,-0.027089730,-0.042222242,-0.968822059
2957,1.478500,3.577417491,9.225682103,103.279089951,-0.027444110,-0.041787326,-0.968676080
2958,1.479000,3.552938263,9.224424377,103.299868323,-0.027111066,-0.042444822,-0.968456544
2959,1.479500,3.575882058,9.161694965,103.312898366,-0.027549723,-0.041831838,-0.968872478
2960,1.480000,3.569966278,9.220143725,103.345040490,-0.027490888,-0.041736390,-0.968385035
2961,1.480500,3.579459501,9.205357571,103.348080648,-0.028133820,-0.041507926,-0.969061260
2962,1.481000,3.601238498,9.180314310,103.314201623,-0.027936886,-0.041060175,-0.968953567
2963,1.481500,3.599850284,9.206157370,103.327193628,-0.027394996,-0.040807765,-0.969287157
2964,1.482000,3.573599417,9.205167731,103.257421504,-0.026697337,-0.041248362,-0.968799415
2965,1.482500,3.548252403,9.210899297,103.315378275,-0.026141347,-0.041569230,-0.969348179
2966,1.483000,3.565090586,9.200849038,103.268978950,-0.026556404,-0.041292697,-0.968909643
2967,1.483500,3.570302539,9.228909068,103.337487018,-0.027611757,-0.041623388,-0.969198623
2968,1.484000,3.584186673,9.200392951,103.232812446,-0.027438502,-0.041134629,-0.968231176
2969,1.484500,3.575347249,9.243771197,103.232726104,-0.026772100,-0.041649680,-0.968257519
2970,1.485000,3.569284910,9.239460994,103.227412377,-0.027160022,-0.041624334,-0.966988419
2971,1.485500,3.598947756,9.203737390,103.254314103,-0.027042197,-0.042064175,-0.968235996
2972,1.486000,3.574992449,9.215854707,103.310436862,-0.026796342,-0.041771092,-0.968187759
2973,1.486500,3.574579201,9.198242011,103.278766443,-0.026925279,-0.041785347,-0.968677950
2974,1.487000,3.624203876,9.213676348,103.320230450,-0.027311189,-0.041609074,-0.967804541
2975,1.487500,3.591981216,9.195185420,103.368221083,-0.027296652,-0.041492199,-0.968578387
2976,1.488000,3.606710757,9.183694301,103.281894229,-0.027369761,-0.040776554,-0.969207397
2977,1.488500,3.590060235,9.221427826,103.292162528,-0.026749736,-0.041033909,-0.968987441
2978,1.489000,3.590599201,9.221725206,103.246191636,-0.026923569,-0.040941282,-0.968678322
2979,1.489500,3.535929632,9.221641292,103.257392018,-0.026966997,-0.041595444,-0.968824400
2980,1.490000,3.550520662,9.230648996,103.314869269,-0.026535056,-0.041886331,-0.969240992
2981,1.490500,3.581935364,9.209992113,103.212409397,-0.026833644,-0.041204908,-0.968719905
2982,1.491000,3.550344945,9.202923543,103.291013237,-0.026732730,-0.041708355,-0.968906859
2983,1.491500,3.637871191,9.215584041,103.186257837,-0.026922531,-0.041709814,-0.967926907
2984,1.492000,3.568982735,9.259180817,103.245238264,-0.027027173,-0.042007914,-0.968606350
2985,1.492500,3.575650937,9.221213609,103.242817226,-0.026932850,-0.042716996,-0.968277164
2986,1.493000,3.591520087,9.246741205,103.289182359,-0.026740008,-0.042589364,-0.968575290
2987,1.493500,3.591737094,9.209178407,103.291548039,-0.027194442,-0.042314080,-0.969137710
2988,1.494000,3.614461710,9.182851888,103.253538770,-0.027180220,-0.041570703,-0.967981909
2989,1.494500,3.572201116,9.179588646,103.269425743,-0.026525019,-0.041673567,-0.969147618
2990,1.495000,3.591763152,9.187180375,103.299276442,-0.027349587,-0.041507051,-0.968177979
2991,1.495500,3.592222031,9.191665879,103.235409880,-0.027679288,-0.040260569,-0.968660431
2992,1.496000,3.585383194,9.174097488,103.347281543,-0.027995928,-0.039701684,-0.968540979
2993,1.496500,3.566481631,9.180163555,103.325417201,-0.027067283,-0.040905567,-0.968957107
2994,1.497000,3.550260249,9.219290793,103.279864903,-0.026614539,-0.041275615,-0.968790513
2995,1.497500,3.555570907,9.196063051,103.212388051,-0.026236240,-0.041022541,-0.968726900
2996,1.498000,3.587750556,9.184129587,103.256609955,-0.026478071,-0.040740668,-0.968547448
2997,1.498500,3.559635278,9.226817907,103.280374289,-0.026912379,-0.041963697,-0.969037354
2998,1.499000,3.558060991,9.214779988,103.280252089,-0.026641496,-0.041334677,-0.968904068
2999,1.499500,3.596954873,9.193322294,103.272338312,-0.026769730,-0.041835309,-0.969834323
3000,1.500000,3.613182664,9.203600943,103.255623857,-0.026674338,-0.042158189,-0.968581280
3001,1.500500,3.566546678,9.235200224,103.266570379,-0.026482193,-0.042838264,-0.968613546
3002,1.501000,3.599210605,9.201756561,103.233897501,-0.027238326,-0.041548098,-0.968585077
3003,1.501500,3.583277204,9.204332640,103.338023866,-0.027060432,-0.042354332,-0.969563010
3004,1.502000,3.601704450,9.211435690,103.301189940,-0.027708066,-0.041870124,-0.968646190
3005,1.502500,3.582901030,9.178875109,103.324096646,-0.027241725,-0.040714974,-0.968597953
3006,1.503000,3.561054555,9.208367861,103.314185690,-0.027405559,-0.041993613,-0.969118199
3007,1.503500,3.597834601,9.163217251,103.254201741,-0.027156669,-0.041156386,-0.968089602
3008,1.504000,3.624610318,9.163386550,103.289316399,-0.028037012,-0.040414639,-0.968251535
3009,1.504500,3.631762929,9.186745934,103.267552509,-0.027682838,-0.040544828,-0.968392225
3010,1.505000,3.567142951,9.190680033,103.327227820,-0.027172781,-0.041211931,-0.969427567
3011,1.505500,3.528377622,9.223053550,103.247901656,-0.027145018,-0.040811782,-0.969043235
3012,1.506000,3.558758725,9.213453960,103.279049284,-0.026828805,-0.041032646,-0.968547541
3013,1.506500,3.591793820,9.176076782,103.221228623,-0.027607500,-0.040797304,-0.968109961
3014,1.507000,3.590017889,9.241148234,103.247073918,-0.026604996,-0.041226737,-0.968921166
3015,1.507500,3.561826363,9.244859241,103.267573753,-0.027316863,-0.041867836,-0.968581714
3016,1.508000,3.590652833,9.197964941,103.210536565,-0.027090470,-0.041596516,-0.968380232
3017,1.508500,3.537220093,9.279689171,103.232115181,-0.026720888,-0.042285420,-0.968179557
3018,1.509000,3.594400987,9.239961953,103.230499876,-0.027680747,-0.040866045,-0.967528981
3019,1.509500,3.585440987,9.205943152,103.277848325,-0.027578110,-0.042490853,-0.968576881
3020,1.510000,3.598398434,9.193284484,103.311026821,-0.026941696,-0.041958168,-0.968412371
3021,1.510500,3.577414657,9.197450962,103.288688580,-0.027646410,-0.041608469,-0.968311229
3022,1.511000,3.583112502,9.190760385,103.324182631,-0.027155318,-0.041329772,-0.968733360
3023,1.511500,3.607790012,9.165516720,103.323830700,-0.027677588,-0.040909584,-0.968590708
3024,1.512000,3.630169259,9.181771751,103.264734445,-0.027176203,-0.041473618,-0.967962592
3025,1.512500,3.589738090,9.213780203,103.288402575,-0.026620016,-0.041355434,-0.968190543
3026,1.513000,3.558606552,9.234270701,103.224110969,-0.026677514,-0.041430796,-0.968843746
