t,Fx,Fy,Fz,Tx,Ty,Tz
1788509644.350105,0.00065,0.00037,0.0103,-0.00024,-0.00014,-5e-05
1788509644.370747,0.00178,0.00051,0.02029,8e-05,6e-05,-7e-05
1788509644.390116,-0.00163,0.00287,0.00668,9e-05,8e-05,-0.00015
1788509644.410479,-0.00051,-0.00386,-0.00982,0.00024,0.0001,-0.0001
1788509644.430854,0.00479,-0.0026,0.01183,-0.00025,-0.00015,4e-05
1788509644.450151,0.00462,-0.00086,0.00805,-0.0003,-0.00031,-2e-05
1788509644.470499,-0.00048,0.00521,0.00874,-0.00025,-7e-05,0.00015
1788509644.489986,-4e-05,-0.00686,-0.00273,-8e-05,-0.0001,4e-05
1788509644.510016,0.00208,-0.00407,-0.00481,-6e-05,1e-05,3e-05
1788509644.530629,-0.00136,-0.00051,-0.032,0.00018,4e-05,0.00011
1788509644.550308,0.0032,0.0013,-0.01409,2e-05,-0.00011,0.00016
1788509644.570090,-0.00236,0.00065,0.00412,-0.00027,4e-05,0.00019
1788509644.590522,-0.00105,0.00035,-0.00296,-0.00025,-0.00016,0.00017
1788509644.610860,0.0037,0.00193,0.00978,-0.00018,-0.00016,0.00013
1788509644.630112,0.00504,0.00187,-0.00601,-6e-05,-0.00016,-4e-05
1788509644.650477,0.00284,-0.00401,0.01758,-0.00017,-0.00015,-7e-05
1788509644.670861,-0.0006,0.00045,-0.00264,-0.00014,-7e-05,-2e-05
1788509644.690166,0.00251,7e-05,0.00241,7e-05,-4e-05,-0.0001
1788509644.710543,0.00456,0.0001,0.01134,-0.00018,-0.00014,-4e-05
1788509644.730843,0.00259,0.00184,0.01721,-0.00021,-0.0,7e-05
1788509644.750089,-0.00266,-0.00042,0.00582,-0.00036,-0.0001,3e-05
1788509644.770474,-0.00142,0.00412,-0.00953,-4e-05,-0.00013,1e-05
1788509644.790874,0.0028,0.00324,0.00156,-2e-05,0.00015,0.00016
1788509644.810238,0.00027,0.00118,0.0012,0.0,0.00011,0.0001
1788509644.830603,-0.00156,0.00712,-0.00378,-3e-05,-0.00013,-2e-05
1788509644.850897,-0.00064,0.00924,-0.00246,0.00037,0.00043,-2e-05
1788509644.870184,-0.0053,0.00085,0.00429,-0.00028,-6e-05,-0.0
1788509644.890566,0.002,0.00337,0.02071,-5e-05,-6e-05,-0.00011
1788509644.910990,0.00046,0.00052,0.00865,-4e-05,-6e-05,-5e-05
