sensor,width_px,height_px,split,seed,fx_mae,fy_mae,fz_mae,fz_rmse,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,rep,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds,hardness,thickness_mm,suspect_hardware,density_px_per_mm2
hard_1mm_r2,8,5,cycle,0,0.0900391414761543,0.0918068587779998,0.2035520523786544,0.2803897857666015,0.4665918052196502,0.7027479410171509,0.1288660317659378,0.1839649081230163,0.2930586338043213,0.1739014834165573,0.1425357013940811,82,67,none,2,692,159,149,2.313380002975464,0.0020952883642166,0.0022003643680363,0.0001516959164291,30,30,20,0.3652704685409634,0.3886198847548767,64,64,1,3.7,hard,1,False,0.22987796811764577
hard_1mm_r2,8,5,cycle,1,0.0580948069691658,0.0842192247509956,0.1868390440940857,0.2974679470062256,0.4665918052196502,0.665434718132019,0.1001256555318832,0.1839649081230163,0.3505932688713074,0.1396358609199524,0.154606744647026,82,67,none,2,692,159,149,2.313380002975464,0.0015303617110475,0.001338756759651,0.0001496694312663,30,30,30,0.3027468278917963,0.3231798867759464,64,64,1,2.1,hard,1,False,0.22987796811764577
hard_1mm_r2,8,5,cycle,2,0.065426267683506,0.0801343843340873,0.2277439832687378,0.3012940287590027,0.4665918052196502,0.6567729711532593,0.103237897157669,0.1839649081230163,0.4922719001770019,0.1633354723453521,0.2303790152072906,82,67,none,2,692,159,149,2.313380002975464,0.0016991262091323,0.0017159581184387,0.0001416299055563,30,30,26,0.3022353015194049,0.3655437373515195,64,64,1,2.1,hard,1,False,0.22987796811764577
hard_1mm_r2,16,9,cycle,0,0.0440755002200603,0.0539186224341392,0.1401433944702148,0.1869034320116043,0.4665918052196502,0.8679206371307373,0.0667115747928619,0.1839649081230163,0.7707280516624451,0.1082513630390167,0.0989863574504852,82,67,none,2,692,159,149,2.313380002975464,0.0013286328176036,0.0010835516732186,0.000158462091349,30,30,30,0.2820045617274466,0.2788646506063593,64,64,1,3.7,hard,1,False,0.9195118724705831
hard_1mm_r2,16,9,cycle,1,0.0358332209289073,0.0563307963311672,0.1597193777561187,0.2116013914346695,0.4665918052196502,0.8307075500488281,0.0573548041284084,0.1839649081230163,0.8274389505386353,0.0866235047578811,0.1491333991289138,82,67,none,2,692,159,149,2.313380002975464,0.0014839379582554,0.0009593025315552,0.0001450076815672,30,30,23,0.3626894757926808,0.289176029229314,64,64,1,2.2,hard,1,False,0.9195118724705831
hard_1mm_r2,16,9,cycle,2,0.0382118932902812,0.048996303230524,0.1205750256776809,0.170220747590065,0.4665918052196502,0.8904467225074768,0.0505056679248809,0.1839649081230163,0.882780909538269,0.077042244374752,0.0849300324916839,82,67,none,2,692,159,149,2.313380002975464,0.0010620350949466,0.0008409354486502,0.0001478465128457,30,30,28,0.3109185406238357,0.2674051080859682,64,64,1,2.2,hard,1,False,0.9195118724705831
hard_1mm_r2,32,18,cycle,0,0.028312113136053,0.0495089590549469,0.1199090331792831,0.1755274981260299,0.4665918052196502,0.8835093975067139,0.0507751815021038,0.1839649081230163,0.8420116901397705,0.0670743882656097,0.0918706059455871,82,67,none,2,692,159,149,2.313380002975464,0.0010171799222007,0.0006971637485548,0.0001463328371755,30,30,28,0.2925459180953185,0.2591731413355413,64,64,1,3.2,hard,1,False,3.6780474898823323
hard_1mm_r2,32,18,cycle,1,0.0275768302381038,0.0437227301299572,0.105985976755619,0.1487300097942352,0.4665918052196502,0.9163631200790404,0.0470540337264537,0.1839649081230163,0.8797308206558228,0.0703859776258468,0.0671479329466819,82,67,none,2,692,159,149,2.313380002975464,0.0009983027121052,0.0006655215402133,0.0001526560517959,30,30,30,0.277009948829695,0.2521221712700226,64,64,1,2.2,hard,1,False,3.6780474898823323
hard_1mm_r2,32,18,cycle,2,0.0456106029450893,0.05161689594388,0.1096629202365875,0.1675458997488021,0.4665918052196502,0.8938626646995544,0.0611809603869915,0.1839649081230163,0.8470172882080078,0.0772032961249351,0.0718012675642967,82,67,none,2,692,159,149,2.313380002975464,0.0011495623039081,0.0007516799378208,0.0001510025322204,30,30,29,0.315740741057203,0.2794127974120326,64,64,1,2.2,hard,1,False,3.6780474898823323
hard_1mm_r2,48,27,cycle,0,0.0287549700587987,0.0459200181066989,0.119586557149887,0.1697764992713928,0.4665918052196502,0.8910177946090698,0.0473605990409851,0.1839649081230163,0.8841738700866699,0.0723074972629547,0.0756844952702522,82,67,none,2,692,159,149,2.313380002975464,0.0010617696680128,0.0006142645725049,0.000145374026033,30,30,29,0.2445761675090459,0.2536500894798423,64,64,1,2.9,hard,1,False,8.275606852235248
