unit,probe,source,depth_mm,force_N,diameter_px,level,suspect_hardware
medium_3mm_r1,ball4,20260910_passA_calibgrid,0.1136822062198774,0.0277635763263418,169.4523479119348,6.47459888458252,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,0.1724376089822712,0.0405333339946082,192.49698821131577,6.593496799468994,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,0.3312155447163434,0.1720294392263156,223.68676230166687,6.874581336975098,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,0.3407297517372463,0.1784729660555086,244.62417166545072,7.049583911895752,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,0.5108607291273017,0.3472514071408596,283.7666092543059,7.451266765594482,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,0.5080528966931332,0.3310296320113508,311.9310276465955,7.873487949371338,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,0.7006202538268163,0.6142946623925581,357.0976898887204,8.566580772399902,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,0.6951911174695482,0.631033765741219,371.0274738307408,8.89546012878418,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,0.8713239740325562,0.9507449542724972,398.3002646181794,9.48312282562256,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,0.8658619845237894,0.9422523093272672,414.3733404604474,9.830564498901367,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,1.0483819083077286,1.3310471858644064,439.01055783040295,10.613653182983398,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,1.0370277373297192,1.3379843020289257,444.13726448885126,10.899331092834473,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,1.250745784355065,1.926487840726304,466.7808804271544,11.631993293762209,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,1.2549040742568174,1.9516176168195103,479.8119788435296,12.09556007385254,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,1.429791411931717,2.538511871734488,494.44514177423497,12.70956325531006,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,1.4442901670631016,2.631434664402934,502.2250760879832,13.182221412658691,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,1.6226229406822164,3.283117206940531,516.426737068155,13.776453971862791,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,1.6327109101674857,3.364131099392421,524.4839403070716,14.172675132751465,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,1.8132615865110964,4.205538943873549,537.442626370043,14.850378036499023,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,1.8274999048694909,4.312863488371642,544.760614038664,15.095625877380373,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.0263711604680985,5.355293346489037,557.4878293843501,15.73119831085205,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.0166777732840657,5.346406651097323,560.8952539191846,15.974263191223145,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.2170745818890225,6.634052774018221,570.837195464601,16.400245666503906,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.16820886991065,6.272676467420806,574.4369881647104,16.433605194091797,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.2211522848183343,6.691210590261119,573.960242845711,16.645401000976562,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.2117255037388155,6.535996306759079,574.761613678533,16.586523056030273,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.268345692018908,7.012938461683893,580.644009052145,16.799091339111328,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.255410796455319,6.857825062366087,576.2085645691712,16.736099243164062,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.3245497857852406,7.472361176054619,581.766736571885,16.92277717590332,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.303089849905984,7.244073317969944,581.5752048197828,16.89085578918457,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.3598555393221368,7.789140881372927,584.8314222261978,17.053035736083984,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.3440090742541955,7.526817807972949,581.5894350615852,17.011962890625,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.394219852457276,8.036090958246684,589.3013540002395,17.161788940429688,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.3858017791660053,7.922672626497575,587.6115091262589,17.121654510498047,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.454218872255211,8.643373854238124,591.4547702042412,17.278522491455078,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.4297552049426585,8.33270463757342,588.1594553072111,17.230192184448242,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.4803345418716347,8.925873198311484,592.8695711859592,17.342288970947266,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.4628567848319243,8.659065732502176,592.1539925571976,17.296844482421875,False
medium_3mm_r1,ball4,20260910_passA_calibgrid,2.5438703759816192,9.660002678545183,593.4523548786494,17.446016311645508,False
