principle,probe,measure,group_by,x,at_x,between,within_iqr,ratio,g_hard,g_medium,g_soft,spread_pct,monotone,g_1,g_2,g_3
DIGIT,ball8,diameter_px,hardness,force_N,10.148380406855553,14.17004313008556,28.007968061613383,0.5059289948815124,668.0436250361369,672.2945633531149,658.1245202230293,2.121125417418518,False,,,
DIGIT,ball8,diameter_px,thickness_mm,force_N,10.148380406855553,56.015936123226766,5.916291538986002,9.468082455724854,,,,8.385071576754687,False,616.8965211881822,672.912457311409,668.0436250361369
DIGIT,ball8,level,hardness,force_N,10.148380406855553,2.835217520859615,2.0636864774220385,1.373860589715825,20.889148151442136,19.350286524772226,18.05393063058252,14.65206996924811,True,,,
DIGIT,ball8,level,thickness_mm,force_N,10.148380406855553,4.946203681804345,1.4176087604298075,3.4891176041439644,,,,25.561397633426346,False,18.5915857645765,23.537789446380845,19.350286524772226
