sensor,width_px,cube4_raw_mae,cyl4_raw_mae,suspect_hardware,density_px_per_mm2
medium_3mm_r1,80,0.06480867050585222,0.07857450859975329,False,13.66479789414849
medium_3mm_r1,160,0.06110926476614747,0.08077838810514919,False,54.65919157659396
medium_3mm_r1,320,0.05942645676431133,0.07920632155966276,False,218.63676630637585
medium_3mm_r1,426,0.058497573013077925,0.07853454443048943,False,387.47388478726435
medium_3mm_r1,640,0.046670754825046394,0.06775812366234246,False,874.5470652255034
medium_3mm_r1,854,0.046091231281529636,0.06667750560866777,False,1557.1805845263752
medium_3mm_r1,1280,0.058334476078520964,0.08116853328775875,False,3498.1882609020136
medium_3mm_r1,1920,0.05514427157736893,0.07535914795827384,False,7870.9235870295315
soft_1mm_r2,8,0.1324738964071293,0.1076332867458228,False,0.20803524288340983
soft_1mm_r2,16,0.12472848196700832,0.07298971882190071,False,0.8321409715336393
soft_1mm_r2,32,0.10526699148704514,0.05755017065642026,False,3.3285638861345572
soft_1mm_r2,48,0.10243952089708383,0.04749943863488978,False,7.4892687438027545
soft_1mm_r2,80,0.09775082928315419,0.046353435510600456,False,20.803524288340984
soft_1mm_r2,160,0.09132426872371113,0.04466399028321594,False,83.21409715336394
soft_1mm_r2,320,0.0888101721541241,0.04428811842620859,False,332.85638861345575
soft_1mm_r2,426,0.08807143484769954,0.04389711250946545,False,589.8969333985889
soft_1mm_r2,640,0.08427245218701428,0.042304437906400594,False,1331.425554453823
soft_1mm_r2,854,0.08348245116079263,0.041909362177904676,False,2370.678612480577
soft_1mm_r2,1280,0.08655923467524118,0.04411440372552102,False,5325.702217815292
soft_1mm_r2,1920,0.08441544266546179,0.04329598724927133,False,11982.829990084407
soft_2mm_r1,8,0.0919216880100295,0.13413306284927096,False,0.1832714063117097
soft_2mm_r1,16,0.045065842987082924,0.11403429777903124,False,0.7330856252468388
soft_2mm_r1,32,0.03233819287181648,0.08950463579577968,False,2.9323425009873554
soft_2mm_r1,48,0.030333299375183902,0.0843979721539494,False,6.597770627221551
soft_2mm_r1,80,0.030085000394888227,0.0876431799454765,False,18.327140631170973
soft_2mm_r1,160,0.03171102860853825,0.08749752858259245,False,73.3085625246839
soft_2mm_r1,320,0.03188186110839995,0.08729695522763298,False,293.2342500987356
soft_2mm_r1,426,0.031583635321863,0.08699719726024037,False,519.6775270597474
soft_2mm_r1,640,0.027181478402622052,0.08480706370351676,False,1172.9370003949423
soft_2mm_r1,854,0.027375232613690223,0.08482385793306396,False,2088.480765087983
soft_2mm_r1,1280,0.031837686150379504,0.087314126332382,False,4691.748001579769
soft_2mm_r1,1920,0.03039204766885193,0.08653902691084113,False,10556.43300355448
soft_3mm_r1,8,0.1320103489921785,0.13140053251044606,False,0.14892884080120877
soft_3mm_r1,16,0.1064752367453075,0.10749328923629375,False,0.5957153632048351
soft_3mm_r1,32,0.09626338157219654,0.10411390378357624,False,2.3828614528193404
soft_3mm_r1,48,0.101102072975665,0.12006864263893816,False,5.361438268843514
soft_3mm_r1,80,0.09765484952095116,0.12072221203924867,False,14.892884080120874
soft_3mm_r1,160,0.09717254239482642,0.12457782640339585,False,59.571536320483496
soft_3mm_r1,320,0.09715302808247968,0.12440799637915348,False,238.28614528193398
soft_3mm_r1,426,0.09719315070075753,0.12410425110937806,False,422.2970361443775
soft_3mm_r1,640,0.09210894031487864,0.11434889971496313,False,953.1445811277359
soft_3mm_r1,854,0.09202327726446553,0.11448983564259266,False,1697.1279134027243
soft_3mm_r1,1280,0.0984416755354699,0.1254119338023827,False,3812.5783245109437
soft_3mm_r1,1920,0.09647973649862374,0.12263593687893604,False,8578.301230149624
