principle,probe,measure,group_by,group,n_units,x_name,x,median,q1,q3
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.1641123235163271,176.84760152182926,159.16710972216842,183.32386134842926
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.2217158650917015,207.97878462547916,191.152370511903,214.70115988266923
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.2793194066670759,232.08754545612484,213.72317748103788,241.52980406031145
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.3369229482424503,265.3698468766298,242.3020516025276,266.80473701663175
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.3945264898178246,271.71647230038354,264.54171746953523,280.89362750617283
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.452130031393199,292.63099667791255,282.3280572965051,298.4922832327421
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.5097335729685735,313.54552105544155,300.11439712347504,316.0909389593115
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.5673371145439479,353.51545049801473,340.48170726783303,354.7596514987632
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.6249406561193221,382.58709604781046,365.08357275510264,383.1900600861777
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.6825441976946965,394.34373202608367,381.027933456611,396.7250390931017
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.7401477392700709,403.37376100612494,395.6089906590033,409.4540419846936
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.7977512808454453,412.4037899861662,391.47055310852465,422.1830448762855
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.8553548224208197,428.93309575991515,408.11613052056816,450.9523978693288
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.9129583639961941,445.36940309446373,424.7152087130114,461.01676776377894
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,0.9705619055715685,459.6481876487767,446.00941581212885,470.0023762681112
DIGIT,ball4,diameter_px,hardness,soft,3,depth_mm,1.028165447146943,473.89622433547703,456.4864686332356,481.1803209855543
