sensor,probe,density_px_per_mm2,mae_mm,suspect_hardware
soft_1mm_r2,cyl4,0.20803524288340983,0.1076332867458228,False
soft_1mm_r2,cyl4,0.8321409715336393,0.07298971882190071,False
soft_1mm_r2,cyl4,3.3285638861345572,0.05755017065642026,False
soft_1mm_r2,cyl4,7.4892687438027545,0.04749943863488978,False
soft_1mm_r2,cyl4,20.803524288340984,0.046353435510600456,False
soft_1mm_r2,cyl4,83.21409715336394,0.04466399028321594,False
soft_1mm_r2,cyl4,332.85638861345575,0.04428811842620859,False
soft_1mm_r2,cyl4,589.8969333985889,0.04389711250946545,False
soft_1mm_r2,cyl4,1331.425554453823,0.042304437906400594,False
soft_1mm_r2,cyl4,2370.678612480577,0.041909362177904676,False
soft_1mm_r2,cyl4,5325.702217815292,0.04411440372552102,False
soft_1mm_r2,cyl4,11982.829990084407,0.04329598724927133,False
soft_1mm_r2,cube4,0.20803524288340983,0.1324738964071293,False
soft_1mm_r2,cube4,0.8321409715336393,0.12472848196700832,False
soft_1mm_r2,cube4,3.3285638861345572,0.10526699148704514,False
soft_1mm_r2,cube4,7.4892687438027545,0.10243952089708383,False
soft_1mm_r2,cube4,20.803524288340984,0.09775082928315419,False
soft_1mm_r2,cube4,83.21409715336394,0.09132426872371113,False
soft_1mm_r2,cube4,332.85638861345575,0.0888101721541241,False
soft_1mm_r2,cube4,589.8969333985889,0.08807143484769954,False
soft_1mm_r2,cube4,1331.425554453823,0.08427245218701428,False
soft_1mm_r2,cube4,2370.678612480577,0.08348245116079263,False
soft_1mm_r2,cube4,5325.702217815292,0.08655923467524118,False
soft_1mm_r2,cube4,11982.829990084407,0.08441544266546179,False
soft_2mm_r1,cyl4,0.1832714063117097,0.13413306284927096,False
soft_2mm_r1,cyl4,0.7330856252468388,0.11403429777903124,False
soft_2mm_r1,cyl4,2.9323425009873554,0.08950463579577968,False
soft_2mm_r1,cyl4,6.597770627221551,0.0843979721539494,False
soft_2mm_r1,cyl4,18.327140631170973,0.0876431799454765,False
soft_2mm_r1,cyl4,73.3085625246839,0.08749752858259245,False
soft_2mm_r1,cyl4,293.2342500987356,0.08729695522763298,False
soft_2mm_r1,cyl4,519.6775270597474,0.08699719726024037,False
soft_2mm_r1,cyl4,1172.9370003949423,0.08480706370351676,False
soft_2mm_r1,cyl4,2088.480765087983,0.08482385793306396,False
soft_2mm_r1,cyl4,4691.748001579769,0.087314126332382,False
soft_2mm_r1,cyl4,10556.43300355448,0.08653902691084113,False
soft_2mm_r1,cube4,0.1832714063117097,0.0919216880100295,False
soft_2mm_r1,cube4,0.7330856252468388,0.045065842987082924,False
soft_2mm_r1,cube4,2.9323425009873554,0.03233819287181648,False
soft_2mm_r1,cube4,6.597770627221551,0.030333299375183902,False
soft_2mm_r1,cube4,18.327140631170973,0.030085000394888227,False
soft_2mm_r1,cube4,73.3085625246839,0.03171102860853825,False
soft_2mm_r1,cube4,293.2342500987356,0.03188186110839995,False
soft_2mm_r1,cube4,519.6775270597474,0.031583635321863,False
soft_2mm_r1,cube4,1172.9370003949423,0.027181478402622052,False
soft_2mm_r1,cube4,2088.480765087983,0.027375232613690223,False
soft_2mm_r1,cube4,4691.748001579769,0.031837686150379504,False
soft_2mm_r1,cube4,10556.43300355448,0.03039204766885193,False
soft_3mm_r1,cyl4,0.14892884080120877,0.13140053251044606,False
soft_3mm_r1,cyl4,0.5957153632048351,0.10749328923629375,False
soft_3mm_r1,cyl4,2.3828614528193404,0.10411390378357624,False
soft_3mm_r1,cyl4,5.361438268843514,0.12006864263893816,False
