principle,probe,measure,group_by,x,at_x,between,within_iqr,ratio,g_hard,g_medium,g_soft,spread_pct,monotone,g_1,g_2,g_3
DIGIT,ball4,diameter_px,hardness,depth_mm,1.0857689887223172,89.5800230094872,75.64148272350656,1.1842711139987883,391.38743782479656,479.0949926357093,480.96746083428377,18.6977581453458,True,,,
DIGIT,ball4,diameter_px,thickness_mm,depth_mm,1.0857689887223172,65.87308976412282,34.28631749359056,1.9212646495628192,,,,13.695955574595356,True,510.01426331677527,480.96746083428377,444.14117355265245
DIGIT,ball4,level,hardness,depth_mm,1.0857689887223172,2.712971456934735,2.833338647784327,0.9575175417369473,16.498466393540365,14.95585733233444,13.78549493660563,18.13985916453825,True,,,
DIGIT,ball4,level,thickness_mm,depth_mm,1.0857689887223172,5.666677295568654,1.1235713950774908,5.043451017349755,,,,37.889351106053574,True,16.46847059700967,14.95585733233444,10.801793301441016
