sensor,axis,density_px_per_mm2,median,min,max,suspect_hardware
soft_1mm_r2,Fx,0.20803524288340983,0.061827152967453,0.0556709356606006,0.082120306789875,False
soft_1mm_r2,Fx,0.8321409715336393,0.0386137887835502,0.0343603529036045,0.0394058413803577,False
soft_1mm_r2,Fx,3.3285638861345572,0.0350712910294532,0.0332461521029472,0.0450373776257038,False
soft_1mm_r2,Fx,7.4892687438027545,0.0296231471002101,0.026895772665739,0.0342119671404361,False
soft_1mm_r2,Fx,20.803524288340984,0.0328705534338951,0.0274917520582675,0.0333494246006011,False
soft_1mm_r2,Fx,83.21409715336394,0.0308607500046491,0.0293633863329887,0.0332788303494453,False
soft_1mm_r2,Fx,332.85638861345575,0.0280574671924114,0.0221815984696149,0.0378753244876861,False
soft_1mm_r2,Fx,589.8969333985889,0.0230014715343713,0.0216477904468774,0.0491155758500099,False
soft_1mm_r2,Fx,1331.425554453823,0.0319766886532306,0.0235729590058326,0.0398680046200752,False
soft_1mm_r2,Fx,2370.678612480577,0.0248058140277862,0.0247109271585941,0.0271876789629459,False
soft_1mm_r2,Fx,5325.702217815292,0.0272794608026742,0.0248977392911911,0.0330640189349651,False
soft_1mm_r2,Fx,11982.829990084407,0.0329640209674835,0.023086491972208,0.0417095832526683,False
soft_1mm_r2,Fy,0.20803524288340983,0.0488889962434768,0.0380754843354225,0.0544853582978248,False
soft_1mm_r2,Fy,0.8321409715336393,0.0324566327035427,0.0311066340655088,0.0367670133709907,False
soft_1mm_r2,Fy,3.3285638861345572,0.0360107384622097,0.0237765330821275,0.0371567644178867,False
soft_1mm_r2,Fy,7.4892687438027545,0.0347185805439949,0.0312562771141529,0.0491905994713306,False
soft_1mm_r2,Fy,20.803524288340984,0.0354283191263675,0.0329337790608406,0.0376976057887077,False
soft_1mm_r2,Fy,83.21409715336394,0.0312652848660945,0.0310579985380172,0.047526579350233,False
soft_1mm_r2,Fy,332.85638861345575,0.0391759946942329,0.0330590270459651,0.0533300563693046,False
soft_1mm_r2,Fy,589.8969333985889,0.0331288985908031,0.0248107109218835,0.0335414931178092,False
soft_1mm_r2,Fy,1331.425554453823,0.0343273729085922,0.0337983407080173,0.0349887870252132,False
soft_1mm_r2,Fy,2370.678612480577,0.0406199097633361,0.0380053482949733,0.0571906715631485,False
soft_1mm_r2,Fy,5325.702217815292,0.0370759293437004,0.031879398971796,0.0390162840485572,False
soft_1mm_r2,Fy,11982.829990084407,0.0511642098426818,0.0362454988062381,0.0546738132834434,False
soft_1mm_r2,Fz,0.20803524288340983,0.1425420492887497,0.1357509046792984,0.2179750800132751,False
soft_1mm_r2,Fz,0.8321409715336393,0.1275737881660461,0.0846067517995834,0.1494585573673248,False
soft_1mm_r2,Fz,3.3285638861345572,0.1169896349310875,0.0815310403704643,0.1258453279733657,False
soft_1mm_r2,Fz,7.4892687438027545,0.0943231955170631,0.0829296931624412,0.1052118316292762,False
soft_1mm_r2,Fz,20.803524288340984,0.090093232691288,0.0693030282855033,0.1207052692770958,False
soft_1mm_r2,Fz,83.21409715336394,0.0954602435231208,0.0877579450607299,0.0969677492976188,False
soft_1mm_r2,Fz,332.85638861345575,0.1070594191551208,0.087912231683731,0.1414889246225357,False
soft_1mm_r2,Fz,589.8969333985889,0.0911850184202194,0.087820790708065,0.1241338551044464,False
soft_1mm_r2,Fz,1331.425554453823,0.0929030030965805,0.0895727574825286,0.0952417775988578,False
soft_1mm_r2,Fz,2370.678612480577,0.0930048078298568,0.0804634019732475,0.1076240316033363,False
soft_1mm_r2,Fz,5325.702217815292,0.1005390882492065,0.0984512194991111,0.1146597638726234,False
soft_1mm_r2,Fz,11982.829990084407,0.0973280072212219,0.0823714360594749,0.1057461127638816,False
