t,x,y,z,rx,ry,rz
1788776639.405098,37.8807,362.8571,43.887,178.7523,1.5003,-122.4434
1788776639.425289,37.8813,362.8543,43.8873,178.7527,1.4998,-122.4436
1788776639.445485,37.8805,362.8584,43.8879,178.7523,1.5003,-122.4434
1788776639.465655,37.8795,362.8568,43.8874,178.7525,1.5001,-122.4432
1788776639.485806,37.8793,362.8549,43.8869,178.7524,1.4998,-122.4432
1788776639.505880,37.8808,362.8566,43.8874,178.7525,1.5001,-122.4434
1788776639.526035,37.8795,362.8566,43.8891,178.7525,1.5001,-122.4434
1788776639.546203,37.8792,362.858,43.8883,178.7525,1.5001,-122.4432
1788776639.572212,37.8799,362.8587,43.8892,178.752,1.5003,-122.4436
1788776639.594834,37.8808,362.8566,43.8874,178.7525,1.5001,-122.4436
1788776639.614997,37.8809,362.8562,43.8861,178.7526,1.5,-122.4434
1788776639.635077,37.8789,362.8571,43.8887,178.7522,1.5001,-122.4434
1788776639.655159,37.8791,362.859,43.8875,178.7522,1.5005,-122.4432
1788776639.675247,37.8794,362.8571,43.8887,178.7523,1.5003,-122.4434
1788776639.695337,37.8791,362.8589,43.8892,178.7522,1.5004,-122.4434
1788776639.715418,37.8795,362.8568,43.8874,178.7525,1.5001,-122.4434
1788776639.735512,37.8797,362.8586,43.8879,178.7525,1.5004,-122.4434
1788776639.755616,37.8791,362.8585,43.8879,178.7523,1.5003,-122.4434
1788776639.775740,37.8795,362.8568,43.8874,178.7525,1.5001,-122.4434
1788776639.795825,37.8809,362.8561,43.8878,178.7526,1.5,-122.4436
1788776639.815997,37.8786,362.8588,43.8892,178.752,1.5003,-122.4434
1788776639.836165,37.8809,362.8562,43.8861,178.7526,1.5,-122.4436
1788776639.856309,37.8791,362.8585,43.8879,178.7523,1.5003,-122.4434
1788776639.876456,37.8796,362.8562,43.8878,178.7526,1.5,-122.4434
1788776639.896613,37.8794,362.8571,43.8887,178.7523,1.5003,-122.4434
1788776639.916715,37.8796,362.8562,43.8878,178.7526,1.5,-122.4434
1788776639.936804,37.879,362.8567,43.8874,178.7523,1.5,-122.4434
1788776639.956878,37.8791,362.8589,43.8892,178.7522,1.5004,-122.4434
1788776639.976956,37.8795,362.8566,43.8891,178.7525,1.5001,-122.4434
1788776639.997041,37.8791,362.8585,43.8879,178.7523,1.5003,-122.4434
1788776640.017119,37.879,362.8567,43.8874,178.7523,1.5,-122.4434
1788776640.037198,37.8777,362.859,43.8892,178.7522,1.5005,-122.443
1788776640.057419,37.8776,362.8568,43.8874,178.7523,1.5,-122.4429
1788776640.077575,37.88,362.8568,43.8874,178.7526,1.5003,-122.4434
1788776640.097732,37.8795,362.8568,43.8874,178.7525,1.5001,-122.4432
1788776640.117911,37.8791,362.8585,43.8879,178.7523,1.5003,-122.4434
1788776640.138049,37.8776,362.8568,43.8874,178.7523,1.5,-122.4432
1788776640.158186,37.8794,362.8571,43.8887,178.7523,1.5003,-122.4434
1788776640.178360,37.8778,362.8586,43.8879,178.7523,1.5003,-122.4429
1788776640.198539,37.8807,362.8544,43.8856,178.7526,1.4997,-122.4434
1788776640.218695,37.8789,362.8572,43.887,178.7522,1.5001,-122.4434
1788776640.238819,37.8795,362.8568,43.8874,178.7525,1.5001,-122.4432
1788776640.258891,37.8795,362.8568,43.8874,178.7525,1.5001,-122.4434
1788776640.278959,37.8794,362.8571,43.8887,178.7523,1.5003,-122.4434
1788776640.319094,37.879,362.8561,43.8878,178.7524,1.4998,-122.4432
1788776640.339168,37.8774,362.8608,43.8897,178.752,1.5006,-122.4432
1788776640.359244,37.8768,362.8639,43.8893,178.7519,1.5008,-122.443
1788776640.379410,37.8775,362.8676,43.8916,178.7514,1.5013,-122.4432
1788776640.399550,37.8755,362.8682,43.8912,178.7511,1.5013,-122.4432
1788776640.419709,37.877,362.8676,43.8916,178.7513,1.5011,-122.4434
1788776640.439886,37.8768,362.8685,43.8894,178.7514,1.5009,-122.4434
1788776640.459955,37.8772,362.869,43.8907,178.7514,1.5013,-122.4432
1788776640.480101,37.8763,362.8696,43.892,178.7514,1.5016,-122.4432
1788776640.500233,37.8771,362.8671,43.8902,178.7514,1.5009,-122.4434
1788776640.520371,37.8764,362.871,43.8925,178.751,1.5014,-122.4434
1788776640.540518,37.8759,362.869,43.8924,178.7514,1.5013,-122.443
1788776640.560710,37.8772,362.869,43.8907,178.7514,1.5013,-122.4432
1788776640.580802,37.8776,362.8672,43.8902,178.7516,1.5011,-122.4434
1788776640.600870,37.8771,362.8671,43.8902,178.7514,1.5009,-122.4434
1788776640.620938,37.8762,362.8674,43.8902,178.7516,1.5011,-122.443
1788776640.641007,37.8768,362.8688,43.8924,178.7513,1.5011,-122.4432
1788776640.661075,37.8763,362.8669,43.8906,178.7517,1.5009,-122.4427
1788776640.681207,37.8776,362.8672,43.8902,178.7516,1.5011,-122.4432
1788776640.721510,37.8754,362.869,43.8907,178.7513,1.5011,-122.443
1788776640.741621,37.8762,362.8674,43.8902,178.7516,1.5011,-122.443
1788776640.761778,37.8779,362.8655,43.8898,178.7517,1.5009,-122.4432
1788776640.781847,37.8763,362.8669,43.8906,178.7517,1.5009,-122.443
1788776640.801996,37.877,362.8676,43.8899,178.7513,1.5011,-122.4432
1788776640.822065,37.8771,362.8652,43.8901,178.752,1.5009,-122.443
1788776640.842201,37.8763,362.8669,43.8906,178.7517,1.5009,-122.4427
1788776640.862361,37.8791,362.8585,43.8879,178.7523,1.5003,-122.4432
1788776640.882515,37.8791,362.8589,43.8892,178.7522,1.5005,-122.4432
1788776640.902675,37.878,362.8574,43.887,178.7523,1.5003,-122.4429
1788776640.922834,37.8796,362.8532,43.8865,178.7526,1.4997,-122.4432
1788776640.942903,37.8787,362.8534,43.8865,178.7527,1.4998,-122.4432
1788776640.962979,37.8786,362.8538,43.8878,178.7526,1.5,-122.4429
1788776640.983054,37.8799,362.8514,43.886,178.7527,1.4995,-122.4431
1788776641.003210,37.879,362.8521,43.8873,178.7528,1.4998,-122.4429
1788776641.023354,37.8791,362.8513,43.8847,178.7531,1.4995,-122.4427
1788776641.043484,37.879,362.8521,43.8873,178.7527,1.4998,-122.4432
1788776641.063642,37.879,362.8521,43.8873,178.7528,1.4998,-122.4429
1788776641.083788,37.8789,362.8497,43.8872,178.7529,1.4993,-122.4431
1788776641.103854,37.8788,362.8498,43.8855,178.7529,1.4993,-122.4429
1788776641.123920,37.8794,362.8499,43.8855,178.7531,1.4995,-122.4431
1788776641.143990,37.8799,362.8514,43.886,178.7527,1.4995,-122.4436
1788776641.164051,37.8782,362.8533,43.8865,178.7526,1.4997,-122.4432
1788776641.184126,37.8777,362.8517,43.8877,178.7529,1.4996,-122.4429
1788776641.204187,37.8791,362.8511,43.8864,178.7531,1.4995,-122.4431
1788776641.224252,37.8794,362.8499,43.8855,178.7531,1.4995,-122.4431
1788776641.244327,37.8774,362.8504,43.8869,178.7527,1.4995,-122.4429
1788776641.264466,37.879,362.8521,43.8873,178.7527,1.4998,-122.4432
1788776641.284552,37.8791,362.8515,43.8877,178.7529,1.4997,-122.4429
1788776641.304726,37.8786,362.851,43.8864,178.7529,1.4993,-122.4431
1788776641.324817,37.8788,362.8498,43.8855,178.7529,1.4993,-122.4431
1788776641.344889,37.8794,362.8495,43.8842,178.7532,1.4993,-122.4431
1788776641.364958,37.8787,362.8534,43.8865,178.7528,1.4998,-122.4429
1788776641.385030,37.8791,362.8515,43.8877,178.7529,1.4997,-122.4429
1788776641.405119,37.879,362.8521,43.8873,178.7528,1.4998,-122.4429
1788776641.425191,37.8777,362.8518,43.886,178.7529,1.4997,-122.4427
