sensor,axis,width_px,median,min,max,suspect_hardware
soft_1mm_r1,Tx,8,0.0008579074055887,0.0007614084752276,0.0009942858014255,False
soft_1mm_r1,Tx,16,0.0007011339184828,0.0006038037245161,0.0009641263750381,False
soft_1mm_r1,Tx,32,0.0006576711894012,0.000550688651856,0.0006851275102235,False
soft_1mm_r1,Tx,48,0.0005640324088744,0.0005209789960645,0.0005714750150218,False
soft_1mm_r1,Tx,80,0.0007046756800264,0.0005737108294852,0.0008838374051265,False
soft_1mm_r1,Tx,160,0.0006330101750791,0.0005874427733942,0.0006714945775456,False
soft_1mm_r1,Tx,320,0.0005974842933937,0.0005152795929461,0.0007015896262601,False
soft_1mm_r1,Tx,426,0.0008014262421056,0.0005252565606497,0.0008899330860003,False
soft_1mm_r1,Tx,640,0.0005962986615486,0.0005891714827157,0.0006092184339649,False
soft_1mm_r1,Tx,854,0.000711697677616,0.0005738422041758,0.0009549180977046,False
soft_1mm_r1,Tx,1280,0.0007217723177745,0.0005215603741817,0.000737004680559,False
soft_1mm_r1,Tx,1920,0.0006090531824156,0.0005584356840699,0.0007049465202726,False
soft_1mm_r1,Ty,8,0.0008151149377226,0.000572599703446,0.0008522954885847,False
soft_1mm_r1,Ty,16,0.0006221160874702,0.0006058198050595,0.0007078417111188,False
soft_1mm_r1,Ty,32,0.0005721369525417,0.0005226483335718,0.0007055241730995,False
soft_1mm_r1,Ty,48,0.0005273317219689,0.000447194033768,0.0005857099313288,False
soft_1mm_r1,Ty,80,0.0006176650640554,0.0006107214721851,0.000803020724561,False
soft_1mm_r1,Ty,160,0.0005714623257517,0.0005496160592883,0.0007768865325488,False
soft_1mm_r1,Ty,320,0.0006907837232574,0.000507504271809,0.0007782729808241,False
soft_1mm_r1,Ty,426,0.0006733339978381,0.000552722485736,0.0008464695420116,False
soft_1mm_r1,Ty,640,0.0007296549156308,0.0006037547718733,0.0007748453062959,False
soft_1mm_r1,Ty,854,0.0006504224729724,0.0006416952819563,0.0009864381281659,False
soft_1mm_r1,Ty,1280,0.0006783503340557,0.0006423565791919,0.0006900338921695,False
soft_1mm_r1,Ty,1920,0.0006286647403612,0.0005905348807573,0.0007143032271414,False
soft_1mm_r1,Tz,8,0.0001972891623154,0.0001786789507605,0.0002085101150441,False
soft_1mm_r1,Tz,16,0.0002004612615564,0.0001841368357418,0.0002059992257272,False
soft_1mm_r1,Tz,32,0.0002385085244895,0.0001929172867676,0.0002412189351161,False
soft_1mm_r1,Tz,48,0.0002171115047531,0.0002124222955899,0.0002375499607296,False
soft_1mm_r1,Tz,80,0.0002103349543176,0.0002086825843434,0.0002364551037317,False
soft_1mm_r1,Tz,160,0.000194512103917,0.0001924198004417,0.0002066106098936,False
soft_1mm_r1,Tz,320,0.0002095821255352,0.0001970243029063,0.0002276886807521,False
soft_1mm_r1,Tz,426,0.0001824467326514,0.0001774782431311,0.000196903158212,False
soft_1mm_r1,Tz,640,0.0001706468028714,0.000169713559444,0.0001708388153929,False
soft_1mm_r1,Tz,854,0.0002201332681579,0.0002046787849394,0.0002203924814239,False
soft_1mm_r1,Tz,1280,0.0002155783731723,0.0001937897468451,0.0002156889386242,False
soft_1mm_r1,Tz,1920,0.0002062170242425,0.0001873407745733,0.0002192729443777,False
soft_2mm_r1,Tx,8,0.0009390614577569,0.000714294728823,0.0015151457628235,False
soft_2mm_r1,Tx,16,0.000747024663724,0.0006415001698769,0.0008438470540568,False
soft_2mm_r1,Tx,32,0.0008293174323625,0.0007062244112603,0.0009739795932546,False
soft_2mm_r1,Tx,48,0.0006206408143043,0.0005084538133814,0.0006471188389696,False
soft_2mm_r1,Tx,80,0.0005613237735815,0.0004434467991814,0.0007582697435282,False
soft_2mm_r1,Tx,160,0.0006480010342784,0.0005662044859491,0.0006486472557298,False
soft_2mm_r1,Tx,320,0.0008963611908257,0.0005520601989701,0.000944520055782,False
soft_2mm_r1,Tx,426,0.0005207355134189,0.0004331715754233,0.000973850954324,False
soft_2mm_r1,Tx,640,0.0008028814918361,0.0007198274252004,0.0010697820689529,False
soft_2mm_r1,Tx,854,0.0005965235759504,0.0005643891636282,0.0008589990902692,False
soft_2mm_r1,Tx,1280,0.0005783279193565,0.0004753581306431,0.0006177391624078,False
soft_2mm_r1,Tx,1920,0.0006666284170933,0.0004907589755021,0.000959844503086,False
soft_2mm_r1,Ty,8,0.0008815887267701,0.0007279537967406,0.0014802451478317,False
soft_2mm_r1,Ty,16,0.0007562507526017,0.0007179859676398,0.0008616296108812,False
soft_2mm_r1,Ty,32,0.000840198888909,0.0007669560145586,0.0013186512514948,False
soft_2mm_r1,Ty,48,0.0006776801310479,0.0005126117030158,0.0007836202275939,False
soft_2mm_r1,Ty,80,0.000588403258007,0.0005389549187384,0.0008092143107205,False
soft_2mm_r1,Ty,160,0.0008725108928047,0.0006257107015699,0.0008759791962802,False
soft_2mm_r1,Ty,320,0.0005528116016648,0.0005465381545946,0.000561867840588,False
soft_2mm_r1,Ty,426,0.0006208408740349,0.0005804251995868,0.0008914408972486,False
soft_2mm_r1,Ty,640,0.0006075495039112,0.0005454284255392,0.0006953778793103,False
soft_2mm_r1,Ty,854,0.0007301531150005,0.0005732941790483,0.0009078285656869,False
soft_2mm_r1,Ty,1280,0.0006783450371585,0.000644430227112,0.0009772544726729,False
soft_2mm_r1,Ty,1920,0.000676471448969,0.0005984036251902,0.0008832467137835,False
soft_2mm_r1,Tz,8,0.0002311140706297,0.0002119466953445,0.0002401540550636,False
soft_2mm_r1,Tz,16,0.0002004210109589,0.0001940372458193,0.0002500949194654,False
soft_2mm_r1,Tz,32,0.0001713279634714,0.0001605848810868,0.0001860365882748,False
soft_2mm_r1,Tz,48,0.0002009668096434,0.000162660900969,0.0002015588252106,False
soft_2mm_r1,Tz,80,0.0001721158332657,0.0001609044411452,0.0001769622467691,False
soft_2mm_r1,Tz,160,0.0002086966123897,0.000168715705513,0.0002225181960966,False
soft_2mm_r1,Tz,320,0.0002220839669462,0.0002094624796882,0.0002302670909557,False
soft_2mm_r1,Tz,426,0.0002265162329422,0.0002112568326992,0.0002372719609411,False
soft_2mm_r1,Tz,640,0.0002241121401311,0.0001808579690987,0.0002254054415971,False
soft_2mm_r1,Tz,854,0.0002148491621483,0.0001963030808838,0.0002502752759028,False
soft_2mm_r1,Tz,1280,0.0001947814744198,0.0001849886612035,0.000244217691943,False
soft_2mm_r1,Tz,1920,0.0002400677185505,0.0002243929629912,0.0002568925556261,False
soft_3mm_r1,Tx,8,0.0014072929043322,0.0012804860016331,0.0014950606273487,False
soft_3mm_r1,Tx,16,0.0010500672506168,0.0007958823116496,0.0011306173400953,False
soft_3mm_r1,Tx,32,0.0008751148707233,0.0007680230773985,0.0011940544936805,False
soft_3mm_r1,Tx,48,0.0008526006713509,0.0006272245082072,0.0009755488717928,False
soft_3mm_r1,Tx,80,0.0006239485228434,0.0006070036324672,0.0007239350234158,False
soft_3mm_r1,Tx,160,0.0011733464198186,0.0010073831072077,0.0012787176528945,False
soft_3mm_r1,Tx,320,0.0006914547411724,0.0006590847042389,0.0009805371519178,False
soft_3mm_r1,Tx,426,0.0008311535930261,0.0007780282758176,0.0009486084454692,False
soft_3mm_r1,Tx,640,0.0006105001666583,0.0006102616316638,0.0007007140666246,False
soft_3mm_r1,Tx,854,0.0007879768963903,0.0006810151971876,0.0008733934373594,False
soft_3mm_r1,Tx,1280,0.0007999502122402,0.0007717349799349,0.0009812171338126,False
soft_3mm_r1,Tx,1920,0.0008604354225099,0.0006026895134709,0.0008651916868984,False
soft_3mm_r1,Ty,8,0.0013001384213566,0.0009666132973507,0.0013426502700895,False
soft_3mm_r1,Ty,16,0.0010568415746092,0.0006647260161116,0.0010771941160783,False
soft_3mm_r1,Ty,32,0.0008077754755504,0.0007763030589558,0.0009793522767722,False
soft_3mm_r1,Ty,48,0.0008816468180157,0.0007782791508361,0.0008881126414053,False
soft_3mm_r1,Ty,80,0.0009160456829704,0.0006953791598789,0.0016152082243934,False
soft_3mm_r1,Ty,160,0.0009092380641959,0.0007531367591582,0.0010383110493421,False
soft_3mm_r1,Ty,320,0.0009318148368038,0.0007395173888653,0.0012557622976601,False
soft_3mm_r1,Ty,426,0.000955524505116,0.0009206234826706,0.0009881482692435,False
soft_3mm_r1,Ty,640,0.0008253246196545,0.0008111308561637,0.0008394796750508,False
soft_3mm_r1,Ty,854,0.00076458445983,0.0007032118737697,0.000948404718656,False
soft_3mm_r1,Ty,1280,0.0011063268175348,0.0008692702976986,0.0013182341353967,False
soft_3mm_r1,Ty,1920,0.0020691163372248,0.00181467726361,0.002196145709604,False
soft_3mm_r1,Tz,8,0.0003152986755594,0.0002723539364524,0.0003170051786582,False
soft_3mm_r1,Tz,16,0.0002922577259596,0.0002856354403775,0.0002932095958385,False
soft_3mm_r1,Tz,32,0.0002723602810874,0.0002595983387436,0.0003106480289716,False
soft_3mm_r1,Tz,48,0.0002372330491198,0.0001991309109143,0.0002842669782694,False
soft_3mm_r1,Tz,80,0.000220463014557,0.0001967480202438,0.0002230378595413,False
soft_3mm_r1,Tz,160,0.0002313619770575,0.0002201133902417,0.0002396555355517,False
soft_3mm_r1,Tz,320,0.0002224190538981,0.0002121651486959,0.0002295148005941,False
soft_3mm_r1,Tz,426,0.0002556586114224,0.0002349901478737,0.0002569174394011,False
