axis,width_px,mae
Fx,0.10372006480064849,0.0669299811124801
Fx,0.11184937400929676,0.0477197766304016
Fx,0.11751084098342957,0.0314434058964252
Fx,0.1359291827311094,0.0289313476532697
Fx,0.13648472575547244,0.0259050000458955
Fx,0.13755197964550997,0.0528147481381893
Fx,0.15358648869735508,0.0322594419121742
Fx,0.16359452992262702,0.0380133613944053
Fx,0.1731653342341389,0.0359735488891601
Fx,0.41488025920259397,0.0334223732352256
Fx,0.44739749603718704,0.0469159856438636
Fx,0.47004336393371826,0.0338866375386714
Fx,0.5437167309244376,0.0323032811284065
Fx,0.5459389030218897,0.0254547726362943
Fx,0.5502079185820399,0.0298150684684515
Fx,0.6143459547894203,0.026637177914381
Fx,0.6543781196905081,0.0218072701245546
Fx,0.6926613369365556,0.0283115077763795
Fx,1.6595210368103759,0.0246492177248001
Fx,1.7895899841487481,0.0576434358954429
Fx,1.880173455734873,0.0267514307051897
Fx,2.1748669236977505,0.024613581597805
Fx,2.183755612087559,0.0210334677249193
Fx,2.2008316743281595,0.0410430394113063
Fx,2.4573838191576813,0.024713609367609
Fx,2.6175124787620323,0.0181752890348434
Fx,2.7706453477462225,0.0259518455713987
Fx,3.733922332823346,0.0246032159775495
Fx,4.026577464334683,0.0473033748567104
Fx,4.230390275403463,0.0257880371063947
Fx,4.893450578319937,0.0250279828906059
Fx,4.913450127197007,0.0234459992498159
Fx,4.95187126723836,0.0322106592357158
Fx,5.529113593104783,0.0241236295551061
Fx,5.889403077214571,0.020154820755124
Fx,6.233952032429001,0.0238798931241035
Fx,10.37200648006485,0.0252055153250694
Fx,11.184937400929673,0.0539516769349575
Fx,11.751084098342956,0.023946015164256
Fx,13.592918273110941,0.0233812313526868
Fx,13.648472575547242,0.0238886792212724
Fx,13.755197964550996,0.0211611706763505
Fx,15.358648869735509,0.0226918552070856
Fx,16.3594529922627,0.0178976655006408
Fx,17.31653342341389,0.0229709930717945
Fx,41.4880259202594,0.0328077003359794
Fx,44.73974960371869,0.0317748598754406
Fx,47.00433639337182,0.0236876811832189
Fx,54.371673092443764,0.0249622408300638
Fx,54.59389030218897,0.0213965699076652
Fx,55.020791858203985,0.0270174480974674
Fx,61.434595478942036,0.0378629453480243
Fx,65.4378119690508,0.021779553964734
Fx,69.26613369365556,0.0314257144927978
Fx,165.9521036810376,0.0332137234508991
Fx,178.95899841487477,0.0381028428673744
Fx,188.0173455734873,0.0284765865653753
Fx,217.48669236977506,0.0231164135038852
Fx,218.37556120875587,0.022449318319559
Fx,220.08316743281594,0.0301637817174196
Fx,245.73838191576814,0.0224101152271032
Fx,261.7512478762032,0.0174929499626159
Fx,277.06453477462225,0.0297810547053813
Fx,294.1047262462889,0.0371594913303852
Fx,317.15589058923655,0.0444602668285369
Fx,333.20933403607586,0.0530636087059974
Fx,385.43569320798133,0.0229793228209018
Fx,387.01097017500166,0.0256572645157575
Fx,390.03723528357153,0.0309345610439777
Fx,435.50408785689393,0.0238197389990091
Fx,463.88251425372886,0.0252418294548988
Fx,491.02112805429056,0.0293292682617902
Fx,663.8084147241505,0.0346185006201267
Fx,715.8359936594991,0.0330826006829738
Fx,752.0693822939492,0.0310172494500875
Fx,869.9467694791002,0.0265915859490633
Fx,873.5022448350235,0.0210859887301921
Fx,880.3326697312638,0.034443087875843
Fx,982.9535276630726,0.0225745756179094
Fx,1047.0049915048128,0.0195559449493885
Fx,1108.258139098489,0.0248471722006797
Fx,1181.9484809398402,0.037125114351511
Fx,1274.5865321088163,0.0314804464578628
Fx,1339.1021328542329,0.0368296951055526
Fx,1548.989497386278,0.0317674167454242
Fx,1555.3202226418462,0.0309238415211439
Fx,1567.482181049137,0.0360200330615043
Fx,1750.2044311062532,0.0214757043868303
Fx,1864.2516903914163,0.02106106095016
Fx,1973.316389098519,0.0299030728638172
Fx,2655.233658896602,0.0426825582981109
Fx,2863.3439746379963,0.0428717881441116
Fx,3008.2775291757966,0.0333213955163955
Fx,3479.787077916401,0.0370467528700828
Fx,3494.008979340094,0.022941205650568
Fx,3521.330678925055,0.0298707094043493
Fx,3931.8141106522903,0.0237120371311903
Fx,4188.019966019251,0.0213777069002389
Fx,4433.032556393956,0.0285361018031835
Fx,5974.275732517353,0.0486463531851768
Fx,6442.523942935493,0.0498009249567985
Fx,6768.624440645542,0.0389169454574584
Fx,7829.520925311901,0.0310224909335374
Fx,7861.5202035152115,0.0313747487962245
Fx,7922.994027581375,0.0524498261511325
Fx,8846.581748967654,0.0273121278733015
Fx,9423.044923543315,0.0166076887398958
Fx,9974.3232518864,0.0293268579989671
Fy,0.10372006480064849,0.0582381524145603
Fy,0.11184937400929676,0.0497745275497436
Fy,0.11751084098342957,0.049738023430109
Fy,0.1359291827311094,0.0387382917106151
Fy,0.13648472575547244,0.0340961031615734
Fy,0.13755197964550997,0.0437445789575576
Fy,0.15358648869735508,0.0404283367097377
Fy,0.16359452992262702,0.0401974581182003
Fy,0.1731653342341389,0.0327279604971408
Fy,0.41488025920259397,0.0296521577984094
Fy,0.44739749603718704,0.0380963683128356
Fy,0.47004336393371826,0.0394712164998054
Fy,0.5437167309244376,0.0471292585134506
Fy,0.5459389030218897,0.0283572003245353
Fy,0.5502079185820399,0.0294995624572038
Fy,0.6143459547894203,0.0337416641414165
Fy,0.6543781196905081,0.0256568975746631
Fy,0.6926613369365556,0.0268432423472404
Fy,1.6595210368103759,0.0286185201257467
Fy,1.7895899841487481,0.0357264094054698
Fy,1.880173455734873,0.028933148831129
Fy,2.1748669236977505,0.0340505987405777
Fy,2.183755612087559,0.0262765102088451
Fy,2.2008316743281595,0.0356128811836242
Fy,2.4573838191576813,0.0272232592105865
Fy,2.6175124787620323,0.0257605127990245
Fy,2.7706453477462225,0.028681518509984
Fy,3.733922332823346,0.0279667489230632
Fy,4.026577464334683,0.0518872961401939
Fy,4.230390275403463,0.028925571590662
Fy,4.893450578319937,0.02604197897017
Fy,4.913450127197007,0.0235306862741708
Fy,4.95187126723836,0.0364968962967395
Fy,5.529113593104783,0.0265412889420986
Fy,5.889403077214571,0.0223968531936407
Fy,6.233952032429001,0.0215416681021451
Fy,10.37200648006485,0.0237204935401678
Fy,11.184937400929673,0.0491048321127891
Fy,11.751084098342956,0.0295188166201114
Fy,13.592918273110941,0.0257141608744859
Fy,13.648472575547242,0.0202709529548883
Fy,13.755197964550996,0.0216917842626571
Fy,15.358648869735509,0.0227186251431703
Fy,16.3594529922627,0.0180518180131912
Fy,17.31653342341389,0.0255957227200269
Fy,41.4880259202594,0.0313808098435401
Fy,44.73974960371869,0.0427740551531314
Fy,47.00433639337182,0.0294820498675107
Fy,54.371673092443764,0.0257605724036693
Fy,54.59389030218897,0.025795254856348
Fy,55.020791858203985,0.021136974915862
Fy,61.434595478942036,0.0272623058408498
Fy,65.4378119690508,0.0244589149951934
Fy,69.26613369365556,0.0299115180969238
Fy,165.9521036810376,0.0359561182558536
Fy,178.95899841487477,0.032862726598978
Fy,188.0173455734873,0.0311721172183752
Fy,217.48669236977506,0.0265167746692895
Fy,218.37556120875587,0.0298501122742891
Fy,220.08316743281594,0.0231922753155231
Fy,245.73838191576814,0.0248726047575473
Fy,261.7512478762032,0.0257921442389488
Fy,277.06453477462225,0.0217413827776908
Fy,294.1047262462889,0.0363563559949398
