axis,width_px,mae
Fy,317.15589058923655,0.0361820757389068
Fy,333.20933403607586,0.0451323166489601
Fy,385.43569320798133,0.0262086708098649
Fy,387.01097017500166,0.0219515617936849
Fy,390.03723528357153,0.022435875609517
Fy,435.50408785689393,0.0252529792487621
Fy,463.88251425372886,0.0236366149038076
Fy,491.02112805429056,0.0340785980224609
Fy,663.8084147241505,0.0384225882589817
Fy,715.8359936594991,0.0331214852631092
Fy,752.0693822939492,0.034575093537569
Fy,869.9467694791002,0.0270730908960104
Fy,873.5022448350235,0.0225061122328043
Fy,880.3326697312638,0.0282064117491245
Fy,982.9535276630726,0.0294642355293035
Fy,1047.0049915048128,0.0187331456691026
Fy,1108.258139098489,0.0223409850150346
Fy,1181.9484809398402,0.0437352545559406
Fy,1274.5865321088163,0.0297374334186315
Fy,1339.1021328542329,0.0358334369957447
Fy,1548.989497386278,0.0284099001437425
Fy,1555.3202226418462,0.0329290106892585
Fy,1567.482181049137,0.0341517142951488
Fy,1750.2044311062532,0.0235813092440366
Fy,1864.2516903914163,0.0240931157022714
Fy,1973.316389098519,0.0279100108891725
Fy,2655.233658896602,0.0407942570745945
Fy,2863.3439746379963,0.0308872088789939
Fy,3008.2775291757966,0.038463145494461
Fy,3479.787077916401,0.0307020787149667
Fy,3494.008979340094,0.0201313197612762
Fy,3521.330678925055,0.0268583614379167
Fy,3931.8141106522903,0.0227135717868804
Fy,4188.019966019251,0.0202525705099105
Fy,4433.032556393956,0.022764166817069
Fy,5974.275732517353,0.045241892337799
Fy,6442.523942935493,0.0392671041190624
Fy,6768.624440645542,0.0406001545488834
Fy,7829.520925311901,0.0287690628319978
Fy,7861.5202035152115,0.0230523198843002
Fy,7922.994027581375,0.0416902117431163
Fy,8846.581748967654,0.0231948643922805
Fy,9423.044923543315,0.0286279786378145
Fy,9974.3232518864,0.0244096778333187
Fz,0.10372006480064849,0.1323567926883697
Fz,0.11184937400929676,0.0801710411906242
Fz,0.11751084098342957,0.0828201249241828
Fz,0.1359291827311094,0.076009452342987
Fz,0.13648472575547244,0.055224772542715
Fz,0.13755197964550997,0.0766839459538459
Fz,0.15358648869735508,0.0875523388385772
Fz,0.16359452992262702,0.083163745701313
Fz,0.1731653342341389,0.0974958389997482
Fz,0.41488025920259397,0.0469920635223388
Fz,0.44739749603718704,0.0924755781888961
Fz,0.47004336393371826,0.0679261609911918
Fz,0.5437167309244376,0.0886325240135192
Fz,0.5459389030218897,0.0736868977546691
Fz,0.5502079185820399,0.0503467433154583
Fz,0.6143459547894203,0.0619190260767936
Fz,0.6543781196905081,0.03855612128973
Fz,0.6926613369365556,0.0757422372698783
Fz,1.6595210368103759,0.0444246232509613
Fz,1.7895899841487481,0.0755789503455162
Fz,1.880173455734873,0.0522949211299419
Fz,2.1748669236977505,0.0651108473539352
Fz,2.183755612087559,0.0684851631522178
Fz,2.2008316743281595,0.0624919272959232
Fz,2.4573838191576813,0.0583622232079505
Fz,2.6175124787620323,0.0539974123239517
Fz,2.7706453477462225,0.0584669895470142
Fz,3.733922332823346,0.0412977263331413
Fz,4.026577464334683,0.06044777110219
Fz,4.230390275403463,0.0460645444691181
Fz,4.893450578319937,0.0611150860786438
Fz,4.913450127197007,0.0509831011295318
Fz,4.95187126723836,0.0439369529485702
Fz,5.529113593104783,0.0589107163250446
Fz,5.889403077214571,0.0683121606707573
Fz,6.233952032429001,0.0497544556856155
Fz,10.37200648006485,0.0559950321912765
Fz,11.184937400929673,0.0924205183982849
Fz,11.751084098342956,0.0566990561783313
Fz,13.592918273110941,0.0485623404383659
Fz,13.648472575547242,0.0398146845400333
Fz,13.755197964550996,0.0371114835143089
Fz,15.358648869735509,0.0478156991302967
Fz,16.3594529922627,0.0693055763840675
Fz,17.31653342341389,0.0449190288782119
Fz,41.4880259202594,0.05998395383358
Fz,44.73974960371869,0.0553495548665523
Fz,47.00433639337182,0.0674529075622558
Fz,54.371673092443764,0.0507653839886188
Fz,54.59389030218897,0.0441508889198303
Fz,55.020791858203985,0.0398632921278476
Fz,61.434595478942036,0.0524741038680076
Fz,65.4378119690508,0.0365184023976326
Fz,69.26613369365556,0.0571305565536022
Fz,165.9521036810376,0.0441756024956703
Fz,178.95899841487477,0.0631683766841888
Fz,188.0173455734873,0.0473864451050758
Fz,217.48669236977506,0.0545633621513843
Fz,218.37556120875587,0.0351876318454742
Fz,220.08316743281594,0.0368035361170768
Fz,245.73838191576814,0.0674725845456123
Fz,261.7512478762032,0.0328350290656089
Fz,277.06453477462225,0.0533456839621067
Fz,294.1047262462889,0.042702279984951
Fz,317.15589058923655,0.0630924329161644
Fz,333.20933403607586,0.0531133748590946
Fz,385.43569320798133,0.0652906820178031
Fz,387.01097017500166,0.0513495504856109
Fz,390.03723528357153,0.0375798009335994
Fz,435.50408785689393,0.0482600666582584
Fz,463.88251425372886,0.0242258328944444
Fz,491.02112805429056,0.0502798371016979
Fz,663.8084147241505,0.059169091284275
Fz,715.8359936594991,0.080587700009346
Fz,752.0693822939492,0.0526126995682716
Fz,869.9467694791002,0.0422314368188381
Fz,873.5022448350235,0.0398247055709362
Fz,880.3326697312638,0.0316695086658
Fz,982.9535276630726,0.0480265617370605
Fz,1047.0049915048128,0.0303027462214231
Fz,1108.258139098489,0.0471390560269355
Fz,1181.9484809398402,0.0541859976947307
Fz,1274.5865321088163,0.0559739433228969
Fz,1339.1021328542329,0.045661311596632
Fz,1548.989497386278,0.0516403093934059
Fz,1555.3202226418462,0.0441516377031803
Fz,1567.482181049137,0.0312153156846761
Fz,1750.2044311062532,0.0506737753748893
Fz,1864.2516903914163,0.0327249839901924
Fz,1973.316389098519,0.0533271059393882
Fz,2655.233658896602,0.042256012558937
Fz,2863.3439746379963,0.0695133656263351
Fz,3008.2775291757966,0.0428206585347652
Fz,3479.787077916401,0.0476368144154548
Fz,3494.008979340094,0.0434963703155517
Fz,3521.330678925055,0.049860306084156
Fz,3931.8141106522903,0.0560016930103302
Fz,4188.019966019251,0.0409855954349041
Fz,4433.032556393956,0.049292653799057
Fz,5974.275732517353,0.0591526664793491
Fz,6442.523942935493,0.0604679472744464
Fz,6768.624440645542,0.0593935921788215
Fz,7829.520925311901,0.0566780753433704
Fz,7861.5202035152115,0.0372567176818847
Fz,7922.994027581375,0.0742078945040702
Fz,8846.581748967654,0.0520202070474624
Fz,9423.044923543315,0.0304008014500141
Fz,9974.3232518864,0.0446228422224521
