sensor,probe,density_px_per_mm2,mae_mm,suspect_hardware
soft_1mm_r1,cyl4,0.6926613369365556,0.3789157959539028,False
soft_1mm_r1,cyl4,2.7706453477462225,0.0931888494225953,False
soft_1mm_r1,cyl4,6.233952032429001,0.061436704623317,False
soft_1mm_r1,cyl4,17.31653342341389,0.0450235070204902,False
soft_1mm_r1,cyl4,69.26613369365556,0.039430904311702,False
soft_1mm_r1,cyl4,277.06453477462225,0.0498850956873648,False
soft_1mm_r1,cyl4,491.02112805429056,0.0417406908898425,False
soft_1mm_r1,cyl4,1108.258139098489,0.0424036374698831,False
soft_1mm_r1,cyl4,1973.316389098519,0.0518192349172191,False
soft_1mm_r1,cyl4,4433.032556393956,0.0626610381686878,False
soft_1mm_r1,cyl4,9974.3232518864,0.0799106053959189,False
soft_1mm_r1,cube4,0.6926613369365556,0.4461489677203469,False
soft_1mm_r1,cube4,2.7706453477462225,0.1286639914543273,False
soft_1mm_r1,cube4,6.233952032429001,0.0939092889890321,False
soft_1mm_r1,cube4,17.31653342341389,0.0904306543486613,False
soft_1mm_r1,cube4,69.26613369365556,0.0910610117945248,False
soft_1mm_r1,cube4,277.06453477462225,0.0918257836976221,False
soft_1mm_r1,cube4,491.02112805429056,0.0860287713923181,False
soft_1mm_r1,cube4,1108.258139098489,0.0878810628311473,False
soft_1mm_r1,cube4,1973.316389098519,0.108043124210407,False
soft_1mm_r1,cube4,4433.032556393956,0.1179503021702862,False
soft_1mm_r1,cube4,9974.3232518864,0.1329332704286473,False
soft_2mm_r1,cyl4,0.5459389030218897,0.2749646857659351,False
soft_2mm_r1,cyl4,2.183755612087559,0.0432429751860819,False
soft_2mm_r1,cyl4,4.913450127197007,0.0364891744785275,False
soft_2mm_r1,cyl4,13.648472575547242,0.0610812672263724,False
soft_2mm_r1,cyl4,54.59389030218897,0.0757153231444239,False
soft_2mm_r1,cyl4,218.37556120875587,0.0702501804103893,False
soft_2mm_r1,cyl4,387.01097017500166,0.0659089805955641,False
soft_2mm_r1,cyl4,873.5022448350235,0.0535239931703622,False
soft_2mm_r1,cyl4,1555.3202226418462,0.0484252733568075,False
soft_2mm_r1,cyl4,3494.008979340094,0.0385989501323689,False
soft_2mm_r1,cyl4,7861.5202035152115,0.030728570608176,False
soft_2mm_r1,cube4,0.5459389030218897,0.2112871440937873,False
soft_2mm_r1,cube4,2.183755612087559,0.0719255691416301,False
soft_2mm_r1,cube4,4.913450127197007,0.0738772865814001,False
soft_2mm_r1,cube4,13.648472575547242,0.0636482439670984,False
soft_2mm_r1,cube4,54.59389030218897,0.0636500309149951,False
soft_2mm_r1,cube4,218.37556120875587,0.0589398974361558,False
soft_2mm_r1,cube4,387.01097017500166,0.0584848869847172,False
soft_2mm_r1,cube4,873.5022448350235,0.0592641544301523,False
soft_2mm_r1,cube4,1555.3202226418462,0.0710579461491894,False
soft_2mm_r1,cube4,3494.008979340094,0.0845298053460113,False
soft_2mm_r1,cube4,7861.5202035152115,0.0988067021046372,False
soft_3mm_r1,cyl4,0.44739749603718704,0.4608597761244553,False
soft_3mm_r1,cyl4,1.7895899841487481,0.0690263419589955,False
soft_3mm_r1,cyl4,4.026577464334683,0.0735438917843398,False
soft_3mm_r1,cyl4,11.184937400929673,0.1031758530770165,False
soft_3mm_r1,cyl4,44.73974960371869,0.107493528571561,False
soft_3mm_r1,cyl4,178.95899841487477,0.1042788449609462,False
soft_3mm_r1,cyl4,317.15589058923655,0.1006958541530316,False
soft_3mm_r1,cyl4,715.8359936594991,0.0901292380377555,False
soft_3mm_r1,cyl4,1274.5865321088163,0.0784795196867374,False
soft_3mm_r1,cyl4,2863.3439746379963,0.0640502090395875,False
soft_3mm_r1,cyl4,6442.523942935493,0.0464692344366604,False
soft_3mm_r1,cube4,0.44739749603718704,0.4882891510647804,False
soft_3mm_r1,cube4,1.7895899841487481,0.0733472865266349,False
soft_3mm_r1,cube4,4.026577464334683,0.0986322420366962,False
soft_3mm_r1,cube4,11.184937400929673,0.1214122931905689,False
soft_3mm_r1,cube4,44.73974960371869,0.130163371906118,False
soft_3mm_r1,cube4,178.95899841487477,0.1287706762195415,False
soft_3mm_r1,cube4,317.15589058923655,0.1263934595780129,False
soft_3mm_r1,cube4,715.8359936594991,0.1125507475241418,False
soft_3mm_r1,cube4,1274.5865321088163,0.0991161003358035,False
soft_3mm_r1,cube4,2863.3439746379963,0.086297034933852,False
soft_3mm_r1,cube4,6442.523942935493,0.0672054393487045,False
medium_1mm_r1,cyl4,0.15358648869735508,0.206390784335303,False
medium_1mm_r1,cyl4,0.6143459547894203,0.2309377088819261,False
medium_1mm_r1,cyl4,2.4573838191576813,0.0673607734887339,False
medium_1mm_r1,cyl4,5.529113593104783,0.0948414674495805,False
medium_1mm_r1,cyl4,15.358648869735509,0.1507254010805759,False
medium_1mm_r1,cyl4,61.434595478942036,0.1268337798960032,False
medium_1mm_r1,cyl4,245.73838191576814,0.0914901603740089,False
medium_1mm_r1,cyl4,435.50408785689393,0.0782181997484428,False
medium_1mm_r1,cyl4,982.9535276630726,0.0617290368778066,False
medium_1mm_r1,cyl4,1750.2044311062532,0.0316131242134225,False
medium_1mm_r1,cyl4,3931.8141106522903,0.0154170606520344,False
medium_1mm_r1,cyl4,8846.581748967654,0.0143399221200658,False
medium_1mm_r1,cube4,0.15358648869735508,0.2000041778418293,False
medium_1mm_r1,cube4,0.6143459547894203,0.2552123258569532,False
medium_1mm_r1,cube4,2.4573838191576813,0.0545167219074832,False
medium_1mm_r1,cube4,5.529113593104783,0.0539347579756522,False
medium_1mm_r1,cube4,15.358648869735509,0.0519329527251767,False
medium_1mm_r1,cube4,61.434595478942036,0.0345100068160626,False
medium_1mm_r1,cube4,245.73838191576814,0.0389265117498999,False
medium_1mm_r1,cube4,435.50408785689393,0.0446624203668722,False
medium_1mm_r1,cube4,982.9535276630726,0.0527204896393936,False
medium_1mm_r1,cube4,1750.2044311062532,0.0800011672859201,False
medium_1mm_r1,cube4,3931.8141106522903,0.0952835431791652,False
medium_1mm_r1,cube4,8846.581748967654,0.1156014988202412,False
medium_2mm_r2,cyl4,0.5437167309244376,0.1661530517710197,False
medium_2mm_r2,cyl4,2.1748669236977505,0.2131045292373605,False
medium_2mm_r2,cyl4,4.893450578319937,0.0976059522944348,False
medium_2mm_r2,cyl4,13.592918273110941,0.0619519288516873,False
medium_2mm_r2,cyl4,54.371673092443764,0.0686821569549326,False
medium_2mm_r2,cyl4,217.48669236977506,0.064354773593503,False
medium_2mm_r2,cyl4,385.43569320798133,0.0585230216906958,False
medium_2mm_r2,cyl4,869.9467694791002,0.0642555663189594,False
medium_2mm_r2,cyl4,1548.989497386278,0.0544862803324346,False
medium_2mm_r2,cyl4,3479.787077916401,0.0574963299679214,False
medium_2mm_r2,cyl4,7829.520925311901,0.0718033591373171,False
medium_2mm_r2,cube4,0.5437167309244376,0.1732532334510796,False
medium_2mm_r2,cube4,2.1748669236977505,0.2157317669443754,False
medium_2mm_r2,cube4,4.893450578319937,0.0870198493150943,False
medium_2mm_r2,cube4,13.592918273110941,0.0741055386060765,False
medium_2mm_r2,cube4,54.371673092443764,0.0815748373294342,False
medium_2mm_r2,cube4,217.48669236977506,0.0775334481526017,False
medium_2mm_r2,cube4,385.43569320798133,0.0720303804006379,False
medium_2mm_r2,cube4,869.9467694791002,0.0748949108818818,False
medium_2mm_r2,cube4,1548.989497386278,0.058680746103566,False
medium_2mm_r2,cube4,3479.787077916401,0.0593755807272788,False
medium_2mm_r2,cube4,7829.520925311901,0.062583851524712,False
medium_3mm_r1,cyl4,0.47004336393371826,0.4462795417952393,False
medium_3mm_r1,cyl4,1.880173455734873,0.1206246964243593,False
medium_3mm_r1,cyl4,4.230390275403463,0.0888874770141647,False
medium_3mm_r1,cyl4,11.751084098342956,0.0996369778298629,False
medium_3mm_r1,cyl4,47.00433639337182,0.0968425248916416,False
medium_3mm_r1,cyl4,188.0173455734873,0.0899319058465339,False
medium_3mm_r1,cyl4,333.20933403607586,0.0910764123372993,False
medium_3mm_r1,cyl4,752.0693822939492,0.0761214443035325,False
medium_3mm_r1,cyl4,1339.1021328542329,0.0788512174351162,False
medium_3mm_r1,cyl4,3008.2775291757966,0.0712449425989589,False
medium_3mm_r1,cyl4,6768.624440645542,0.0817481527773055,False
medium_3mm_r1,cube4,0.47004336393371826,0.4821831434004015,False
medium_3mm_r1,cube4,1.880173455734873,0.1093617444346141,False
medium_3mm_r1,cube4,4.230390275403463,0.0900017316328284,False
medium_3mm_r1,cube4,11.751084098342956,0.0963906411409186,False
medium_3mm_r1,cube4,47.00433639337182,0.0861747811978531,False
medium_3mm_r1,cube4,188.0173455734873,0.0795137501807013,False
medium_3mm_r1,cube4,333.20933403607586,0.0790731255821317,False
medium_3mm_r1,cube4,752.0693822939492,0.0673326818308996,False
medium_3mm_r1,cube4,1339.1021328542329,0.0712683559431906,False
medium_3mm_r1,cube4,3008.2775291757966,0.064702780144838,False
medium_3mm_r1,cube4,6768.624440645542,0.0706057448215263,False
