sensor,probe,density_px_per_mm2,mae_mm
hard_1mm_r1,cube4,1047.0049915048128,0.1254110413664358
hard_1mm_r1,cube4,1864.2516903914163,0.1443726460643078
hard_1mm_r1,cube4,4188.019966019251,0.1541847150733659
hard_1mm_r1,cube4,9423.044923543315,0.1640959752529204
hard_2mm_r1,cube4,0.5502079185820399,0.1177933453703563
hard_2mm_r1,cube4,2.2008316743281595,0.0559432722046491
hard_2mm_r1,cube4,4.95187126723836,0.0602916285579871
hard_2mm_r1,cube4,13.755197964550996,0.0799461784909129
hard_2mm_r1,cube4,55.020791858203985,0.0701116852658522
hard_2mm_r1,cube4,220.08316743281594,0.0736537305230387
hard_2mm_r1,cube4,390.03723528357153,0.0702480791232248
hard_2mm_r1,cube4,880.3326697312638,0.0725191161263662
hard_2mm_r1,cube4,1567.482181049137,0.0822776198487631
hard_2mm_r1,cube4,3521.330678925055,0.091295219207297
hard_2mm_r1,cube4,7922.994027581375,0.1053855465301681
hard_3mm_r1,cube4,0.10372006480064849,0.1970611023199131
hard_3mm_r1,cube4,0.41488025920259397,0.092539880294297
hard_3mm_r1,cube4,1.6595210368103759,0.0981268156647636
hard_3mm_r1,cube4,3.733922332823346,0.055083227962312
hard_3mm_r1,cube4,10.37200648006485,0.056781715647722
hard_3mm_r1,cube4,41.4880259202594,0.0580581616257097
hard_3mm_r1,cube4,165.9521036810376,0.057456867303513
hard_3mm_r1,cube4,294.1047262462889,0.0565376009221464
hard_3mm_r1,cube4,663.8084147241505,0.0656283943165846
hard_3mm_r1,cube4,1181.9484809398402,0.0960765316151329
hard_3mm_r1,cube4,2655.233658896602,0.1116566536637891
hard_3mm_r1,cube4,5974.275732517353,0.131412729900355
medium_1mm_r1,cube4,0.15358648869735508,0.2000041778418293
medium_1mm_r1,cube4,0.6143459547894203,0.282502061381943
medium_1mm_r1,cube4,2.4573838191576813,0.130138445998554
medium_1mm_r1,cube4,5.529113593104783,0.1617855977231847
medium_1mm_r1,cube4,15.358648869735509,0.1687495059600035
medium_1mm_r1,cube4,61.434595478942036,0.1696046250006971
medium_1mm_r1,cube4,245.73838191576814,0.1673309254601378
medium_1mm_r1,cube4,435.50408785689393,0.1684849165657966
medium_1mm_r1,cube4,982.9535276630726,0.1748490736898966
medium_1mm_r1,cube4,1750.2044311062532,0.1900109627287645
medium_1mm_r1,cube4,3931.8141106522903,0.1972525983315082
medium_1mm_r1,cube4,8846.581748967654,0.2086288416684105
medium_2mm_r2,cube4,0.5437167309244376,0.1732532334510796
medium_2mm_r2,cube4,2.1748669236977505,0.2157317669443754
medium_2mm_r2,cube4,4.893450578319937,0.0871419107876686
medium_2mm_r2,cube4,13.592918273110941,0.0769238208382117
medium_2mm_r2,cube4,54.371673092443764,0.085651016394515
medium_2mm_r2,cube4,217.48669236977506,0.0813729790986742
medium_2mm_r2,cube4,385.43569320798133,0.0750725428188472
medium_2mm_r2,cube4,869.9467694791002,0.0783149535290043
medium_2mm_r2,cube4,1548.989497386278,0.061717988322418
medium_2mm_r2,cube4,3479.787077916401,0.0582139125915777
medium_2mm_r2,cube4,7829.520925311901,0.0492800402931567
medium_3mm_r1,cube4,0.47004336393371826,0.5559788525131137
medium_3mm_r1,cube4,1.880173455734873,0.1008074605847456
medium_3mm_r1,cube4,4.230390275403463,0.0962019229208167
medium_3mm_r1,cube4,11.751084098342956,0.0883611709512989
medium_3mm_r1,cube4,47.00433639337182,0.0779813581810631
medium_3mm_r1,cube4,188.0173455734873,0.0719649567123704
medium_3mm_r1,cube4,333.20933403607586,0.0711828139517764
medium_3mm_r1,cube4,752.0693822939492,0.0676092649411475
medium_3mm_r1,cube4,1339.1021328542329,0.0774160728133696
medium_3mm_r1,cube4,3008.2775291757966,0.0910389052979129
medium_3mm_r1,cube4,6768.624440645542,0.1078546111436663
soft_1mm_r1,cube4,0.6926613369365556,0.4093419430833698
soft_1mm_r1,cube4,2.7706453477462225,0.2033367869718188
soft_1mm_r1,cube4,6.233952032429001,0.1407284522316179
soft_1mm_r1,cube4,17.31653342341389,0.1221923272776825
soft_1mm_r1,cube4,69.26613369365556,0.102033800361115
soft_1mm_r1,cube4,277.06453477462225,0.1001822252883486
soft_1mm_r1,cube4,491.02112805429056,0.100109468350311
soft_1mm_r1,cube4,1108.258139098489,0.1118842763117519
soft_1mm_r1,cube4,1973.316389098519,0.1334236449813541
soft_1mm_r1,cube4,4433.032556393956,0.1502816033801135
soft_1mm_r1,cube4,9974.3232518864,0.172085921367327
soft_2mm_r1,cube4,0.5459389030218897,0.3087060035236176
soft_2mm_r1,cube4,2.183755612087559,0.15484111893819
soft_2mm_r1,cube4,4.913450127197007,0.0854609919193575
soft_2mm_r1,cube4,13.648472575547242,0.0985419290001031
soft_2mm_r1,cube4,54.59389030218897,0.1116601575448624
soft_2mm_r1,cube4,218.37556120875587,0.1216844701236951
soft_2mm_r1,cube4,387.01097017500166,0.1291981902536385
soft_2mm_r1,cube4,873.5022448350235,0.1327474642020464
soft_2mm_r1,cube4,1555.3202226418462,0.1479252204683216
soft_2mm_r1,cube4,3494.008979340094,0.1545948940713497
soft_2mm_r1,cube4,7861.5202035152115,0.1665772598155381
soft_3mm_r1,cube4,0.44739749603718704,0.1510987161026833
soft_3mm_r1,cube4,1.7895899841487481,0.1063860176171614
soft_3mm_r1,cube4,4.026577464334683,0.0634214306170411
soft_3mm_r1,cube4,11.184937400929673,0.0581320160393532
soft_3mm_r1,cube4,44.73974960371869,0.0597311639797488
soft_3mm_r1,cube4,178.95899841487477,0.0537680594610178
soft_3mm_r1,cube4,317.15589058923655,0.0561669154240389
soft_3mm_r1,cube4,715.8359936594991,0.0526563078659952
soft_3mm_r1,cube4,1274.5865321088163,0.0498487920712993
soft_3mm_r1,cube4,2863.3439746379963,0.0472806973905927
soft_3mm_r1,cube4,6442.523942935493,0.0483916188254245
