principle,probe,measure,group_by,group,n_units,x_name,x,median,q1,q3
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,0.683761756600282,331.4228128908957,226.82317384432662,350.41785775129574
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,0.7329391264974552,361.4462574184397,254.08601385816524,367.4543836470131
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,0.7821164963946283,374.2145854114542,272.7212956047391,378.63740960438577
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,0.8312938662918016,383.2975428445188,301.4279069862913,392.66250211490456
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,0.8804712361889747,392.7248572732498,322.56328179771333,406.85977312325656
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,0.9296486060861479,413.41577499880316,341.23118063819913,415.42275248844317
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,0.9788259759833211,420.2353472664281,352.9634067497208,427.43903876313567
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.0280033458804942,427.05491953405306,374.04467394907164,439.4553250378282
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.0771807157776674,433.87449180167795,384.0014928189139,451.47161131252074
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.1263580856748405,456.6955993754073,400.86216813367264,460.098110541663
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.1755354555720137,463.79375592839557,409.8613679380609,471.57106057023236
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.224712825469187,470.8919124813838,425.4238107221189,483.0440105988018
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.2738901953663602,482.0427808377987,434.7901327189362,496.54331652908445
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.3230675652635333,491.6471128700527,443.383186553673,497.3121310243048
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.3722449351607064,496.81951285516374,449.7602743648383,511.1530414176094
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.4214223050578796,501.9919128402747,465.8031142618223,524.9939518109139
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.4705996749550527,507.1643128253857,472.6101370153144,538.8348622042184
9DTact,ball8,diameter_px,hardness,soft,3,depth_mm,1.519777044852226,525.8957896581857,486.19669819265107,559.4553110213676
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,0.9296486060861479,319.4561374723686,236.19827388443827,365.19651408535606
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,0.9788259759833211,343.03946655563976,255.12208781041323,375.44881095094723
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.0280033458804942,366.6227956389108,288.9291778646748,396.713461170038
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.0771807157776674,390.12478777848554,322.69559944708817,417.9374429172806
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.1263580856748405,377.90853620295076,308.97806910340256,414.73544107700104
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.1755354555720137,397.4690782644609,335.11207334918026,423.5849620923774
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.224712825469187,417.02962032597117,361.246077594958,442.00815536518996
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.2738901953663602,432.5968650657528,385.3834331798714,458.43469997713817
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.3230675652635333,426.61068997741654,378.7818212753599,461.6491147376291
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.3722449351607064,442.9139888161435,399.37538997692224,466.6293481214893
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.4214223050578796,459.2172876548704,419.96895867848457,482.44857443069145
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.4705996749550527,475.5205864935973,440.56252738004684,498.2678007398936
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.519777044852226,467.83120440739066,430.81128957046417,497.4391327754548
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.5689544147493992,482.7880137486536,445.94600728838344,502.57694306561467
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.6181317846465724,497.74482308991657,461.0807250063027,513.9210716001212
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.6673091545437455,509.6120018829685,481.7877777979082,523.7203848605222
9DTact,ball8,diameter_px,hardness,medium,3,depth_mm,1.7164865244409186,503.6824388778199,482.1471134846555,524.621327221823
9DTact,ball8,diameter_px,hardness,hard,3,depth_mm,0.5854070168059357,182.70572111258477,133.63418653035632,217.95404186510575
9DTact,ball8,diameter_px,hardness,hard,3,depth_mm,0.6345843867031088,233.67629031749655,175.79299740076567,259.62691146849295
9DTact,ball8,diameter_px,hardness,hard,3,depth_mm,0.683761756600282,266.149519925221,208.70313847258137,289.05124013912325
9DTact,ball8,diameter_px,hardness,hard,3,depth_mm,0.7329391264974552,292.6151913881045,275.7597303438012,308.5854618097451
9DTact,ball8,diameter_px,hardness,hard,3,depth_mm,0.7821164963946283,319.08086285098807,298.0412915521231,328.1196834803669
9DTact,ball8,diameter_px,hardness,hard,3,depth_mm,0.8312938662918016,353.08124957580134,324.0902103914099,354.14272576290375
9DTact,ball8,diameter_px,hardness,hard,3,depth_mm,0.8804712361889747,368.15665168471054,340.6766369227447,368.74295343654614
9DTact,ball8,diameter_px,hardness,hard,3,depth_mm,0.9296486060861479,377.19607280231844,367.1011138400813,380.64816721772206
9DTact,ball8,diameter_px,hardness,hard,3,depth_mm,0.9788259759833211,386.23549391992634,377.1814895158966,392.553380998898
9DTact,ball8,diameter_px,hardness,hard,3,depth_mm,1.0280033458804942,404.6085283106302,391.9286718282598,420.1555781198066
