sensor,probe,density_px_per_mm2,mae_mm
hard_1mm_r1,cyl4,0.16359452992262702,1.4765566869665836
hard_1mm_r1,cyl4,0.6543781196905081,0.6107546503321952
hard_1mm_r1,cyl4,2.6175124787620323,-0.1011877808093251
hard_1mm_r1,cyl4,5.889403077214571,0.0146200177620734
hard_1mm_r1,cyl4,16.3594529922627,0.0892036517052998
hard_1mm_r1,cyl4,65.4378119690508,0.0955089606206129
hard_1mm_r1,cyl4,261.7512478762032,0.1047324485679013
hard_1mm_r1,cyl4,463.88251425372886,0.1098711853621967
hard_1mm_r1,cyl4,1047.0049915048128,0.1125265159134247
hard_1mm_r1,cyl4,1864.2516903914163,0.0119636968867231
hard_1mm_r1,cyl4,4188.019966019251,-0.0151694340489823
hard_1mm_r1,cyl4,9423.044923543315,-0.0480370003638208
hard_2mm_r1,cyl4,0.5502079185820399,0.380840963199117
hard_2mm_r1,cyl4,2.2008316743281595,0.0552661013652278
hard_2mm_r1,cyl4,4.95187126723836,-0.0057102550770125
hard_2mm_r1,cyl4,13.755197964550996,-0.2061985794836851
hard_2mm_r1,cyl4,55.020791858203985,-0.176639545775576
hard_2mm_r1,cyl4,220.08316743281594,-0.0628738927574779
hard_2mm_r1,cyl4,390.03723528357153,-0.1618182690781733
hard_2mm_r1,cyl4,880.3326697312638,-0.0552896889732301
hard_2mm_r1,cyl4,1567.482181049137,-0.1916839863520252
hard_2mm_r1,cyl4,3521.330678925055,-0.195073020809394
hard_2mm_r1,cyl4,7922.994027581375,-0.1810099439060875
hard_3mm_r1,cyl4,0.10372006480064849,67.47047443068188
hard_3mm_r1,cyl4,0.41488025920259397,5.1257069610501045
hard_3mm_r1,cyl4,1.6595210368103759,2.1887188032853864
hard_3mm_r1,cyl4,3.733922332823346,1.0579532472093378
hard_3mm_r1,cyl4,10.37200648006485,1.1559526154194597
hard_3mm_r1,cyl4,41.4880259202594,1.236952975169066
hard_3mm_r1,cyl4,165.9521036810376,1.2386119677709573
hard_3mm_r1,cyl4,294.1047262462889,1.2670146146162198
hard_3mm_r1,cyl4,663.8084147241505,1.2784226398512564
hard_3mm_r1,cyl4,1181.9484809398402,1.0482399792278052
hard_3mm_r1,cyl4,2655.233658896602,1.009275945845535
hard_3mm_r1,cyl4,5974.275732517353,0.9731522022413656
medium_1mm_r1,cyl4,0.15358648869735508,1.7985086691307277
medium_1mm_r1,cyl4,0.6143459547894203,43.5414850250932
medium_1mm_r1,cyl4,2.4573838191576813,-0.3145396126652295
medium_1mm_r1,cyl4,5.529113593104783,-0.0416907340480654
medium_1mm_r1,cyl4,15.358648869735509,-0.3120280131633581
medium_1mm_r1,cyl4,61.434595478942036,-0.0628833272188638
medium_1mm_r1,cyl4,245.73838191576814,-0.0467711969347846
medium_1mm_r1,cyl4,435.50408785689393,-0.0358249504391046
medium_1mm_r1,cyl4,982.9535276630726,-0.0375832071917057
medium_1mm_r1,cyl4,1750.2044311062532,-0.0833769913743527
medium_1mm_r1,cyl4,3931.8141106522903,-0.1089443162867991
medium_1mm_r1,cyl4,8846.581748967654,-0.1408886906197262
medium_2mm_r2,cyl4,0.5437167309244376,2.880400027644604
medium_2mm_r2,cyl4,2.1748669236977505,2.239739734502101
medium_2mm_r2,cyl4,4.893450578319937,1.6274775802536174
medium_2mm_r2,cyl4,13.592918273110941,1.4115418087444276
medium_2mm_r2,cyl4,54.371673092443764,1.411283358570352
medium_2mm_r2,cyl4,217.48669236977506,1.421112287040895
medium_2mm_r2,cyl4,385.43569320798133,1.4214874593606952
medium_2mm_r2,cyl4,869.9467694791002,1.4311201113411238
medium_2mm_r2,cyl4,1548.989497386278,1.3117959246361617
medium_2mm_r2,cyl4,3479.787077916401,1.2783217722560574
medium_2mm_r2,cyl4,7829.520925311901,1.2367844596287174
medium_3mm_r1,cyl4,0.47004336393371826,1423.548175251709
medium_3mm_r1,cyl4,1.880173455734873,0.4044763724850293
medium_3mm_r1,cyl4,4.230390275403463,0.7760136400160826
medium_3mm_r1,cyl4,11.751084098342956,0.7705561885816206
medium_3mm_r1,cyl4,47.00433639337182,0.7691310375025981
medium_3mm_r1,cyl4,188.0173455734873,0.4228812041205172
medium_3mm_r1,cyl4,333.20933403607586,0.4324216270633281
medium_3mm_r1,cyl4,752.0693822939492,0.4642961012674753
medium_3mm_r1,cyl4,1339.1021328542329,0.2418925455231333
medium_3mm_r1,cyl4,3008.2775291757966,0.1261854511334466
medium_3mm_r1,cyl4,6768.624440645542,0.0144707326608193
soft_1mm_r1,cyl4,2.7706453477462225,-0.4539342489654094
soft_1mm_r1,cyl4,6.233952032429001,-0.1231575437966889
soft_1mm_r1,cyl4,17.31653342341389,-0.1468663396091716
soft_1mm_r1,cyl4,69.26613369365556,-0.0411742636629077
soft_1mm_r1,cyl4,277.06453477462225,-0.0347731593531586
soft_1mm_r1,cyl4,491.02112805429056,-0.0291094527533846
soft_1mm_r1,cyl4,1108.258139098489,-0.0268078698782567
soft_1mm_r1,cyl4,1973.316389098519,-0.1631257302204378
soft_1mm_r1,cyl4,4433.032556393956,-0.1900642640943846
soft_1mm_r1,cyl4,9974.3232518864,-0.2205334101613405
soft_2mm_r1,cyl4,0.5459389030218897,2.182010623603966
soft_2mm_r1,cyl4,2.183755612087559,-0.5278141428680878
soft_2mm_r1,cyl4,4.913450127197007,0.0061097607170124
soft_2mm_r1,cyl4,13.648472575547242,-0.0382743965373211
soft_2mm_r1,cyl4,54.59389030218897,-0.0727947623355995
soft_2mm_r1,cyl4,218.37556120875587,-0.0722124195408486
soft_2mm_r1,cyl4,387.01097017500166,-0.1344648840682571
soft_2mm_r1,cyl4,873.5022448350235,-0.1255119929297752
soft_2mm_r1,cyl4,1555.3202226418462,-0.1870192045904479
soft_2mm_r1,cyl4,3494.008979340094,-0.2124485338009298
soft_2mm_r1,cyl4,7861.5202035152115,-0.2458298480372756
soft_3mm_r1,cyl4,0.44739749603718704,2.1154059539926457
soft_3mm_r1,cyl4,1.7895899841487481,0.9338226391522816
soft_3mm_r1,cyl4,4.026577464334683,0.6007929961596234
soft_3mm_r1,cyl4,11.184937400929673,0.3869923064982066
soft_3mm_r1,cyl4,44.73974960371869,0.6006582853399358
soft_3mm_r1,cyl4,178.95899841487477,0.6141963609794381
soft_3mm_r1,cyl4,317.15589058923655,0.4988922711602521
soft_3mm_r1,cyl4,715.8359936594991,0.6303588366850619
soft_3mm_r1,cyl4,1274.5865321088163,0.4407066236370944
soft_3mm_r1,cyl4,2863.3439746379963,0.4002067060043552
soft_3mm_r1,cyl4,6442.523942935493,0.3549846968294607
hard_1mm_r1,cube4,0.16359452992262702,-0.952208198628982
hard_1mm_r1,cube4,0.6543781196905081,0.2160546691706528
hard_1mm_r1,cube4,2.6175124787620323,-0.2626933307947339
hard_1mm_r1,cube4,5.889403077214571,-0.2548184455587261
hard_1mm_r1,cube4,16.3594529922627,0.1235546092073534
hard_1mm_r1,cube4,65.4378119690508,0.1469098421333603
hard_1mm_r1,cube4,261.7512478762032,0.2655866235849906
hard_1mm_r1,cube4,463.88251425372886,0.2946167598688491
hard_1mm_r1,cube4,1047.0049915048128,0.3573001471085151
hard_1mm_r1,cube4,1864.2516903914163,0.1691355808260697
hard_1mm_r1,cube4,4188.019966019251,0.1646047368047254
hard_1mm_r1,cube4,9423.044923543315,0.1331674438466983
hard_2mm_r1,cube4,0.5502079185820399,-0.174923341712462
hard_2mm_r1,cube4,2.2008316743281595,0.4227448861449661
hard_2mm_r1,cube4,4.95187126723836,0.3032112405734795
hard_2mm_r1,cube4,13.755197964550996,0.398838157030668
hard_2mm_r1,cube4,55.020791858203985,0.5039092455979128
hard_2mm_r1,cube4,220.08316743281594,0.66800773220855
hard_2mm_r1,cube4,390.03723528357153,0.7215842993241806
hard_2mm_r1,cube4,880.3326697312638,0.7500797291489452
hard_2mm_r1,cube4,1567.482181049137,0.5390681303273324
hard_2mm_r1,cube4,3521.330678925055,0.5323768701860709
hard_2mm_r1,cube4,7922.994027581375,0.5315968172095404
hard_3mm_r1,cube4,0.10372006480064849,1.1508356370707302
hard_3mm_r1,cube4,0.41488025920259397,1.3402110442764004
hard_3mm_r1,cube4,1.6595210368103759,1.272000092450587
hard_3mm_r1,cube4,3.733922332823346,0.4658003509366439
hard_3mm_r1,cube4,10.37200648006485,0.4488850270306708
hard_3mm_r1,cube4,41.4880259202594,0.6568566966677682
hard_3mm_r1,cube4,165.9521036810376,0.8726795933201572
hard_3mm_r1,cube4,294.1047262462889,0.9119384911824726
hard_3mm_r1,cube4,663.8084147241505,0.9756453050782
hard_3mm_r1,cube4,1181.9484809398402,0.8807569362933512
hard_3mm_r1,cube4,2655.233658896602,0.8704488063675422
hard_3mm_r1,cube4,5974.275732517353,0.9300106979594328
medium_1mm_r1,cube4,0.15358648869735508,-1.4306027449725556
medium_1mm_r1,cube4,0.6143459547894203,0.288272312604267
medium_1mm_r1,cube4,2.4573838191576813,-0.7273711298546384
medium_1mm_r1,cube4,5.529113593104783,-0.0876200018087351
medium_1mm_r1,cube4,15.358648869735509,0.1993968388591049
medium_1mm_r1,cube4,61.434595478942036,0.4025324581723781
medium_1mm_r1,cube4,245.73838191576814,0.4858419656762258
medium_1mm_r1,cube4,435.50408785689393,0.5546713060216337
medium_1mm_r1,cube4,982.9535276630726,0.6006235156537478
medium_1mm_r1,cube4,1750.2044311062532,0.4510223615266939
medium_1mm_r1,cube4,3931.8141106522903,0.4578428244017596
medium_1mm_r1,cube4,8846.581748967654,0.4549113021534028
medium_2mm_r2,cube4,0.5437167309244376,1.937564966082351
medium_2mm_r2,cube4,2.1748669236977505,2.2203061549434158
medium_2mm_r2,cube4,4.893450578319937,1.8311629355235688
medium_2mm_r2,cube4,13.592918273110941,1.7218654962995332
medium_2mm_r2,cube4,54.371673092443764,1.8370076455036788
medium_2mm_r2,cube4,217.48669236977506,1.9900494140507488
medium_2mm_r2,cube4,385.43569320798133,2.041096694465562
