principle,probe,measure,group_by,group,n_units,x_name,x,median,q1,q3
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.2847311739391742,135.0364930306809,80.74344904460094,145.9403580053434
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.29782302651527537,141.4256968259607,88.68818457854798,151.99278775984448
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.3109148790913766,147.81490062124053,96.63292011249504,158.04521751434555
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.3240067316674778,154.2041044165203,104.57765564644207,164.09764726884657
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.33709858424357897,160.5933082118001,112.5223911803891,170.15007702334765
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.3501904368196802,166.9825120070799,120.46712671433616,176.2025067778487
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.3632822893957814,173.3717158023597,128.4118622482832,182.25493653234975
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.37637414197188257,179.7609195976395,136.35659778223024,188.30736628685082
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.38946599454798375,185.26273037758048,143.63378672776363,193.47910956039456
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.40255784712408493,189.61424452577342,149.95903459785688,197.7048910466338
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.41564969970018617,193.9657586739664,156.28428246795016,201.93067253287307
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.42874155227628735,198.31727282215934,162.60953033804338,206.15645401911235
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.44183340485238853,202.66878697035227,168.93477820813666,210.3822355053516
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.4549252574284897,207.02030111854523,175.26002607822988,214.60801699159083
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.46801711000459095,211.3718152667382,181.58527394832316,218.8337984778301
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.48110896258069213,215.72332941493113,187.9105218184164,223.05957996406937
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.4942008151567933,219.9198050452868,192.8992484125287,226.9626705374179
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.5072926677328945,223.94900206324866,197.41165522666023,230.6165376583454
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.5203845203089956,227.9781990812105,201.92406204079174,234.27040477927295
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.5334763728850969,232.00739609917235,206.4364688549233,237.9242719002005
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.5465682254611981,236.03659311713423,210.94887566905487,241.57813902112804
9DTact,ball4,diameter_px,hardness,soft,3,depth_mm,0.5596600780372992,240.06579013509605,215.46128248318638,245.23200614205552
