probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,rung_depth_mm,surface_offset_mm,force_wanted_N,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,2,1,1.0451659233129131,-0.4666472402490933,960.0,540.0,0.15,0.3187256472270086,0.3,0.0,0.0,0.4796804709067999,ball4_x+1.05_y-0.47_d0.15.png,1789059916.2066605,-0.006012105546236768,0.009874505428670587,-0.4796804709067999,39.06255722045898,362.8619079589843,36.4906768798828,61985,140.46507856083755,"[922.273630717109, 584.9376784705977]",12
ball4,2,1,1.0451659233129131,-0.4666472402490933,960.0,540.0,0.3,0.4242445235290937,0.44999999999999996,0.0,0.0,0.8258118187821566,ball4_x+1.05_y-0.47_d0.30.png,1789059917.7668483,-0.00042509698237900293,0.017581906075905353,-0.8258118187821566,39.0638847351074,362.8543395996093,36.33433532714843,90469,169.69731021192223,"[911.4819551448562, 588.142501851463]",12
ball4,0,0,-5.7355041780098315,0.20358175715880833,416.0189930142701,301.4008036017343,0.15,0.25187922332253976,0.3,0.0,0.4796804709067999,0.5327502239374127,ball4_x-5.74_y+0.20_d0.15.png,1789059922.4470203,-0.014253759327506188,0.015987192037501607,-0.5327502239374127,32.86369323730468,360.0472717285156,36.50943374633789,13597,65.78798919590871,"[355.2668235640215, 235.80355960873723]",12
ball4,0,0,-5.7355041780098315,0.20358175715880833,416.0189930142701,301.4008036017343,0.3,0.46486428127093404,0.44999999999999996,0.0,0.8258118187821566,1.2283165666217541,ball4_x-5.74_y+0.20_d0.30.png,1789059923.6191664,-0.024403807680250723,0.006462072434234578,-1.2283165666217541,32.86093139648437,360.047637939453,36.36692428588867,39671,112.3729126382206,"[282.3369967986691, 244.03085377227697]",12
ball4,1,0,-3.015452277083763,-1.3245931414270085,688.009496507135,301.4008036017343,0.15,0.27633326562924765,0.3,0.0,0.4796804709067999,0.4220179188678458,ball4_x-3.02_y-1.32_d0.15.png,1789059926.7392685,-0.013239761242871139,0.016189150711207034,-0.4220179188678458,35.9707679748535,360.0857543945312,36.51260375976562,19814,79.41657311194955,"[591.0566770970021, 363.5273543958817]",12
ball4,1,0,-3.015452277083763,-1.3245931414270085,688.009496507135,301.4008036017343,0.3,0.48830259133216813,0.44999999999999996,0.0,0.8258118187821566,1.0685457859656027,ball4_x-3.02_y-1.32_d0.30.png,1789059927.9113302,-0.01138718832103507,0.005365419378287051,-1.0685457859656027,35.9814987182617,360.0813903808593,36.36098861694336,34880,105.36910756996387,"[598.0653096330275, 387.5563360091743]",12
ball4,2,0,-0.29540037615769366,-2.8527680400128257,960.0,301.4008036017343,0.15,0.3034815697239317,0.3,0.0,0.4796804709067999,0.3416100103345457,ball4_x-0.30_y-2.85_d0.15.png,1789059930.8394947,0.009764804950414785,0.00792194989540924,-0.3416100103345457,39.11172103881836,360.0940551757812,36.4917640686035,52255,128.9700860763223,"[937.5962682996842, 316.68961821835234]",12
ball4,2,0,-0.29540037615769366,-2.8527680400128257,960.0,301.4008036017343,0.3,0.5075083762598389,0.44999999999999996,0.0,0.8258118187821566,0.970351175961585,ball4_x-0.30_y-2.85_d0.30.png,1789059932.2036633,0.015119646783094253,0.021508166502419178,-0.970351175961585,39.10583114624023,360.1196899414062,36.3575859069824,78611,158.18551913115806,"[940.2311381358843, 323.6054877816082]",12
ball4,3,0,2.4246515247683753,-4.3809429385986425,1231.990503492865,301.4008036017343,0.15,0.3260147951988728,0.3,0.0,0.4796804709067999,0.2997595091837411,ball4_x+2.42_y-4.38_d0.15.png,1789059935.9118981,0.004966931118019246,0.016928152423733956,-0.2997595091837411,42.22440338134765,360.1513671875,36.49468612670898,26142,91.22092437931472,"[1230.783184148114, 344.58407925942925]",12
ball4,3,0,2.4246515247683753,-4.3809429385986425,1231.990503492865,301.4008036017343,0.3,0.5395190103540912,0.44999999999999996,0.0,0.8258118187821566,0.8646632577078861,ball4_x+2.42_y-4.38_d0.30.png,1789059937.080014,0.005026401142519532,-0.0001559964179477902,-0.8646632577078861,42.22830581665039,360.1534729003906,36.35025787353515,77795,157.36237668409814,"[1256.5647406645671, 303.12540651712834]",12
