t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788793589.176518,2026-09-08T00:06:29.176510,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788793769.259593,2026-09-08T00:09:29.259585,between normal and shear blocks,-0.02584,-0.01648,-0.05148,0.00119,0.00061,-0.0006
1788793974.181656,2026-09-08T00:12:54.181648,end of collect,-0.03638,-0.02654,-0.12071,0.00248,0.00083,-0.00064
