t,x,y,z,rx,ry,rz
1788792923.629413,37.8777,362.851,43.4186,-179.6317,-0.6496,-123.8925
1788792923.649488,37.8792,362.8503,43.419,-179.6316,-0.6498,-123.8927
1788792923.669555,37.8776,362.8518,43.4181,-179.6316,-0.6498,-123.8925
1788792923.689617,37.8777,362.851,43.4186,-179.6317,-0.6496,-123.8925
1788792923.709680,37.8783,362.8507,43.4173,-179.6314,-0.6496,-123.8925
1788792923.729740,37.8791,362.8508,43.4186,-179.6317,-0.6496,-123.8927
1788792923.749813,37.8779,362.8501,43.4177,-179.6314,-0.6499,-123.8925
1788792923.769876,37.8772,362.854,43.4181,-179.6319,-0.6495,-123.8923
1788792923.796691,37.8773,362.8505,43.4173,-179.6317,-0.6499,-123.8923
1788792923.816989,37.8775,362.8523,43.4177,-179.6317,-0.6496,-123.8925
1788792923.837175,37.8797,362.8504,43.419,-179.6314,-0.6496,-123.8927
1788792923.857358,37.8788,362.8526,43.419,-179.6319,-0.6495,-123.8925
1788792923.877522,37.8778,362.8505,43.419,-179.6316,-0.6498,-123.8925
1788792923.897708,37.8797,362.8505,43.4173,-179.6314,-0.6496,-123.8927
1788792923.917821,37.8777,362.851,43.4186,-179.6317,-0.6496,-123.8925
1788792923.937902,37.8793,362.8499,43.4177,-179.6314,-0.6499,-123.8925
1788792923.957981,37.8794,362.8523,43.4177,-179.6316,-0.6495,-123.8925
1788792923.978070,37.8775,362.8523,43.4177,-179.6317,-0.6496,-123.8925
1788792923.998157,37.8778,362.8506,43.4173,-179.6316,-0.6498,-123.8923
1788792924.018241,37.8775,362.8523,43.4177,-179.6317,-0.6496,-123.8925
1788792924.038317,37.8778,362.8505,43.419,-179.6316,-0.6498,-123.8923
1788792924.058471,37.8783,362.8511,43.4186,-179.6316,-0.6495,-123.8925
1788792924.078656,37.8793,362.8499,43.4177,-179.6314,-0.6499,-123.8927
1788792924.098854,37.8788,362.8527,43.4173,-179.6319,-0.6495,-123.8925
1788792924.118999,37.8791,362.8508,43.4186,-179.6317,-0.6496,-123.8927
1788792924.139074,37.8778,362.8506,43.4173,-179.6316,-0.6498,-123.8923
1788792924.159223,37.8774,362.8527,43.419,-179.6319,-0.6495,-123.8925
1788792924.179368,37.8762,362.852,43.4181,-179.6316,-0.6498,-123.8923
1788792924.199449,37.8777,362.8511,43.4169,-179.6317,-0.6496,-123.8925
1788792924.219477,37.8793,362.8499,43.4177,-179.6314,-0.6499,-123.8927
1788792924.239552,37.8792,362.8504,43.4173,-179.6316,-0.6498,-123.8925
1788792924.279765,37.8788,362.8526,43.419,-179.6319,-0.6495,-123.8925
1788792924.299833,37.8791,362.8508,43.4186,-179.6317,-0.6496,-123.8927
1788792924.319906,37.8781,362.8519,43.4181,-179.6314,-0.6496,-123.8925
1788792924.340060,37.8775,362.8523,43.4177,-179.6317,-0.6496,-123.8923
1788792924.360131,37.8777,362.8511,43.4169,-179.6317,-0.6496,-123.8925
1788792924.380281,37.8778,362.8506,43.4173,-179.6316,-0.6498,-123.8923
1788792924.400436,37.8791,362.8508,43.4186,-179.6317,-0.6496,-123.8927
1788792924.420592,37.8779,362.8501,43.4177,-179.6314,-0.6499,-123.8923
1788792924.440775,37.8775,362.8523,43.4177,-179.6317,-0.6496,-123.8925
1788792924.460841,37.8779,362.8501,43.4177,-179.6314,-0.6499,-123.8925
1788792924.480915,37.8788,362.8526,43.419,-179.6319,-0.6495,-123.8927
1788792924.500995,37.8777,362.851,43.4186,-179.6317,-0.6496,-123.8923
1788792924.521177,37.8791,362.8508,43.4186,-179.6317,-0.6496,-123.8927
1788792924.541342,37.8775,362.8523,43.4177,-179.6317,-0.6496,-123.8923
1788792924.561493,37.8789,362.8522,43.4177,-179.6317,-0.6496,-123.8927
1788792924.581627,37.8784,362.8521,43.4177,-179.6319,-0.6498,-123.8927
1788792924.601831,37.8777,362.851,43.4186,-179.6317,-0.6496,-123.8925
1788792924.621906,37.8791,362.8508,43.4186,-179.6317,-0.6496,-123.8927
1788792924.642101,37.8782,362.8512,43.4169,-179.6316,-0.6495,-123.8925
1788792924.662280,37.878,362.8524,43.4177,-179.6316,-0.6495,-123.8925
1788792924.682493,37.8783,362.8507,43.4173,-179.6314,-0.6496,-123.8925
1788792924.702676,37.8781,362.8488,43.4168,-179.6314,-0.6499,-123.8925
1788792924.722831,37.8791,362.8508,43.4186,-179.6317,-0.6496,-123.8927
1788792924.742997,37.8792,362.8503,43.419,-179.6316,-0.6498,-123.8925
1788792924.763064,37.8774,362.8531,43.4204,-179.632,-0.6493,-123.8925
1788792924.783225,37.8793,362.8499,43.4177,-179.6314,-0.6499,-123.8927
1788792924.803380,37.8778,362.8506,43.4173,-179.6316,-0.6498,-123.8923
1788792924.823565,37.8798,362.85,43.4176,-179.6313,-0.6498,-123.8927
1788792924.843732,37.8777,362.8514,43.4168,-179.6314,-0.6499,-123.8923
1788792924.863893,37.8789,362.8522,43.4177,-179.6317,-0.6496,-123.8927
1788792924.883965,37.8779,362.8501,43.4177,-179.6314,-0.6499,-123.8925
1788792924.904040,37.8792,362.8504,43.4173,-179.6316,-0.6498,-123.8927
1788792924.924178,37.8789,362.8522,43.4177,-179.6317,-0.6496,-123.8925
1788792924.944326,37.8792,362.8504,43.4173,-179.6316,-0.6498,-123.8925
