t,Fx,Fy,Fz,Tx,Ty,Tz
1788792927.043465,-0.00021,0.00298,-0.01832,0.00013,9e-05,7e-05
1788792927.056192,0.00155,-0.00061,-0.02077,-4e-05,-1e-05,0.00017
1788792927.075733,-0.00117,-0.00027,-0.02933,0.00015,4e-05,0.00014
1788792927.096119,0.00191,0.00154,-0.01576,-6e-05,7e-05,0.0002
1788792927.116473,-0.00163,0.00392,-0.01444,-0.0001,0.0001,0.00016
1788792927.135742,0.00048,0.00016,-0.00745,-0.00018,-0.00023,0.00015
1788792927.156614,-0.00107,-0.0019,-0.02075,-0.00026,-0.0001,0.00041
1788792927.176289,-0.00087,-0.00277,-0.03595,-1e-05,0.00015,0.00028
1788792927.196645,-0.00132,-0.00369,-0.03703,2e-05,-0.00014,0.0002
1788792927.215896,0.00401,-0.00235,-0.01105,-1e-05,-0.00011,0.00016
1788792927.236226,0.00661,-0.00169,-0.01989,-7e-05,-8e-05,0.00021
1788792927.256527,-0.00052,0.00059,-0.01807,-4e-05,-5e-05,0.00018
1788792927.275774,0.00163,-0.00186,-0.02441,9e-05,-1e-05,0.00023
1788792927.296109,0.00244,-0.00192,-0.03688,0.00013,-9e-05,0.00024
1788792927.316399,0.00025,0.00277,-0.04076,-0.00017,-7e-05,0.00046
1788792927.335685,0.00193,-0.00033,-0.0122,-0.00026,-0.00016,0.00023
1788792927.355969,0.00047,0.00312,-0.01981,-0.00027,-0.00014,0.00026
1788792927.376284,0.00327,-0.00235,-0.01898,-0.00015,3e-05,0.00015
1788792927.396589,-0.0003,0.00137,-0.02673,9e-05,-0.0,0.00012
1788792927.415867,0.00188,0.00717,-0.03677,0.00022,0.00016,0.00022
1788792927.436217,-0.00252,-3e-05,-0.01997,0.0,-2e-05,0.00011
1788792927.456535,0.00135,0.00384,-0.01008,-0.00013,-2e-05,0.00023
1788792927.475775,0.00069,-0.00046,-0.02698,3e-05,5e-05,0.00026
1788792927.496141,-0.00203,-0.00088,-0.02498,7e-05,7e-05,0.00025
1788792927.516565,4e-05,0.00482,-0.04792,-2e-05,4e-05,0.00039
1788792927.535894,0.00237,-0.00161,-0.0453,-1e-05,0.0,0.00041
1788792927.556300,0.00285,0.00291,-0.03572,-0.00012,-9e-05,0.00045
1788792927.576678,-0.00197,0.00235,-0.03915,-0.00012,2e-05,0.00043
1788792927.596056,-0.0011,0.00328,-0.04161,1e-05,4e-05,0.00035
1788792927.616447,0.00211,9e-05,-0.01942,8e-05,-1e-05,0.00011
1788792927.635746,0.00241,-0.0012,-0.02677,9e-05,-5e-05,0.00011
1788792927.656137,0.0018,-0.00412,-0.01416,-2e-05,-2e-05,0.00018
1788792927.676481,-0.00073,0.00193,-0.01472,1e-05,0.0001,9e-05
1788792927.695804,-0.00154,-0.00115,-0.02936,-2e-05,3e-05,0.00015
1788792927.716163,-0.00302,0.00614,-0.01336,-1e-05,6e-05,0.00023
1788792927.736534,0.00242,-0.00041,-0.01387,5e-05,1e-05,0.00012
1788792927.755794,-0.00341,0.00026,-0.00038,-0.00011,4e-05,6e-05
1788792927.776272,-0.00079,0.0008,-0.02495,0.00015,0.00019,0.00014
1788792927.795806,0.00448,-0.00309,-0.02961,-6e-05,2e-05,0.00027
1788792927.815803,0.00325,0.00216,-0.03771,0.0,-1e-05,0.00034
1788792927.836149,0.00064,-0.00071,-0.02194,-0.00011,7e-05,0.0002
1788792927.856212,-0.00171,-4e-05,-0.01738,5e-05,9e-05,0.00018
1788792927.876409,0.00062,-0.00076,0.00721,-0.00024,7e-05,6e-05
1788792927.896285,-0.00012,0.00094,-0.04009,4e-05,9e-05,0.00032
1788792927.916198,0.00088,0.00193,-0.0273,0.00012,0.00024,0.00011
1788792927.936087,-0.00303,0.00439,-0.01603,0.00015,0.00024,0.0001
1788792927.956414,-0.00235,0.00477,-0.02663,5e-05,2e-05,0.00024
1788792927.975814,-0.0015,0.00402,-0.02123,0.00016,0.00013,0.00011
1788792927.996633,-0.00221,-0.00112,-0.00932,0.00011,7e-05,-1e-05
1788792928.016729,0.00207,0.002,-0.02407,5e-05,6e-05,0.00017
1788792928.036324,0.00181,-0.0022,-0.01954,-7e-05,-4e-05,0.00013
1788792928.056188,0.00239,-0.00262,-0.03296,0.00017,7e-05,0.00021
1788792928.076055,0.00361,0.00102,-0.019,-9e-05,-6e-05,0.00021
1788792928.095957,0.00182,0.00362,-0.02447,-0.00017,-2e-05,0.00026
1788792928.115939,0.00298,0.00241,-0.0422,7e-05,-0.0,0.00034
1788792928.135972,0.00314,0.00135,-0.05723,0.0001,3e-05,0.00033
1788792928.155853,-0.00111,0.00177,-0.01361,-0.00017,-6e-05,0.00026
1788792928.176692,0.00229,-0.00018,-0.02334,-2e-05,-6e-05,0.00017
1788792928.196582,0.00294,0.00497,-0.01112,-5e-05,0.00012,0.00018
1788792928.215885,0.00065,0.00147,-0.025,1e-05,-0.0,0.00018
1788792928.236023,0.00761,6e-05,-0.02309,-0.00012,-0.00016,0.00016
1788792928.256037,0.00416,-0.00129,-0.01771,-0.00016,-1e-05,0.00017
1788792928.275966,0.00128,0.00373,-0.00942,-0.00013,1e-05,0.00015
1788792928.296586,0.00367,-0.00392,-0.01777,0.00019,0.00012,7e-05
1788792928.315914,0.00097,0.00223,-0.00418,-1e-05,4e-05,3e-05
1788792928.336295,8e-05,0.00013,-0.02738,3e-05,0.0001,0.00017
1788792928.356028,0.00201,-0.00359,-0.04058,0.00021,3e-05,0.00021
1788792928.376750,0.00326,0.00098,-0.056,-2e-05,1e-05,0.0005
1788792928.396157,-0.00139,0.00132,-0.05345,0.00015,0.0002,0.00039
1788792928.416569,-0.00102,0.00165,-0.05332,0.0001,0.0002,0.00037
1788792928.435895,0.00071,0.00112,-0.0352,-2e-05,0.00021,0.00039
1788792928.456250,-0.0005,0.0042,-0.02191,-2e-05,2e-05,0.00026
1788792928.476627,-0.00067,-0.00141,-0.02714,2e-05,4e-05,0.00029
1788792928.495934,0.00222,0.00153,-0.01048,-3e-05,5e-05,0.0002
1788792928.516327,0.00607,-0.00184,-0.02932,-0.00018,-0.00023,0.00029
1788792928.536680,0.00408,-0.00235,-0.02611,-5e-05,4e-05,0.00025
1788792928.555991,0.00524,-0.00011,-0.04229,0.00016,8e-05,0.00024
1788792928.576360,0.00106,-0.0001,-0.04343,0.00013,-4e-05,0.00029
1788792928.595706,0.00114,0.00233,-0.07177,0.00016,9e-05,0.00047
1788792928.616137,0.00023,-0.00338,-0.0362,7e-05,-1e-05,0.00023
1788792928.636529,0.00289,-0.00208,-0.03461,0.0001,3e-05,0.0002
1788792928.655799,0.00309,-0.00241,-0.02202,-0.00018,-4e-05,0.00033
1788792928.676276,5e-05,0.00675,-0.03388,5e-05,9e-05,0.00032
1788792928.696695,0.00454,0.00398,-0.01879,0.00014,-1e-05,0.0001
1788792928.715993,-0.0034,0.00367,-0.02965,4e-05,0.0001,0.00018
1788792928.736400,0.00087,-0.0023,-0.03688,-3e-05,4e-05,0.00034
1788792928.755828,-0.0,-0.00188,-0.03767,-3e-05,0.0001,0.00022
1788792928.776261,0.00216,0.0098,-0.03629,-2e-05,5e-05,0.0003
1788792928.796608,-0.00014,-0.00142,-0.01292,-0.00019,-9e-05,0.00028
1788792928.815934,0.00116,-0.00153,-0.01627,6e-05,2e-05,0.00016
1788792928.836291,0.00361,-0.00055,-0.01251,-5e-05,-0.00011,4e-05
1788792928.856636,0.00244,0.00529,-0.05648,9e-05,0.00017,0.00025
1788792928.875969,0.00071,0.0001,-0.05033,3e-05,8e-05,3e-05
1788792928.896293,0.00116,0.01089,-0.04365,0.0001,0.00023,9e-05
1788792928.916656,0.00019,-0.00882,-0.05052,-5e-05,2e-05,0.00018
1788792928.935899,0.00423,0.00383,-0.06708,-0.0,0.00017,0.00018
1788792928.956218,0.00329,0.00348,-0.04547,2e-05,5e-05,0.00014
1788792928.976617,0.00196,0.01236,-0.04364,-0.00022,0.0001,0.00027
1788792928.995843,0.00091,0.00218,-0.0484,-0.00017,-7e-05,0.00028
1788792929.016162,0.00609,0.00707,-0.02949,-9e-05,-0.00012,0.0001
1788792929.036112,0.0007,0.00191,-0.04473,-4e-05,0.00012,0.00017
1788792929.055796,0.00164,0.00272,-0.04828,-2e-05,2e-05,0.00013
1788792929.076144,0.0013,0.00492,-0.05959,8e-05,2e-05,0.00023
1788792929.096500,0.00247,0.0019,-0.04265,0.00026,0.0002,9e-05
1788792929.115803,0.00227,0.00087,-0.04667,-9e-05,-3e-05,0.0002
1788792929.136213,0.00344,0.00141,-0.04106,-2e-05,-5e-05,0.00013
1788792929.156538,0.00316,0.00404,-0.06463,-4e-05,-5e-05,0.00035
1788792929.175798,0.00074,0.00421,-0.05806,1e-05,8e-05,0.00021
1788792929.196086,0.00272,0.00468,-0.0639,-4e-05,6e-05,0.00027
1788792929.216413,0.00542,0.00072,-0.06726,8e-05,9e-05,0.00019
1788792929.235722,0.00264,0.00133,-0.06444,6e-05,4e-05,0.00025
1788792929.256036,-0.00122,0.00093,-0.05665,3e-05,0.00013,0.00021
1788792929.275904,0.00187,0.00792,-0.0623,0.0,9e-05,0.00023
1788792929.296400,0.00309,-0.00183,-0.05796,6e-05,3e-05,0.0001
1788792929.315724,0.0065,0.00528,-0.06403,-0.00019,1e-05,0.0003
1788792929.336103,0.00445,0.00426,-0.06472,-0.00023,-7e-05,0.00031
1788792929.356515,0.00574,0.00304,-0.04736,-1e-05,4e-05,0.00019
1788792929.375854,0.00411,-0.00087,-0.04908,6e-05,0.00011,7e-05
1788792929.396339,0.00162,0.00519,-0.04365,-1e-05,0.00011,-1e-05
1788792929.416719,0.00637,0.00069,-0.03295,-0.00018,-0.00018,-3e-05
