t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788789979.835506,2026-09-07T23:06:19.835498,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788790236.278263,2026-09-07T23:10:36.278252,between normal and shear blocks,-0.03369,0.00467,-0.02982,0.00011,0.00065,0.00104
1788790662.119758,2026-09-07T23:17:42.119749,end of collect,-0.10362,-0.05627,-0.09594,4e-05,0.00113,0.00166
