t,Fx,Fy,Fz,Tx,Ty,Tz
1788789979.844327,-0.0013,0.00224,-0.02247,-7e-05,2e-05,0.00013
1788789979.864071,-0.00198,0.00285,-0.02515,0.00021,8e-05,0.0001
1788789979.884729,0.00479,0.00039,-0.031,2e-05,8e-05,0.00023
1788789979.904003,0.00038,-0.00402,-0.02243,-0.00016,-0.00014,0.00034
1788789979.924345,0.00027,-0.00251,-0.01164,-4e-05,-1e-05,0.00013
1788789979.945031,0.0039,-0.00079,0.00977,-0.00031,-0.00026,6e-05
1788789979.964357,-0.00325,-0.00047,-0.00715,3e-05,-3e-05,6e-05
1788789979.984765,0.00156,0.00063,0.01505,-3e-05,0.0,-8e-05
1788789980.004122,-0.0029,0.00125,0.00861,9e-05,0.00021,-4e-05
1788789980.024509,0.00368,0.00074,-0.00084,-2e-05,4e-05,0.00011
1788789980.044838,-0.00439,-0.00212,-0.02014,0.00037,0.00025,-0.0
1788789980.064104,-0.0029,-0.00032,-0.034,0.00012,-4e-05,0.00012
1788789980.084447,0.00047,0.00148,-0.01014,5e-05,-5e-05,4e-05
1788789980.104797,0.00081,-0.00105,-0.00033,5e-05,-8e-05,-4e-05
1788789980.124079,0.00127,0.00066,-0.00455,0.00018,0.00017,1e-05
1788789980.144463,-0.00099,-0.00147,6e-05,0.0001,7e-05,3e-05
1788789980.164797,0.00087,-0.00184,0.02312,-0.00025,-0.00011,4e-05
1788789980.184120,2e-05,0.00071,-0.01156,-6e-05,3e-05,6e-05
1788789980.204529,0.00218,0.00142,-0.01988,-6e-05,0.00011,0.0002
1788789980.224864,-0.00175,0.00045,-0.00527,-9e-05,-0.00012,7e-05
1788789980.244197,0.00036,-0.00097,0.00145,-5e-05,1e-05,-5e-05
1788789980.264531,-0.00027,-0.00262,-0.00425,-0.0001,-0.0,4e-05
1788789980.284847,0.00163,0.00164,-0.01896,-5e-05,-0.00011,0.00013
1788789980.304173,-0.00347,0.00067,-0.01622,0.00013,7e-05,4e-05
1788789980.324029,-0.00431,0.00511,-0.00573,-2e-05,0.00012,0.0001
1788789980.344472,-0.00037,-0.00147,-0.0007,-0.00015,-0.00016,0.0001
1788789980.364781,-0.00101,0.00294,-0.01032,8e-05,1e-05,3e-05
1788789980.384039,-0.00181,0.00168,-0.03007,-3e-05,1e-05,0.00027
1788789980.404433,0.00304,-0.00161,-0.01549,-8e-05,-0.00014,9e-05
1788789980.424799,-0.00305,0.00289,-0.01104,5e-05,1e-05,7e-05
1788789980.444119,-0.00215,0.00166,-0.00853,5e-05,0.0001,2e-05
1788789980.464809,0.00219,-0.00377,-0.01791,-9e-05,-5e-05,0.00015
1788789980.484601,-0.0042,0.00646,-0.03404,6e-05,0.00011,0.00031
1788789980.505048,-0.00012,-0.00259,-0.02418,-0.00013,-0.00014,0.00022
1788789980.524442,-0.00267,-0.00077,-0.00012,2e-05,8e-05,1e-05
1788789980.544796,-0.00381,0.00146,0.00259,-0.00016,1e-05,9e-05
1788789980.564176,0.00079,0.00309,-0.00952,-0.00011,0.0,0.00024
1788789980.584567,0.00045,0.00396,-0.04328,-0.00027,-0.00014,0.00059
1788789980.604870,-0.00287,-0.00373,-0.03451,0.00019,1e-05,0.00023
1788789980.624232,-0.00077,0.00656,-0.0289,4e-05,0.00013,0.00029
1788789980.644612,-0.00053,-0.00071,-0.01186,-0.00016,-0.00012,0.00017
1788789980.664992,-0.00107,0.00304,-0.01427,-9e-05,-4e-05,0.0003
1788789980.684273,-0.00036,0.00403,-0.0333,-0.00018,6e-05,0.00039
1788789980.704617,-0.00246,0.00192,-0.03172,8e-05,-6e-05,0.00017
1788789980.724978,-0.00406,0.00437,-0.0251,-2e-05,2e-05,0.00036
1788789980.744301,-0.00403,0.00037,-0.04305,1e-05,0.00011,0.00037
1788789980.764617,-0.00312,0.0002,-0.04062,7e-05,0.00017,0.00034
1788789980.784967,-0.00145,0.00083,-0.05394,0.00015,1e-05,0.00028
1788789980.804274,-0.00284,-0.00019,-0.03673,0.0001,9e-05,0.00019
1788789980.824630,-0.00082,0.00047,-0.01753,-0.00012,-0.00014,0.00025
1788789980.844989,-0.0015,0.00418,-0.02072,-0.00013,-3e-05,0.00024
1788789980.864246,-0.00093,-0.00333,-0.00954,-0.00019,-0.0001,8e-05
1788789980.884554,-0.0007,-0.00306,-0.02088,-9e-05,-5e-05,0.00025
1788789980.904844,6e-05,0.00349,-0.02459,5e-05,0.0002,0.00027
1788789980.924076,-0.00071,0.00121,-0.03351,0.00018,0.0001,0.00023
1788789980.944435,0.00397,-0.00098,-0.02836,8e-05,-0.0001,0.00016
1788789980.964797,-0.0041,0.00479,-0.02655,1e-05,0.00011,0.00019
1788789980.984030,0.00246,-0.00403,-0.01198,-4e-05,-0.00012,0.00018
1788789981.004681,-0.00072,-0.00424,-0.00661,-0.00029,-0.00012,0.00018
1788789981.024118,0.00135,0.00414,-0.01516,4e-05,3e-05,0.00019
1788789981.044565,-0.00606,0.00696,-0.01571,8e-05,0.00018,9e-05
1788789981.064944,-0.00186,-0.00068,-0.01324,-0.00018,1e-05,0.00019
1788789981.084306,-0.00218,-2e-05,-0.01219,-9e-05,-4e-05,0.00019
1788789981.104653,0.00014,-0.00095,-0.01411,-0.00024,-6e-05,0.00019
1788789981.124946,-0.0006,0.001,0.00365,-9e-05,0.00013,-0.0
1788789981.144257,-0.0004,0.00452,-0.01193,-0.0,-5e-05,0.00014
1788789981.164686,-0.0022,0.00217,-0.00391,8e-05,0.00012,6e-05
1788789981.184563,-0.00097,0.00296,-0.01679,7e-05,0.00013,0.00019
1788789981.204972,0.00316,-0.00477,-0.00342,-7e-05,-6e-05,0.00016
1788789981.224337,-0.00022,0.0004,0.0038,1e-05,5e-05,-6e-05
1788789981.244736,0.00097,-0.00098,0.00472,-5e-05,2e-05,-2e-05
1788789981.264028,0.00116,-0.00043,0.026,-0.00017,-6e-05,-4e-05
1788789981.284330,-0.00029,0.00223,0.01459,-0.0001,5e-05,-9e-05
