sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_medium_1mm_r2,1,2026-09-07T22:11:16.787520,0001.png,N0.10,-0.0267,-0.03137,-0.14504,-0.000456,0.000426,-0.000534,-0.00645,-0.04284,-0.14443,0.15078,37.9118,362.826,38.6483,-0.0,0.1288,2.94,3.142,0.2732,3.239
9DTact_medium_1mm_r2,2,2026-09-07T22:11:17.829518,0002.png,N0.20,-0.02197,-0.02801,-0.20314,-0.000502,0.000472,-0.000492,-0.00363,-0.03849,-0.20258,0.20623,37.9111,362.8306,38.6057,0.0426,0.1714,2.322,2.472,0.1726,3.239
9DTact_medium_1mm_r2,3,2026-09-07T22:11:18.833245,0003.png,N0.30,-0.02105,-0.03096,-0.27359,-0.000558,0.000231,-0.000475,-0.00088,-0.04171,-0.27297,0.27614,37.9121,362.8327,38.5547,0.0935,0.2223,0.844,2.038,0.1356,3.239
9DTact_medium_1mm_r2,4,2026-09-07T22:11:20.304847,0004.png,N0.40,-0.01897,-0.02366,-0.38704,-0.000598,0.000197,-0.000587,-0.00193,-0.03617,-0.38653,0.38822,37.9121,362.8323,38.4744,0.1738,0.3027,0.508,1.546,0.0781,3.239
9DTact_medium_1mm_r2,5,2026-09-07T22:11:21.748035,0005.png,N0.50,-0.01748,-0.02633,-0.56895,-0.00036,0.000148,-0.000533,0.00196,-0.04065,-0.56837,0.56983,37.9133,362.8314,38.388,0.2602,0.389,0.259,0.632,0.0555,3.239
9DTact_medium_1mm_r2,6,2026-09-07T22:11:22.766119,0006.png,N0.60,-0.01663,-0.02063,-0.68575,-0.000503,0.000165,-0.000439,0.00065,-0.03716,-0.68525,0.68626,37.9157,362.8235,38.331,0.3174,0.4462,0.24,0.734,0.0386,3.239
9DTact_medium_1mm_r2,7,2026-09-07T22:11:23.793301,0007.png,N0.70,-0.01341,-0.01647,-0.7637,-0.000627,0.000106,-0.000298,0.00191,-0.03319,-0.76327,0.764,37.9138,362.8351,38.3013,0.3468,0.4757,0.139,0.821,0.0278,3.239
9DTact_medium_1mm_r2,8,2026-09-07T22:11:24.847602,0008.png,N0.80,-0.00842,-0.00087,-0.85855,-0.00089,0.000202,-0.000388,-0.0009,-0.01871,-0.85839,0.8586,37.9129,362.8324,38.2541,0.394,0.5229,0.235,1.037,0.0099,3.239
9DTact_medium_1mm_r2,9,2026-09-07T22:11:25.858206,0009.png,N0.90,-0.00881,-0.01308,-0.93102,-0.000577,5e-06,-0.000423,0.00536,-0.03065,-0.93063,0.93115,37.9131,362.8342,38.221,0.4271,0.5559,0.006,0.62,0.0169,3.239
9DTact_medium_1mm_r2,10,2026-09-07T22:11:26.894137,0010.png,N1.00,-0.01223,-0.02083,-1.06884,-0.00035,-0.000119,-0.000385,0.00722,-0.04127,-1.06829,1.06911,37.9161,362.8192,38.1704,0.478,0.6068,-0.111,0.327,0.0226,3.239
9DTact_medium_1mm_r2,11,2026-09-07T22:11:27.948612,0011.png,N1.10,-0.01009,-0.01746,-1.13197,-0.000433,-0.00014,-0.000277,0.00783,-0.03829,-1.13147,1.13215,37.9147,362.8306,38.1508,0.4974,0.6262,-0.123,0.382,0.0178,3.239
9DTact_medium_1mm_r2,12,2026-09-07T22:11:28.969596,0012.png,N1.20,-0.00895,-0.01912,-1.26642,-0.000364,-0.000296,-0.000147,0.01058,-0.04132,-1.26588,1.2666,37.9187,362.8185,38.1032,0.5452,0.674,-0.234,0.288,0.0167,3.239
9DTact_medium_1mm_r2,13,2026-09-07T22:11:30.008566,0013.png,N1.30,-0.00541,-0.01284,-1.30962,-0.000562,-0.000265,-0.00031,0.01081,-0.0348,-1.30919,1.3097,37.9166,362.8288,38.0795,0.5687,0.6976,-0.202,0.429,0.0106,3.239
9DTact_medium_1mm_r2,14,2026-09-07T22:11:31.030932,0014.png,N1.40,-0.0091,-0.01476,-1.48283,-0.000295,-0.000373,-0.000225,0.00977,-0.04108,-1.48233,1.48294,37.9179,362.8162,38.0207,0.6277,0.7565,-0.251,0.199,0.0117,3.239
9DTact_medium_1mm_r2,15,2026-09-07T22:11:32.065864,0015.png,N1.50,-0.00417,-0.00778,-1.53612,-0.000569,-0.000417,-0.00049,0.01093,-0.03343,-1.53574,1.53614,37.9164,362.8286,37.9954,0.6528,0.7816,-0.271,0.37,0.0057,3.239
9DTact_medium_1mm_r2,16,2026-09-07T22:11:33.108075,0016.png,N1.60,-0.01104,-0.02197,-1.71113,-9.2e-05,-0.000738,-0.000328,0.01327,-0.05195,-1.71047,1.71131,37.9193,362.8108,37.9403,0.7082,0.837,-0.431,0.054,0.0144,3.239
9DTact_medium_1mm_r2,17,2026-09-07T22:11:34.126554,0017.png,N1.70,-0.00635,-0.00518,-1.7812,-0.000404,-0.000539,-0.000358,0.00944,-0.03619,-1.78083,1.78122,37.9172,362.8249,37.919,0.7292,0.858,-0.303,0.227,0.0046,3.239
9DTact_medium_1mm_r2,18,2026-09-07T22:11:35.156571,0018.png,N1.80,-0.01162,-0.01593,-1.94423,7.5e-05,-0.000877,-0.000444,0.01137,-0.05075,-1.94364,1.94433,37.9186,362.8081,37.8666,0.7819,0.9108,-0.451,-0.038,0.0101,3.239
9DTact_medium_1mm_r2,19,2026-09-07T22:11:36.194481,0019.png,N1.90,-0.00497,0.00514,-1.98724,-0.000547,-0.000808,-0.000555,0.00691,-0.02986,-1.98702,1.98726,37.9177,362.8284,37.8507,0.7975,0.9263,-0.407,0.275,0.0036,3.239
9DTact_medium_1mm_r2,20,2026-09-07T22:11:48.585563,0020.png,N0.10,-0.00394,-0.02074,-0.1307,-0.000461,0.000438,-0.000498,0.00786,-0.02202,-0.13031,0.13239,37.9122,362.8387,38.6393,0.0088,0.1377,3.348,3.526,0.1595,3.239
9DTact_medium_1mm_r2,21,2026-09-07T22:11:50.024134,0021.png,N0.20,-0.00605,-0.01843,-0.2561,-0.000502,0.000297,-0.000649,0.00574,-0.02308,-0.25573,0.25683,37.9148,362.8313,38.5375,0.1107,0.2396,1.159,1.959,0.0755,3.239
9DTact_medium_1mm_r2,22,2026-09-07T22:11:51.044496,0022.png,N0.30,-0.00652,-0.01928,-0.34117,-0.000441,0.000223,-0.000673,0.00635,-0.02542,-0.34077,0.34178,37.9148,362.8267,38.4865,0.1618,0.2906,0.655,1.294,0.0596,3.239
9DTact_medium_1mm_r2,23,2026-09-07T22:11:52.091410,0023.png,N0.40,-0.00388,-0.01263,-0.42766,-0.000551,0.000216,-0.000537,0.00591,-0.01973,-0.42737,0.42786,37.9142,362.8361,38.4422,0.206,0.3348,0.506,1.289,0.0309,3.239
9DTact_medium_1mm_r2,24,2026-09-07T22:11:53.112145,0024.png,N0.50,-0.00624,-0.01313,-0.56255,-0.000433,0.000234,-0.000345,0.00506,-0.0235,-0.56222,0.56274,37.9153,362.8247,38.3891,0.2592,0.388,0.417,0.77,0.0258,3.239
9DTact_medium_1mm_r2,25,2026-09-07T22:11:54.132809,0025.png,N0.60,-0.00548,-0.00848,-0.61246,-0.000417,0.000229,-0.000581,0.00373,-0.01989,-0.61221,0.61254,37.9137,362.8339,38.3517,0.2964,0.4253,0.375,0.681,0.0165,3.239
9DTact_medium_1mm_r2,26,2026-09-07T22:11:55.192039,0026.png,N0.70,-0.01726,-0.0024,-0.70329,-0.000726,-0.000261,-0.000645,-0.00888,-0.02197,-0.70311,0.70351,37.9023,362.8292,38.308,0.3402,0.469,-0.371,1.032,0.0248,3.239
9DTact_medium_1mm_r2,27,2026-09-07T22:11:56.204931,0027.png,N0.80,-0.0208,-0.0102,-0.80332,-0.000309,-0.000322,-0.000773,-0.00735,-0.03209,-0.80298,0.80365,37.9033,362.8181,38.2562,0.3921,0.521,-0.401,0.385,0.0288,3.239
9DTact_medium_1mm_r2,28,2026-09-07T22:11:57.253469,0028.png,N0.90,-0.01094,-0.00154,-0.93493,-0.000504,-0.000183,-0.000583,-0.00222,-0.02177,-0.93474,0.935,37.9055,362.8293,38.2154,0.4328,0.5616,-0.196,0.539,0.0118,3.239
