probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,0,0,-3.3846129861092784,-0.21539566484192973,543.4595733132938,367.06370883068155,0.15,0.1809000910378984,0.13898412853951642,ball4_x-3.38_y-0.22_d0.15.png,1789046036.2953455,0.010552903601142916,0.019046033947937246,-0.13898412853951642,35.11924743652343,360.84716796875,35.4519462585449,9077,53.75219843774083,"[545.056957144431, 310.63754544453013]",12
ball4,0,0,-3.3846129861092784,-0.21539566484192973,543.4595733132938,367.06370883068155,0.3,0.3533942576464639,0.6055957987038596,ball4_x-3.38_y-0.22_d0.30.png,1789046037.6594145,0.01403204331100234,0.02624220898848222,-0.6055957987038596,35.115909576416,360.8450317382812,35.30442428588867,28039,94.47269922420608,"[558.0162273975534, 333.38036306572985]",12
ball4,1,0,-1.875325089704294,-1.1979834162717171,751.7297866566469,367.06370883068155,0.15,0.20423632849594853,0.18754819986685617,ball4_x-1.88_y-1.20_d0.15.png,1789046040.5836115,0.017290655063814598,-0.01012941627316426,-0.18754819986685617,36.91736602783203,360.7427978515625,35.43507385253906,35998,107.04447338767237,"[722.8621590088338, 359.82160120006665]",12
ball4,1,0,-1.875325089704294,-1.1979834162717171,751.7297866566469,367.06370883068155,0.3,0.3752095809231335,0.6607132195703486,ball4_x-1.88_y-1.20_d0.30.png,1789046042.3396885,0.02159716527127742,0.00810840632844112,-0.6607132195703486,36.91507339477539,360.7434997558593,35.29229354858398,62276,140.79441207655134,"[720.7890519622326, 367.31781103474856]",12
ball4,2,0,-0.36603719329930795,-2.180571167701505,960.0,367.06370883068155,0.15,0.22846833626102736,0.23419817759647685,ball4_x-0.37_y-2.18_d0.15.png,1789046045.2677586,0.013444577608428787,0.007388834725682969,-0.23419817759647685,38.71596908569336,360.6493835449218,35.42639541625976,47069,122.40313734861881,"[919.215725849285, 356.10952006628565]",12
ball4,2,0,-0.36603719329930795,-2.180571167701505,960.0,367.06370883068155,0.3,0.40086706240092695,0.6835023341767453,ball4_x-0.37_y-2.18_d0.30.png,1789046047.0239942,0.024828321672320897,0.011820896751502375,-0.6835023341767453,38.71595764160156,360.649444580078,35.28372192382812,79488,159.06544638285575,"[917.5689789653784, 369.05685134863126]",12
ball4,3,0,1.143250703105678,-3.163158919131293,1168.2702133433531,367.06370883068155,0.15,0.24869224151801106,0.25908050862008736,ball4_x+1.14_y-3.16_d0.15.png,1789046050.7321444,0.006221807874012697,0.0076558240753929144,-0.25908050862008736,40.5036277770996,360.5516357421875,35.41515350341797,59285,137.37176421086696,"[1125.7847347558404, 339.0522391836046]",12
ball4,3,0,1.143250703105678,-3.163158919131293,1168.2702133433531,367.06370883068155,0.3,0.421170034455578,0.6861029241666102,ball4_x+1.14_y-3.16_d0.30.png,1789046052.4882362,0.015253775797827274,0.020010013814806982,-0.6861029241666102,40.50378036499023,360.5567932128906,35.27559661865234,90054,169.30764451257093,"[1126.1071579274658, 355.7540586759056]",12
ball4,4,0,2.652538599510664,-4.145746670561081,1376.5404266867063,367.06370883068155,0.15,0.29697321904516727,0.32597343917293814,ball4_x+2.65_y-4.15_d0.15.png,1789046055.6084514,0.018959621872170374,0.0001284085575736782,-0.32597343917293814,42.3130302429199,360.4496459960937,35.40259552001953,39614,112.29215391684623,"[1328.8340738122886, 388.2097490786086]",12
ball4,4,0,2.652538599510664,-4.145746670561081,1376.5404266867063,367.06370883068155,0.3,0.4506091127933374,0.7367109320484019,ball4_x+2.65_y-4.15_d0.30.png,1789046056.9724705,0.0332600790063605,0.012615098351580655,-0.7367109320484019,42.31404495239258,360.4515686035156,35.2650032043457,62290,140.81023688066261,"[1331.533488521432, 402.3181730614866]",12
