t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788870165.838578,2026-09-08T21:22:45.838564,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788870390.832633,2026-09-08T21:26:30.832620,between normal and shear blocks,0.04891,0.06067,0.15484,0.00071,-0.00108,0.00153
1788870565.870594,2026-09-08T21:29:25.870581,end of collect,0.02938,0.03023,0.14587,0.00134,7e-05,0.00242
