t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788887872.814913,2026-09-09T02:17:52.814894,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788888107.725558,2026-09-09T02:21:47.725543,between normal and shear blocks,-0.03377,-0.01417,0.00978,0.00156,0.00071,-0.00028
1788888274.109363,2026-09-09T02:24:34.109348,end of collect,-0.033,-0.03187,0.00583,0.00237,0.00059,-0.00052
