t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788885586.841301,2026-09-09T01:39:46.841292,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788885848.438431,2026-09-09T01:44:08.438418,between normal and shear blocks,0.02707,0.06601,0.0575,0.00176,-0.00162,0.00024
1788886012.757134,2026-09-09T01:46:52.757123,end of collect,0.08376,0.10316,0.07932,0.00197,-0.00305,0.00136
