sensor,hardness,thickness_mm,width_px,density_px_per_mm2,mae_N,principle,measure
soft_2mm_r1,soft,2,1280,4691.748001579769,0.060117170214653,DIGIT,fz_mae
soft_2mm_r1,soft,2,1920,10556.43300355448,0.0602654330432415,DIGIT,fz_mae
soft_3mm_r1,soft,3,8,0.14892884080120877,0.115224614739418,DIGIT,fz_mae
soft_3mm_r1,soft,3,16,0.5957153632048351,0.0846065506339073,DIGIT,fz_mae
soft_3mm_r1,soft,3,32,2.3828614528193404,0.0652498304843902,DIGIT,fz_mae
soft_3mm_r1,soft,3,48,5.361438268843514,0.057066049426794,DIGIT,fz_mae
soft_3mm_r1,soft,3,80,14.892884080120874,0.0571331344544887,DIGIT,fz_mae
soft_3mm_r1,soft,3,160,59.571536320483496,0.0672488734126091,DIGIT,fz_mae
soft_3mm_r1,soft,3,320,238.28614528193398,0.0723726600408554,DIGIT,fz_mae
soft_3mm_r1,soft,3,426,422.2970361443775,0.0644802302122116,DIGIT,fz_mae
soft_3mm_r1,soft,3,640,953.1445811277359,0.0690834894776344,DIGIT,fz_mae
soft_3mm_r1,soft,3,854,1697.1279134027243,0.065885491669178,DIGIT,fz_mae
soft_3mm_r1,soft,3,1280,3812.5783245109437,0.0597245916724205,DIGIT,fz_mae
soft_3mm_r1,soft,3,1920,8578.301230149624,0.0604847073554992,DIGIT,fz_mae
hard_1mm_r1,hard,1,8,0.21444712842969466,0.07340454682707785,DIGIT,shear
hard_1mm_r1,hard,1,16,0.8577885137187786,0.04001094773411745,DIGIT,shear
hard_1mm_r1,hard,1,32,3.4311540548751145,0.035539868287742096,DIGIT,shear
hard_1mm_r1,hard,1,48,7.720096623469007,0.0330956885591149,DIGIT,shear
hard_1mm_r1,hard,1,80,21.44471284296947,0.03284101188182825,DIGIT,shear
hard_1mm_r1,hard,1,160,85.77885137187788,0.026539633050560903,DIGIT,shear
hard_1mm_r1,hard,1,320,343.1154054875115,0.030485741794109303,DIGIT,shear
hard_1mm_r1,hard,1,426,608.0782356079261,0.03114009462296955,DIGIT,shear
hard_1mm_r1,hard,1,640,1372.461621950046,0.0297536989673972,DIGIT,shear
hard_1mm_r1,hard,1,854,2443.745654966113,0.0315059777349233,DIGIT,shear
hard_1mm_r1,hard,1,1280,5489.846487800184,0.036486430093645994,DIGIT,shear
hard_1mm_r1,hard,1,1920,12352.154597550414,0.03670778870582575,DIGIT,shear
hard_2mm_r1,hard,2,8,0.177486930809379,0.06265882588922975,DIGIT,shear
hard_2mm_r1,hard,2,16,0.709947723237516,0.02902054321020835,DIGIT,shear
hard_2mm_r1,hard,2,32,2.839790892950064,0.02473783958703275,DIGIT,shear
hard_2mm_r1,hard,2,48,6.389529509137643,0.02265412826091045,DIGIT,shear
hard_2mm_r1,hard,2,80,17.7486930809379,0.02444444131106135,DIGIT,shear
hard_2mm_r1,hard,2,160,70.9947723237516,0.030047845095396,DIGIT,shear
hard_2mm_r1,hard,2,320,283.9790892950064,0.021537565626204,DIGIT,shear
hard_2mm_r1,hard,2,426,503.2752852431697,0.0241707563400268,DIGIT,shear
hard_2mm_r1,hard,2,640,1135.9163571800257,0.027493280358612503,DIGIT,shear
hard_2mm_r1,hard,2,854,2022.5634129714535,0.0247967131435871,DIGIT,shear
hard_2mm_r1,hard,2,1280,4543.665428720103,0.02699188143014905,DIGIT,shear
hard_2mm_r1,hard,2,1920,10223.247214620229,0.03448396082967515,DIGIT,shear
hard_3mm_r1,hard,3,8,0.13254042623671855,0.07917233929038045,DIGIT,shear
hard_3mm_r1,hard,3,16,0.5301617049468742,0.042896864935755646,DIGIT,shear
hard_3mm_r1,hard,3,32,2.120646819787497,0.0345172611996531,DIGIT,shear
hard_3mm_r1,hard,3,48,4.771455344521867,0.02794299833476535,DIGIT,shear
hard_3mm_r1,hard,3,80,13.254042623671861,0.03145861439406865,DIGIT,shear
hard_3mm_r1,hard,3,160,53.016170494687444,0.03646475262939925,DIGIT,shear
hard_3mm_r1,hard,3,320,212.06468197874977,0.03742458485066885,DIGIT,shear
hard_3mm_r1,hard,3,426,375.8266623708553,0.034769207239151,DIGIT,shear
hard_3mm_r1,hard,3,640,848.2587279149991,0.0314872721210122,DIGIT,shear
hard_3mm_r1,hard,3,854,1510.372710957166,0.04007722530513995,DIGIT,shear
hard_3mm_r1,hard,3,1280,3393.0349116599964,0.039865434169769245,DIGIT,shear
hard_3mm_r1,hard,3,1920,7634.328551234989,0.0412858566269278,DIGIT,shear
medium_1mm_r1,medium,1,8,0.21059322079920634,0.034043995663523646,DIGIT,shear
medium_1mm_r1,medium,1,16,0.8423728831968254,0.0257224719971418,DIGIT,shear
medium_1mm_r1,medium,1,32,3.3694915327873014,0.01828383654356,DIGIT,shear
medium_1mm_r1,medium,1,48,7.581355948771427,0.01669234037399285,DIGIT,shear
medium_1mm_r1,medium,1,80,21.05932207992063,0.01973439473658795,DIGIT,shear
medium_1mm_r1,medium,1,160,84.23728831968252,0.03099104948341845,DIGIT,shear
medium_1mm_r1,medium,1,320,336.9491532787301,0.025785091333091252,DIGIT,shear
medium_1mm_r1,medium,1,426,597.1502396524494,0.02291337773203845,DIGIT,shear
medium_1mm_r1,medium,1,640,1347.7966131149203,0.023656946606934,DIGIT,shear
medium_1mm_r1,medium,1,854,2399.8282096936555,0.02324406243860715,DIGIT,shear
medium_1mm_r1,medium,1,1280,5391.186452459681,0.02262328378856175,DIGIT,shear
medium_1mm_r1,medium,1,1920,12130.169518034287,0.0247161593288183,DIGIT,shear
medium_2mm_r1,medium,2,8,0.17367109773304965,0.048937320709228446,DIGIT,shear
medium_2mm_r1,medium,2,16,0.6946843909321986,0.03729854524135585,DIGIT,shear
medium_2mm_r1,medium,2,32,2.7787375637287943,0.0361448153853416,DIGIT,shear
medium_2mm_r1,medium,2,48,6.252159518389789,0.0328896008431911,DIGIT,shear
medium_2mm_r1,medium,2,80,17.367109773304964,0.0321790017187595,DIGIT,shear
medium_2mm_r1,medium,2,160,69.46843909321986,0.0360475424677133,DIGIT,shear
medium_2mm_r1,medium,2,320,277.8737563728794,0.0301967961713671,DIGIT,shear
medium_2mm_r1,medium,2,426,492.45525206567055,0.04096234962344165,DIGIT,shear
medium_2mm_r1,medium,2,640,1111.4950254915177,0.0302670104429125,DIGIT,shear
medium_2mm_r1,medium,2,854,1979.0798486605756,0.038706524297594955,DIGIT,shear
medium_2mm_r1,medium,2,1280,4445.980101966071,0.03746507130563255,DIGIT,shear
medium_2mm_r1,medium,2,1920,10003.45522942366,0.04859419725835315,DIGIT,shear
medium_3mm_r1,medium,3,8,0.1366479789414849,0.06630803272128105,DIGIT,shear
medium_3mm_r1,medium,3,16,0.5465919157659396,0.03093597106635565,DIGIT,shear
medium_3mm_r1,medium,3,32,2.1863676630637583,0.029735045507550198,DIGIT,shear
medium_3mm_r1,medium,3,48,4.919327241893458,0.02664990723133085,DIGIT,shear
medium_3mm_r1,medium,3,80,13.66479789414849,0.028976036235690047,DIGIT,shear
medium_3mm_r1,medium,3,160,54.65919157659396,0.0289573753252625,DIGIT,shear
medium_3mm_r1,medium,3,320,218.63676630637585,0.025316432118415798,DIGIT,shear
medium_3mm_r1,medium,3,426,387.47388478726435,0.027108850888907847,DIGIT,shear
medium_3mm_r1,medium,3,640,874.5470652255034,0.031460874713957296,DIGIT,shear
medium_3mm_r1,medium,3,854,1557.1805845263752,0.0270744208246469,DIGIT,shear
medium_3mm_r1,medium,3,1280,3498.1882609020136,0.03302685916423795,DIGIT,shear
medium_3mm_r1,medium,3,1920,7870.9235870295315,0.0386693757027387,DIGIT,shear
soft_1mm_r2,soft,1,8,0.20803524288340983,0.0553580746054649,DIGIT,shear
soft_1mm_r2,soft,1,16,0.8321409715336393,0.03525623772293325,DIGIT,shear
soft_1mm_r2,soft,1,32,3.3285638861345572,0.03554101474583145,DIGIT,shear
soft_1mm_r2,soft,1,48,7.4892687438027545,0.034465273842215496,DIGIT,shear
soft_1mm_r2,soft,1,80,20.803524288340984,0.032902166247367845,DIGIT,shear
soft_1mm_r2,soft,1,160,83.21409715336394,0.0322720576077699,DIGIT,shear
soft_1mm_r2,soft,1,320,332.85638861345575,0.0306787965819239,DIGIT,shear
soft_1mm_r2,soft,1,426,589.8969333985889,0.02738834451884025,DIGIT,shear
soft_1mm_r2,soft,1,640,1331.425554453823,0.033152030780911404,DIGIT,shear
soft_1mm_r2,soft,1,854,2370.678612480577,0.0326654184609651,DIGIT,shear
soft_1mm_r2,soft,1,1280,5325.702217815292,0.0321776950731873,DIGIT,shear
soft_1mm_r2,soft,1,1920,11982.829990084407,0.04206411540508265,DIGIT,shear
soft_2mm_r1,soft,2,8,0.1832714063117097,0.06800659559667105,DIGIT,shear
soft_2mm_r1,soft,2,16,0.7330856252468388,0.039923902601003605,DIGIT,shear
soft_2mm_r1,soft,2,32,2.9323425009873554,0.0274006435647606,DIGIT,shear
soft_2mm_r1,soft,2,48,6.597770627221551,0.0241140946745872,DIGIT,shear
soft_2mm_r1,soft,2,80,18.327140631170973,0.030318239703774397,DIGIT,shear
soft_2mm_r1,soft,2,160,73.3085625246839,0.0279434379190206,DIGIT,shear
soft_2mm_r1,soft,2,320,293.2342500987356,0.02797549869865175,DIGIT,shear
soft_2mm_r1,soft,2,426,519.6775270597474,0.0239169811829924,DIGIT,shear
soft_2mm_r1,soft,2,640,1172.9370003949423,0.02997913397848605,DIGIT,shear
soft_2mm_r1,soft,2,854,2088.480765087983,0.0321696270257234,DIGIT,shear
soft_2mm_r1,soft,2,1280,4691.748001579769,0.0313616218045353,DIGIT,shear
soft_2mm_r1,soft,2,1920,10556.43300355448,0.0386076215654611,DIGIT,shear
soft_3mm_r1,soft,3,8,0.14892884080120877,0.0723848678171634,DIGIT,shear
soft_3mm_r1,soft,3,16,0.5957153632048351,0.0474641621112823,DIGIT,shear
soft_3mm_r1,soft,3,32,2.3828614528193404,0.03975599631667135,DIGIT,shear
soft_3mm_r1,soft,3,48,5.361438268843514,0.0387370521202683,DIGIT,shear
soft_3mm_r1,soft,3,80,14.892884080120874,0.03997374139726155,DIGIT,shear
soft_3mm_r1,soft,3,160,59.571536320483496,0.0480530951172113,DIGIT,shear
soft_3mm_r1,soft,3,320,238.28614528193398,0.043393585830926854,DIGIT,shear
soft_3mm_r1,soft,3,426,422.2970361443775,0.042800206691026646,DIGIT,shear
soft_3mm_r1,soft,3,640,953.1445811277359,0.04775361530482765,DIGIT,shear
soft_3mm_r1,soft,3,854,1697.1279134027243,0.04581717960536475,DIGIT,shear
soft_3mm_r1,soft,3,1280,3812.5783245109437,0.0532086696475744,DIGIT,shear
soft_3mm_r1,soft,3,1920,8578.301230149624,0.05093933083117,DIGIT,shear
hard_1mm_r1,hard,1,8,0.28444444444444444,0.1531037837266922,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,16,1.1377777777777778,0.10597924888134,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,32,4.551111111111111,0.1168259233236312,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,48,10.240000000000002,0.1175327897071838,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,80,28.444444444444443,0.1078380942344665,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,160,113.77777777777777,0.1048342734575271,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,320,455.1111111111111,0.087947778403759,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,426,806.56,0.1433134227991104,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,640,1820.4444444444443,0.1130595281720161,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,854,3241.404444444444,0.1157010719180107,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,1280,7281.777777777777,0.1347629874944687,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,1920,16384.0,0.1192982494831085,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,8,0.23040000000000005,0.1229660362005233,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,16,0.9216000000000002,0.0953894406557083,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,32,3.686400000000001,0.1045964658260345,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,48,8.294400000000001,0.0841694399714469,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,80,23.04,0.0719996243715286,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,160,92.16,0.0750348046422004,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,320,368.64,0.0791659206151962,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,426,653.3136000000001,0.0906570926308631,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,640,1474.56,0.0707534551620483,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,854,2625.5376,0.1008989661931991,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,1280,5898.24,0.0807442739605903,DIGIT_Marker,fz_mae
hard_2mm_r1,hard,2,1920,13271.04,0.0867915078997612,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,8,0.16541844694444444,0.1427541822195053,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,16,0.6616737877777777,0.0881561413407325,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,32,2.646695151111111,0.0885855108499527,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,48,5.9550640900000005,0.0708105340600013,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,80,16.54184469444444,0.0654439702630043,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,160,66.16737877777776,0.0712099820375442,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,320,264.669515111111,0.0638604164123535,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,426,469.05434496390626,0.075218878686428,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,640,1058.678060444444,0.0653985887765884,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,854,1885.0362508083506,0.0665848478674888,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,1280,4234.712241777776,0.0740163028240203,DIGIT_Marker,fz_mae
hard_3mm_r1,hard,3,1920,9528.102544,0.0633693858981132,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,8,0.22404444444444443,0.209657147526741,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,16,0.8961777777777777,0.1532434970140457,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,32,3.584711111111111,0.1400692164897918,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,48,8.065599999999996,0.1339296996593475,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,80,22.404444444444444,0.147406131029129,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,160,89.61777777777777,0.1154678240418434,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,320,358.4711111111111,0.1570208519697189,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,426,635.292025,0.1114101260900497,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,640,1433.8844444444444,0.1172150373458862,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,854,2553.112469444444,0.1397570669651031,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,1280,5735.537777777778,0.126613974571228,DIGIT_Marker,fz_mae
medium_1mm_r1,medium,1,1920,12904.96,0.148122951388359,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,8,0.22727467111111113,0.1371217370033264,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,16,0.9090986844444445,0.0890348628163337,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,32,3.636394737777778,0.0825092419981956,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,48,8.18188816,0.0823171734809875,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,80,22.7274671111111,0.0642960518598556,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,160,90.9098684444444,0.0716199800372123,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,320,363.6394737777776,0.0763008594512939,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,426,644.4515346025,0.0671227201819419,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,640,1454.5578951111104,0.06942979991436,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,854,2589.922719313611,0.0805826187133789,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,1280,5818.2315804444415,0.0776748955249786,DIGIT_Marker,fz_mae
medium_2mm_r1,medium,2,1920,13091.021056,0.0710619315505027,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,8,0.17644200249999997,0.1497312784194946,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,16,0.7057680099999999,0.1057575866580009,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,32,2.8230720399999996,0.0691248849034309,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,48,6.351912089999999,0.06953976303339,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,80,17.64420025,0.0720342099666595,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,160,70.576801,0.0641959533095359,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,320,282.307204,0.0738514810800552,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,426,500.31232571390615,0.0719879791140556,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,640,1129.228816,0.0820299088954925,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,854,2010.6558671139067,0.0740146487951278,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,1280,4516.915264,0.073026143014431,DIGIT_Marker,fz_mae
medium_3mm_r1,medium,3,1920,10163.059344,0.0776011943817138,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,8,0.27041733361111114,0.1709573566913604,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,16,1.0816693344444446,0.1485127210617065,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,32,4.326677337777778,0.1279975175857544,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,48,9.735024010000002,0.1368992626667022,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,80,27.041733361111106,0.1167736127972602,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,160,108.16693344444442,0.1421010196208953,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,320,432.6677337777777,0.1528725624084472,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,426,766.7852505376562,0.1476753503084182,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,640,1730.6709351111108,0.1334322690963745,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,854,3081.557626248767,0.1380884349346161,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,1280,6922.683740444443,0.1364728063344955,DIGIT_Marker,fz_mae
soft_1mm_r1,soft,1,1920,15576.038416000001,0.1156897842884063,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,8,0.22572001000000003,0.2210274934768676,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,16,0.9028800400000001,0.1733080446720123,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,32,3.6115201600000004,0.1413386315107345,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,48,8.12592036,0.1242444589734077,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,80,22.572001000000004,0.1044399440288543,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,160,90.28800400000002,0.1255119293928146,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,320,361.15201600000006,0.1345522701740265,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,426,640.0431958556251,0.1206646189093589,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,640,1444.6080640000002,0.1255024969577789,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,854,2572.2064814556247,0.137761503458023,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,1280,5778.432256000001,0.1409343630075454,DIGIT_Marker,fz_mae
soft_2mm_r1,soft,2,1920,13001.472576000004,0.1406678706407547,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,8,0.17921111111111107,0.1914213448762893,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,16,0.7168444444444443,0.2538760304450989,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,32,2.867377777777777,0.1441141664981842,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,48,6.451599999999998,0.1515706032514572,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,80,17.921111111111113,0.090156115591526,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,160,71.68444444444445,0.1185975670814514,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,320,286.7377777777778,0.0766184628009796,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,426,508.16430625000004,0.1147692129015922,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,640,1146.9511111111112,0.0912097841501236,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,854,2042.2114173611108,0.1055187955498695,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,1280,4587.804444444445,0.0870189219713211,DIGIT_Marker,fz_mae
soft_3mm_r1,soft,3,1920,10322.56,0.0897338613867759,DIGIT_Marker,fz_mae
hard_1mm_r1,hard,1,8,0.28444444444444444,0.0326217776164412,DIGIT_Marker,shear
hard_1mm_r1,hard,1,16,1.1377777777777778,0.02896183449774975,DIGIT_Marker,shear
hard_1mm_r1,hard,1,32,4.551111111111111,0.02550472971051925,DIGIT_Marker,shear
hard_1mm_r1,hard,1,48,10.240000000000002,0.02404848393052815,DIGIT_Marker,shear
hard_1mm_r1,hard,1,80,28.444444444444443,0.02544343471527095,DIGIT_Marker,shear
hard_1mm_r1,hard,1,160,113.77777777777777,0.02226576302200555,DIGIT_Marker,shear
hard_1mm_r1,hard,1,320,455.1111111111111,0.02215706743299955,DIGIT_Marker,shear
hard_1mm_r1,hard,1,426,806.56,0.0280451690778136,DIGIT_Marker,shear
hard_1mm_r1,hard,1,640,1820.4444444444443,0.02940465509891505,DIGIT_Marker,shear
hard_1mm_r1,hard,1,854,3241.404444444444,0.0245914347469806,DIGIT_Marker,shear
hard_1mm_r1,hard,1,1280,7281.777777777777,0.0201660199090838,DIGIT_Marker,shear
hard_1mm_r1,hard,1,1920,16384.0,0.024972332641482298,DIGIT_Marker,shear
hard_2mm_r1,hard,2,8,0.23040000000000005,0.0738445129245519,DIGIT_Marker,shear
hard_2mm_r1,hard,2,16,0.9216000000000002,0.0372143657878041,DIGIT_Marker,shear
hard_2mm_r1,hard,2,32,3.686400000000001,0.03817440755665295,DIGIT_Marker,shear
hard_2mm_r1,hard,2,48,8.294400000000001,0.029042180627584402,DIGIT_Marker,shear
hard_2mm_r1,hard,2,80,23.04,0.033248576335608904,DIGIT_Marker,shear
hard_2mm_r1,hard,2,160,92.16,0.03132624924182885,DIGIT_Marker,shear
hard_2mm_r1,hard,2,320,368.64,0.0332405352964997,DIGIT_Marker,shear
hard_2mm_r1,hard,2,426,653.3136000000001,0.031423608772456604,DIGIT_Marker,shear
hard_2mm_r1,hard,2,640,1474.56,0.0330080697312951,DIGIT_Marker,shear
hard_2mm_r1,hard,2,854,2625.5376,0.03004036564379925,DIGIT_Marker,shear
hard_2mm_r1,hard,2,1280,5898.24,0.0243600960820913,DIGIT_Marker,shear
hard_2mm_r1,hard,2,1920,13271.04,0.02467876672744745,DIGIT_Marker,shear
hard_3mm_r1,hard,3,8,0.16541844694444444,0.06968932971358295,DIGIT_Marker,shear
hard_3mm_r1,hard,3,16,0.6616737877777777,0.052897222340106895,DIGIT_Marker,shear
hard_3mm_r1,hard,3,32,2.646695151111111,0.0422488637268543,DIGIT_Marker,shear
hard_3mm_r1,hard,3,48,5.9550640900000005,0.03626785613596435,DIGIT_Marker,shear
hard_3mm_r1,hard,3,80,16.54184469444444,0.03265067562460895,DIGIT_Marker,shear
hard_3mm_r1,hard,3,160,66.16737877777776,0.0313511230051517,DIGIT_Marker,shear
hard_3mm_r1,hard,3,320,264.669515111111,0.03583468869328495,DIGIT_Marker,shear
hard_3mm_r1,hard,3,426,469.05434496390626,0.04164801165461535,DIGIT_Marker,shear
hard_3mm_r1,hard,3,640,1058.678060444444,0.039127429947257,DIGIT_Marker,shear
hard_3mm_r1,hard,3,854,1885.0362508083506,0.0349089335650205,DIGIT_Marker,shear
hard_3mm_r1,hard,3,1280,4234.712241777776,0.037076829001307446,DIGIT_Marker,shear
hard_3mm_r1,hard,3,1920,9528.102544,0.03118835482746355,DIGIT_Marker,shear
medium_1mm_r1,medium,1,8,0.22404444444444443,0.1014045216143131,DIGIT_Marker,shear
medium_1mm_r1,medium,1,16,0.8961777777777777,0.0701495613902807,DIGIT_Marker,shear
medium_1mm_r1,medium,1,32,3.584711111111111,0.05323418043553825,DIGIT_Marker,shear
medium_1mm_r1,medium,1,48,8.065599999999996,0.04902315698564045,DIGIT_Marker,shear
medium_1mm_r1,medium,1,80,22.404444444444444,0.0462913755327463,DIGIT_Marker,shear
medium_1mm_r1,medium,1,160,89.61777777777777,0.042084649205207755,DIGIT_Marker,shear
medium_1mm_r1,medium,1,320,358.4711111111111,0.04638016968965525,DIGIT_Marker,shear
medium_1mm_r1,medium,1,426,635.292025,0.0564359668642282,DIGIT_Marker,shear
medium_1mm_r1,medium,1,640,1433.8844444444444,0.0479044020175933,DIGIT_Marker,shear
medium_1mm_r1,medium,1,854,2553.112469444444,0.04706760868430135,DIGIT_Marker,shear
medium_1mm_r1,medium,1,1280,5735.537777777778,0.0461430642753839,DIGIT_Marker,shear
medium_1mm_r1,medium,1,1920,12904.96,0.05178084969520565,DIGIT_Marker,shear
medium_2mm_r1,medium,2,8,0.22727467111111113,0.06417509540915485,DIGIT_Marker,shear
medium_2mm_r1,medium,2,16,0.9090986844444445,0.038567656651139204,DIGIT_Marker,shear
medium_2mm_r1,medium,2,32,3.636394737777778,0.03083509113639585,DIGIT_Marker,shear
medium_2mm_r1,medium,2,48,8.18188816,0.0298084514215588,DIGIT_Marker,shear
medium_2mm_r1,medium,2,80,22.7274671111111,0.0242104465141892,DIGIT_Marker,shear
medium_2mm_r1,medium,2,160,90.9098684444444,0.02866910025477405,DIGIT_Marker,shear
medium_2mm_r1,medium,2,320,363.6394737777776,0.02692981064319605,DIGIT_Marker,shear
medium_2mm_r1,medium,2,426,644.4515346025,0.0292097786441445,DIGIT_Marker,shear
medium_2mm_r1,medium,2,640,1454.5578951111104,0.0265095299109816,DIGIT_Marker,shear
medium_2mm_r1,medium,2,854,2589.922719313611,0.03020988963544365,DIGIT_Marker,shear
medium_2mm_r1,medium,2,1280,5818.2315804444415,0.02551655471324915,DIGIT_Marker,shear
medium_2mm_r1,medium,2,1920,13091.021056,0.025973357260227148,DIGIT_Marker,shear
medium_3mm_r1,medium,3,8,0.17644200249999997,0.05044008977711195,DIGIT_Marker,shear
medium_3mm_r1,medium,3,16,0.7057680099999999,0.0396389598026871,DIGIT_Marker,shear
medium_3mm_r1,medium,3,32,2.8230720399999996,0.0245539797469973,DIGIT_Marker,shear
medium_3mm_r1,medium,3,48,6.351912089999999,0.02649762947112315,DIGIT_Marker,shear
medium_3mm_r1,medium,3,80,17.64420025,0.02880917768925425,DIGIT_Marker,shear
medium_3mm_r1,medium,3,160,70.576801,0.0229606814682483,DIGIT_Marker,shear
medium_3mm_r1,medium,3,320,282.307204,0.0224936613813042,DIGIT_Marker,shear
medium_3mm_r1,medium,3,426,500.31232571390615,0.0213028229773044,DIGIT_Marker,shear
medium_3mm_r1,medium,3,640,1129.228816,0.019825085066258852,DIGIT_Marker,shear
