sensor,width_px,mae,thickness_mm,hardness,density_px_per_mm2,principle,probe
soft_3mm_r1,1280,0.1254119338023827,3,soft,3812.5783245109437,DIGIT,cyl4
soft_3mm_r1,1920,0.12263593687893604,3,soft,8578.301230149624,DIGIT,cyl4
hard_1mm_r1,8,0.1055243959415157,1,hard,0.21444712842969466,DIGIT,cube4
hard_1mm_r1,16,0.07447997616424652,1,hard,0.8577885137187786,DIGIT,cube4
hard_1mm_r1,32,0.06834254391263588,1,hard,3.4311540548751145,DIGIT,cube4
hard_1mm_r1,48,0.07069609194853459,1,hard,7.720096623469007,DIGIT,cube4
hard_1mm_r1,80,0.07169494737148398,1,hard,21.44471284296947,DIGIT,cube4
hard_1mm_r1,160,0.073370592474386,1,hard,85.77885137187788,DIGIT,cube4
hard_1mm_r1,320,0.07396108907390501,1,hard,343.1154054875115,DIGIT,cube4
hard_1mm_r1,426,0.07393358071543393,1,hard,608.0782356079261,DIGIT,cube4
hard_1mm_r1,640,0.07217096533446998,1,hard,1372.461621950046,DIGIT,cube4
hard_1mm_r1,854,0.07229838295194747,1,hard,2443.745654966113,DIGIT,cube4
hard_1mm_r1,1280,0.0743098869956172,1,hard,5489.846487800184,DIGIT,cube4
hard_1mm_r1,1920,0.07411345016808053,1,hard,12352.154597550414,DIGIT,cube4
hard_2mm_r1,8,0.09061078413725596,2,hard,0.177486930809379,DIGIT,cube4
hard_2mm_r1,16,0.058808722564585025,2,hard,0.709947723237516,DIGIT,cube4
hard_2mm_r1,32,0.0434138086006115,2,hard,2.839790892950064,DIGIT,cube4
hard_2mm_r1,48,0.04399928677231768,2,hard,6.389529509137643,DIGIT,cube4
hard_2mm_r1,80,0.0464571900978754,2,hard,17.7486930809379,DIGIT,cube4
hard_2mm_r1,160,0.04741157035679322,2,hard,70.9947723237516,DIGIT,cube4
hard_2mm_r1,320,0.04793415892273882,2,hard,283.9790892950064,DIGIT,cube4
hard_2mm_r1,426,0.047890890420980256,2,hard,503.2752852431697,DIGIT,cube4
hard_2mm_r1,640,0.04292701746673086,2,hard,1135.9163571800257,DIGIT,cube4
hard_2mm_r1,854,0.043084095077223585,2,hard,2022.5634129714535,DIGIT,cube4
hard_2mm_r1,1280,0.04893804232925874,2,hard,4543.665428720103,DIGIT,cube4
hard_2mm_r1,1920,0.04755931835026246,2,hard,10223.247214620229,DIGIT,cube4
hard_3mm_r1,8,0.15839606399587916,3,hard,0.13254042623671855,DIGIT,cube4
hard_3mm_r1,16,0.13841148326423894,3,hard,0.5301617049468742,DIGIT,cube4
hard_3mm_r1,32,0.11747163767245543,3,hard,2.120646819787497,DIGIT,cube4
hard_3mm_r1,48,0.11101483165847387,3,hard,4.771455344521867,DIGIT,cube4
hard_3mm_r1,80,0.10947230567164347,3,hard,13.254042623671861,DIGIT,cube4
hard_3mm_r1,160,0.1050909718834075,3,hard,53.016170494687444,DIGIT,cube4
hard_3mm_r1,320,0.10319257388141878,3,hard,212.06468197874977,DIGIT,cube4
hard_3mm_r1,426,0.10220239668714133,3,hard,375.8266623708553,DIGIT,cube4
hard_3mm_r1,640,0.09603219464050854,3,hard,848.2587279149991,DIGIT,cube4
hard_3mm_r1,854,0.09532109136012323,3,hard,1510.372710957166,DIGIT,cube4
hard_3mm_r1,1280,0.10189295793202648,3,hard,3393.0349116599964,DIGIT,cube4
hard_3mm_r1,1920,0.09853868047025927,3,hard,7634.328551234989,DIGIT,cube4
medium_1mm_r1,8,0.04177601026414239,1,medium,0.21059322079920634,DIGIT,cube4
medium_1mm_r1,16,0.04094872404880476,1,medium,0.8423728831968254,DIGIT,cube4
medium_1mm_r1,32,0.04082633812053443,1,medium,3.3694915327873014,DIGIT,cube4
medium_1mm_r1,48,0.04357550252301936,1,medium,7.581355948771427,DIGIT,cube4
medium_1mm_r1,80,0.04583002884013894,1,medium,21.05932207992063,DIGIT,cube4
medium_1mm_r1,160,0.04701458174808268,1,medium,84.23728831968252,DIGIT,cube4
medium_1mm_r1,320,0.04712391752822644,1,medium,336.9491532787301,DIGIT,cube4
medium_1mm_r1,426,0.04742490608318094,1,medium,597.1502396524494,DIGIT,cube4
medium_1mm_r1,640,0.04566434133870843,1,medium,1347.7966131149203,DIGIT,cube4
medium_1mm_r1,854,0.04584536958558801,1,medium,2399.8282096936555,DIGIT,cube4
medium_1mm_r1,1280,0.047424879261090805,1,medium,5391.186452459681,DIGIT,cube4
medium_1mm_r1,1920,0.0470402430377746,1,medium,12130.169518034287,DIGIT,cube4
medium_2mm_r1,8,0.06863779267102359,2,medium,0.17367109773304965,DIGIT,cube4
medium_2mm_r1,16,0.04149296395286798,2,medium,0.6946843909321986,DIGIT,cube4
medium_2mm_r1,32,0.021179434655158497,2,medium,2.7787375637287943,DIGIT,cube4
medium_2mm_r1,48,0.018829432127921576,2,medium,6.252159518389789,DIGIT,cube4
medium_2mm_r1,80,0.024334062820224756,2,medium,17.367109773304964,DIGIT,cube4
medium_2mm_r1,160,0.02619365211382385,2,medium,69.46843909321986,DIGIT,cube4
medium_2mm_r1,320,0.02688607405677316,2,medium,277.8737563728794,DIGIT,cube4
medium_2mm_r1,426,0.02692559417143343,2,medium,492.45525206567055,DIGIT,cube4
medium_2mm_r1,640,0.020106984486727677,2,medium,1111.4950254915177,DIGIT,cube4
medium_2mm_r1,854,0.0199966305847454,2,medium,1979.0798486605756,DIGIT,cube4
medium_2mm_r1,1280,0.026356940900831217,2,medium,4445.980101966071,DIGIT,cube4
medium_2mm_r1,1920,0.023863700589089393,2,medium,10003.45522942366,DIGIT,cube4
medium_3mm_r1,8,0.12789285562929587,3,medium,0.1366479789414849,DIGIT,cube4
medium_3mm_r1,16,0.08735903794563883,3,medium,0.5465919157659396,DIGIT,cube4
medium_3mm_r1,32,0.069720054740678,3,medium,2.1863676630637583,DIGIT,cube4
medium_3mm_r1,48,0.07016023255881743,3,medium,4.919327241893458,DIGIT,cube4
medium_3mm_r1,80,0.06480867050585222,3,medium,13.66479789414849,DIGIT,cube4
medium_3mm_r1,160,0.06110926476614747,3,medium,54.65919157659396,DIGIT,cube4
medium_3mm_r1,320,0.05942645676431133,3,medium,218.63676630637585,DIGIT,cube4
medium_3mm_r1,426,0.058497573013077925,3,medium,387.47388478726435,DIGIT,cube4
medium_3mm_r1,640,0.046670754825046394,3,medium,874.5470652255034,DIGIT,cube4
medium_3mm_r1,854,0.046091231281529636,3,medium,1557.1805845263752,DIGIT,cube4
medium_3mm_r1,1280,0.058334476078520964,3,medium,3498.1882609020136,DIGIT,cube4
medium_3mm_r1,1920,0.05514427157736893,3,medium,7870.9235870295315,DIGIT,cube4
soft_1mm_r2,8,0.1324738964071293,1,soft,0.20803524288340983,DIGIT,cube4
soft_1mm_r2,16,0.12472848196700832,1,soft,0.8321409715336393,DIGIT,cube4
soft_1mm_r2,32,0.10526699148704514,1,soft,3.3285638861345572,DIGIT,cube4
soft_1mm_r2,48,0.10243952089708383,1,soft,7.4892687438027545,DIGIT,cube4
soft_1mm_r2,80,0.09775082928315419,1,soft,20.803524288340984,DIGIT,cube4
soft_1mm_r2,160,0.09132426872371113,1,soft,83.21409715336394,DIGIT,cube4
soft_1mm_r2,320,0.0888101721541241,1,soft,332.85638861345575,DIGIT,cube4
soft_1mm_r2,426,0.08807143484769954,1,soft,589.8969333985889,DIGIT,cube4
soft_1mm_r2,640,0.08427245218701428,1,soft,1331.425554453823,DIGIT,cube4
soft_1mm_r2,854,0.08348245116079263,1,soft,2370.678612480577,DIGIT,cube4
soft_1mm_r2,1280,0.08655923467524118,1,soft,5325.702217815292,DIGIT,cube4
soft_1mm_r2,1920,0.08441544266546179,1,soft,11982.829990084407,DIGIT,cube4
soft_2mm_r1,8,0.0919216880100295,2,soft,0.1832714063117097,DIGIT,cube4
soft_2mm_r1,16,0.045065842987082924,2,soft,0.7330856252468388,DIGIT,cube4
soft_2mm_r1,32,0.03233819287181648,2,soft,2.9323425009873554,DIGIT,cube4
soft_2mm_r1,48,0.030333299375183902,2,soft,6.597770627221551,DIGIT,cube4
soft_2mm_r1,80,0.030085000394888227,2,soft,18.327140631170973,DIGIT,cube4
soft_2mm_r1,160,0.03171102860853825,2,soft,73.3085625246839,DIGIT,cube4
soft_2mm_r1,320,0.03188186110839995,2,soft,293.2342500987356,DIGIT,cube4
soft_2mm_r1,426,0.031583635321863,2,soft,519.6775270597474,DIGIT,cube4
soft_2mm_r1,640,0.027181478402622052,2,soft,1172.9370003949423,DIGIT,cube4
soft_2mm_r1,854,0.027375232613690223,2,soft,2088.480765087983,DIGIT,cube4
soft_2mm_r1,1280,0.031837686150379504,2,soft,4691.748001579769,DIGIT,cube4
soft_2mm_r1,1920,0.03039204766885193,2,soft,10556.43300355448,DIGIT,cube4
soft_3mm_r1,8,0.1320103489921785,3,soft,0.14892884080120877,DIGIT,cube4
soft_3mm_r1,16,0.1064752367453075,3,soft,0.5957153632048351,DIGIT,cube4
soft_3mm_r1,32,0.09626338157219654,3,soft,2.3828614528193404,DIGIT,cube4
soft_3mm_r1,48,0.101102072975665,3,soft,5.361438268843514,DIGIT,cube4
soft_3mm_r1,80,0.09765484952095116,3,soft,14.892884080120874,DIGIT,cube4
soft_3mm_r1,160,0.09717254239482642,3,soft,59.571536320483496,DIGIT,cube4
soft_3mm_r1,320,0.09715302808247968,3,soft,238.28614528193398,DIGIT,cube4
soft_3mm_r1,426,0.09719315070075753,3,soft,422.2970361443775,DIGIT,cube4
soft_3mm_r1,640,0.09210894031487864,3,soft,953.1445811277359,DIGIT,cube4
soft_3mm_r1,854,0.09202327726446553,3,soft,1697.1279134027243,DIGIT,cube4
soft_3mm_r1,1280,0.0984416755354699,3,soft,3812.5783245109437,DIGIT,cube4
soft_3mm_r1,1920,0.09647973649862374,3,soft,8578.301230149624,DIGIT,cube4
