unit,width_px,x_mm,depth_mm,true_mm
medium_3mm_r2,80,1.5515377880229098,0.3236339,0.4827593278419329
medium_3mm_r2,80,1.8213704468095027,0.3115292,0.4827593278419329
medium_3mm_r2,80,2.0912031055960956,0.30137107,0.4827593278419329
medium_3mm_r2,80,2.3610357643826885,0.29308215,0.4827593278419329
medium_3mm_r2,80,2.630868423169282,0.2865132,0.4827593278419329
medium_3mm_r2,80,2.9007010819558747,0.28091374,0.4827593278419329
medium_3mm_r2,80,3.1705337407424676,0.2742963,0.4827593278419329
medium_3mm_r2,80,3.4403663995290605,0.19201896,0.4827593278419329
medium_3mm_r2,80,3.7101990583156534,0.10827526,0.4827593278419329
medium_3mm_r2,80,3.9800317171022463,0.05474894,0.4827593278419329
medium_3mm_r2,80,4.24986437588884,0.024184285,0.4827593278419329
medium_3mm_r2,80,4.519697034675432,0.019955466,0.4827593278419329
medium_3mm_r2,80,4.7895296934620255,0.017584233,0.4827593278419329
medium_3mm_r2,80,5.059362352248619,0.015646478,0.4827593278419329
medium_3mm_r2,80,5.329195011035211,0.013975272,0.4827593278419329
medium_3mm_r2,80,5.599027669821805,0.012546406,0.4827593278419329
medium_3mm_r2,80,5.868860328608397,0.011332817,0.4827593278419329
medium_3mm_r2,80,6.1386929873949905,0.01030166,0.4827593278419329
medium_3mm_r2,80,6.408525646181584,0.009421368,0.4827593278419329
medium_3mm_r2,80,6.678358304968176,0.008664683,0.4827593278419329
medium_3mm_r2,80,6.94819096375477,0.008009076,0.4827593278419329
medium_3mm_r2,80,7.218023622541362,0.007436216,0.4827593278419329
medium_3mm_r2,80,7.487856281327955,0.0069312453,0.4827593278419329
medium_3mm_r2,80,7.757688940114549,0.0064820987,0.4827593278419329
medium_3mm_r2,80,8.027521598901142,0.0060789417,0.4827593278419329
medium_3mm_r2,80,8.297354257687735,0.0057137213,0.4827593278419329
