unit,width_px,x_mm,depth_mm,true_mm
medium_3mm_r2,80,8.567186916474327,0.005379813,0.4827593278419329
medium_3mm_r2,80,8.83701957526092,0.005071744,0.4827593278419329
medium_3mm_r2,80,9.106852234047514,0.0047849733,0.4827593278419329
medium_3mm_r2,80,9.376684892834106,0.0045157233,0.4827593278419329
medium_3mm_r2,80,9.646517551620699,0.004260843,0.4827593278419329
medium_3mm_r2,80,9.916350210407293,0.0040176976,0.4827593278419329
medium_3mm_r2,80,10.186182869193885,0.0037840814,0.4827593278419329
medium_3mm_r2,80,10.456015527980478,0.003558149,0.4827593278419329
medium_3mm_r2,80,10.725848186767072,0.0033383605,0.4827593278419329
medium_3mm_r2,80,10.995680845553665,0.003123432,0.4827593278419329
medium_3mm_r2,80,11.265513504340257,0.0029123004,0.4827593278419329
medium_3mm_r2,80,11.53534616312685,0.0027040914,0.4827593278419329
medium_3mm_r2,80,11.805178821913444,0.002498096,0.4827593278419329
medium_3mm_r2,80,12.075011480700036,0.0022937527,0.4827593278419329
medium_3mm_r2,80,12.344844139486629,0.0020906264,0.4827593278419329
medium_3mm_r2,80,12.614676798273223,0.001888401,0.4827593278419329
medium_3mm_r2,80,12.884509457059815,0.0016868699,0.4827593278419329
medium_3mm_r2,16,-8.43227058708103,-0.0016319628,0.4827593278419329
medium_3mm_r2,16,-7.083107293148066,-0.0036874656,0.4827593278419329
medium_3mm_r2,16,-5.733943999215101,-0.005048245,0.4827593278419329
medium_3mm_r2,16,-4.384780705282136,-0.004641476,0.4827593278419329
medium_3mm_r2,16,-3.035617411349171,0.0011250572,0.4827593278419329
medium_3mm_r2,16,-1.686454117416206,0.024242304,0.4827593278419329
medium_3mm_r2,16,-0.3372908234832412,0.23539911,0.4827593278419329
medium_3mm_r2,16,1.0118724704497237,0.38247472,0.4827593278419329
medium_3mm_r2,16,2.3610357643826885,0.323494,0.4827593278419329
medium_3mm_r2,16,3.7101990583156534,0.08340428,0.4827593278419329
medium_3mm_r2,16,5.059362352248618,0.036226038,0.4827593278419329
medium_3mm_r2,16,6.408525646181583,0.019765057,0.4827593278419329
medium_3mm_r2,16,7.757688940114548,0.011160375,0.4827593278419329
medium_3mm_r2,16,9.106852234047512,0.0057847872,0.4827593278419329
medium_3mm_r2,16,10.456015527980478,0.0019102094,0.4827593278419329
medium_3mm_r2,16,11.805178821913442,-0.0011349439,0.4827593278419329
soft_1mm_r2,160,-8.619662406170498,-0.05070277,0.2153924835193663
soft_1mm_r2,160,-8.509153913783697,-0.047739264,0.2153924835193663
soft_1mm_r2,160,-8.398645421396896,-0.0448108,0.2153924835193663
soft_1mm_r2,160,-8.288136929010095,-0.04191739,0.2153924835193663
soft_1mm_r2,160,-8.177628436623294,-0.03905904,0.2153924835193663
soft_1mm_r2,160,-8.067119944236492,-0.03623577,0.2153924835193663
soft_1mm_r2,160,-7.956611451849691,-0.03344759,0.2153924835193663
soft_1mm_r2,160,-7.84610295946289,-0.030694526,0.2153924835193663
soft_1mm_r2,160,-7.735594467076089,-0.027976606,0.2153924835193663
soft_1mm_r2,160,-7.625085974689287,-0.025293859,0.2153924835193663
soft_1mm_r2,160,-7.514577482302486,-0.02264632,0.2153924835193663
soft_1mm_r2,160,-7.404068989915685,-0.020034028,0.2153924835193663
soft_1mm_r2,160,-7.293560497528883,-0.01745703,0.2153924835193663
soft_1mm_r2,160,-7.183052005142082,-0.014915378,0.2153924835193663
soft_1mm_r2,160,-7.0725435127552805,-0.012409127,0.2153924835193663
soft_1mm_r2,160,-6.9620350203684795,-0.009938342,0.2153924835193663
soft_1mm_r2,160,-6.851526527981679,-0.0075030937,0.2153924835193663
soft_1mm_r2,160,-6.741018035594877,-0.0051034624,0.2153924835193663
soft_1mm_r2,160,-6.630509543208076,-0.002739536,0.2153924835193663
soft_1mm_r2,160,-6.520001050821275,-0.00041141352,0.2153924835193663
soft_1mm_r2,160,-6.409492558434473,0.0018807957,0.2153924835193663
soft_1mm_r2,160,-6.298984066047672,0.0041369703,0.2153924835193663
soft_1mm_r2,160,-6.188475573660871,0.0063569755,0.2153924835193663
soft_1mm_r2,160,-6.077967081274069,0.008540662,0.2153924835193663
soft_1mm_r2,160,-5.967458588887268,0.0106878625,0.2153924835193663
soft_1mm_r2,160,-5.856950096500467,0.012798394,0.2153924835193663
soft_1mm_r2,160,-5.746441604113666,0.014872053,0.2153924835193663
soft_1mm_r2,160,-5.635933111726865,0.016908612,0.2153924835193663
soft_1mm_r2,160,-5.525424619340063,0.018907825,0.2153924835193663
soft_1mm_r2,160,-5.414916126953262,0.020869415,0.2153924835193663
soft_1mm_r2,160,-5.304407634566461,0.022793083,0.2153924835193663
soft_1mm_r2,160,-5.193899142179659,0.024678497,0.2153924835193663
soft_1mm_r2,160,-5.083390649792858,0.026525294,0.2153924835193663
soft_1mm_r2,160,-4.972882157406057,0.028333087,0.2153924835193663
soft_1mm_r2,160,-4.8623736650192555,0.030101452,0.2153924835193663
soft_1mm_r2,160,-4.751865172632455,0.031829946,0.2153924835193663
soft_1mm_r2,160,-4.641356680245653,0.033518102,0.2153924835193663
soft_1mm_r2,160,-4.530848187858852,0.035165448,0.2153924835193663
soft_1mm_r2,160,-4.420339695472051,0.036771514,0.2153924835193663
soft_1mm_r2,160,-4.309831203085249,0.038335867,0.2153924835193663
soft_1mm_r2,160,-4.199322710698448,0.039858162,0.2153924835193663
soft_1mm_r2,160,-4.088814218311647,0.041338187,0.2153924835193663
soft_1mm_r2,160,-3.9783057259248453,0.04277596,0.2153924835193663
soft_1mm_r2,160,-3.8677972335380444,0.044171866,0.2153924835193663
soft_1mm_r2,160,-3.757288741151243,0.045526862,0.2153924835193663
soft_1mm_r2,160,-3.6467802487644416,0.04684273,0.2153924835193663
soft_1mm_r2,160,-3.5362717563776402,0.04812252,0.2153924835193663
soft_1mm_r2,160,-3.4257632639908393,0.04937114,0.2153924835193663
soft_1mm_r2,160,-3.315254771604038,0.050596286,0.2153924835193663
soft_1mm_r2,160,-3.2047462792172365,0.051810008,0.2153924835193663
soft_1mm_r2,160,-3.0942377868304356,0.053031355,0.2153924835193663
soft_1mm_r2,160,-2.983729294443634,0.054291584,0.2153924835193663
soft_1mm_r2,160,-2.873220802056833,0.055644397,0.2153924835193663
soft_1mm_r2,160,-2.7627123096700315,0.05718475,0.2153924835193663
soft_1mm_r2,160,-2.6522038172832305,0.05906792,0.2153924835193663
soft_1mm_r2,160,-2.541695324896429,0.061436687,0.2153924835193663
soft_1mm_r2,160,-2.4311868325096277,0.063848734,0.2153924835193663
soft_1mm_r2,160,-2.3206783401228264,0.066199884,0.2153924835193663
soft_1mm_r2,160,-2.2101698477360254,0.07245165,0.2153924835193663
soft_1mm_r2,160,-2.099661355349224,0.08203174,0.2153924835193663
soft_1mm_r2,160,-1.9891528629624227,0.09243994,0.2153924835193663
soft_1mm_r2,160,-1.8786443705756215,0.09897871,0.2153924835193663
soft_1mm_r2,160,-1.7681358781888201,0.10159312,0.2153924835193663
soft_1mm_r2,160,-1.657627385802019,0.10818002,0.2153924835193663
soft_1mm_r2,160,-1.5471188934152178,0.110368244,0.2153924835193663
soft_1mm_r2,160,-1.4366104010284164,0.11123411,0.2153924835193663
soft_1mm_r2,160,-1.3261019086416153,0.11514379,0.2153924835193663
soft_1mm_r2,160,-1.2155934162548139,0.11657079,0.2153924835193663
soft_1mm_r2,160,-1.1050849238680127,0.117753364,0.2153924835193663
soft_1mm_r2,160,-0.9945764314812113,0.1192831,0.2153924835193663
soft_1mm_r2,160,-0.8840679390944101,0.12046506,0.2153924835193663
soft_1mm_r2,160,-0.7735594467076089,0.12172078,0.2153924835193663
soft_1mm_r2,160,-0.6630509543208076,0.12301409,0.2153924835193663
soft_1mm_r2,160,-0.5525424619340064,0.12418907,0.2153924835193663
soft_1mm_r2,160,-0.44203396954720503,0.12522718,0.2153924835193663
soft_1mm_r2,160,-0.3315254771604038,0.1262364,0.2153924835193663
soft_1mm_r2,160,-0.22101698477360252,0.12727512,0.2153924835193663
soft_1mm_r2,160,-0.11050849238680126,0.12819067,0.2153924835193663
soft_1mm_r2,160,0.0,0.12879425,0.2153924835193663
soft_1mm_r2,160,0.11050849238680126,0.1287688,0.2153924835193663
soft_1mm_r2,160,0.22101698477360252,0.12543586,0.2153924835193663
soft_1mm_r2,160,0.3315254771604038,0.11844541,0.2153924835193663
soft_1mm_r2,160,0.44203396954720503,0.11065061,0.2153924835193663
soft_1mm_r2,160,0.5525424619340064,0.102503724,0.2153924835193663
soft_1mm_r2,160,0.6630509543208076,0.09544014,0.2153924835193663
soft_1mm_r2,160,0.7735594467076089,0.08665255,0.2153924835193663
soft_1mm_r2,160,0.8840679390944101,0.07947214,0.2153924835193663
soft_1mm_r2,160,0.9945764314812113,0.07446194,0.2153924835193663
soft_1mm_r2,160,1.1050849238680127,0.07129971,0.2153924835193663
soft_1mm_r2,160,1.2155934162548139,0.069458604,0.2153924835193663
soft_1mm_r2,160,1.3261019086416153,0.068716414,0.2153924835193663
soft_1mm_r2,160,1.4366104010284164,0.067894,0.2153924835193663
soft_1mm_r2,160,1.5471188934152178,0.06703447,0.2153924835193663
soft_1mm_r2,160,1.657627385802019,0.06615688,0.2153924835193663
soft_1mm_r2,160,1.7681358781888201,0.06528743,0.2153924835193663
soft_1mm_r2,160,1.8786443705756215,0.064442754,0.2153924835193663
soft_1mm_r2,160,1.9891528629624227,0.063082926,0.2153924835193663
soft_1mm_r2,160,2.099661355349224,0.061586488,0.2153924835193663
soft_1mm_r2,160,2.2101698477360254,0.06073111,0.2153924835193663
soft_1mm_r2,160,2.3206783401228264,0.05933949,0.2153924835193663
soft_1mm_r2,160,2.4311868325096277,0.056762725,0.2153924835193663
soft_1mm_r2,160,2.541695324896429,0.05567234,0.2153924835193663
soft_1mm_r2,160,2.6522038172832305,0.054150943,0.2153924835193663
soft_1mm_r2,160,2.7627123096700315,0.052731298,0.2153924835193663
soft_1mm_r2,160,2.873220802056833,0.05127346,0.2153924835193663
soft_1mm_r2,160,2.983729294443634,0.04975376,0.2153924835193663
soft_1mm_r2,160,3.0942377868304356,0.04816958,0.2153924835193663
soft_1mm_r2,160,3.2047462792172365,0.046521455,0.2153924835193663
soft_1mm_r2,160,3.315254771604038,0.044809822,0.2153924835193663
soft_1mm_r2,160,3.4257632639908393,0.043034602,0.2153924835193663
soft_1mm_r2,160,3.5362717563776402,0.041195232,0.2153924835193663
soft_1mm_r2,160,3.6467802487644416,0.039290756,0.2153924835193663
soft_1mm_r2,160,3.757288741151243,0.03731988,0.2153924835193663
soft_1mm_r2,160,3.8677972335380444,0.03528103,0.2153924835193663
soft_1mm_r2,160,3.9783057259248453,0.03317236,0.2153924835193663
soft_1mm_r2,160,4.088814218311647,0.030991804,0.2153924835193663
soft_1mm_r2,160,4.199322710698448,0.028737029,0.2153924835193663
soft_1mm_r2,160,4.309831203085249,0.026405474,0.2153924835193663
soft_1mm_r2,160,4.420339695472051,0.023994327,0.2153924835193663
soft_1mm_r2,160,4.530848187858852,0.0215005,0.2153924835193663
soft_1mm_r2,160,4.641356680245653,0.018920625,0.2153924835193663
soft_1mm_r2,160,4.751865172632455,0.016251037,0.2153924835193663
soft_1mm_r2,160,4.8623736650192555,0.013487859,0.2153924835193663
soft_1mm_r2,160,4.972882157406057,0.010627225,0.2153924835193663
soft_1mm_r2,160,5.083390649792858,0.0076655205,0.2153924835193663
soft_1mm_r2,160,5.193899142179659,0.00459835,0.2153924835193663
soft_1mm_r2,160,5.304407634566461,0.0014212063,0.2153924835193663
soft_1mm_r2,160,5.414916126953262,-0.0018700135,0.2153924835193663
soft_1mm_r2,160,5.525424619340063,-0.005278491,0.2153924835193663
soft_1mm_r2,160,5.635933111726865,-0.00880519,0.2153924835193663
soft_1mm_r2,160,5.746441604113666,-0.012445255,0.2153924835193663
soft_1mm_r2,160,5.856950096500467,-0.016162522,0.2153924835193663
soft_1mm_r2,160,5.967458588887268,-0.020396516,0.2153924835193663
soft_1mm_r2,160,6.077967081274069,-0.024763772,0.2153924835193663
soft_1mm_r2,160,6.188475573660871,-0.029088669,0.2153924835193663
soft_1mm_r2,160,6.298984066047672,-0.03357817,0.2153924835193663
soft_1mm_r2,160,6.409492558434473,-0.038309254,0.2153924835193663
soft_1mm_r2,160,6.520001050821275,-0.04300654,0.2153924835193663
soft_1mm_r2,160,6.630509543208076,-0.047951974,0.2153924835193663
soft_1mm_r2,160,6.741018035594877,-0.053182185,0.2153924835193663
soft_1mm_r2,160,6.851526527981679,-0.058665477,0.2153924835193663
soft_1mm_r2,160,6.9620350203684795,-0.06440047,0.2153924835193663
soft_1mm_r2,160,7.0725435127552805,-0.070414476,0.2153924835193663
soft_1mm_r2,160,7.183052005142082,-0.07670267,0.2153924835193663
soft_1mm_r2,160,7.293560497528883,-0.083229885,0.2153924835193663
soft_1mm_r2,160,7.404068989915685,-0.09000235,0.2153924835193663
soft_1mm_r2,160,7.514577482302486,-0.09700052,0.2153924835193663
soft_1mm_r2,160,7.625085974689287,-0.10419814,0.2153924835193663
soft_1mm_r2,160,7.735594467076089,-0.111564465,0.2153924835193663
soft_1mm_r2,160,7.84610295946289,-0.11903371,0.2153924835193663
soft_1mm_r2,160,7.956611451849691,-0.1266425,0.2153924835193663
soft_1mm_r2,160,8.067119944236492,-0.13409926,0.2153924835193663
soft_1mm_r2,160,8.177628436623294,-0.14130849,0.2153924835193663
soft_1mm_r2,160,8.288136929010095,-0.1490313,0.2153924835193663
soft_1mm_r2,160,8.398645421396896,-0.15673107,0.2153924835193663
soft_1mm_r2,160,8.509153913783697,-0.16390632,0.2153924835193663
soft_1mm_r2,160,8.619662406170498,-0.17155486,0.2153924835193663
soft_1mm_r2,160,8.730170898557299,-0.17953669,0.2153924835193663
soft_1mm_r2,160,8.840679390944102,-0.18663919,0.2153924835193663
soft_1mm_r2,160,8.951187883330903,-0.19014357,0.2153924835193663
