t,Fx,Fy,Fz,Tx,Ty,Tz
1788794813.048948,-0.00343,0.00181,0.03378,4e-05,-2e-05,-0.00026
1788794813.069750,-0.00307,-0.00299,0.02288,-0.00014,-9e-05,-9e-05
1788794813.089102,-0.0031,0.00566,0.00157,0.00021,0.00015,-9e-05
1788794813.109502,-0.00493,-0.00356,-0.0027,6e-05,4e-05,9e-05
1788794813.128769,-0.00482,0.00037,-0.01713,9e-05,0.00014,9e-05
1788794813.149103,0.00209,0.00148,-0.0181,6e-05,6e-05,0.00017
1788794813.169432,-0.00877,0.00488,0.0099,0.0,0.00013,-0.0
1788794813.189807,-0.00203,0.00041,-0.00589,-5e-05,2e-05,0.00013
1788794813.209104,-0.00234,-0.00245,-0.01311,2e-05,2e-05,0.00023
1788794813.229439,-0.00257,-0.00049,-0.01792,-6e-05,-2e-05,0.00025
1788794813.248745,-0.0019,0.00045,-0.01041,3e-05,2e-05,0.0002
1788794813.269627,-0.00406,0.00473,-0.00182,6e-05,-2e-05,9e-05
1788794813.288973,-0.00241,-0.00562,-0.01024,-0.00018,-0.00018,0.00024
1788794813.309295,-0.00208,-0.00218,0.00236,-5e-05,1e-05,9e-05
1788794813.329634,-0.00228,-0.0009,0.00924,-0.00011,-0.00026,-1e-05
1788794813.348906,-0.00467,0.00188,-0.00931,-1e-05,-5e-05,6e-05
1788794813.369215,-0.00546,0.00291,0.00498,0.0,3e-05,1e-05
1788794813.389551,-0.00308,0.00327,0.02484,-8e-05,-3e-05,0.0
1788794813.408832,0.00015,-0.00248,0.00235,0.00017,4e-05,-0.00011
1788794813.429147,-0.00771,0.00076,0.00825,0.00014,0.00014,-9e-05
1788794813.449505,-0.00118,-0.00105,-0.00127,2e-05,1e-05,2e-05
1788794813.468780,-0.00247,-0.00201,0.00087,0.00015,6e-05,4e-05
1788794813.489158,-0.00419,-0.00192,-0.01581,7e-05,0.00012,0.0001
1788794813.509473,-0.00441,0.00231,0.00564,-7e-05,-4e-05,4e-05
1788794813.528788,-0.0007,-0.00477,0.01553,-2e-05,2e-05,-5e-05
1788794813.549158,-0.00247,-0.00163,-0.00958,0.00011,-6e-05,0.00011
1788794813.569472,-0.00076,-0.00316,-0.00256,-5e-05,1e-05,6e-05
1788794813.588775,0.00212,0.00453,0.00716,-6e-05,4e-05,0.0001
1788794813.609462,-0.00444,-0.00145,0.02098,7e-05,4e-05,-8e-05
1788794813.629445,-0.0022,0.00288,-0.00609,3e-05,-8e-05,9e-05
1788794813.649657,-0.00256,0.00167,0.00302,6e-05,-2e-05,6e-05
1788794813.668897,-0.00314,0.00268,0.00508,6e-05,3e-05,5e-05
1788794813.688921,-0.00404,-0.00085,0.00772,1e-05,-2e-05,-6e-05
1788794813.709548,-0.00539,0.00163,-0.0059,2e-05,-3e-05,5e-05
1788794813.729560,-0.00272,0.00043,0.00389,-7e-05,4e-05,0.0
