t,x,y,z,rx,ry,rz
1788794809.648517,37.8703,362.8743,45.1217,179.743,0.6997,-124.2914
1788794809.668702,37.8697,362.8778,45.1226,179.7427,0.7,-124.2912
1788794809.688860,37.8695,362.876,45.1221,179.7427,0.6997,-124.2914
1788794809.709008,37.8699,362.8765,45.1235,179.7427,0.7,-124.2914
1788794809.729083,37.8677,362.8782,45.1239,179.7424,0.7,-124.2912
1788794809.749174,37.868,362.8765,45.1235,179.7426,0.6998,-124.291
1788794809.769317,37.8693,362.8768,45.1248,179.7424,0.7,-124.2916
1788794809.789475,37.8698,362.877,45.1231,179.7426,0.7001,-124.2914
1788794809.813909,37.8685,362.8766,45.1235,179.7427,0.7,-124.2912
1788794809.834436,37.8697,362.8778,45.1226,179.7427,0.7,-124.2914
1788794809.854577,37.8695,362.8759,45.1239,179.7427,0.6997,-124.2914
1788794809.874740,37.8695,362.876,45.1221,179.7427,0.6997,-124.2914
1788794809.894850,37.8698,362.8742,45.1217,179.7429,0.6995,-124.2914
1788794809.914957,37.87,362.8761,45.1221,179.7429,0.6998,-124.2914
1788794809.935041,37.8669,362.8785,45.1239,179.7426,0.7001,-124.291
1788794809.955123,37.869,362.874,45.1221,179.7432,0.6995,-124.2912
1788794809.975207,37.8696,362.8783,45.1222,179.7426,0.7001,-124.2916
1788794809.995385,37.8691,362.8781,45.1239,179.7424,0.7,-124.2914
1788794810.015463,37.8698,362.877,45.1231,179.7426,0.7001,-124.2914
1788794810.035587,37.8711,362.8775,45.1243,179.7427,0.7,-124.2916
1788794810.055659,37.87,362.8759,45.1239,179.7429,0.6998,-124.2914
1788794810.075711,37.8705,362.8762,45.1222,179.743,0.7,-124.2914
1788794810.095781,37.8701,362.8752,45.1226,179.7427,0.7,-124.2914
1788794810.115969,37.8679,362.877,45.1231,179.7424,0.7,-124.2912
1788794810.136109,37.8689,362.8749,45.123,179.7429,0.6998,-124.2912
1788794810.156258,37.8695,362.8787,45.1236,179.7424,0.7003,-124.2912
1788794810.176419,37.8687,362.8757,45.1225,179.743,0.6997,-124.2912
1788794810.196580,37.8693,362.8769,45.1231,179.7424,0.7,-124.2916
1788794810.216731,37.8681,362.8788,45.1236,179.7424,0.7003,-124.2912
1788794810.236827,37.8682,362.8783,45.1239,179.7426,0.7001,-124.2912
1788794810.256909,37.8708,362.8762,45.1235,179.7426,0.6998,-124.2918
1788794810.276975,37.8699,362.8765,45.1235,179.7427,0.7,-124.2914
1788794810.297130,37.8697,362.8778,45.1226,179.7427,0.7,-124.2914
1788794810.317294,37.8691,362.8781,45.1239,179.7424,0.7,-124.2914
1788794810.337447,37.8699,362.8765,45.1235,179.7427,0.7,-124.2916
1788794810.357609,37.8699,362.8769,45.1248,179.7426,0.7001,-124.2914
1788794810.377772,37.8679,362.8801,45.1244,179.7424,0.7003,-124.2912
1788794810.397932,37.8696,362.8783,45.1222,179.7426,0.7001,-124.2914
1788794810.418064,37.8699,362.8765,45.1235,179.7427,0.7,-124.2914
1788794810.438228,37.8695,362.876,45.1221,179.7427,0.6997,-124.2912
1788794810.458419,37.8699,362.8765,45.1235,179.7427,0.7,-124.2914
