t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788781600.049272,2026-09-07T20:46:40.049263,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788781879.373321,2026-09-07T20:51:19.373312,between normal and shear blocks,0.07008,0.08708,0.17884,0.00096,-0.00359,0.00072
1788782389.261527,2026-09-07T20:59:49.261516,end of collect,0.0477,-0.01208,0.11425,0.00291,-0.00108,0.002
