probe,repeat,target_depth_mm,depth_mm,force_N,file,t_img,Fx,Fy,Fz,Tx,Ty,Tz,tcp_x,tcp_y,tcp_z,area_px,radius_px,enclosing_radius_px,centroid_px,mean_abs_diff_in_region,dark_area_px,bright_area_px,diff_level
cyl4,1,0.1,0.07986669554706083,0.24577004769872984,cyl4_d0.10_r1.png,1788602825.9588642,-0.0004653216079994138,-0.007580517611983062,-0.24577004769872984,-4.00415936970655e-05,-0.00017788339487924686,-3.814960307084725e-05,37.87402725219726,362.9773864746093,40.19779205322265,0,0.0,0.0,None,0.0,0,0,7
cyl4,1,0.2,0.17913416698909757,0.5854171754786393,cyl4_d0.20_r1.png,1788602831.9473805,-0.006149354223563819,-0.01940722101379162,-0.5854171754786393,0.0006400575964204374,-0.00028477643181756276,-6.836664282316995e-05,37.8713264465332,362.976104736328,40.09508514404297,0,0.0,0.0,None,0.0,0,0,7
cyl4,1,0.3,0.28185783284117605,0.930893494175038,cyl4_d0.30_r1.png,1788602838.1401827,0.007970123659780271,-0.021489567104417694,-0.930893494175038,0.0012425095072751773,7.15927089867674e-05,0.0002030736059268623,37.86923599243164,362.987579345703,40.00306320190429,28540,95.31297997484596,147.92250061035156,"[920.1416257883672, 654.9107918710581]",8.867996215820312,28523,0,7
cyl4,1,0.4,0.3800832810786581,1.258121200461224,cyl4_d0.40_r1.png,1788602844.5408914,0.013215301297912064,-0.021583307908540128,-1.258121200461224,0.0014236884709445563,-3.696823250184389e-05,-3.31748729462511e-05,37.86877822875976,362.9901123046875,39.89289093017578,94732,173.64945187924684,224.05120849609375,"[916.4888422074906, 617.168327492294]",9.995427131652832,94707,0,7
cyl4,1,0.5,0.48387127782871175,1.6695923478409753,cyl4_d0.50_r1.png,1788602852.1774943,0.014291512613344538,-0.027429153712272836,-1.6695923478409753,0.0021458096207128104,-0.00014677810907094967,0.00021305427114146625,37.86783218383789,362.9982299804687,39.80190658569336,150438,218.82847771192192,260.6384582519531,"[896.8403860726678, 619.5455602972653]",11.295655250549316,150430,0,7
cyl4,1,0.6,0.5779076931267433,2.053831807587443,cyl4_d0.60_r1.png,1788602859.4022198,0.004204972922221728,-0.047858472280016606,-2.053831807587443,0.0028636870336389343,-0.0004958493233082562,0.0005671110957163883,37.86414718627929,363.0052490234375,39.69324493408203,191385,246.81924067479986,284.3332824707031,"[892.9970217101654, 604.9332340570055]",12.498942375183105,191225,0,7
cyl4,2,0.1,0.08145696687073567,0.26685160841090577,cyl4_d0.10_r2.png,1788602866.4186037,-0.007337621210391632,-0.007634276746315116,-0.26685160841090577,0.0007925700131669073,-7.479676399413938e-05,0.0001466630518276446,37.86065673828125,363.0140991210937,40.1938018798828,0,0.0,0.0,None,0.0,0,0,7
cyl4,2,0.2,0.1776250443562617,0.6038512371755104,cyl4_d0.20_r2.png,1788602872.407403,-0.004758614684316242,-0.015973542947044273,-0.6038512371755104,0.0012739875050863769,-0.0002845199517262087,0.00021067599931443582,37.8604393005371,363.0181884765625,40.0941162109375,0,0.0,0.0,None,0.0,0,0,7
cyl4,2,0.3,0.27887429007028786,0.9467225303964284,cyl4_d0.30_r2.png,1788602878.5997732,0.013661873247123424,-0.011216494037900126,-0.9467225303964284,0.0015197602553279677,0.00010238011733323948,0.0004306180744970245,37.8593063354492,363.0244140625,39.99446868896484,31521,100.16709001662804,150.52134704589844,"[917.5831985025856, 663.5185114685448]",8.922079086303711,31521,0,7
cyl4,2,0.4,0.3794162562097654,1.285546183864375,cyl4_d0.40_r2.png,1788602885.0004408,0.01156489691810556,-0.0067016795138656,-1.285546183864375,0.0016646345019966618,-0.0001289752449430359,0.00023318777515957123,37.85888671875,363.0267333984375,39.8926315307617,98638,177.19325764090672,227.70440673828125,"[911.4039315476793, 623.4910683509398]",10.096192359924316,98638,0,7
