t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788787561.277624,2026-09-07T22:26:01.277614,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788787856.698823,2026-09-07T22:30:56.698814,between normal and shear blocks,-0.06678,-0.05063,-0.10514,0.00237,0.00131,-0.00128
1788788291.833881,2026-09-07T22:38:11.833873,end of collect,-0.0544,-0.09938,-0.16546,0.00471,0.00035,-0.00247
