probe,repeat,target,true,recon,flat,width_x,width_y,angle_deg,lut,sensor
cyl4,2,0.1,0.0715573409074146,-0.014601807110011578,0.02382851578295231,2.495354979169216,2.495354979169216,7.751779556274414,corrected,hard_2mm_r1
cyl4,2,0.2,0.1696696391262726,0.034579966217279434,0.038083698600530624,2.9985036124123217,2.9985036124123217,21.605525970458984,corrected,hard_2mm_r1
cyl4,2,0.3,0.2729895333062053,0.1781044453382492,0.0498049296438694,3.1952787598864236,3.1952787598864236,31.607501983642578,corrected,hard_2mm_r1
cyl4,2,0.4,0.3733614286651381,0.3218240737915039,0.044194772839546204,3.6278902081122673,3.6278902081122673,41.76029968261719,corrected,hard_2mm_r1
cyl4,2,0.5,0.4721825180024446,0.4299255907535553,0.02586996555328369,3.962995503606707,3.962995503606707,23.477401733398438,corrected,hard_2mm_r1
cyl4,2,0.6,0.5748834620643244,0.49777790904045105,0.01775544323027134,4.237225706395111,4.237225706395111,72.10386657714844,corrected,hard_2mm_r1
cyl4,3,0.1,0.0687524388857028,-0.023167449980974197,0.022663911804556847,2.4810700005293262,2.4810700005293262,4.744898796081543,corrected,hard_2mm_r1
cyl4,3,0.2,0.174518847634296,0.030981017276644707,0.035948943346738815,2.959468513407264,2.959468513407264,23.131420135498047,corrected,hard_2mm_r1
cyl4,3,0.3,0.2741207170126785,0.17543670535087585,0.048628054559230804,3.213620132539916,3.213620132539916,28.779808044433594,corrected,hard_2mm_r1
cyl4,3,0.4,0.3710755152222376,0.3210526406764984,0.04196276515722275,3.601911042057872,3.601911042057872,37.487857818603516,corrected,hard_2mm_r1
