sensor,width_px,height_px,split,seed,fz_mae,fz_rmse,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds
hard_2mm_r1,1280,720,cycle,0,0.055514439940452576,0.0625113993883133,0.29759475588798523,0.9735837578773499,0.03247879445552826,0.12191569060087204,0.9100422263145447,773,145,82,1.6808600425720215,0.000979686970822513,0.0005929334438405931,0.00013202568516135216,30,30,26,0.25838472386689576,0.1722208257379203,64,11,6,155.1
hard_2mm_r1,1280,720,random,0,0.04794172942638397,0.05931679159402847,0.26685985922813416,0.9796352982521057,0.02620665915310383,0.13849854469299316,0.954542338848114,773,145,82,2.2167699337005615,0.0005387325654737651,0.000633966876193881,0.00011669661762425676,30,30,26,0.25613607132727856,0.2058386743068695,64,11,6,154.0
hard_2mm_r1,854,480,cycle,0,0.05081900581717491,0.06143420562148094,0.29759475588798523,0.9744862914085388,0.03850138559937477,0.12191569060087204,0.8758794069290161,773,145,82,1.6808600425720215,0.0008394194883294404,0.0007218361715786159,0.00014297298912424594,30,30,27,0.17056689379594614,0.1966084574830943,64,24,3,72.3
hard_2mm_r1,854,480,random,0,0.03128298744559288,0.04123330116271973,0.26685985922813416,0.9901594519615173,0.02518104948103428,0.13849854469299316,0.9611260294914246,773,145,82,2.2167699337005615,0.0006637026090174913,0.0005358647322282195,0.0001231141941389069,30,30,29,0.15661981667152197,0.2096126192602618,64,24,3,70.9
hard_2mm_r1,640,360,cycle,0,0.028943177312612534,0.03540480509400368,0.29759475588798523,0.9915262460708618,0.02845034934580326,0.12191569060087204,0.9203884601593018,773,145,82,1.6808600425720215,0.0005648843944072723,0.0012873114319518209,0.00014146538160275668,30,30,23,0.20123257396446317,0.21837759840077367,64,44,1,40.6
hard_2mm_r1,640,360,random,0,0.04084283113479614,0.04751747474074364,0.26685985922813416,0.9869313836097717,0.030273685231804848,0.13849854469299316,0.9347370266914368,773,145,82,2.2167699337005615,0.0006615481106564403,0.0006819403497502208,0.0001202174462378025,30,30,27,0.1758001697325614,0.2260302477869494,64,44,1,40.0
hard_2mm_r1,426,240,cycle,0,0.03110876865684986,0.04090520739555359,0.29759475588798523,0.9886887669563293,0.04770964756608009,0.12191569060087204,0.8587247133255005,773,145,82,1.6808600425720215,0.0014235138660296798,0.0008999012061394751,0.00015669476124458015,30,30,27,0.15086072845261586,0.26142747155551255,64,64,1,20.0
hard_2mm_r1,426,240,random,0,0.029000887647271156,0.03701541945338249,0.26685985922813416,0.9920697212219238,0.026219522580504417,0.13849854469299316,0.954947292804718,773,145,82,2.2167699337005615,0.0007083754171617329,0.0006287063006311655,0.00011571042705327272,30,30,30,0.15426527975756016,0.21118486667501515,64,64,1,18.5
hard_2mm_r1,320,180,cycle,0,0.03642847016453743,0.043333008885383606,0.29759475588798523,0.9873062372207642,0.02850746177136898,0.12191569060087204,0.9459229111671448,773,145,82,1.6808600425720215,0.0005869152955710888,0.000988473417237401,0.0001558948861202225,30,30,30,0.19204549740079457,0.20873816095549486,64,64,1,12.1
hard_2mm_r1,320,180,random,0,0.06643174588680267,0.07262216508388519,0.26685985922813416,0.9694746136665344,0.02552546001970768,0.13849854469299316,0.9627477526664734,773,145,82,2.2167699337005615,0.0006052044918760657,0.0005289478576742113,0.00012744504783768207,30,30,27,0.16414183100630056,0.2344069974175815,64,64,1,11.0
hard_2mm_r1,160,90,cycle,0,0.023288676515221596,0.027773743495345116,0.29759475588798523,0.9947853684425354,0.021519308909773827,0.12191569060087204,0.9692162275314331,773,145,82,1.6808600425720215,0.0004419221368152648,0.0006020689033903182,0.00015647723921574652,30,30,27,0.1556817340974203,0.18880251029442097,64,64,1,4.4
hard_2mm_r1,160,90,random,0,0.02652890235185623,0.03296495974063873,0.26685985922813416,0.9937103390693665,0.023402096703648567,0.13849854469299316,0.9653629064559937,773,145,82,2.2167699337005615,0.0004714645037893206,0.0007297429256141186,0.00013279466656967998,30,30,30,0.1662609845515519,0.2343846189564672,64,64,1,3.4
hard_2mm_r1,80,45,cycle,0,0.08177708089351654,0.09220198541879654,0.29759475588798523,0.9425310492515564,0.03250829130411148,0.12191569060087204,0.9232629537582397,773,145,82,1.6808600425720215,0.0009872530354186893,0.0014297303277999163,0.0002208247169619426,30,30,9,0.42628233738118276,0.2768292098209776,64,64,1,3.2
hard_2mm_r1,80,45,random,0,0.03583229333162308,0.04387255012989044,0.26685985922813416,0.9888594150543213,0.02689320221543312,0.13849854469299316,0.9541093707084656,773,145,82,2.2167699337005615,0.0004905599635094404,0.0004380329919513315,0.00011595804244279861,30,30,27,0.22543139738376514,0.2021823636416731,64,64,1,2.3
hard_2mm_r1,48,27,cycle,0,0.05277621001005173,0.06576474010944366,0.29759475588798523,0.9707626104354858,0.01751180738210678,0.12191569060087204,0.9688507318496704,773,145,82,1.6808600425720215,0.0005807387642562389,0.0004304011818021536,0.0002376055344939232,30,30,30,0.2565687661954379,0.27040893620458145,64,64,1,3.1
hard_2mm_r1,48,27,random,0,0.03834649175405502,0.058178164064884186,0.26685985922813416,0.9804096221923828,0.020734203979372978,0.13849854469299316,0.9705210328102112,773,145,82,2.2167699337005615,0.00048015647917054594,0.0005858137155883014,0.00010601888061501086,30,30,29,0.2228315545855642,0.19068382032986345,64,64,1,2.2
hard_2mm_r1,32,18,cycle,0,0.04414806142449379,0.05393575504422188,0.29759475588798523,0.980334460735321,0.026247670873999596,0.12191569060087204,0.9482744932174683,773,145,82,1.6808600425720215,0.0005953314830549061,0.001042656134814024,0.0002060152473859489,30,30,30,0.3008120476351364,0.24482757305276806,64,64,1,3.5
hard_2mm_r1,32,18,random,0,0.050979044288396835,0.06828733533620834,0.26685985922813416,0.9730100035667419,0.030364269390702248,0.13849854469299316,0.92427659034729,773,145,82,2.2167699337005615,0.000805313466116786,0.0006541900802403688,0.00010387854126747698,30,30,30,0.2682442942689646,0.22369128917825634,64,64,1,2.5
hard_2mm_r1,16,9,cycle,0,0.17075087130069733,0.32630375027656555,0.29759475588798523,0.2802247405052185,0.07562941312789917,0.12191569060087204,-0.3758805990219116,773,145,82,1.6808600425720215,0.0032627193722873926,0.0012491880916059017,0.00019945792155340314,30,30,27,0.32360815662615977,0.3300965013175175,64,64,1,4.0
hard_2mm_r1,16,9,random,0,0.06603821367025375,0.08536408096551895,0.26685985922813416,0.9578232765197754,0.02976369298994541,0.13849854469299316,0.9264028072357178,773,145,82,2.2167699337005615,0.0005593611276708543,0.0006096689030528069,0.00011025634739780799,30,30,30,0.3249992096717114,0.2246787038342706,64,64,1,2.4
hard_2mm_r1,8,5,cycle,0,0.11587764322757721,0.15367360413074493,0.29759475588798523,0.8403564691543579,0.04923754185438156,0.12191569060087204,0.8323953747749329,773,145,82,1.6808600425720215,0.0011489170137792826,0.0012924735201522708,0.00023316449369303882,30,30,30,0.2962551264991119,0.36518617498463596,64,64,1,4.0
hard_2mm_r1,8,5,random,0,0.06347566843032837,0.09950034320354462,0.26685985922813416,0.9426977038383484,0.04660377278923988,0.13849854469299316,0.837884783744812,773,145,82,2.2167699337005615,0.0011509247124195099,0.0010335036786273122,0.00010259595001116395,30,30,29,0.30647248222479384,0.253202537010456,64,64,1,2.4
hard_2mm_r2,1920,1080,cycle,0,0.03383038938045502,0.04903126507997513,0.2603023052215576,0.9824923872947693,0.043669912964105606,0.13527724146842957,0.8780744671821594,700,192,108,2.1476900577545166,0.000627188419457525,0.001244793296791613,0.0001356949651381001,30,30,22,0.2256166923897607,0.23348296402643123,64,4,16,328.4
hard_2mm_r2,1920,1080,random,0,0.03744807839393616,0.0453142412006855,0.30483588576316833,0.9894618391990662,0.024552157148718834,0.15382540225982666,0.9578769207000732,700,192,108,2.1481099128723145,0.0005969848716631532,0.0004396231670398265,0.00012164185318397358,30,30,28,0.24186651140451432,0.19446328453098735,64,4,16,326.0
hard_2mm_r2,1280,720,cycle,0,0.0444699265062809,0.05559267848730087,0.2603023052215576,0.9774930477142334,0.03575838729739189,0.13527724146842957,0.8732380270957947,700,192,108,2.1476900577545166,0.0006330640171654522,0.0009323791018687189,0.00010383025801274925,30,30,26,0.2708993298666818,0.22041826881468296,64,11,6,143.9
hard_2mm_r2,1280,720,random,0,0.03184359893202782,0.041596684604883194,0.30483588576316833,0.9911199808120728,0.022323008626699448,0.15382540225982666,0.9674426317214966,700,192,108,2.1481099128723145,0.000512639177031815,0.0005787931731902063,0.00011543920118128881,30,30,18,0.2934818829808916,0.19596719834953547,64,11,6,142.5
hard_2mm_r2,854,480,cycle,0,0.0450543574988842,0.054440729320049286,0.2603023052215576,0.9784161448478699,0.029390769079327583,0.13527724146842957,0.9415921568870544,700,192,108,2.1476900577545166,0.0007011696579866111,0.0006889373762533069,0.00012248217535670847,30,30,21,0.192235164301736,0.23325182994206747,64,24,3,66.9
hard_2mm_r2,854,480,random,0,0.04313709959387779,0.051003023982048035,0.30483588576316833,0.9866498112678528,0.021418370306491852,0.15382540225982666,0.9734918475151062,700,192,108,2.1481099128723145,0.000511232647113502,0.00045358407078310847,0.00012737957877106965,30,30,28,0.16888512134552003,0.20086241016785303,64,24,3,65.8
hard_2mm_r2,640,360,cycle,0,0.060041412711143494,0.0691506490111351,0.2603023052215576,0.9651764035224915,0.029980648308992386,0.13527724146842957,0.9313068389892578,700,192,108,2.1476900577545166,0.000629916088655591,0.0009327561710961163,0.0001092574093490839,30,30,30,0.147087025982993,0.22686359037955603,64,44,1,38.0
hard_2mm_r2,640,360,random,0,0.032385729253292084,0.03930908441543579,0.30483588576316833,0.9920698404312134,0.021235136315226555,0.15382540225982666,0.9745956659317017,700,192,108,2.1481099128723145,0.0005439213127829134,0.00046354427468031645,0.00012443697778508067,30,30,29,0.13735931873321533,0.18651723116636276,64,44,1,37.3
hard_2mm_r2,426,240,cycle,0,0.03721223771572113,0.046033792197704315,0.2603023052215576,0.9845675826072693,0.027541644871234894,0.13527724146842957,0.9485535621643066,700,192,108,2.1476900577545166,0.0005893833586014807,0.0005977429100312293,0.00012209746637381613,30,30,14,0.22616374697004046,0.22077090541521707,64,64,1,18.7
hard_2mm_r2,426,240,random,0,0.0253506638109684,0.03242669627070427,0.30483588576316833,0.9946036338806152,0.020566025748848915,0.15382540225982666,0.9742591381072998,700,192,108,2.1481099128723145,0.0007871176348999143,0.0004082747327629477,0.00011633430403890088,30,30,30,0.13190629822867259,0.20167991518974304,64,64,1,17.1
