sensor,width_px,height_px,split,seed,fz_mae,fz_rmse,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds
hard_1mm_r1,320,180,cycle,2,0.03948068246245384,0.046993378549814224,0.19011549651622772,0.9785062670707703,0.021587632596492767,0.12971888482570648,0.9706149101257324,0.02361600659787655,0.045077431946992874,119,55,none,595,231,174,1.9910300970077515,0.0006815652595832944,0.0007300289580598474,9.736030187923461e-05,30,30,23,0.1769966558248055,0.26146778915867663,64,64,1,14.1
hard_1mm_r1,160,90,cycle,0,0.0432647280395031,0.054738447070121765,0.19011549651622772,0.9708375930786133,0.022199265658855438,0.12971888482570648,0.9645510315895081,0.019268283620476723,0.060807351022958755,119,55,none,595,231,174,1.9910300970077515,0.0006304294802248478,0.0006469606305472553,0.00011536597594385967,30,30,28,0.17919887975484383,0.2632594294362254,64,64,1,5.7
hard_1mm_r1,160,90,cycle,1,0.05010822042822838,0.059055082499980927,0.19011549651622772,0.9660568237304688,0.02510005608201027,0.12971888482570648,0.9541462063789368,0.02854493260383606,0.0372648686170578,119,55,none,595,231,174,1.9910300970077515,0.000714794616214931,0.0004355021519586444,0.0001124994014389813,30,30,26,0.18429479198295529,0.24913206967440518,64,64,1,4.7
hard_1mm_r1,160,90,cycle,2,0.052687205374240875,0.061411600559949875,0.19011549651622772,0.9632938504219055,0.027022628113627434,0.12971888482570648,0.9542426466941833,0.02601025626063347,0.046277966350317,119,55,none,595,231,174,1.9910300970077515,0.0006787688471376896,0.0005616144044324756,0.00012631934077944607,30,30,28,0.20948251515877347,0.2664684031432841,64,64,1,4.6
hard_1mm_r1,80,45,cycle,0,0.07283881306648254,0.07785525918006897,0.19011549651622772,0.9410051703453064,0.034438297152519226,0.12971888482570648,0.9217075705528259,0.02566215582191944,0.06010314077138901,119,55,none,595,231,174,1.9910300970077515,0.0008511796477250755,0.00032836428727023304,0.0001065383548848331,30,30,22,0.2987556738011977,0.26706646840809745,64,64,1,3.3
hard_1mm_r1,80,45,cycle,1,0.03831387311220169,0.04672526568174362,0.19011549651622772,0.9787508249282837,0.021113477647304535,0.12971888482570648,0.9709876775741577,0.019217293709516525,0.037070900201797485,119,55,none,595,231,174,1.9910300970077515,0.0005347068654373288,0.0003713025071192533,0.00014124625886324793,30,30,30,0.18959483619497602,0.24297877720424108,64,64,1,3.1
hard_1mm_r1,80,45,cycle,2,0.04995793476700783,0.06014404073357582,0.19011549651622772,0.9647934436798096,0.0203525573015213,0.12971888482570648,0.972531795501709,0.023514101281762123,0.04258747026324272,119,55,none,595,231,174,1.9910300970077515,0.00042439831304363906,0.00043378767441026866,0.00013311045768205076,30,30,29,0.23660136310994123,0.26039737024348536,64,64,1,3.1
hard_1mm_r1,48,27,cycle,0,0.037422630935907364,0.053555890917778015,0.19011549651622772,0.9720840454101562,0.02299446426331997,0.12971888482570648,0.9667847752571106,0.02421402931213379,0.06132915988564491,119,55,none,595,231,174,1.9910300970077515,0.0008045295253396034,0.0005256733275018632,0.00011905448627658188,30,30,29,0.23804966982673195,0.24337318552520884,64,64,1,3.9
hard_1mm_r1,48,27,cycle,1,0.05142667517066002,0.06656594574451447,0.19011549651622772,0.9568736553192139,0.025682169944047928,0.12971888482570648,0.9550921320915222,0.02750234119594097,0.07251083850860596,119,55,none,595,231,174,1.9910300970077515,0.0007482871296815574,0.000519414315931499,0.00011335049202898517,30,30,30,0.2503225238383317,0.24483831826742594,64,64,1,2.0
hard_1mm_r1,48,27,cycle,2,0.07885479182004929,0.1003941223025322,0.19011549651622772,0.9019032120704651,0.02373761124908924,0.12971888482570648,0.9602436423301697,0.02677100896835327,0.04051908850669861,119,55,none,595,231,174,1.9910300970077515,0.000520859844982624,0.0005009181331843138,0.0001161013133241795,30,30,29,0.2477761797544335,0.24639943771032027,64,64,1,2.4
hard_1mm_r1,32,18,cycle,0,0.07392118871212006,0.19905221462249756,0.19011549651622772,0.6143687963485718,0.035067953169345856,0.12971888482570648,0.810867965221405,0.04197627305984497,0.03455762565135956,119,55,none,595,231,174,1.9910300970077515,0.0009817935060709715,0.0006705558625981212,0.00011284515494480729,30,30,30,0.2816536142044708,0.27406704064571497,64,64,1,3.9
hard_1mm_r1,32,18,cycle,1,0.08182447403669357,0.11396465450525284,0.19011549651622772,0.8735908269882202,0.030899014323949814,0.12971888482570648,0.885375440120697,0.039525024592876434,0.04820893332362175,119,55,none,595,231,174,1.9910300970077515,0.0009017505217343569,0.0005687003722414374,0.00012098324805265293,30,30,30,0.2719266955592051,0.2833895002092634,64,64,1,2.4
hard_1mm_r1,32,18,cycle,2,0.04075530916452408,0.058950431644916534,0.19011549651622772,0.9661769866943359,0.0306702833622694,0.12971888482570648,0.91273033618927,0.03951885551214218,0.04145125299692154,119,55,none,595,231,174,1.9910300970077515,0.0006858721608296037,0.0006485781050287187,0.0001149343661381863,30,30,29,0.26096016859807886,0.26462487637738646,64,64,1,2.7
hard_1mm_r1,16,9,cycle,0,0.03871465101838112,0.04744686931371689,0.19011549651622772,0.978089451789856,0.029189055785536766,0.12971888482570648,0.9431782364845276,0.03452980890870094,0.04337548837065697,119,55,none,595,231,174,1.9910300970077515,0.0007501086802221835,0.0004998634103685617,9.594836592441425e-05,30,30,30,0.27332592170779446,0.22454664717504988,64,64,1,4.0
hard_1mm_r1,16,9,cycle,1,0.043338362127542496,0.053587574511766434,0.19011549651622772,0.9720510244369507,0.025544973090291023,0.12971888482570648,0.9610888957977295,0.02059916779398918,0.05662587657570839,119,55,none,595,231,174,1.9910300970077515,0.0005309366970323026,0.0005095272208563983,9.8526528745424e-05,30,30,29,0.2815695722563928,0.24228424220890193,64,64,1,2.9
hard_1mm_r1,16,9,cycle,2,0.052223481237888336,0.06661532819271088,0.19011549651622772,0.9568096995353699,0.03276243805885315,0.12971888482570648,0.931406557559967,0.03509347140789032,0.06199340894818306,119,55,none,595,231,174,1.9910300970077515,0.0009046593331731856,0.0007114759064279497,0.00011135792738059536,30,30,29,0.2762750577525932,0.2525640669323149,64,64,1,2.9
hard_1mm_r1,8,5,cycle,0,0.09192372858524323,0.15234920382499695,0.19011549651622772,0.774098813533783,0.06916528195142746,0.12971888482570648,0.4597775936126709,0.0861472487449646,0.055673129856586456,119,55,none,595,231,174,1.9910300970077515,0.0011629282962530851,0.001707105664536357,0.00011011006426997483,30,30,28,0.2603539987772453,0.3172400008032332,64,64,1,3.9
hard_1mm_r1,8,5,cycle,1,0.08708216995000839,0.10312288999557495,0.19011549651622772,0.8964980840682983,0.04425443336367607,0.12971888482570648,0.8472071886062622,0.0577201284468174,0.07855141162872314,119,55,none,595,231,174,1.9910300970077515,0.0012937963474541903,0.0008060669060796499,0.00010761966404970735,30,30,30,0.3680977252351136,0.2873035942837273,64,64,1,2.8
hard_1mm_r1,8,5,cycle,2,0.13261546194553375,0.2218768447637558,0.19011549651622772,0.5208603143692017,0.06644435226917267,0.12971888482570648,0.6263480186462402,0.08889329433441162,0.11060894280672073,119,55,none,595,231,174,1.9910300970077515,0.0014562061987817287,0.0014007810968905687,0.00011331096902722493,30,30,15,0.41011807417669216,0.3600324903215681,64,64,1,2.8
hard_1mm_r2,854,480,cycle,0,0.0506005696952343,0.06159229204058647,0.215550035238266,0.9674831032752991,0.022840825840830803,0.11845756322145462,0.9567214250564575,0.02326628565788269,0.02486688829958439,87,42,none,694,177,129,1.8539299964904785,0.0006094305426813662,0.0007148687727749348,0.0002797212218865752,30,30,26,0.18053179584250326,0.24265849657651395,64,24,3,102.5
hard_1mm_r2,854,480,cycle,1,0.048480093479156494,0.056826043874025345,0.215550035238266,0.9723209142684937,0.03171085566282272,0.11845756322145462,0.9327905178070068,0.0323852077126503,0.032684843987226486,87,42,none,694,177,129,1.8539299964904785,0.0006401067948900163,0.0006689666770398617,0.0002242087066406384,30,30,26,0.16679139920545244,0.25179374554736467,64,24,3,114.4
hard_1mm_r2,854,480,cycle,2,0.03878311067819595,0.04904545098543167,0.215550035238266,0.9793816208839417,0.023919932544231415,0.11845756322145462,0.9516656398773193,0.029538458213210106,0.039921846240758896,87,42,none,694,177,129,1.8539299964904785,0.0007807981455698609,0.0004781843745149672,0.0002736905007623136,30,30,25,0.1841916615406443,0.24205406102756996,64,24,3,110.7
hard_1mm_r2,640,360,cycle,0,0.03193483129143715,0.0412648469209671,0.215550035238266,0.9854045510292053,0.02195880189538002,0.11845756322145462,0.9627967476844788,0.02148924581706524,0.04407172277569771,87,42,none,694,177,129,1.8539299964904785,0.0005328513216227293,0.0005671339458785951,0.0002805870317388326,30,30,30,0.13014023276502187,0.24044369944071364,64,44,1,60.5
hard_1mm_r2,640,360,cycle,1,0.041019391268491745,0.05285600945353508,0.215550035238266,0.9760532975196838,0.02489529736340046,0.11845756322145462,0.9469589591026306,0.029164936393499374,0.07389217615127563,87,42,none,694,177,129,1.8539299964904785,0.0006069045048207045,0.0009253699099645019,0.0002546344476286322,30,30,26,0.19318106263790075,0.24730618020235481,64,44,1,60.8
hard_1mm_r2,640,360,cycle,2,0.10684280842542648,0.11560264229774475,0.215550035238266,0.8854507803916931,0.023059597238898277,0.11845756322145462,0.9488673210144043,0.02889513410627842,0.1331264227628708,87,42,none,694,177,129,1.8539299964904785,0.0008383795502595603,0.0007423519273288548,0.00023908574075903744,30,30,25,0.20052365198602595,0.25822496599396744,64,44,1,59.4
hard_1mm_r2,426,240,cycle,0,0.04823305457830429,0.058569494634866714,0.215550035238266,0.970596432685852,0.018662193790078163,0.11845756322145462,0.9697045683860779,0.0200397539883852,0.026176759973168373,87,42,none,694,177,129,1.8539299964904785,0.0005223930929787457,0.000604730099439621,0.0002811038284562528,30,30,30,0.12573598028947022,0.24278717256535245,64,64,1,29.5
hard_1mm_r2,426,240,cycle,1,0.062355365604162216,0.06897944957017899,0.215550035238266,0.9592154026031494,0.020735064521431923,0.11845756322145462,0.9659041166305542,0.021885942667722702,0.05248046666383743,87,42,none,694,177,129,1.8539299964904785,0.00043621519580483437,0.0004501970543060452,0.0002158706047339365,30,30,30,0.14137742223932007,0.228667076024632,64,64,1,26.6
hard_1mm_r2,426,240,cycle,2,0.04946576803922653,0.059407562017440796,0.215550035238266,0.9697489738464355,0.026136837899684906,0.11845756322145462,0.9456521272659302,0.03165721520781517,0.049697909504175186,87,42,none,694,177,129,1.8539299964904785,0.0005412129685282707,0.0005675515276379883,0.00025575366453267634,30,30,21,0.2658028740017146,0.25084891561734474,64,64,1,27.6
hard_1mm_r2,320,180,cycle,0,0.039445050060749054,0.047885406762361526,0.215550035238266,0.9803454279899597,0.020888542756438255,0.11845756322145462,0.9618580937385559,0.02588643692433834,0.05457160621881485,87,42,none,694,177,129,1.8539299964904785,0.0005887860315851867,0.0008744025835767388,0.0002827385033015162,30,30,30,0.12739890521816286,0.24402367327846375,64,64,1,17.2
hard_1mm_r2,320,180,cycle,1,0.03688497468829155,0.044978562742471695,0.215550035238266,0.9826592803001404,0.023562340065836906,0.11845756322145462,0.9573085308074951,0.02370729111135006,0.05499471351504326,87,42,none,694,177,129,1.8539299964904785,0.000591752992477268,0.0006777624366804957,0.0002587049675639719,30,30,26,0.1742192620159226,0.2473496151509258,64,64,1,15.1
hard_1mm_r2,320,180,cycle,2,0.05058131366968155,0.05900297313928604,0.215550035238266,0.9701595902442932,0.020633360370993614,0.11845756322145462,0.9648457169532776,0.021950814872980118,0.03657149150967598,87,42,none,694,177,129,1.8539299964904785,0.0007097079651430249,0.0005330424755811691,0.00023893309116829187,30,30,22,0.1600907549734418,0.2545011595817609,64,64,1,16.0
hard_1mm_r2,160,90,cycle,0,0.04129612445831299,0.05391116812825203,0.215550035238266,0.9750877022743225,0.02116985432803631,0.11845756322145462,0.9629058241844177,0.02400045096874237,0.026081258431077003,87,42,none,694,177,129,1.8539299964904785,0.0005326105747371912,0.0007066149264574051,0.0002739033952821046,30,30,26,0.21352293580684606,0.2661922153106517,64,64,1,6.1
hard_1mm_r2,160,90,cycle,1,0.037279222160577774,0.04825638607144356,0.215550035238266,0.9800397157669067,0.022465087473392487,0.11845756322145462,0.9587588906288147,0.02072330191731453,0.05654669925570488,87,42,none,694,177,129,1.8539299964904785,0.0005108292098157108,0.0005161382141523063,0.0002320283674634993,30,30,30,0.1445337750382657,0.2338737821848379,64,64,1,5.1
hard_1mm_r2,160,90,cycle,2,0.05152739956974983,0.06136814132332802,0.215550035238266,0.967719316482544,0.020973537117242813,0.11845756322145462,0.9617026448249817,0.02408933825790882,0.02463553659617901,87,42,none,694,177,129,1.8539299964904785,0.0007799150771461427,0.0006198266055434942,0.00018418933905195445,30,30,28,0.18934203293550256,0.23288009126307602,64,64,1,5.0
hard_1mm_r2,80,45,cycle,0,0.05250377953052521,0.05980571359395981,0.215550035238266,0.9693421125411987,0.017728909850120544,0.11845756322145462,0.9719131588935852,0.018340030685067177,0.06934088468551636,87,42,none,694,177,129,1.8539299964904785,0.00041005172533914447,0.0007646766607649624,0.00016927624528761953,30,30,29,0.19976866417041086,0.23631037695933196,64,64,1,4.3
hard_1mm_r2,80,45,cycle,1,0.043574195355176926,0.05646039918065071,0.215550035238266,0.9726759791374207,0.03176317736506462,0.11845756322145462,0.9156254529953003,0.036736924201250076,0.07359571754932404,87,42,none,694,177,129,1.8539299964904785,0.0008799581555649638,0.0007085931720212102,0.00013509657583199441,30,30,20,0.24980769995653665,0.2264438025695456,64,64,1,3.4
hard_1mm_r2,80,45,cycle,2,0.10731471329927444,0.11971946805715561,0.215550035238266,0.8771468997001648,0.02492472156882286,0.11845756322145462,0.9445072412490845,0.030112631618976593,0.1441114991903305,87,42,none,694,177,129,1.8539299964904785,0.000795477069914341,0.0005846127169206738,0.0002465035067871213,30,30,17,0.26439134394401087,0.2717974334113342,64,64,1,3.4
hard_1mm_r2,48,27,cycle,0,0.034729354083538055,0.04342286288738251,0.215550035238266,0.9838380813598633,0.021908249706029892,0.11845756322145462,0.9599656462669373,0.02451111003756523,0.027890563011169434,87,42,none,694,177,129,1.8539299964904785,0.0005219868035055697,0.0006186303799040616,0.00010170275345444679,30,30,29,0.21778607849428908,0.1853156709401621,64,64,1,4.2
hard_1mm_r2,48,27,cycle,1,0.03426508978009224,0.041765064001083374,0.215550035238266,0.9850485324859619,0.0232513677328825,0.11845756322145462,0.953283429145813,0.029668783769011497,0.04355378448963165,87,42,none,694,177,129,1.8539299964904785,0.0007924417150206864,0.00041098633664660156,0.0001954881736310199,30,30,30,0.2167050419348461,0.2180577078781559,64,64,1,3.0
hard_1mm_r2,48,27,cycle,2,0.03704828768968582,0.04696764424443245,0.215550035238266,0.9810916185379028,0.020371034741401672,0.11845756322145462,0.964784562587738,0.023978227749466896,0.04766213893890381,87,42,none,694,177,129,1.8539299964904785,0.0005190250230953097,0.0006429682835005224,0.00023898459039628506,30,30,30,0.2492319555035242,0.2496362513741531,64,64,1,3.1
hard_1mm_r2,32,18,cycle,0,0.038825664669275284,0.048492398113012314,0.215550035238266,0.9798440337181091,0.026010727509856224,0.11845756322145462,0.9407044649124146,0.032383184880018234,0.029194338247179985,87,42,none,694,177,129,1.8539299964904785,0.0007184819551184773,0.0005765356472693384,0.00023373300791718066,30,30,29,0.24992420487857345,0.23665286996270304,64,64,1,4.0
hard_1mm_r2,32,18,cycle,1,0.04907061532139778,0.0624096617102623,0.215550035238266,0.966614305973053,0.03241239860653877,0.11845756322145462,0.8994137644767761,0.042998116463422775,0.035721417516469955,87,42,none,694,177,129,1.8539299964904785,0.0007470599375665188,0.0007980449008755386,0.00017392929294146597,30,30,26,0.2536805727296329,0.24076320626641398,64,64,1,3.0
hard_1mm_r2,32,18,cycle,2,0.03872179985046387,0.04740728437900543,0.215550035238266,0.9807359576225281,0.027682311832904816,0.11845756322145462,0.9410204291343689,0.030718106776475906,0.045177243649959564,87,42,none,694,177,129,1.8539299964904785,0.000587779562920332,0.0006282945396378636,0.00016197492368519306,30,30,30,0.2450073981491221,0.2245507051715743,64,64,1,3.0
hard_1mm_r2,16,9,cycle,0,0.048307593911886215,0.060460515320301056,0.215550035238266,0.9686671495437622,0.02707640826702118,0.11845756322145462,0.9396528601646423,0.03415171802043915,0.0578986331820488,87,42,none,694,177,129,1.8539299964904785,0.0008314480655826628,0.000574663863517344,0.00020527720334939659,30,30,29,0.23791917394148857,0.23644452714650643,64,64,1,4.1
hard_1mm_r2,16,9,cycle,1,0.05532819777727127,0.06697770953178406,0.215550035238266,0.9615481495857239,0.024889584630727768,0.11845756322145462,0.9488091468811035,0.027251675724983215,0.06219556927680969,87,42,none,694,177,129,1.8539299964904785,0.0005420038942247629,0.0007267695618793368,0.00023403146769851446,30,30,27,0.3318531410151325,0.2505204906571383,64,64,1,2.8
hard_1mm_r2,16,9,cycle,2,0.055960968136787415,0.06727538257837296,0.215550035238266,0.9612056016921997,0.04657290130853653,0.11845756322145462,0.7383397817611694,0.06063869595527649,0.06225326657295227,87,42,none,694,177,129,1.8539299964904785,0.0009369096951559186,0.0008052238263189793,0.000172084997757338,30,30,30,0.27258944717539146,0.2422033568560067,64,64,1,2.9
hard_1mm_r2,8,5,cycle,0,0.08539531379938126,0.11148738116025925,0.215550035238266,0.8934611082077026,0.06681566685438156,0.11845756322145462,0.4910162091255188,0.09089639037847519,0.08282575011253357,87,42,none,694,177,129,1.8539299964904785,0.0014536939561367035,0.0013523186789825559,0.0001167959562735632,30,30,30,0.2203632555365219,0.21980880478681145,64,64,1,4.9
hard_1mm_r2,8,5,cycle,1,0.06341607123613358,0.08058764785528183,0.215550035238266,0.944333553314209,0.05414900556206703,0.11845756322145462,0.7191120982170105,0.07012154161930084,0.08528017997741699,87,42,none,694,177,129,1.8539299964904785,0.001712450641207397,0.0010538684437051415,0.00011095256922999397,30,30,30,0.26436044434649114,0.24872591266524322,64,64,1,3.1
hard_1mm_r2,8,5,cycle,2,0.06732261925935745,0.0850272923707962,0.215550035238266,0.9380311965942383,0.06615153700113297,0.11845756322145462,0.59614098072052,0.08355417102575302,0.0822397843003273,87,42,none,694,177,129,1.8539299964904785,0.0017896268982440233,0.0018785310676321387,0.00012572771811392158,30,30,30,0.28949921275421936,0.2677747651008563,64,64,1,3.2
hard_2mm_r1,854,480,cycle,0,0.030224047601222992,0.03822154179215431,0.22613592445850372,0.9853312969207764,0.041401587426662445,0.12681090831756592,0.8920031785964966,0.04855610802769661,0.02760903909802437,81,46,none,703,170,127,1.6808600425720215,0.0008749882108531892,0.000713166780769825,0.0001488031557528302,30,30,24,0.24503569650446538,0.22778862995259902,64,24,3,97.9
hard_2mm_r1,854,480,cycle,1,0.03326898068189621,0.039115652441978455,0.22613592445850372,0.9846369624137878,0.041690241545438766,0.12681090831756592,0.8649336695671082,0.0586559921503067,0.03686349838972092,81,46,none,703,170,127,1.6808600425720215,0.0006609046249650419,0.0008624717011116445,0.00015501116286031902,30,30,30,0.1727245372864464,0.22374046409831327,64,24,3,115.8
hard_2mm_r1,854,480,cycle,2,0.027205638587474823,0.03384769707918167,0.22613592445850372,0.9884963631629944,0.03618990629911423,0.12681090831756592,0.8958112597465515,0.048762738704681396,0.027852635830640793,81,46,none,703,170,127,1.6808600425720215,0.0006094093550927937,0.000983705627731979,0.00015944684855639935,30,30,30,0.18958297664376444,0.2367448007359224,64,24,3,114.1
hard_2mm_r1,640,360,cycle,0,0.028182365000247955,0.03490551933646202,0.22613592445850372,0.9877661466598511,0.041130878031253815,0.12681090831756592,0.8863992094993591,0.05451168119907379,0.030499305576086044,81,46,none,703,170,127,1.6808600425720215,0.0008737099706195295,0.0009525962523184717,0.000160231749759987,30,30,28,0.15490093204069613,0.2573535582598518,64,44,1,61.4
hard_2mm_r1,640,360,cycle,1,0.06084967777132988,0.06937997043132782,0.22613592445850372,0.9516669511795044,0.05363883450627327,0.12681090831756592,0.821803092956543,0.06490900367498398,0.05479290336370468,81,46,none,703,170,127,1.6808600425720215,0.0008978694095276296,0.0009375715162605047,0.00013013792340643704,30,30,30,0.16754664974565356,0.2659018965328441,64,44,1,62.5
hard_2mm_r1,640,360,cycle,2,0.028798727318644524,0.037379905581474304,0.22613592445850372,0.9859701991081238,0.04578283429145813,0.12681090831756592,0.8393101096153259,0.06464866548776627,0.020015709102153778,81,46,none,703,170,127,1.6808600425720215,0.0008083627908490598,0.0009760055691003799,0.00016088626580312848,30,30,30,0.1706190740061688,0.23397677084978888,64,44,1,61.6
hard_2mm_r1,426,240,cycle,0,0.034001585096120834,0.042104322463274,0.22613592445850372,0.9821996092796326,0.024467727169394493,0.12681090831756592,0.9577379822731018,0.029072990640997887,0.03617515042424202,81,46,none,703,170,127,1.6808600425720215,0.0006243354291655123,0.0006955549470148981,0.00016108325507957488,30,30,30,0.16506761914466217,0.24175378014059629,64,64,1,29.5
hard_2mm_r1,426,240,cycle,1,0.05920799449086189,0.06640538573265076,0.22613592445850372,0.9557225704193115,0.021597791463136673,0.12681090831756592,0.9684624075889587,0.02473578043282032,0.04191577807068825,81,46,none,703,170,127,1.6808600425720215,0.0004714362439699471,0.0006371865165419877,0.00017769134137779474,30,30,29,0.1482599985548646,0.2539147881900563,64,64,1,27.3
hard_2mm_r1,426,240,cycle,2,0.04760560393333435,0.05443476140499115,0.22613592445850372,0.9702471494674683,0.031851738691329956,0.12681090831756592,0.9325136542320251,0.04019474610686302,0.04832923412322998,81,46,none,703,170,127,1.6808600425720215,0.0007688088226132095,0.0009982011979445815,0.00016312493244186044,30,30,29,0.14107535065153076,0.23751532610724954,64,64,1,28.7
hard_2mm_r1,320,180,cycle,0,0.032205965369939804,0.04098207876086235,0.22613592445850372,0.9831358790397644,0.0277281254529953,0.12681090831756592,0.9554495215415955,0.028294427320361137,0.03852103650569916,81,46,none,703,170,127,1.6808600425720215,0.000707377796061337,0.0007090836297720671,0.0001562563411425799,30,30,28,0.19665569262009427,0.26319623834946576,64,64,1,17.1
hard_2mm_r1,320,180,cycle,1,0.04935894533991814,0.06011446565389633,0.22613592445850372,0.9637144207954407,0.01976977102458477,0.12681090831756592,0.9718003869056702,0.025478871539235115,0.06274983286857605,81,46,none,703,170,127,1.6808600425720215,0.0005400944501161575,0.0006239194772206247,0.00016137337661348283,30,30,29,0.1688719948867646,0.25268067752613743,64,64,1,16.0
hard_2mm_r1,320,180,cycle,2,0.036261167377233505,0.04295080527663231,0.22613592445850372,0.9814766645431519,0.027485840022563934,0.12681090831756592,0.9497827291488647,0.03336574509739876,0.03183699771761894,81,46,none,703,170,127,1.6808600425720215,0.0005437593208625913,0.0006797806126996875,0.0001833739224821329,30,30,28,0.14730445080427493,0.23776070650886086,64,64,1,15.1
hard_2mm_r1,160,90,cycle,0,0.03626194968819618,0.04484638571739197,0.22613592445850372,0.979805588722229,0.02667994797229767,0.12681090831756592,0.9527423977851868,0.032069988548755646,0.03085574321448803,81,46,none,703,170,127,1.6808600425720215,0.0006357142119668424,0.0008382669766433537,0.00015650827845092863,30,30,30,0.19549823723002144,0.24272254495059742,64,64,1,6.2
