t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788894040.849581,2026-09-09T04:00:40.849572,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788894273.873188,2026-09-09T04:04:33.873174,between normal and shear blocks,0.03641,0.05217,0.05311,0.00101,-0.00116,0.00053
1788894435.413900,2026-09-09T04:07:15.413887,end of collect,0.04597,0.07171,0.0743,0.00122,-0.00099,0.0021
