probe,ix,iy,x_mm,y_mm,target_depth_mm,depth_mm,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,0,0,-4.0,-2.5,0.15,0.1888593499086504,0.15715184419595687,ball4_x-4.00_y-2.50_d0.15.png,1789035348.9629233,-0.0007579608949360051,0.002803822472580109,-0.15715184419595687,36.03817749023437,357.8799743652343,36.1240997314453,6608,45.86274880447626,"[881.195671912833, 575.6950665859564]",12
ball4,0,0,-4.0,-2.5,0.3,0.3403010859517899,0.36618392528432936,ball4_x-4.00_y-2.50_d0.30.png,1789035351.3030405,-0.007523803552835773,-0.0036098276124560515,-0.36618392528432936,36.03521728515625,357.8743286132812,35.97095108032226,7509,48.88955855143391,"[888.0998801438274, 575.4879477959781]",12
ball4,1,0,-2.0,-2.5,0.15,0.2002304257534142,0.14730406745097469,ball4_x-2.00_y-2.50_d0.15.png,1789035354.0350895,0.015963541416507708,-0.005741645252361672,-0.14730406745097469,37.77723693847656,358.8873901367187,36.1224365234375,10984,59.12965237376892,"[891.0853058994902, 573.1857246904589]",12
ball4,1,0,-2.0,-2.5,0.3,0.35180219439958904,0.3538544651660658,ball4_x-2.00_y-2.50_d0.30.png,1789035356.3792243,-0.005143458450053373,-0.008886738971100172,-0.3538544651660658,37.777286529541,358.8766784667968,35.97216415405273,15519,70.28407446702452,"[797.5011276499774, 475.75662091629613]",12
ball4,2,0,0.0,-2.5,0.15,0.2112248016351792,0.16253430755344594,ball4_x+0.00_y-2.50_d0.15.png,1789035359.107387,0.008779914192068717,0.006445251331511237,-0.16253430755344594,39.50758743286133,359.8832092285156,36.1158103942871,31726,100.49228552016788,"[979.3816428166173, 297.19964697724265]",12
ball4,2,0,0.0,-2.5,0.3,0.366242175867189,0.4145533276816593,ball4_x+0.00_y-2.50_d0.30.png,1789035361.4516068,-0.00046907901433748125,-0.006244131725997626,-0.4145533276816593,39.5103073120117,359.8782653808593,35.96431350708008,66731,145.74339441268182,"[983.1475176454721, 299.969099818675]",12
ball4,3,0,2.0,-2.5,0.15,0.22642209085096,0.14558080882577257,ball4_x+2.00_y-2.50_d0.15.png,1789035364.179777,0.009985927584165565,0.004141723591292568,-0.14558080882577257,41.23974227905273,360.8832702636718,36.10228729248047,46310,121.41223508844298,"[1164.7531418700064, 384.24536817102137]",12
ball4,3,0,2.0,-2.5,0.3,0.3658080966268997,0.41149365596031373,ball4_x+2.00_y-2.50_d0.30.png,1789035366.9119496,0.0019957290262496486,-0.008074384826615422,-0.41149365596031373,41.24340057373047,360.872589111328,35.93484115600586,127805,201.69678977048537,"[1090.6235280309847, 440.9989984742381]",12
ball4,4,0,4.0,-2.5,0.15,0.21728742376894417,0.18630666489904116,ball4_x+4.00_y-2.50_d0.15.png,1789035369.8400745,0.00863493976421097,0.012237160968014037,-0.18630666489904116,42.9699020385742,361.8764038085937,36.07849502563476,41956,115.56387664286414,"[1401.8082038325865, 481.2887787205644]",12
ball4,4,0,4.0,-2.5,0.3,0.36648067317629085,0.4894608997577592,ball4_x+4.00_y-2.50_d0.30.png,1789035372.5721664,0.005003757933658903,-0.0002413415035022126,-0.4894608997577592,42.9757957458496,361.8700866699218,35.92496490478515,84464,163.96867452848332,"[1397.6942839552946, 482.95250047357456]",12
ball4,0,1,-4.0,0.0,0.15,0.12382646570058853,0.17195139455052982,ball4_x-4.00_y+0.00_d0.15.png,1789035377.448472,-0.01261659347155195,0.008111534635067485,-0.17195139455052982,34.78292846679687,360.0525512695312,36.17169952392578,8159,50.96165579505387,"[870.2837357519304, 568.2442701311435]",12
ball4,0,1,-4.0,0.0,0.3,0.27474244747370236,0.41394838027651415,ball4_x-4.00_y+0.00_d0.30.png,1789035379.7886863,-0.0004529515567789133,-0.005547346534822672,-0.41394838027651415,34.78409576416015,360.0463256835937,36.02291870117187,23427,86.35418752803864,"[587.1859819865966, 276.0002561147394]",12
ball4,1,1,-2.0,0.0,0.15,0.12545201090775748,0.1887128168140862,ball4_x-2.00_y+0.00_d0.15.png,1789035382.5207455,0.007237463813317291,0.012738990329931888,-0.1887128168140862,36.52042007446289,361.0491333007812,36.15996170043945,72459,151.8697337950893,"[774.5148428766613, 496.84788639092454]",12
ball4,1,1,-2.0,0.0,0.3,0.2784414639900916,0.4283655890573783,ball4_x-2.00_y+0.00_d0.30.png,1789035385.4490995,0.0018704603195178748,0.005323355738128477,-0.4283655890573783,36.5253562927246,361.0396728515625,36.00635910034179,111627,188.49927762471134,"[765.3805530919939, 480.51337042113465]",12
ball4,2,1,0.0,0.0,0.15,0.12955659357834293,0.17696181973854835,ball4_x+0.00_y+0.00_d0.15.png,1789035388.3732114,0.01790318643889357,0.0011962990168591149,-0.17696181973854835,38.26138687133789,362.048126220703,36.1428985595703,76481,156.027748830849,"[865.9104614217911, 526.2319922595154]",12
ball4,2,1,0.0,0.0,0.3,0.2772975821274315,0.42028823495861334,ball4_x+0.00_y+0.00_d0.30.png,1789035391.1052454,4.472342260655182e-05,-0.0006551709140113715,-0.42028823495861334,38.25875091552734,362.0387878417968,35.98572540283203,108578,185.90710266706765,"[867.0148925196632, 521.607157987806]",12
ball4,3,1,2.0,0.0,0.15,0.1318973720631682,0.1984529776327207,ball4_x+2.00_y+0.00_d0.15.png,1789035394.6175475,0.012156434141883565,0.005508639834060247,-0.1984529776327207,39.99150466918945,363.0460205078125,36.12626647949218,82785,162.33078552056944,"[956.8244488735883, 577.3621791387328]",12
ball4,3,1,2.0,0.0,0.3,0.28064322736430825,0.4291647766590927,ball4_x+2.00_y+0.00_d0.30.png,1789035397.1536934,0.005079681123791602,0.007613398552501494,-0.4291647766590927,39.9921188354492,363.0424499511718,35.97445678710937,131349,204.4741676602566,"[978.5568904217009, 580.3681794303725]",12
ball4,4,1,4.0,0.0,0.15,0.13717901658780818,0.22233135351063993,ball4_x+4.00_y+0.00_d0.15.png,1789035400.0778503,0.021321475780935017,0.0025618623069251,-0.22233135351063993,41.72610473632812,364.04443359375,36.111328125,56374,133.95671511247585,"[1230.8715542626032, 708.6665129314932]",12
ball4,4,1,4.0,0.0,0.3,0.2900614836971549,0.49867154006579995,ball4_x+4.00_y+0.00_d0.30.png,1789035402.8100154,0.0015626970244618122,0.011009991244261386,-0.49867154006579995,41.7261390686035,364.0391845703125,35.9620895385742,137341,209.08610206890364,"[1166.4323545044815, 682.0240205037097]",12
ball4,0,2,-4.0,2.5,0.15,0.03735536494633962,0.18652536195993435,ball4_x-4.00_y+2.50_d0.15.png,1789035407.6902094,-0.00744454666835459,0.0015427239160873186,-0.18652536195993435,33.53522491455078,362.2166748046875,36.20968627929687,14248,67.34448201854886,"[440.84341661987645, 517.9517125210556]",12
ball4,0,2,-4.0,2.5,0.3,0.19010224205769788,0.45658686931017484,ball4_x-4.00_y+2.50_d0.30.png,1789035410.0304244,-0.004832252175519258,0.002028889518066812,-0.45658686931017484,33.53174972534179,362.2108154296875,36.05849456787109,33949,103.95336611218278,"[478.2875489705146, 522.4160358184336]",12
ball4,1,2,-2.0,2.5,0.15,0.03603189130988582,0.21007145088869095,ball4_x-2.00_y+2.50_d0.15.png,1789035412.7625844,0.008685866575396162,0.008841909662283598,-0.21007145088869095,35.27564620971679,363.2168884277343,36.18747329711914,38200,110.26984017500345,"[613.8928010471204, 619.2096596858639]",12
