step,depth_mm,commanded_mm,force_N,img_mean_abs_diff,slope_levels_per_N,area_px,radius_px,region_mean_diff,dark_area_px,dark_radius_px,dark_mean_diff,bright_area_px,bright_radius_px
1,0.10167203881259113,0.1,0.053621617757229956,1.5116405487060547,nan,6413,45.180983832765854,4.252622127532959,6218,44.48877242957835,-4.260844707489014,0,0.0
2,0.19939182305325787,0.2,0.07672832773993435,1.616868257522583,nan,21407,82.5473181486619,5.054551601409912,21081,81.91636412000042,-5.071476936340332,0,0.0
3,0.3055387771374356,0.30000000000000004,0.14442157383246013,1.7567965984344482,2.5569952359606876,33521,103.29601006218414,6.016242980957031,33200,102.80023453913834,-6.035684108734131,0,0.0
4,0.3668273751260145,0.4,0.19625581082738677,1.9462547302246094,2.721442006389426,45678,120.58092295675627,6.990532398223877,45419,120.23858249572635,-7.006764888763428,0,0.0
5,0.5080381440796344,0.5,0.3427343967650188,2.1765618324279785,1.997775744901506,54534,131.7524623418737,8.199671745300293,54294,131.4622263635556,-8.218477249145508,0,0.0
6,0.5610960175545294,0.6,0.3966618940020055,2.456570625305176,2.3417519631913764,65030,143.8738749687792,9.334160804748535,64801,143.62032911324155,-9.352469444274902,0,0.0
7,0.7123234341099902,0.7,0.5371026815650595,2.741934299468994,2.7324136552906517,73911,153.3838387762223,10.354888916015625,73638,153.10030502517617,-10.377939224243164,0,0.0
8,0.7630176978407164,0.7999999999999999,0.5974364034938873,3.088792562484741,2.9515575836699095,82085,161.64302337990483,11.481624603271484,81853,161.41443279273952,-11.50275993347168,0,0.0
9,0.9099039007164187,0.8999999999999999,0.7856251148496568,3.449610471725464,2.62553383758902,88493,167.83383674951304,12.663411140441895,88273,167.62508339476452,-12.685603141784668,0,0.0
10,0.9629863844379507,0.9999999999999999,0.8636404788656392,3.849660873413086,2.684603759606151,96528,175.28781102389564,13.619420051574707,96210,174.99884042399395,-13.651905059814453,500,12.6156626101008
11,1.1108933545692672,1.0999999999999999,1.0920769697497577,4.262208938598633,2.460688616395617,102344,180.49129339553716,14.669278144836426,102114,180.2883682264932,-14.693378448486328,1541,22.147585299739145
12,1.1670568358952487,1.2,1.1497801552060622,4.723114967346191,2.698667167676049,109076,186.33295238734118,15.70842456817627,108903,186.18512705120503,-15.727169036865234,5872,43.23327019404407
13,1.313330492522276,1.3,1.4511236781495824,5.197818756103516,2.266610576101787,114520,190.92628987587779,16.748432159423828,114399,190.8253983869534,-16.761959075927734,12988,64.29781335127248
14,1.3695592032825168,1.4000000000000001,1.5613371296694054,5.6655802726745605,2.1388462318330626,120190,195.59566769340725,17.62559700012207,120049,195.48090322708737,-17.641706466674805,17378,74.37465429904138
15,1.5181578543725216,1.5000000000000002,1.858776994239949,6.182188987731934,2.273232281292531,126084,200.33418003325608,18.526342391967773,125961,200.23643917528213,-18.54066276550293,43078,117.0989038250373
16,1.5633264145900831,1.6000000000000003,1.948363201640285,6.690778732299805,2.4199620676385556,132557,205.41227709867962,19.322036743164062,132397,205.2882704907305,-19.340736389160156,54009,131.11673670016484
17,1.7202188454701144,1.7000000000000004,2.2656871124372686,7.207606792449951,2.2851861277135646,137907,209.5164945152243,20.134845733642578,137772,209.413919402014,-20.15052032470703,70123,149.40162030200997
18,1.7638586660755777,1.8000000000000005,2.355639918292707,7.712817192077637,2.2780848652995793,144733,214.6391035134059,20.75995445251465,144601,214.54120315702139,-20.775455474853516,86588,166.01751842767098
19,1.9200961267059427,1.9000000000000006,2.703868105373272,8.220913887023926,2.0736771735658466,149737,218.31804191935734,21.506933212280273,149578,218.20209933820308,-21.52570152282715,98405,176.98385335932744
20,1.9610451004786356,2.0000000000000004,2.81434617418858,8.751791954040527,2.070980610485802,155718,222.63552918788034,22.153833389282227,155558,222.521120963782,-22.172691345214844,107940,185.36010658898093
21,2.1231815873682507,2.1000000000000005,3.170290548770885,9.249682426452637,2.0078805569584586,173788,235.19872129777536,5.780508995056152,161297,226.5886795755403,-22.752742767333984,172302,234.19101180284335
22,2.16280733562688,2.2000000000000006,3.3012363936805853,9.775385856628418,1.9543909118386498,185278,242.84937531803612,6.022842884063721,167575,230.95622783819604,-23.312448501586914,183692,241.80773274002814
23,2.324315038766901,2.3000000000000007,3.681855001919618,10.266915321350098,1.8321351877555025,196355,250.00347537907993,6.26121711730957,173010,234.671671508637,-23.875734329223633,195063,249.17961659948986
24,2.361819828994232,2.400000000000001,3.8289309068255077,10.767561912536621,1.762581523020981,202375,253.80694083583418,6.48307466506958,179257,238.87083385722872,-24.391496658325195,201247,253.0986164814603
25,2.523776448537376,2.500000000000001,4.246987196233985,11.256587982177734,1.6235111573899774,211443,259.4309103872537,6.726839542388916,185088,242.7248240579967,-24.845766067504883,209166,258.0302417421624
26,2.5629422724925774,2.600000000000001,4.362312142554709,11.768757820129395,1.6876473110875316,216379,262.4415646626167,6.996242523193359,191535,246.91594531380989,-25.312122344970703,214803,261.48406926988264
27,2.7289832415314343,2.700000000000001,4.770578586673446,12.296092987060547,1.8026476716306232,221027,265.2453189286188,7.213740348815918,197914,250.99398959771676,-25.777883529663086,219985,264.6193498445289
28,2.7750851065511384,2.800000000000001,4.960838908382593,12.793811798095703,1.6458515942094587,222404,266.07027629335033,7.481357097625732,204713,255.2688224800325,-26.21668815612793,221230,265.36709690622916
29,2.9266509077790985,2.9000000000000012,5.380586047433743,13.279708862304688,1.5375014473272293,436329,372.67658140630084,16.875350952148438,211581,259.5155564289983,-26.60664939880371,223161,266.52270543175285
