axis,offset_mm,force_N,achieved_x_mm,achieved_y_mm,height_mm,steps,file,Fx,Fy,Fz,Tx_Nmm,Ty_Nmm,Tz_Nmm,cop_x_mm,cop_y_mm,rotate_deg
x,-1.5,1.8727324546230306,-1.5048398891149208,0.01134692013957371,22.747318965224355,8,ball4_x-1.50.png,0.015467271701209739,0.03740809371802563,-1.8727324546230306,0.6817798976695072,-3.0988300396048105,0.06413898105854798,-1.8470862306838023,-0.8293231286854718,0.0
x,-0.75,1.8831975490587638,-0.738167651130664,0.0019138839309019058,22.753581667235128,8,ball4_x-0.75.png,0.04138904006059931,0.01183720796126515,-1.8831975490587638,1.3683892502455497,-1.0751139543752342,-0.12194067690365351,-1.0828177755337773,-0.8730390596864182,0.0
x,0.0,1.7927919041866232,0.013085423087927138,0.011628081943326304,22.76969895117916,8,ball4_x+0.00.png,0.025265944836920084,0.025993840956087942,-1.7927919041866232,0.9804037271071929,0.004268769422099972,0.0586398561245538,-0.3258789423616771,-0.8845756137437869,0.0
x,0.75,1.7813006928020827,0.7611113587207377,0.010615640015009255,22.773766230124895,8,ball4_x+0.75.png,0.014354453140987645,0.032908600678240064,-1.7813006928020827,0.8752343619147174,1.1710692728938932,-0.0629413110021293,0.4697247836655979,-0.9216586956362808,0.0
x,1.5,1.85115504332513,1.5120055521260796,0.0024981721641134397,22.78108354099703,7,ball4_x+1.50.png,0.019839119831502928,0.018157530628013598,-1.85115504332513,1.3085336273884391,2.686163389598359,0.1329492413417288,1.2014470209160137,-0.9353426313412327,0.0
y,-1.5,1.8005708253853612,0.000335825180917082,-1.4869838740104924,22.707808399083554,11,ball4_y-1.50.png,0.009537557195218583,0.024325251312931152,-1.8005708253853612,3.868819911404184,-0.24918436536308652,0.06064531526046579,-0.2617703100304779,-2.463335979159192,0.0
y,-0.75,1.843921807416001,-0.0009603974221900607,-0.7368281530288603,22.732993778641323,9,ball4_y-0.75.png,-0.0001321217042583811,0.04129687368148556,-1.843921807416001,2.2264124102233525,-0.497482554081563,-0.195367650157241,-0.26812695314739443,-1.7290925554885608,0.0
y,0.0,1.8348056240095616,-0.0015652244230391975,0.015642865474745075,22.763491350851186,8,ball4_y+0.00.png,-0.011908537372161377,0.042235411704912275,-1.8348056240095616,0.8946399076250722,-0.5717482360947435,-0.011749526465809623,-0.160437181578521,-1.023759492345589,0.0
y,0.75,1.735208991929818,-0.0013574561201942822,0.7707912230946169,22.800170205143733,7,ball4_y+0.75.png,-0.012808225104853932,0.04118866708880731,-1.735208991929818,-0.4533683419404744,-0.42568360751173984,0.13364774679702762,-0.07339209335080014,-0.29161348296815415,0.0
y,1.5,1.7383096512870395,-0.005617266233344055,1.5078425693633108,22.831226571413936,4,ball4_y+1.50.png,-0.033883359946880985,0.03292644885915887,-1.7383096512870395,-1.5034434391566238,-0.8399530530928734,0.17410047670693984,-0.029184535224989226,0.42369367409632946,0.0
